21600000003,1035926474,752121276,80,49434,2
21600000005,725251772,1010276243,32769,80,66
21600000008,1028743010,3756946919,48464,80,224
21600000018,1366800241,1185836879,27017,24733,26
21600000023,2372333738,1022948766,3023,80,200
21600000031,2458161324,2093865004,33124,80,79
21600000036,2657683775,2093865017,57059,80,105
21600000036,2458161324,2093865004,33124,80,23
21600000038,4246566785,671791538,63161,80,186
21600000039,2226179568,1894654862,49857,80,153
21600000048,3125743877,3773910683,15037,443,167
21600000056,3667576654,1022948766,4683,80,195
21600000065,700527792,1032796186,63900,80,240
21600000074,805406772,2583596373,80,57830,143
21600000077,697162613,3347306539,80,13638,27
21600000077,2458070344,2093864999,4481,80,123
21600000078,3494737664,2093865004,49352,80,137
21600000085,805406772,2583596373,80,57830,160
21600000086,1011118026,661149840,80,25229,84
21600000088,1028681582,2281391359,63588,80,193
21600000088,3754395583,667912822,49460,51056,238
21600000101,2373108688,669127396,16955,8080,206
21600000102,2529835326,671791985,9119,80,210
21600000104,725251772,1010276243,32769,80,168
21600000105,725251772,1010276243,32769,80,94
21600000106,3829227071,669127396,56697,8080,181
21600000106,1011118026,661149912,80,55463,183
21600000132,4245812329,671791977,1869,80,255
21600000132,3753468556,805455153,40753,80,22
21600000135,1302131818,2093864974,4348,80,246
21600000136,2495587447,1010276269,1123,443,80
21600000139,2489463088,2093864983,12597,80,32
21600000150,2967874377,2279634235,80,53652,0
21600000152,3097607635,814525593,62320,80,129
21600000159,805412706,3672022348,1935,55485,201
21600000161,1028743023,2670273621,80,51890,136
21600000164,1406183054,661327660,59574,80,150
21600000168,1029799766,839723613,80,39878,92
21600000169,2967874377,2279634235,80,53652,7
21600000171,2382458353,1801557065,57142,24786,200
21600000176,2610711697,2093864974,62237,80,137
21600000177,2670421486,814525607,52573,80,100
21600000179,1029799766,839723613,80,39878,24
21600000180,2458422640,2093864998,64246,80,227
21600000180,1028681582,2281391359,63588,80,187
21600000182,2458315264,2093865306,6712,80,52
21600000188,2605389263,3963563080,49942,80,129
21600000189,1894688651,2378508597,29200,4855,222
21600000189,725251772,1010276243,32769,80,70
21600000189,725251772,1010276243,32769,80,209
21600000192,2967874377,2279634235,80,53652,203
21600000194,1029799766,839723613,80,39878,206
21600000206,2967874377,2279634235,80,53652,247
21600000211,3381053314,752201891,53,25438,26
21600000212,2529551220,3087360917,6424,80,172
21600000213,2967874512,2279634212,34279,80,66
21600000217,1029799766,839723613,80,39878,72
21600000222,2967874377,2279634235,80,53652,182
21600000224,2967874377,2279634235,80,53652,250
21600000228,1582625772,814525593,1970,80,57
21600000232,2926009017,2583596646,51086,48056,186
21600000235,1029799766,839723613,80,39878,53
21600000237,1028681582,2281391359,63588,80,38
21600000246,3753468556,805455153,40753,80,44
21600000248,2387361007,805455174,59875,80,101
21600000262,805468245,3023310041,57753,80,246
21600000270,3753468579,805455193,61952,80,78
21600000274,2495589282,805458232,52617,80,130
21600000274,2955142125,3058255619,30633,8424,70
21600000276,2610486321,2093865296,26306,80,95
21600000279,725251772,1010276243,32769,80,49
21600000282,901263568,3055375609,12340,16358,16
21600000284,3716886432,3220029708,49163,80,233
21600000285,654711405,2965688780,5125,61498,156
21600000286,2387740110,3960175500,59117,443,142
21600000288,2591521885,1032796304,55766,80,97
21600000294,2395814526,805456251,33938,443,222
21600000297,2398077638,805456037,51152,80,153
21600000301,1028681582,2281391359,63588,80,255
21600000305,900447665,1010276183,48793,80,232
21600000307,2458161324,2093865004,33124,80,244
21600000307,805962954,3256498321,53,31593,85
21600000308,2458161324,2093865004,33124,80,167
21600000310,2582061264,669127396,4413,8080,198
21600000311,2489798223,2093864982,1195,80,49
21600000315,2374722340,671793106,15666,80,24
21600000323,2254446491,3960176045,56811,443,38
21600000324,2254446491,3960176045,56811,443,111
21600000355,3010299095,1022618253,80,63305,74
21600000359,805467327,3001904475,56590,443,165
21600000363,3753468556,805455153,40753,80,60
21600000371,2495425393,1010276261,49170,443,212
21600000371,2493319092,805458226,1249,80,67
21600000374,2967874503,2279634227,80,37214,54
21600000376,2579487039,686961019,15654,80,33
21600000387,2452669866,1034359513,53193,80,186
21600000395,2996197201,3165346625,2099,49580,112
21600000401,2381877246,671793106,3743,80,16
21600000407,917295852,2281332816,24059,443,156
21600000410,3494494563,2093865017,55836,80,133
