21600000003,1035926474,752121276,80,49434,217
21600000005,725251772,1010276243,32769,80,232
21600000008,1028743010,3756946919,48464,80,202
21600000018,1366800241,1185836879,27017,24733,118
21600000023,2372333738,1022948766,3023,80,3
21600000031,2458161324,2093865004,33124,80,0
21600000036,2657683775,2093865017,57059,80,28
21600000036,2458161324,2093865004,33124,80,176
21600000038,4246566785,671791538,63161,80,28
21600000039,2226179568,1894654862,49857,80,32
21600000048,3125743877,3773910683,15037,443,189
21600000056,3667576654,1022948766,4683,80,199
21600000065,700527792,1032796186,63900,80,90
21600000074,805406772,2583596373,80,57830,172
21600000077,697162613,3347306539,80,13638,253
21600000077,2458070344,2093864999,4481,80,208
21600000078,3494737664,2093865004,49352,80,94
21600000085,805406772,2583596373,80,57830,208
21600000086,1011118026,661149840,80,25229,135
21600000088,1028681582,2281391359,63588,80,177
21600000088,3754395583,667912822,49460,51056,142
21600000101,2373108688,669127396,16955,8080,113
21600000102,2529835326,671791985,9119,80,230
21600000104,725251772,1010276243,32769,80,231
21600000105,725251772,1010276243,32769,80,71
21600000106,3829227071,669127396,56697,8080,171
21600000106,1011118026,661149912,80,55463,107
21600000132,4245812329,671791977,1869,80,179
21600000132,3753468556,805455153,40753,80,229
21600000135,1302131818,2093864974,4348,80,59
21600000136,2495587447,1010276269,1123,443,1
21600000139,2489463088,2093864983,12597,80,101
21600000150,2967874377,2279634235,80,53652,178
21600000152,3097607635,814525593,62320,80,19
21600000159,805412706,3672022348,1935,55485,253
21600000161,1028743023,2670273621,80,51890,243
21600000164,1406183054,661327660,59574,80,188
21600000168,1029799766,839723613,80,39878,114
21600000169,2967874377,2279634235,80,53652,151
21600000171,2382458353,1801557065,57142,24786,252
21600000176,2610711697,2093864974,62237,80,17
21600000177,2670421486,814525607,52573,80,89
21600000179,1029799766,839723613,80,39878,187
21600000180,2458422640,2093864998,64246,80,168
21600000180,1028681582,2281391359,63588,80,66
21600000182,2458315264,2093865306,6712,80,107
21600000188,2605389263,3963563080,49942,80,241
21600000189,1894688651,2378508597,29200,4855,5
21600000189,725251772,1010276243,32769,80,199
21600000189,725251772,1010276243,32769,80,55
21600000192,2967874377,2279634235,80,53652,245
21600000194,1029799766,839723613,80,39878,171
21600000206,2967874377,2279634235,80,53652,42
21600000211,3381053314,752201891,53,25438,223
21600000212,2529551220,3087360917,6424,80,205
21600000213,2967874512,2279634212,34279,80,210
21600000217,1029799766,839723613,80,39878,224
21600000222,2967874377,2279634235,80,53652,37
21600000224,2967874377,2279634235,80,53652,246
21600000228,1582625772,814525593,1970,80,84
21600000232,2926009017,2583596646,51086,48056,47
21600000235,1029799766,839723613,80,39878,57
21600000237,1028681582,2281391359,63588,80,234
21600000246,3753468556,805455153,40753,80,204
21600000248,2387361007,805455174,59875,80,120
21600000262,805468245,3023310041,57753,80,28
21600000270,3753468579,805455193,61952,80,141
21600000274,2495589282,805458232,52617,80,158
21600000274,2955142125,3058255619,30633,8424,169
21600000276,2610486321,2093865296,26306,80,159
21600000279,725251772,1010276243,32769,80,54
21600000282,901263568,3055375609,12340,16358,51
21600000284,3716886432,3220029708,49163,80,16
21600000285,654711405,2965688780,5125,61498,14
21600000286,2387740110,3960175500,59117,443,31
21600000288,2591521885,1032796304,55766,80,244
21600000294,2395814526,805456251,33938,443,78
21600000297,2398077638,805456037,51152,80,151
21600000301,1028681582,2281391359,63588,80,36
21600000305,900447665,1010276183,48793,80,50
21600000307,2458161324,2093865004,33124,80,91
21600000307,805962954,3256498321,53,31593,110
21600000308,2458161324,2093865004,33124,80,156
21600000310,2582061264,669127396,4413,8080,165
21600000311,2489798223,2093864982,1195,80,12
21600000315,2374722340,671793106,15666,80,67
21600000323,2254446491,3960176045,56811,443,97
21600000324,2254446491,3960176045,56811,443,141
21600000355,3010299095,1022618253,80,63305,67
21600000359,805467327,3001904475,56590,443,3
21600000363,3753468556,805455153,40753,80,50
21600000371,2495425393,1010276261,49170,443,180
21600000371,2493319092,805458226,1249,80,235
21600000374,2967874503,2279634227,80,37214,42
21600000376,2579487039,686961019,15654,80,248
21600000387,2452669866,1034359513,53193,80,135
21600000395,2996197201,3165346625,2099,49580,109
21600000401,2381877246,671793106,3743,80,49
21600000407,917295852,2281332816,24059,443,234
21600000410,3494494563,2093865017,55836,80,10
21600000411,2667665353,2281415095,2664,80,22
21600000413,1029799766,839723613,80,39878,213
21600000415,3668574821,2093865299,60062,80,124
21600000419,2568789320,1010276271,51163,443,220
21600000423,2967874542,2279634228,53844,80,38
21600000424,4245979024,864193105,48764,80,4
21600000431,1029799766,839723613,80,39878,130
21600000432,2581876519,671791132,1713,80,88
21600000436,2926009017,2583596647,27844,42794,152
21600000440,1029799766,839723613,80,39878,102
21600000442,1028681582,2281391359,63588,80,117
21600000442,2458075146,2093864973,1166,80,128
21600000442,2458075146,2093864973,1166,80,115
21600000443,1028681582,2281391359,63588,80,52
21600000449,2458075146,2093864973,1166,80,1
21600000452,2227218210,805456006,64265,80,202
21600000453,3088393370,1119892013,80,48440,166
21600000455,2218821777,805456024,40944,80,202
21600000456,2459808191,2093864975,42484,80,149
21600000458,805468245,3023310041,57753,80,160
21600000459,1029799766,839723613,80,39878,230
21600000460,697162597,1375729322,80,54455,121
21600000462,3010299095,1022618253,80,63305,137
21600000465,676716809,814727122,49367,1455,132
21600000468,676716810,2093859923,63767,1455,64
21600000471,1029799766,839723613,80,39878,31
21600000472,697162597,1375729322,80,54455,198
21600000473,696811786,3045491620,24120,16890,217
