;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 1;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 2;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 3;;;;-5,105;132,053;94,918;2300,536;700,179;14,679;-26,471;137,223;-15,605;101,131;-58,494;58,025;9,266;29,924;285,540;-28,727;23,622;-46,156;24,263;205,557;36,088;-37,338;-2,065;-7,340;-18,854;21,450;-36,392;-17,663;23,435;-42,115;-12,300;-25,521;25,510;-22,879;-23,186;-48,094;-23,101;27,324;-13,449;-2,829;-29,603;-1,963;-28,607;8,868;-52,864;4,663;-3,276;-1,693;-11,518;1857,017;543,092;-12,762;-13,755;88,681;42,859;-25,540;0,000;0,000;0,000;0,000
Router 4;;;;;-0,084;51,504;121,830;0,333;-8,941;266,697;21,447;-11,334;135,859;12,193;-8,201;-10,566;7,866;-29,935;35,590;11,759;3,895;10,943;-60,929;-21,431;97,888;199,840;4,242;-48,867;23,197;1,040;-4,520;41,473;-5,078;23,697;-22,041;9,686;-2,616;-3,867;-5,042;6,600;62,469;34,728;5,424;9,716;9,254;19,015;-44,258;3,275;38,520;11,666;10,506;-10,832;133,068;12,467;14,780;10,070;138,591;3,586;8,513;0,000;0,000;0,000;0,000
Router 5;;;;;;-28,675;4419,702;6,232;-8,024;36,484;-4,269;11,722;605,150;918,873;18,550;1,739;-100,885;44,458;-19,865;-0,488;3,864;762,607;34,085;-44,378;8,134;-32,541;-17,356;-4,753;-3,462;14,320;28,378;178,123;65,262;11,081;85,565;9,808;36,919;16,900;10,710;201,360;836,895;32,510;82,020;-25,802;25,844;105,349;180,153;856,860;171,553;51,323;-4,425;19,901;71,536;44,175;137,271;769,220;607,367;731,040;326,763;0,000;0,000;0,000;0,000
Router 6;;;;;;;4908,789;-63,230;9,364;52,619;-16,324;-23,026;1224,948;471,735;20,219;2,847;23,291;62,536;39,672;-17,861;6,893;896,163;19,354;28,445;-5,873;8,675;28,913;42,863;-28,614;-21,588;-8,148;127,320;29,538;136,523;12,258;25,882;48,014;-3,164;61,268;457,856;428,639;65,706;51,935;61,580;170,333;13,275;213,338;170,105;121,010;8,361;0,022;13,781;43,519;16,317;1,803;458,418;1191,567;904,299;107,695;0,000;0,000;0,000;0,000
Router 7;;;;;;;;10225,626;911,824;485,794;264,103;175,149;3674,785;1720,390;117,597;43,645;2988,811;4099,017;1048,771;947,575;139,523;5197,628;6941,457;1343,721;-26,069;38,352;5882,745;4228,720;985,232;36,719;291,560;4977,822;345,297;3319,599;2363,011;935,499;342,076;69,032;2117,857;6020,470;6920,990;1867,217;814,833;2032,119;1481,777;610,747;6158,075;3688,186;4134,816;2,555;-39,978;1024,282;1821,567;448,379;324,729;1354,225;3695,193;4258,394;5707,300;0,000;0,000;0,000;0,000
Router 8;;;;;;;;;16,793;1519,918;-37,335;6,763;1613,992;491,091;-18,254;-9,302;-77,755;-4,196;-36,580;-54,738;-42,374;203,348;-44,299;-80,812;-50,791;23,254;-41,593;-23,445;10,229;5,712;84,701;66,878;182,222;332,294;432,554;585,941;1493,287;93,792;470,274;1297,372;1280,959;229,341;241,459;781,821;966,675;233,105;458,170;-30,728;78,381;10,043;-9,556;7,953;551,009;169,612;65,491;447,649;1639,993;174,217;1269,101;0,000;0,000;0,000;0,000
Router 9;;;;;;;;;;91,041;-30,994;11,727;421,737;293,509;-30,420;-22,184;19,001;12,184;-24,726;4,682;10,525;30,750;-64,495;-22,988;5,544;3,988;-66,702;-52,638;9,004;-18,013;-8,290;75,088;8,392;19,151;10,138;2,464;84,826;11,325;175,659;223,591;164,015;28,856;38,472;-43,772;-5,706;38,739;-34,298;-12,324;67,016;-15,201;-2,301;-8,894;-4,292;33,613;66,399;244,186;428,941;33,570;42,211;0,000;0,000;0,000;0,000
Router 10;;;;;;;;;;;131,661;18,474;181,649;366,710;19,986;22,890;83,647;117,029;20,187;-44,395;90,783;440,254;128,347;52,274;92,851;176,710;-12,641;2,039;-5,778;8,317;-11,845;141,299;14,030;23,890;-20,993;5,884;2381,921;4,643;20,947;77,885;101,093;38,095;54,111;-28,014;-13,567;1,711;-43,438;911,159;183,759;21,719;11,419;6,461;22,624;44,008;48,548;327,689;144,882;390,683;163,783;0,000;0,000;0,000;0,000
Router 11;;;;;;;;;;;;-5,598;429,923;1610,209;-29,189;-3,135;14,867;28,638;47,225;-16,774;4,260;226,803;15,079;19,771;-9,945;-30,347;-96,996;-69,536;4,300;-24,318;-13,454;73,480;-3,766;187,944;167,100;-11,521;148,598;3,605;21,661;197,524;222,893;29,601;3,369;119,077;-0,846;-12,604;76,240;49,707;59,101;22,496;-5,766;-13,266;137,555;29,815;1375,486;265,125;479,411;243,913;159,623;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;5,210;49,025;0,087;19,412;-15,764;-46,547;-20,647;-8,422;-5,954;26,540;35,552;2,122;-5,505;-0,587;44,310;41,160;11,527;5,316;333,803;93,506;15,286;-2,989;-3,987;-7,705;28,857;9,981;-25,382;-24,902;45,420;18,666;-2,257;-15,055;-13,869;14,445;69,502;-23,956;87,419;4,539;-3,653;-9,235;8,471;-14,792;-31,179;65,494;-0,965;56,025;115,893;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;41,926;9,517;49,090;699,033;2387,935;1556,587;852,245;40,229;-3,571;2198,140;1011,963;116,690;116,413;2254,458;2070,047;140,801;-2,028;-4,510;141,874;57,739;-26,644;27,510;-37,192;-38,458;-51,588;-12,616;87,709;18,586;22,136;53,574;-26,544;-60,116;-47,099;-58,446;-90,402;-12,871;-25,870;21,006;-25,816;12,898;69,768;3,267;22,866;16606,624;-6,037;7,481;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;-10,793;68,062;159,766;969,258;1857,460;1324,861;-5,226;28,164;1762,940;273,172;-32,046;6,782;1982,125;1525,652;191,967;89,335;88,346;190,755;-28,560;67,460;-0,613;43,062;-2,898;51,384;-8,781;-69,371;3,940;18,732;-26,848;30,458;59,440;-6,413;7,946;32,517;9,152;-18,335;-22,929;-67,002;-32,249;24,737;3129,891;10574,051;99,734;28,927;46,652;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;-2,775;-9,426;0,542;-4,830;-29,124;-2,065;-36,830;-25,477;-5,582;-4,281;-0,406;32,562;32,548;12,845;-4,046;4,912;11,430;5,176;24,830;3,754;-14,878;-16,107;-3,282;-22,002;14,387;20,339;9,873;-17,272;16,902;1,624;1,675;17,901;-37,285;12,584;-6,341;-0,206;-9,111;40,140;5,026;21,211;-31,693;15,168;-36,072;28,308;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-37,590;-18,153;29,878;-22,473;0,747;-20,121;11,165;16,568;-2,848;-7,062;18,549;11,435;11,974;0,340;8,920;54,112;11,842;15,973;27,450;-12,203;23,017;-0,334;21,937;-3,957;-27,527;46,451;12,412;17,498;-2,577;-12,607;12,548;-24,259;27,471;22,173;-1,356;-7,388;10,004;-0,360;-19,219;84,594;40,074;-27,530;-12,144;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-3,790;-58,503;-4,844;6,098;225,133;16,857;60,559;33,539;27,135;32,766;15,219;-38,081;-13,856;-7,817;724,451;-0,321;465,755;-17,351;70,146;49,887;-17,309;30,822;106,876;109,874;109,122;23,063;20,038;-0,805;30,141;813,680;173,804;714,887;-24,065;2,498;68,900;-9,746;6,250;33,894;77,765;703,004;235,047;73,928;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;12,198;-14,901;25,057;181,534;5,008;16,260;-24,174;19,115;15,835;26,629;25,018;10,158;1,354;1453,152;22,062;260,387;68,489;27,797;145,022;41,022;68,803;235,613;287,060;21,232;57,727;-28,144;36,781;-10,809;86,656;554,053;1479,984;22,004;-21,240;110,172;191,303;59,310;369,123;626,391;2339,608;200,102;388,296;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;39,831;55,566;824,376;46,399;139,286;-11,938;-28,376;-2,923;7,890;2,327;-9,371;-12,757;744,417;-68,232;146,283;21,871;64,174;26,778;2,934;206,335;289,025;114,587;52,596;-5,898;10,404;22,234;65,104;125,559;1945,874;713,702;7,241;-4,708;210,224;39,195;50,175;5,187;1812,749;1521,063;773,990;779,409;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;36,527;460,789;0,182;2,432;70,692;-18,753;72,290;36,907;-7,982;-15,419;1,342;268,815;-12,764;63,527;4,488;-50,727;-26,461;-32,089;-23,243;115,790;259,589;110,118;32,517;32,014;-36,317;-40,610;160,049;1137,122;287,946;-28,987;7,781;140,904;12,258;31,365;64,653;1300,274;828,733;447,873;756,609;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;212,073;-18,377;-7,669;-3,981;-2,171;-7,605;-5,930;-3,401;-2,398;-6,804;38,373;0,748;29,752;17,812;8,058;72,272;-8,731;17,547;41,425;27,892;10,018;-3,971;-8,930;47,886;7,178;-51,842;35,683;34,804;0,611;-4,086;1,352;-34,993;-7,432;7,691;-9,766;35,929;15,405;18,557;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;450,914;34,272;-18,207;10,061;570,876;454,979;39,022;75,449;33,560;70,617;8,636;-5,162;-42,196;6,392;44,720;3,839;-16,438;-9,293;-52,438;64,024;5,501;909,370;14,836;-17,738;16,610;-22,828;14,931;16,850;-3,480;13,435;3,497;-57,709;44,404;30,936;-4,169;6214,104;39,943;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2596,402;-3,840;19,912;-55,714;-77,372;18,019;18,601;3,820;362,600;45,414;485,109;114,011;45,256;91,177;16,523;127,992;329,001;507,834;455,905;108,436;80,182;177,859;13,884;2088,502;762,729;322,022;18,813;18,897;142,955;49,560;120,816;582,357;1266,058;2163,476;510,661;471,826;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-5,538;-9,160;-71,896;-39,741;-15,179;-14,946;2,325;167,654;24,676;124,803;90,181;10,685;46,249;2,852;1,745;52,650;166,208;267,591;4,609;35,853;114,022;32,089;82,020;44,100;158,291;0,590;-8,722;12,791;14,605;-7,439;219,286;66,131;992,281;41,283;150,389;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-3,501;0,805;13,999;-7,899;8,421;-8,988;3,522;-8,994;-15,650;-37,707;11,260;-3,414;-1,640;-3,407;19,577;16,791;40,603;-17,451;-32,115;-0,549;0,674;-42,972;16,345;12,689;-1,011;1,760;14,959;-39,389;-3,791;-7,335;-1,452;137,061;-4,850;27,120;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-30,007;-39,059;11,789;-6,923;-1,126;1,756;0,886;11,768;6,783;-1,670;2,530;6,341;-21,575;7,834;35,241;28,561;4,985;24,847;7,949;-2,472;11,518;-47,932;17,742;6,256;6,003;5,195;-11,220;15,573;-11,904;24,003;85,040;-8,791;-1,498;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;7826,600;1263,858;129,825;54,030;687,821;10,829;242,790;779,152;-15,858;-29,348;-27,567;202,935;75,519;163,337;512,963;37,806;-22,109;-23,510;-10,167;741,284;1014,687;667,166;-44,814;21,675;104,516;13,360;25,161;104,568;1899,093;2249,066;517,804;643,058;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-38,131;-62,863;39,386;621,108;-15,371;218,462;754,853;-26,707;-35,875;-22,344;240,055;100,474;114,291;468,972;34,016;-41,254;-56,061;13,076;296,858;423,085;572,608;-33,604;14,766;51,169;-35,618;30,142;61,442;1480,066;2077,092;463,436;445,417;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,912;-14,603;91,040;10,885;39,952;-9,922;18,575;-10,422;-7,963;-16,316;34,129;41,985;26,444;-1,202;-13,908;-10,668;-5,388;446,202;75,886;87,033;-3,460;-0,235;47,966;37,310;-0,076;32,494;165,009;155,269;30,525;180,139;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,819;58,581;12,389;-40,530;3,160;-14,286;-12,954;5,737;0,592;5,765;-9,459;0,758;1,360;12,321;12,253;14,003;37,204;-16,074;47,597;3,270;-1,587;5,732;-11,789;-18,469;-16,866;104,192;10,033;55,970;-24,460;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,921;16,175;-21,157;24,052;8,456;11,061;6,325;-44,257;27,415;46,465;22,653;5,655;-8,598;-3,315;-2,279;-18,351;17,393;89,855;2,183;0,989;-7,730;2,866;-8,580;-5,429;75,917;-15,332;44,338;84,538;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-13,008;59,215;352,550;-23,670;51,733;20,527;2,556;9,536;37,964;-36,770;12,459;20,046;30,432;25,737;73,004;98,796;5557,621;6,233;-8,837;-5,836;-29,849;-17,416;12,341;175,539;141,493;27,258;68,634;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,268;33,682;-6,866;16,271;11,671;-22,422;-65,982;-0,941;-0,768;-6,558;17,732;26,833;0,803;-2,569;-17,889;-10,788;-6,752;0,130;6,172;-26,776;-19,333;16,234;-38,223;48,607;20,399;-59,398;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,848;-14,770;6,367;-12,150;9,195;50,722;-65,466;45,699;-13,883;17,583;14,158;-16,172;-54,909;-23,319;-30,733;22,016;-13,626;-1,689;7,696;-31,562;-20,565;-21,661;-57,073;-1,880;9,538;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,916;22,120;-16,025;-27,083;20,386;-9,659;7,349;-11,004;-28,908;-3,040;-6,543;-30,253;-37,599;8,706;32,349;28,429;0,718;-35,009;-17,308;-34,070;-2,047;27,509;-37,594;4,076;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,816;-13,028;-27,214;4,472;-67,316;-14,853;-9,640;-29,013;-27,817;-6,855;-6,833;-50,648;-25,577;-15,153;-5,918;15,059;14,649;21,967;12,655;32,609;-43,402;28,734;10,636;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,641;31,594;-15,061;19,629;6,780;42,254;-41,400;-10,856;-7,761;-76,644;-26,039;43,231;18,802;-1,440;3,786;-6,747;4,934;28,025;-51,033;-52,058;-15,438;16,249;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,832;1,280;40,610;5,283;-11,184;-11,861;9,030;7,824;0,973;17,534;14,911;-1,390;-0,123;7,173;-16,418;0,049;29,696;17,258;-47,418;28,949;-5,500;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,023;-13,034;9,964;-18,513;-45,711;1,114;53,839;6,100;-34,204;4,231;-7,726;-7,598;19,750;-36,725;-7,117;-11,033;-6,871;2,097;-8,452;-27,762;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-29,561;10,558;-46,604;18,188;8,238;-11,388;13,985;-8,046;-6,461;-9,907;-0,404;39,022;-6,136;-11,903;-11,569;-34,348;38,795;-58,097;10,638;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-36,382;44,780;-10,902;-4,533;47,199;58,331;-5,915;-18,627;24,056;-30,085;5,200;15,029;-11,512;-30,607;3,898;21,555;-54,625;8,992;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,443;41,910;-9,822;39,447;22,002;-20,051;-66,899;2,565;11,716;10,405;-13,255;-4,392;5,073;27,820;-0,094;56,654;67,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,028;-6,615;27,790;0,182;44,449;11,331;-8,398;-4,238;-24,444;8,224;2,816;2,931;-28,324;63,215;-2,890;34,472;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,902;-5,015;15,310;34,325;1,787;-6,011;-3,388;19,307;-36,518;-18,079;39,830;-6,638;11,499;13,604;-44,803;0,000;0,000;0,000;0,000
