;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 1;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 2;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 3;;;;0,328;82,832;35,536;2155,156;609,813;40,867;-6,890;133,851;11,844;32,114;-16,261;71,913;1,055;24,685;206,797;28,359;7,172;6,195;-6,792;167,591;18,065;1,895;-0,957;25,951;10,026;8,601;0,163;0,469;6,700;2,229;-2,419;-7,186;-1,357;-11,056;0,220;-11,655;7,890;13,682;-5,565;1,290;0,437;-3,601;0,069;22,286;-1,609;13,219;-1,324;9,903;2,521;1604,396;492,849;-12,471;-3,434;16,280;-17,566;-11,399;0,000;0,000;0,000;0,000
Router 4;;;;;6,153;1,868;63,060;3,483;-2,410;272,284;8,634;3,804;129,640;32,965;-1,158;1,353;-1,027;-1,734;43,976;18,089;0,755;44,695;-0,906;-4,842;100,076;187,267;40,192;11,947;19,611;-0,428;2,838;5,639;1,972;-5,919;-2,308;-0,949;1,204;-0,585;-3,216;14,921;2,322;33,605;-2,621;-2,536;0,178;-0,786;0,805;-1,997;7,303;-0,478;2,934;0,264;147,287;-2,268;2,457;34,047;129,085;44,524;7,679;0,000;0,000;0,000;0,000
Router 5;;;;;;8,090;4089,470;-13,332;2,579;28,550;-21,909;-7,339;652,152;812,338;-4,994;13,770;-4,187;-24,089;3,723;9,184;0,238;628,411;18,952;-17,934;6,206;-0,608;-10,988;2,007;-3,948;-7,211;-4,498;142,997;37,305;8,889;27,142;13,998;6,335;2,826;37,675;196,671;690,917;36,008;76,106;12,375;39,491;71,363;210,637;856,181;153,373;0,840;-1,017;14,019;48,509;35,177;104,504;707,290;654,366;636,328;251,801;0,000;0,000;0,000;0,000
Router 6;;;;;;;4581,875;-35,220;-14,807;105,901;-19,675;-8,902;967,898;488,712;2,806;-5,895;-20,296;30,741;4,477;17,362;-3,683;589,588;-57,447;-30,203;-1,654;5,113;-22,716;-35,353;6,405;-0,143;-5,150;99,514;23,274;106,471;19,409;36,130;103,693;5,616;33,086;462,512;394,239;48,230;22,448;73,498;129,193;17,989;227,163;208,533;99,985;11,021;0,160;49,876;2,273;32,199;55,757;438,406;964,240;599,147;69,472;0,000;0,000;0,000;0,000
Router 7;;;;;;;;9910,832;1013,422;421,587;334,825;175,753;3497,442;1616,296;132,141;59,528;2904,408;3645,082;1096,116;927,297;90,407;4638,423;5927,159;1234,508;2,038;-26,527;5644,873;3909,892;979,983;82,857;155,873;4653,793;318,134;3151,998;1931,309;1073,315;315,205;83,088;1977,447;5468,160;6574,589;1716,616;767,875;1922,005;1358,160;651,978;5117,190;3396,902;4030,937;21,236;12,083;887,760;1746,963;481,243;382,178;1218,264;3485,258;3649,592;5596,484;0,000;0,000;0,000;0,000
Router 8;;;;;;;;;-13,892;1512,898;27,575;4,498;1558,955;587,417;-7,231;-8,832;27,765;-1,791;-92,183;13,101;-8,378;117,886;-2,420;14,323;-1,628;0,894;10,342;-10,698;-3,527;1,736;6,116;108,011;162,193;425,946;424,559;620,944;1513,177;37,840;530,492;1084,230;1289,794;220,225;246,540;765,502;898,267;231,495;391,900;100,337;129,988;-2,691;0,756;25,271;468,221;149,117;160,299;410,165;1569,151;116,056;1238,181;0,000;0,000;0,000;0,000
Router 9;;;;;;;;;;59,549;6,376;-1,998;407,957;344,495;0,449;-1,660;-3,671;-5,042;32,275;-9,073;0,017;60,914;-2,299;-10,887;-0,641;0,098;20,609;13,328;6,988;1,375;-0,758;93,623;-1,194;11,137;70,078;11,931;56,266;4,824;128,951;228,914;142,975;44,564;40,390;-0,512;0,921;22,851;47,295;21,459;76,012;8,339;0,677;7,445;27,129;10,471;58,859;285,727;405,957;52,021;33,260;0,000;0,000;0,000;0,000
Router 10;;;;;;;;;;;138,623;2,664;211,223;309,585;-4,127;-1,230;7,938;131,815;-46,486;10,927;54,940;424,220;40,809;-4,845;80,760;158,290;58,743;8,992;20,521;-3,976;0,375;56,431;5,223;14,619;6,422;0,553;2291,602;-1,059;-3,500;90,897;70,065;12,529;-3,783;-7,421;18,527;8,409;8,223;893,190;67,017;2,258;0,124;6,254;28,196;0,649;-17,970;319,171;211,045;356,132;135,215;0,000;0,000;0,000;0,000
Router 11;;;;;;;;;;;;-5,812;409,335;1521,660;-1,102;-4,831;14,624;-13,373;21,210;-20,232;8,558;275,036;5,082;3,509;2,372;-0,836;13,805;18,745;-7,424;-1,553;-2,354;58,677;8,596;208,279;155,995;4,724;152,699;6,295;29,972;211,387;257,770;25,516;0,282;118,615;8,416;-0,814;55,854;3,426;68,198;20,020;-0,796;1,895;125,707;19,970;1314,140;218,029;409,686;267,082;173,954;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;70,934;69,751;0,698;1,117;0,842;-6,655;3,381;-3,644;-1,444;46,118;2,553;-1,927;0,250;2,620;-2,251;-3,647;-1,008;-0,632;333,849;64,865;-2,369;6,516;5,232;-4,000;3,192;-0,668;0,055;9,100;40,220;4,017;-3,426;-7,632;-3,161;1,583;39,389;24,701;66,561;5,506;-0,099;1,478;12,433;0,311;5,861;65,018;70,657;51,304;88,823;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;204,674;1,710;15,625;629,611;1515,735;1412,001;778,511;12,711;-48,897;2047,540;829,954;59,820;65,164;2026,835;1857,813;136,166;16,089;42,692;112,291;0,369;15,786;-28,474;-45,129;-27,773;-3,812;1,251;52,089;20,835;28,086;4,972;-0,893;-1,660;-20,745;22,378;-52,653;-20,869;26,750;1,682;13,479;1,847;34,734;60,227;39,768;14870,399;-55,764;-23,733;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;11,147;84,490;176,752;896,950;1875,711;1253,419;13,685;-1,165;1402,926;286,342;15,519;25,411;1861,380;1432,689;168,125;125,668;44,187;166,908;12,236;44,449;-6,695;-13,459;-17,940;-6,309;4,385;17,989;-25,299;-8,742;3,696;-12,727;17,940;-19,597;20,067;11,559;13,804;2,196;-1,696;6,466;-7,102;-13,670;3054,069;9965,728;206,036;7,174;40,250;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;0,333;-1,324;0,512;0,919;1,220;-0,507;-4,898;0,150;-1,350;-0,267;-0,499;-0,250;2,184;-2,216;-0,577;0,117;1,911;6,220;0,542;-0,955;7,346;0,022;-0,235;0,749;11,978;1,459;14,800;4,831;-0,428;0,455;6,162;4,341;0,408;3,246;-0,192;-0,035;0,699;67,331;3,734;9,535;2,865;2,110;-3,050;4,263;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-2,541;3,860;-1,939;4,251;1,278;10,212;-3,609;-0,126;-0,387;0,283;7,852;7,043;-3,672;2,185;0,726;65,877;16,947;10,890;1,929;-0,042;-0,686;0,665;-4,804;5,658;4,889;27,111;0,764;-0,871;-0,152;3,264;4,536;4,982;57,657;16,804;-0,050;1,679;2,436;0,113;1,605;74,115;14,916;9,826;6,105;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;13,858;19,974;13,852;-4,344;200,450;29,257;2,083;-1,392;0,062;34,066;32,674;0,565;1,608;4,561;604,326;-0,566;464,169;24,326;37,693;0,306;-2,832;17,825;155,796;126,537;121,720;24,688;14,827;0,880;33,643;703,667;170,075;607,415;1,240;-0,730;23,219;13,279;12,659;62,341;111,210;630,039;211,494;134,113;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-13,400;1,490;0,041;163,141;-46,856;-17,969;4,478;-1,867;36,383;37,947;7,158;-3,618;-1,909;1185,376;14,599;295,384;6,087;22,502;153,265;-4,240;15,401;183,245;240,409;30,785;40,655;20,350;74,450;8,173;73,611;478,452;1188,591;19,313;-0,176;117,006;158,710;44,419;374,641;538,041;1498,534;153,581;351,649;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;6,400;7,829;759,421;23,228;7,165;-1,347;-3,173;49,177;11,942;15,723;9,926;-5,223;645,653;9,286;111,489;24,653;-30,123;-28,683;2,600;167,667;261,000;148,461;-4,022;41,596;7,789;-2,447;44,670;87,139;1926,499;658,019;2,542;-0,665;177,370;64,004;11,691;37,589;1831,323;1409,798;760,933;769,174;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;2,009;468,135;22,311;12,152;-1,064;-1,000;-3,164;20,688;-13,559;-5,703;-1,709;284,623;3,484;95,204;31,330;-6,452;9,398;-1,110;-3,932;171,889;157,546;86,883;29,268;-13,076;-5,343;18,946;130,920;1097,398;289,771;-0,809;-0,040;124,901;15,971;10,764;60,266;1192,878;784,334;467,312;711,003;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;190,276;-3,433;-1,953;-0,291;-0,545;0,850;-1,780;3,614;-0,630;-0,973;-2,929;0,099;5,981;-1,422;-0,048;55,511;-0,256;2,316;25,827;17,503;-2,119;-1,473;-4,049;34,922;3,956;-4,540;10,873;-0,217;-0,210;-0,038;-0,534;6,176;1,593;3,519;10,738;13,123;-3,344;1,758;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;468,608;10,431;8,361;36,920;478,186;395,874;67,783;4,001;48,337;93,667;-0,394;5,427;-21,703;16,601;50,789;-1,445;-9,742;28,500;-0,026;24,252;11,454;888,083;24,356;6,321;-20,229;71,298;16,316;4,647;-1,355;0,879;-11,250;7,403;2,704;-5,970;-57,906;5415,733;-15,654;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2415,991;0,987;-0,669;-40,774;-36,146;2,418;4,169;0,267;413,252;19,805;438,422;161,157;25,570;42,907;9,722;103,015;390,932;410,239;388,898;119,949;32,071;116,259;69,626;1455,336;327,138;417,027;-2,840;0,335;82,230;39,171;126,857;509,209;873,263;2046,936;494,309;468,522;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-2,722;1,282;22,750;-3,703;21,962;4,353;-0,055;174,863;4,945;109,257;100,145;-1,096;4,826;2,925;2,229;49,185;92,109;229,705;2,540;14,135;104,286;21,814;80,534;43,398;178,862;1,448;0,549;-3,707;14,416;0,239;191,039;78,938;829,817;21,256;147,600;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,718;-2,031;-0,877;-0,838;-0,331;0,495;2,447;0,529;-2,599;0,175;-1,632;-1,490;-0,135;-3,132;2,553;0,927;0,349;-0,294;1,952;-1,067;-0,106;-2,671;7,651;2,734;-0,110;-0,020;-1,349;3,463;-0,756;2,567;12,700;59,913;6,601;6,430;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,008;-2,565;0,606;0,386;1,058;2,857;1,121;-2,332;-0,302;-1,018;-2,519;-0,252;-0,693;5,253;6,681;32,985;-1,434;-2,917;2,231;0,947;4,374;-6,643;4,361;-0,206;-0,037;1,539;0,077;-1,416;-0,541;28,740;64,190;39,384;4,206;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;6752,196;1205,011;216,357;-2,903;701,260;11,851;239,216;263,905;9,090;50,379;-3,715;284,637;110,822;181,093;393,722;36,115;-25,267;28,115;12,235;617,895;992,455;690,909;0,926;2,683;126,268;56,037;13,058;40,807;1804,140;2027,023;494,058;632,177;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15,688;-4,612;-5,126;585,808;13,980;202,645;256,631;11,385;16,676;-1,793;275,467;92,948;130,171;375,037;26,132;-20,161;3,295;-6,591;204,387;448,392;582,638;-1,164;1,915;69,313;18,241;5,507;18,423;1398,056;1854,713;408,230;440,410;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,956;-1,092;72,840;0,342;27,881;-10,269;1,917;12,626;-0,615;1,890;7,206;19,940;13,838;3,720;-1,207;7,907;2,893;392,712;66,826;70,155;0,702;-0,241;57,917;24,635;5,187;13,482;157,013;136,111;67,779;146,460;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,098;-3,239;0,983;-4,011;11,239;-1,493;-4,595;-0,291;2,536;10,182;3,391;3,352;0,218;-1,781;11,867;16,853;6,364;12,401;-2,324;1,770;-0,043;2,165;0,321;-0,625;-2,980;127,815;16,554;7,484;-4,907;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58,139;-1,596;0,893;4,732;-4,434;1,621;-0,450;-2,173;6,739;21,411;1,176;-1,317;-4,524;-3,903;0,326;1,230;22,646;59,841;1,644;-0,066;0,585;2,302;-0,501;7,200;39,803;42,108;50,840;80,915;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,508;59,719;192,957;-5,771;-22,159;-0,788;4,211;15,071;-14,013;-17,977;10,978;-0,945;5,102;36,012;26,955;38,346;5090,696;5,141;-0,154;25,109;7,449;-1,176;-7,717;153,144;110,126;89,346;104,221;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,230;-3,932;1,034;2,407;-0,420;-2,517;3,335;1,539;4,876;5,079;-1,738;-3,441;2,605;-7,845;0,537;-5,694;-0,344;-0,062;4,956;2,899;-0,334;1,936;8,338;1,092;0,363;-0,207;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,442;17,931;19,918;-0,846;5,060;15,144;54,820;8,574;-9,732;-12,224;-12,982;-1,586;26,406;2,094;-16,134;-2,040;-0,750;0,536;-7,743;6,632;-9,677;-40,864;3,275;0,606;-32,776;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,783;-0,792;-0,506;10,355;-13,363;25,628;-4,614;0,086;-7,132;-4,098;-4,676;-22,831;35,489;5,963;-0,039;0,651;10,790;-3,017;-6,116;-9,125;3,977;-30,443;-14,678;-0,272;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,246;-1,436;-9,292;4,297;4,672;-3,099;-1,597;-2,832;1,584;-1,655;-1,631;-9,633;-2,800;-0,157;-0,212;-7,178;1,378;0,129;-0,910;-18,061;-45,100;18,365;-1,243;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,012;1,838;-5,992;-10,369;-13,756;-4,235;-13,967;9,502;2,221;-11,385;-1,426;-16,017;-0,492;0,573;2,173;-3,521;-1,953;-1,669;-20,118;-23,604;-7,444;23,212;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,375;-5,078;0,058;0,677;0,878;-0,763;2,251;1,041;-0,618;-5,481;-0,624;-0,097;-0,017;-0,172;-0,327;0,344;1,042;-7,478;-3,599;-1,066;0,951;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10,507;-6,943;2,250;0,397;-0,874;6,740;-3,077;4,032;8,744;5,011;-0,189;-0,407;0,619;-8,824;-1,960;-0,511;10,443;3,407;-9,633;-15,638;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-59,598;-3,636;-3,633;-17,873;7,699;1,348;29,119;49,979;12,148;3,021;0,956;0,522;7,117;8,188;-14,639;29,713;10,075;11,002;-31,327;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,530;11,363;-24,517;6,641;-17,584;-17,620;-12,870;-13,297;-1,472;-1,472;5,001;6,279;4,568;-10,995;-29,911;0,263;-18,812;-6,955;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,547;-2,397;-1,712;4,917;0,848;-5,433;-20,369;0,086;-0,355;8,143;-5,203;0,967;9,247;-17,969;28,304;23,065;6,424;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,788;0,761;-3,416;5,363;8,297;8,591;0,073;-0,170;3,870;0,776;-0,338;4,803;-1,418;5,672;8,779;10,538;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,125;1,539;-1,411;-6,490;4,027;0,785;-0,418;-1,150;1,378;-1,327;7,742;-16,388;0,100;5,915;-8,026;0,000;0,000;0,000;0,000
