;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 1;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 2;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 3;;;;-26,575;143,695;151,894;2034,191;695,272;-35,410;8,580;43,431;-59,526;-17,089;65,655;37,853;-24,781;57,984;161,573;49,465;72,511;-10,755;-18,278;141,524;-57,369;2,986;-11,966;151,208;97,037;40,309;-14,934;-31,442;17,933;-105,038;14,591;-11,326;17,250;21,832;-44,494;-71,782;-79,786;27,241;-55,731;-18,511;-98,096;-55,382;-52,774;95,117;-16,655;-37,947;10,388;2,032;22,390;1937,883;554,911;-87,007;25,134;87,689;49,098;-2,230;0,000;0,000;0,000;0,000
Router 4;;;;;27,972;26,051;319,955;13,649;44,562;218,413;-8,252;-21,493;253,306;-176,253;-0,669;-0,528;85,121;-105,832;40,605;120,159;9,410;-5,604;66,678;-59,789;91,208;197,845;116,946;118,710;57,434;-12,162;-17,117;106,424;9,680;113,135;34,322;34,970;-4,797;2,659;1,242;64,785;50,470;81,989;-0,782;16,589;48,565;23,461;5,585;85,901;146,692;3,982;10,541;-1,788;102,302;25,690;-33,978;-88,765;265,161;1,559;-56,594;0,000;0,000;0,000;0,000
Router 5;;;;;;3,593;4254,357;186,732;-16,620;39,537;-52,533;-96,315;598,231;917,058;41,448;-3,864;-248,989;-113,550;-95,873;148,008;58,228;761,074;116,074;-160,811;47,793;31,466;8,115;67,663;64,006;17,502;-99,030;119,491;8,277;-24,449;49,405;-12,949;181,674;-11,672;114,550;177,761;685,366;148,735;23,690;9,195;-39,323;26,553;33,273;772,334;28,537;75,525;-2,036;-38,780;168,174;-33,349;61,283;731,162;512,432;776,976;89,399;0,000;0,000;0,000;0,000
Router 6;;;;;;;4742,424;-141,876;14,160;203,549;-91,060;-39,402;1077,875;540,070;29,455;-44,757;-104,036;-210,783;-5,446;-36,698;101,529;830,646;120,338;76,309;7,410;-6,255;-12,646;-89,308;26,737;52,290;74,080;129,245;50,904;170,898;86,659;24,625;79,435;-34,164;11,147;352,034;308,226;52,850;47,387;102,957;25,740;122,858;285,189;209,885;116,509;5,193;4,570;43,207;175,643;33,966;-10,677;545,250;1013,735;849,584;57,080;0,000;0,000;0,000;0,000
Router 7;;;;;;;;10101,033;754,219;569,658;270,405;-278,418;3821,582;1230,681;-180,554;-52,051;2960,636;3865,703;1121,957;734,234;172,280;5130,249;7204,343;1230,921;-87,656;357,779;5865,666;4446,330;1013,871;196,835;-90,234;4969,833;201,689;3411,466;2733,537;949,221;84,526;77,015;2169,395;6145,231;6342,478;1859,067;872,574;2166,523;1047,983;765,452;6013,628;3386,833;4569,270;-67,857;-47,689;983,162;1550,259;188,437;100,706;1091,115;3878,959;4045,534;5963,252;0,000;0,000;0,000;0,000
Router 8;;;;;;;;;-55,846;1451,628;63,971;4,355;1578,204;356,374;-103,039;3,925;64,766;137,138;-48,199;-145,032;-25,060;-96,053;82,516;-74,087;-145,888;66,875;-140,413;-213,112;-82,145;9,766;88,629;268,435;122,665;336,986;479,205;660,727;1647,762;151,057;504,865;1170,221;1300,349;285,918;315,263;649,230;872,008;144,107;524,370;-189,042;341,093;-10,667;-22,867;153,534;430,968;21,226;-52,899;240,092;1641,374;52,747;1350,173;0,000;0,000;0,000;0,000
Router 9;;;;;;;;;;102,663;27,939;33,898;374,186;326,215;-60,417;-88,833;40,675;-107,123;-128,324;0,623;-1,488;0,948;104,631;4,034;29,198;39,793;-99,731;-94,731;62,115;-59,273;24,238;44,386;-17,420;17,964;-44,335;22,393;128,469;-20,761;129,445;181,529;-20,129;120,833;53,392;-14,778;101,605;74,380;-51,034;-6,332;24,482;-1,163;-2,072;-22,859;-42,654;38,835;143,455;116,673;406,569;18,031;-17,080;0,000;0,000;0,000;0,000
Router 10;;;;;;;;;;;185,244;14,854;242,788;179,826;-31,743;-3,042;94,531;75,940;43,774;-102,608;109,644;495,495;248,099;49,434;63,997;56,085;-14,017;28,476;58,079;-29,226;55,143;84,164;82,604;127,795;2,007;-67,980;2385,248;-48,551;-14,413;140,702;217,905;43,084;34,991;-20,620;-37,865;27,840;-50,582;993,273;198,541;46,944;21,815;39,966;66,387;31,993;84,277;115,440;237,645;432,321;188,346;0,000;0,000;0,000;0,000
Router 11;;;;;;;;;;;;0,942;460,599;1597,562;42,995;-43,755;68,239;47,282;149,149;-89,092;-8,011;78,670;-110,575;26,981;-11,642;-52,444;-98,534;-90,486;-56,077;-103,736;42,163;131,922;-58,423;162,740;148,467;-17,578;208,966;7,220;-5,185;290,600;197,311;79,215;-48,289;76,534;-91,667;9,091;157,483;101,697;94,271;12,397;-8,777;9,851;74,250;-11,751;1377,363;239,165;488,730;190,068;147,878;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;-196,286;14,075;10,663;4,280;-96,873;-27,143;-60,790;52,539;-17,758;-10,215;-80,694;-94,645;-16,236;-21,676;-50,956;-26,163;-24,792;-4,621;334,815;95,503;-26,401;-20,110;23,177;14,540;-7,626;14,615;-76,130;-68,251;66,252;-22,572;5,876;-15,205;-18,154;12,342;-12,867;15,654;37,662;-1,022;-2,008;-21,261;-29,463;-39,209;6,330;-25,724;-151,563;78,103;63,054;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;107,705;108,772;-71,202;682,261;2341,712;1445,228;874,196;-192,993;110,386;2367,292;942,444;187,561;141,127;2215,490;2002,816;130,543;3,805;-127,470;164,855;185,019;-60,788;232,791;37,699;65,612;-71,524;61,984;22,265;-85,269;130,710;17,842;78,733;-137,157;-158,556;-112,313;94,745;-50,315;-54,603;5,538;121,143;27,843;193,923;-120,112;-117,064;16365,142;87,788;-132,619;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;-107,565;-93,885;-65,110;927,986;1862,188;1425,532;-88,352;-125,628;1651,134;207,513;13,813;-101,319;1898,618;1411,986;146,890;-16,300;-44,447;265,645;53,853;-83,095;-57,192;-108,230;-50,766;100,484;-105,991;104,186;-116,908;88,579;-76,101;22,099;-69,315;146,142;-169,424;-63,702;64,281;-34,212;-11,092;-153,285;45,497;36,290;3024,042;10667,574;137,921;-42,261;-258,757;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;-6,030;-67,298;-28,961;-107,407;-26,359;4,317;-21,949;-119,777;9,947;2,214;-1,452;27,046;27,847;-10,146;-9,532;0,175;-148,711;-12,068;-10,051;0,804;36,375;-47,552;-0,310;0,692;16,601;-35,884;-11,981;-15,586;14,050;-16,950;-7,486;-72,818;-100,970;-122,658;-5,673;0,242;17,080;11,369;10,829;55,225;-158,208;48,622;-64,237;43,061;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-85,997;-67,706;-22,237;-43,086;4,414;24,320;72,247;25,254;-7,023;-6,069;-33,294;-102,856;9,500;10,845;-30,774;-14,417;-1,894;100,247;7,938;-35,781;33,402;4,512;57,317;-38,716;-80,794;26,294;-17,079;8,439;-63,393;-21,115;15,211;22,376;-19,051;23,265;-0,964;-3,392;-36,705;-3,965;-105,552;-47,618;-92,391;-27,016;-58,560;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;118,325;-106,041;-59,745;-58,771;191,649;4,052;16,157;79,500;21,854;28,530;118,934;-69,268;28,766;-74,208;814,498;-56,915;347,195;33,253;47,286;99,505;3,616;89,571;204,510;290,062;106,691;51,178;54,090;-71,956;6,000;827,711;140,353;822,977;-13,553;13,904;-0,620;26,051;48,259;-66,212;-98,933;768,011;174,918;155,386;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-90,723;50,123;-27,091;82,083;-50,264;-4,692;-25,103;-22,820;65,829;24,427;97,128;154,180;-36,818;1307,254;-47,384;310,413;64,422;-178,713;91,496;-3,017;106,844;280,212;122,774;47,356;76,225;11,388;-52,776;-69,597;46,631;475,420;1480,844;24,703;-32,089;11,100;245,150;99,042;355,434;543,322;2374,858;167,338;354,263;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;-91,366;75,705;911,053;-39,958;83,276;-16,210;5,032;59,290;91,107;-92,631;-74,241;-28,485;547,176;-96,605;332,866;190,521;29,285;85,024;1,582;220,570;334,030;178,835;-23,737;-118,576;-34,580;58,388;-8,304;-150,402;1962,041;556,025;2,012;-13,450;238,880;-6,717;-48,328;102,847;1968,882;1500,171;756,532;756,279;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-63,167;325,849;69,291;4,453;66,769;28,383;-125,104;51,178;28,676;-120,077;-105,966;294,581;38,841;117,221;20,977;74,386;-38,868;-4,323;50,943;141,415;194,189;-13,900;12,997;-21,830;-17,020;-47,374;62,355;1209,741;360,273;-48,268;4,761;27,632;6,156;-44,755;-103,568;1288,713;819,283;416,056;589,678;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;290,158;-154,204;-13,662;-7,501;7,978;-53,822;-59,158;-15,469;-11,773;-7,856;-7,800;3,777;66,512;-0,319;17,982;80,028;-6,019;2,709;114,710;76,502;-45,046;31,890;8,441;49,284;2,543;-109,535;3,400;6,569;-0,827;-4,540;6,806;-8,773;-6,844;25,761;-142,707;-128,675;58,659;6,295;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;579,583;36,124;-84,692;-103,999;633,565;502,099;140,021;-44,599;59,418;24,062;-83,828;-11,654;-59,604;11,184;148,246;21,391;31,238;-135,302;-213,533;127,512;59,982;869,104;-28,081;-17,152;205,832;76,194;-77,575;49,946;-3,017;-6,397;7,261;-201,615;-63,761;-51,835;126,461;6166,172;91,713;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2585,473;70,383;174,675;-47,530;-4,468;90,568;90,027;-70,572;97,990;154,581;406,792;88,053;26,247;-80,705;47,747;136,838;233,244;480,676;520,079;163,650;75,035;97,186;64,641;2137,306;747,306;195,992;8,450;8,462;202,250;-42,508;-82,330;484,511;1033,926;2242,687;539,070;551,487;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-9,321;-59,631;-86,038;31,335;2,099;-36,442;-65,756;21,266;91,157;141,227;107,268;12,271;113,238;-10,705;27,396;88,057;127,771;304,884;1,660;-22,523;172,080;10,537;7,616;-23,145;57,587;0,979;-5,379;0,092;-39,258;-131,573;119,518;81,622;900,264;-47,869;125,346;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-4,335;-71,369;-18,156;-3,339;6,118;-15,480;15,497;-4,890;13,622;-46,585;19,228;-31,258;-0,080;30,716;-12,160;3,916;41,020;-24,784;-71,866;-24,335;24,579;-126,342;51,713;44,009;-4,402;2,024;18,871;-18,104;1,670;-6,591;40,661;146,864;-76,316;-9,737;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;114,379;112,119;7,888;-15,231;-11,911;32,337;19,776;2,870;68,024;-9,204;-60,170;10,439;14,783;30,884;88,506;106,405;9,029;21,415;42,090;10,876;107,703;-24,398;92,689;0,032;1,564;0,289;-61,113;41,248;-81,207;6,591;223,366;-93,170;-79,319;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;7854,031;1198,696;97,080;-18,096;752,422;70,864;127,321;874,884;-229,467;-128,357;-5,091;289,754;268,393;193,894;518,395;97,250;-22,900;-171,840;-131,507;801,523;954,814;799,109;-96,233;14,578;104,993;245,434;117,899;-9,463;1949,295;2246,733;671,781;767,699;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-88,442;-137,992;39,168;541,411;2,114;116,653;866,384;-79,733;-115,166;1,181;290,720;195,612;247,904;451,103;26,961;-147,476;-119,512;-121,468;242,371;452,437;522,255;-74,409;16,417;101,378;35,660;123,914;-41,341;1482,353;2013,314;525,012;481,921;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,112;-58,001;-45,025;-9,551;-78,932;-12,136;-5,577;63,491;-21,600;-24,520;34,317;10,687;-48,685;38,508;27,795;-5,554;-4,103;389,802;135,487;21,738;-5,919;0,805;60,859;94,415;-45,255;71,149;173,773;144,190;110,813;96,195;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,759;203,263;6,205;-42,003;-0,343;-24,274;-16,764;11,998;20,182;3,453;37,925;-7,148;18,390;30,905;-10,886;-24,986;-20,325;-73,542;177,553;9,377;-1,077;2,680;-22,719;0,993;-102,851;55,002;30,598;8,810;-33,050;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,852;0,711;-2,385;-31,266;-39,421;-8,623;16,617;-122,415;-67,636;-20,006;14,173;27,991;13,001;-5,815;22,168;-10,574;61,394;33,731;-1,658;1,707;-6,675;11,735;-12,800;14,880;-33,539;-91,184;122,179;109,610;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-70,876;25,066;285,097;-121,500;40,768;34,945;80,249;14,126;115,397;-102,217;49,101;108,383;-187,801;70,904;-34,158;24,849;5563,911;-10,497;-3,865;-8,094;127,793;-75,637;-80,832;133,290;90,792;27,827;154,051;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-35,043;-12,762;-7,769;7,591;16,123;-19,814;-19,293;-19,208;-13,975;-17,309;6,956;61,107;32,520;-17,923;58,880;-29,710;-5,328;-0,202;17,393;-34,511;-48,224;17,498;57,849;143,081;-57,231;-57,149;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,673;3,950;45,480;-4,982;107,983;110,469;-169,895;32,948;-121,900;-11,769;19,657;-34,118;64,736;194,081;-78,976;3,791;-11,067;14,205;-68,721;14,076;-188,159;-15,435;-103,682;32,401;-89,580;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,290;-3,481;15,076;-46,926;185,043;69,499;54,357;-17,482;20,753;-15,868;45,995;-204,315;29,589;-21,548;15,454;14,223;24,250;-26,675;18,758;-47,631;47,317;243,868;-109,347;29,251;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7,425;-15,171;-0,429;43,144;-185,132;-30,636;45,760;-58,241;42,359;0,355;43,552;-118,069;-160,852;-8,848;-6,079;24,081;-8,491;17,900;-101,037;9,159;60,107;16,171;81,588;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-21,961;10,350;52,099;-5,822;-43,777;32,764;-72,067;-6,933;-23,316;-170,718;-72,807;67,889;36,525;4,837;-45,516;14,922;-51,825;33,998;-114,291;15,386;56,664;9,232;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,884;58,979;10,543;33,208;-32,294;5,097;30,110;9,993;-49,319;-1,537;29,463;0,587;-0,100;4,234;-36,593;1,564;17,989;53,391;-47,991;53,163;-4,194;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,777;12,933;75,429;8,138;-4,824;48,357;77,229;29,012;-16,781;112,405;-16,480;-12,202;66,870;-49,969;-71,610;33,286;-24,811;-37,538;36,085;21,245;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19,915;55,615;-63,459;-25,912;-103,513;32,635;81,966;-80,352;50,117;-19,949;10,566;1,013;-202,693;-79,542;8,822;63,087;-23,039;-108,175;-66,738;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,727;106,616;-24,354;50,766;33,540;-29,549;-180,446;93,773;9,235;-32,137;7,055;3,960;-22,095;-153,699;10,431;-75,025;-104,924;69,627;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,936;12,774;48,980;39,721;95,470;-260,590;-6,731;3,732;12,715;36,086;-81,942;14,594;5,717;105,267;151,688;27,747;88,747;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,836;-64,762;38,834;117,950;-32,402;9,058;4,826;-1,968;-57,077;-66,078;3,148;34,995;-72,508;35,201;86,627;82,051;0,000;0,000;0,000;0,000
