;Instancia 1;Instancia 2;Instancia 3;Instancia 4
Tipo;BITMAP;BITMAP;BITMAP;COUNTER
Size(KB);  0,01;  0,01;  0,01;  0,01;  0,06;  0,06;  0,06;  0,06;  2,00;  2,00;  2,00;  2,00;  8,00;  8,00;  8,00;  8,00;  0,00;  0,00;
Treshold;0,1;0,3;0,5;-
RMSE;32,69620957;75,55071889;123,68277613;191,12507023;29,13158137;55,99466535;78,16811772;102,12941720;28,48867889;50,43610360;67,51397973;76,18403881;47,62894086;84,28976851;89,12076138;90,26065520;0,00000000;0,00000000;
RMSRE;10,68485932;2,01859984;49,23621144;5,01793022;2,00744783;32,83998655;2,00088229;3,13482218;1,51384361;1,68608553;1,89245582;1,99983994;2,01601796;1,97277405;1,97210311;1,97211046;0,00000000;0,00000000;
Observers;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;20;
RelNbSw;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;31,75;
