;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 1;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 2;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 3;;;;0,328;82,832;35,536;2201,465;639,360;40,867;-6,890;133,851;11,844;14,643;-16,617;71,913;1,055;24,685;209,705;26,593;7,172;6,195;-2,089;165,055;18,065;1,895;-0,957;26,300;9,113;8,601;0,163;0,469;7,974;2,229;-2,419;-7,186;-1,357;-11,056;0,220;-11,655;6,863;14,607;-5,565;1,290;0,437;-3,601;0,069;22,286;-6,615;13,219;-1,324;9,903;2,521;1604,396;492,849;-12,471;-2,643;1,236;-17,566;-11,399;0,000;0,000;0,000;0,000
Router 4;;;;;6,153;1,868;56,956;1,744;-2,410;272,284;8,634;3,804;138,685;34,649;-1,158;1,353;-1,027;-3,685;42,395;18,089;0,755;46,045;-4,471;-4,842;100,076;187,267;39,193;9,870;19,611;-0,428;2,838;5,510;1,972;-5,919;-2,308;-0,949;1,204;-0,585;-3,216;14,693;2,085;33,605;-2,621;-2,536;0,178;-0,786;0,805;-2,264;7,303;-0,478;2,934;0,264;147,287;-2,268;2,457;35,425;138,568;44,524;7,679;0,000;0,000;0,000;0,000
Router 5;;;;;;8,090;4131,564;-6,445;2,579;28,550;-21,909;-7,339;664,252;819,584;-4,994;13,770;-4,187;-26,398;2,154;9,184;0,238;624,296;23,058;-17,934;6,206;-0,608;-12,491;2,203;-3,948;-7,211;-4,498;142,152;37,305;8,889;27,142;13,998;6,335;2,826;37,675;193,873;706,070;36,008;76,106;12,375;39,491;71,363;210,637;851,649;153,373;0,840;-1,017;14,019;48,509;35,177;104,504;709,898;665,931;636,328;251,801;0,000;0,000;0,000;0,000
Router 6;;;;;;;4709,532;-29,818;-14,807;105,901;-19,675;-8,902;1062,539;519,389;2,806;-5,895;-20,296;33,563;6,935;17,362;-3,683;647,068;-60,457;-30,203;-1,654;5,113;-31,774;-37,742;6,405;-0,143;-5,150;99,845;23,274;106,471;19,409;36,130;103,693;5,616;33,086;464,971;390,374;48,230;22,448;73,498;129,193;17,989;227,163;215,666;99,985;11,021;0,160;49,876;2,273;32,199;55,757;463,560;1062,780;599,147;69,472;0,000;0,000;0,000;0,000
Router 7;;;;;;;;10005,007;1017,528;415,222;326,891;196,550;3575,956;1572,066;130,152;71,648;3104,057;3781,026;1145,952;883,677;85,022;5066,658;6749,622;1179,311;-7,001;-12,515;5774,121;4142,800;1009,323;71,451;170,404;4891,308;320,196;3300,415;2213,802;1108,115;330,389;76,286;1979,274;5708,072;6735,132;1806,932;813,553;1909,596;1366,287;640,543;5765,233;3738,025;4184,115;17,676;8,343;935,144;1798,497;478,400;375,926;1207,661;3541,991;3993,002;5541,729;0,000;0,000;0,000;0,000
Router 8;;;;;;;;;-7,757;1537,347;20,811;1,505;1628,810;519,279;-4,969;-7,542;37,544;-3,292;-68,540;13,062;-8,268;101,161;-17,537;20,348;-0,973;-2,184;44,019;5,833;-2,392;2,661;3,438;112,185;170,848;440,499;435,661;627,247;1531,311;40,479;549,493;1176,776;1255,940;233,641;249,690;754,392;934,561;238,304;411,697;78,872;124,742;-3,556;0,492;29,120;489,450;157,618;158,105;396,819;1639,622;105,103;1251,413;0,000;0,000;0,000;0,000
Router 9;;;;;;;;;;59,549;6,376;-1,998;421,845;349,449;0,449;-1,660;-3,671;-7,713;30,997;-9,073;0,017;61,159;4,269;-10,887;-0,641;0,098;22,656;16,451;6,988;1,375;-0,758;93,839;-1,194;11,137;70,078;11,931;56,266;4,824;128,951;229,071;146,788;44,564;40,390;-0,512;0,921;22,851;47,295;24,323;76,012;8,339;0,677;7,445;27,129;10,471;58,859;287,341;417,783;52,021;33,260;0,000;0,000;0,000;0,000
Router 10;;;;;;;;;;;138,623;2,664;234,484;319,927;-4,127;-1,230;7,938;135,386;-42,332;10,927;54,940;424,232;32,295;-4,845;80,760;158,290;62,907;7,585;20,521;-3,976;0,375;56,676;5,223;14,619;6,422;0,553;2291,602;-1,059;-3,500;89,964;66,446;12,529;-3,783;-7,421;18,527;8,409;8,223;900,610;67,017;2,258;0,124;6,254;28,196;0,649;-17,970;324,888;233,025;356,132;135,215;0,000;0,000;0,000;0,000
Router 11;;;;;;;;;;;;-5,812;414,322;1530,688;-1,102;-4,831;14,624;-14,316;25,905;-20,232;8,558;272,656;3,967;3,509;2,372;-0,836;24,280;26,330;-7,424;-1,553;-2,354;58,345;8,596;208,279;155,995;4,724;152,699;6,295;29,972;211,415;262,476;25,516;0,282;118,615;8,416;-0,814;55,854;-1,198;68,198;20,020;-0,796;1,895;125,707;19,970;1314,140;215,473;412,489;267,082;173,954;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;64,415;72,668;0,698;1,117;0,842;-5,656;2,803;-3,644;-1,444;45,133;3,621;-1,927;0,250;2,620;-6,050;-4,427;-1,008;-0,632;333,849;64,635;-2,369;6,516;5,232;-4,000;3,192;-0,668;0,055;8,668;39,938;4,017;-3,426;-7,632;-3,161;1,583;39,389;23,325;66,561;5,506;-0,099;1,478;12,433;0,311;5,861;67,429;64,527;51,304;88,823;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;211,123;4,182;12,032;672,433;1949,858;1473,512;772,024;14,483;-14,607;2168,947;877,017;64,703;69,499;2314,322;2091,013;144,572;14,371;38,996;112,450;-1,641;9,849;-25,046;-48,171;-28,633;-4,757;8,865;32,428;21,376;35,368;10,475;8,203;-7,488;-6,232;26,856;-48,725;-26,272;31,065;1,037;13,493;-12,797;32,881;61,564;34,493;16244,305;-40,730;-46,275;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;10,715;82,421;180,898;928,157;1851,339;1273,023;13,872;24,942;1667,690;277,827;15,547;26,146;1897,043;1499,793;175,938;123,480;48,835;154,230;10,364;36,896;-7,389;-13,189;-17,357;-6,953;8,360;-6,805;-32,777;-1,643;6,559;-12,439;19,058;-13,456;11,519;13,213;-2,657;1,680;-1,714;0,952;-7,228;-13,257;3070,792;10413,188;199,181;32,465;60,961;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;0,333;-1,324;-0,278;1,294;1,220;-0,507;-4,260;-0,006;-1,350;-0,267;-0,499;1,191;2,330;-2,216;-0,577;0,117;1,860;6,220;0,542;-0,955;7,346;0,022;-0,235;0,749;11,878;1,998;14,800;4,831;-0,428;0,455;6,162;4,341;-0,208;3,246;-0,192;-0,035;0,699;67,331;3,734;9,535;2,271;4,595;-3,050;4,263;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-2,541;3,774;-2,817;4,251;1,278;9,287;-3,381;-0,126;-0,387;0,283;9,064;7,814;-3,672;2,185;0,726;65,713;16,947;10,890;1,929;-0,042;-0,686;0,665;-4,804;5,530;4,064;27,111;0,764;-0,871;-0,152;3,264;4,536;5,090;57,657;16,804;-0,050;1,679;2,436;0,113;1,605;73,114;11,508;9,826;6,105;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;11,461;17,422;13,852;-4,344;221,888;35,373;2,083;-1,392;0,062;37,554;37,763;0,565;1,608;4,561;606,203;-0,566;464,169;24,326;37,693;0,306;-2,832;17,825;154,402;123,403;121,720;24,688;14,827;0,880;33,643;703,667;177,803;607,415;1,240;-0,730;23,219;13,279;12,659;62,341;112,737;668,843;211,494;134,113;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-7,012;0,809;0,288;176,778;-42,000;-16,719;4,003;-2,687;38,149;32,354;5,796;-3,594;-0,290;1198,363;13,982;305,848;2,101;23,211;155,428;-3,513;23,116;185,520;243,212;32,143;40,872;21,740;69,575;10,342;76,462;487,561;1203,872;19,916;-0,222;115,608;162,193;43,151;376,818;570,778;1944,335;158,355;349,113;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;14,838;6,579;765,888;20,833;8,317;-1,565;-2,828;43,183;33,405;14,141;8,934;-4,986;640,526;9,167;118,559;25,498;-30,285;-27,567;3,307;168,641;265,960;162,133;-3,111;40,825;9,012;-2,513;44,660;83,760;1950,452;649,959;2,165;-0,659;171,868;60,216;12,038;35,225;1844,805;1470,309;758,348;767,142;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;2,009;473,418;17,027;12,152;-1,064;-1,000;-7,569;17,140;-13,559;-5,703;-1,709;281,845;3,484;95,204;31,330;-6,452;9,398;-1,110;-3,932;169,948;163,898;86,883;29,268;-13,076;-5,343;18,946;130,920;1098,254;289,771;-0,809;-0,040;124,901;15,971;10,764;60,266;1199,045;779,364;467,312;711,003;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;193,004;-2,500;-1,953;-0,291;-0,545;0,930;-1,550;3,614;-0,630;-0,973;-2,978;0,099;5,981;-1,422;-0,048;55,511;-0,256;2,316;26,704;18,556;-2,119;-1,473;-4,049;34,922;3,956;-4,540;10,430;-0,217;-0,210;-0,038;-0,534;6,176;1,593;3,519;9,566;14,874;-3,344;1,758;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;486,346;9,468;9,095;37,038;484,839;393,857;65,626;4,142;47,811;89,831;-1,169;4,127;-24,248;14,538;47,075;-1,603;-9,633;31,837;17,592;22,809;12,237;887,216;22,744;5,265;-14,265;85,004;19,809;4,378;-1,367;0,525;-4,616;6,966;9,495;3,557;-17,661;5536,168;-22,782;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2482,349;-0,314;-2,168;-27,536;-29,692;11,760;4,361;1,365;402,054;16,556;439,834;169,839;25,001;41,234;10,219;110,226;394,752;405,375;403,585;117,732;30,537;110,504;69,929;1657,465;631,398;410,231;-3,562;0,102;76,412;41,433;122,348;525,581;1115,045;2164,725;491,213;454,864;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-2,722;1,282;31,491;-0,775;21,962;4,353;-0,055;176,949;4,945;109,257;100,145;-1,096;4,826;2,925;2,229;47,851;90,130;229,705;2,540;14,135;104,286;21,814;80,534;42,994;178,862;1,448;0,549;-3,707;14,416;0,239;191,039;78,901;876,342;21,256;147,600;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,718;-1,729;-1,253;-0,838;-0,331;0,495;2,416;0,529;-2,599;0,175;-1,632;-1,490;-0,135;-3,132;2,502;1,600;0,349;-0,294;1,952;-1,067;-0,106;-2,671;7,250;2,734;-0,110;-0,020;-1,349;3,463;-0,756;2,567;12,964;64,944;6,601;6,430;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,792;-3,406;0,606;0,386;1,058;2,801;1,121;-2,332;-0,302;-1,018;-2,519;-0,252;-0,693;5,157;6,101;32,985;-1,434;-2,917;2,231;0,947;4,374;-6,106;4,361;-0,206;-0,037;1,539;0,077;-1,416;-0,541;29,562;68,739;39,384;4,206;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;7257,383;1239,236;215,936;-5,077;720,306;12,327;229,466;398,792;7,909;49,577;-3,285;295,986;107,009;161,076;438,181;37,621;-20,141;27,162;15,143;634,561;1030,302;703,334;2,330;3,470;128,564;52,819;16,102;43,655;1848,448;2312,754;505,563;628,736;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-16,005;-5,298;-5,370;597,338;13,950;200,546;306,116;10,260;15,318;-2,116;278,384;87,902;109,868;404,393;25,965;-16,334;1,310;-3,205;209,406;447,361;592,313;-1,374;1,772;69,936;17,589;5,469;20,372;1451,647;2087,790;414,265;430,937;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,956;-1,092;73,325;0,342;27,881;-10,269;1,917;12,626;-0,615;1,890;8,567;15,613;13,838;3,720;-1,207;7,907;2,893;392,712;68,727;70,155;0,702;-0,241;57,917;24,635;5,187;13,482;162,931;143,807;67,779;146,460;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,098;-3,294;0,983;-4,011;11,239;-1,493;-4,595;-0,291;2,536;10,065;3,589;3,352;0,218;-1,781;11,867;16,853;6,364;13,543;-2,324;1,770;-0,043;2,165;0,321;-0,625;-2,980;130,480;14,866;7,484;-4,907;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,963;-1,596;0,893;4,732;-4,434;1,621;-0,450;-2,173;6,479;22,163;1,176;-1,317;-4,524;-3,903;0,326;1,230;21,096;59,841;1,644;-0,066;0,585;2,302;-0,501;7,200;43,011;38,583;50,840;80,915;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,684;59,923;208,558;-6,059;-21,735;-0,812;4,574;7,830;-16,300;-18,543;10,725;-0,781;4,716;35,758;26,315;39,330;5092,751;5,114;-0,157;25,656;7,785;-0,302;-6,570;140,114;114,003;87,840;107,117;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,230;-3,932;1,034;2,407;-0,420;-2,517;3,182;3,806;4,876;5,079;-1,738;-3,441;2,605;-7,845;1,294;-5,694;-0,344;-0,062;4,956;2,899;-0,334;1,936;4,805;-0,927;0,363;-0,207;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,442;17,931;19,918;-0,846;5,060;15,931;57,535;8,574;-9,732;-12,224;-12,982;-1,586;26,406;11,578;-16,134;-2,040;-0,750;0,536;-7,743;6,632;-9,677;-38,932;-2,730;0,606;-32,776;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,783;-0,792;-0,506;10,355;-14,341;26,126;-4,614;0,086;-7,132;-4,098;-4,676;-22,831;39,764;5,963;-0,039;0,651;10,790;-3,017;-6,116;-9,125;1,730;-26,581;-14,678;-0,272;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,246;-1,436;-9,292;4,711;6,504;-3,099;-1,597;-2,832;1,584;-1,655;-1,631;-8,843;-2,800;-0,157;-0,212;-7,178;1,378;0,129;-0,910;-17,024;-48,155;18,365;-1,243;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,012;1,838;-6,239;-12,470;-13,756;-4,235;-13,967;9,502;2,221;-11,385;0,966;-16,017;-0,492;0,573;2,173;-3,521;-1,953;-1,669;-20,911;-25,810;-7,444;23,212;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,375;-5,204;-0,174;0,677;0,878;-0,763;2,251;1,041;-0,618;-5,678;-0,624;-0,097;-0,017;-0,172;-0,327;0,344;1,042;-7,687;-4,575;-1,066;0,951;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10,900;-10,220;2,250;0,397;-0,874;6,740;-3,077;4,032;10,580;5,011;-0,189;-0,407;0,619;-8,824;-1,960;-0,511;8,609;10,971;-9,633;-15,638;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-59,847;-2,608;-4,033;-17,903;8,992;0,907;28,243;51,684;9,917;2,983;0,948;0,656;6,266;7,942;-14,574;29,267;-12,409;12,861;-33,222;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,793;11,688;-23,263;10,004;-17,325;-26,195;-1,639;-12,894;-1,734;-1,472;8,628;7,124;5,301;-11,000;-47,836;1,539;-17,079;-2,718;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,547;-2,397;-1,712;4,917;0,848;-1,005;-20,369;0,086;-0,355;8,143;-5,203;0,967;9,247;-12,977;34,595;23,065;6,424;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,788;0,761;-3,416;5,363;11,273;8,591;0,073;-0,170;3,870;0,776;-0,338;4,803;0,003;11,207;8,779;10,538;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,125;1,539;-1,411;-6,179;4,027;0,785;-0,418;-1,150;1,378;-1,327;7,742;-16,009;9,322;5,915;-8,026;0,000;0,000;0,000;0,000
