;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63
Router 1;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 2;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 3;;;;-48,222;50,534;108,076;2384,396;674,551;121,439;-41,142;86,042;-56,227;67,890;-50,957;6,578;-33,162;-143,480;153,971;49,793;-74,450;-70,226;76,895;189,734;39,258;-26,453;4,085;89,099;37,948;8,266;-131,982;-79,205;-74,029;-113,907;-131,775;57,337;-53,081;-104,995;-31,132;-95,700;-189,613;57,492;116,005;79,646;5,486;-29,757;50,684;-76,348;-104,069;-96,558;17,868;61,345;38,693;1903,515;495,402;-2,795;46,948;153,055;92,965;-106,947;0,000;0,000;0,000;0,000
Router 4;;;;;-40,303;-47,150;-102,618;-114,277;-36,909;323,882;-1,705;42,152;-110,970;-269,659;0,353;-1,611;20,832;-216,832;-24,969;-8,748;-0,628;51,856;-275,646;-114,879;117,643;218,395;-130,851;-144,346;-24,315;-42,035;28,694;-145,801;-44,577;-56,876;-25,500;16,584;-24,765;-21,536;-42,908;-55,255;-20,656;34,147;30,118;8,411;24,545;24,778;24,339;-61,717;-104,100;31,344;15,016;17,927;162,463;51,411;20,344;-212,845;-145,734;125,149;44,277;0,000;0,000;0,000;0,000
Router 5;;;;;;100,788;4309,503;209,908;-41,395;114,972;-144,588;-130,002;249,118;724,107;-99,787;-92,374;-169,156;-140,930;-100,127;111,337;-68,568;767,727;-179,183;-75,553;-22,903;10,085;-1,893;16,438;76,608;-83,766;-57,476;323,759;110,732;14,103;59,339;-60,179;64,020;94,719;-81,892;127,489;840,886;27,362;179,276;-83,119;33,130;80,229;-32,838;852,354;283,364;92,075;-50,474;-38,189;8,577;-35,135;106,839;602,938;344,881;757,520;470,932;0,000;0,000;0,000;0,000
Router 6;;;;;;;4831,868;-172,535;89,067;85,704;-157,336;-151,478;1147,905;530,269;-1,297;-33,658;-20,532;24,234;14,264;-212,087;-25,182;739,065;46,989;88,295;-57,211;-112,595;-75,198;-44,876;0,913;-88,780;-130,399;168,623;-62,737;52,725;27,152;-147,296;17,164;60,766;-70,119;419,149;413,318;54,083;57,747;89,438;23,800;21,833;237,024;207,548;164,933;-0,289;-70,422;42,903;13,165;-52,659;68,986;617,263;1138,783;851,120;46,770;0,000;0,000;0,000;0,000
Router 7;;;;;;;;9814,602;583,422;-257,565;-238,458;-327,900;3450,880;1752,906;-346,232;-580,848;2512,723;3457,759;813,560;574,543;-299,371;4797,838;6658,022;1001,426;-460,634;-282,045;5390,692;3746,602;1254,167;-963,627;-399,451;4574,497;-460,413;3131,208;2090,058;57,974;-244,362;-271,331;1463,213;5410,024;6919,484;1747,609;967,873;1722,590;982,226;570,575;5707,043;3177,113;3795,497;-6,753;-282,356;916,305;1742,246;143,855;-86,730;1375,712;3253,517;3920,498;5133,840;0,000;0,000;0,000;0,000
Router 8;;;;;;;;;36,254;1385,939;42,961;-309,514;1499,103;713,854;36,637;-228,183;-109,918;-73,581;-34,526;-14,544;-127,236;-213,662;-60,236;-206,258;47,734;-58,846;-338,921;-254,717;-152,159;-318,762;-188,908;-145,059;-48,228;322,137;411,392;668,452;1541,369;72,543;297,666;1345,897;1263,520;157,146;179,433;405,190;976,537;205,921;254,216;-342,585;-193,410;-181,551;5,511;78,013;401,221;361,263;285,946;386,464;1551,895;-75,637;1082,781;0,000;0,000;0,000;0,000
Router 9;;;;;;;;;;20,412;60,802;-28,478;487,818;188,271;9,184;-54,348;72,186;-121,345;18,847;12,040;10,169;-49,632;33,111;38,962;12,160;26,126;-31,298;-47,030;20,489;38,916;-41,470;176,539;-78,470;-82,939;-33,409;-6,074;50,008;-46,166;177,700;248,021;162,094;-56,328;73,492;-66,568;-95,590;76,525;140,141;-34,885;90,950;-34,147;-44,638;-88,189;24,844;12,504;78,289;192,134;494,238;80,323;-50,843;0,000;0,000;0,000;0,000
Router 10;;;;;;;;;;;-6,076;-49,772;70,990;296,613;2,588;-4,908;46,636;81,801;-14,710;-47,365;85,143;273,173;-3,228;117,347;110,365;110,488;-175,393;-216,477;-27,353;60,439;-40,747;47,618;-51,841;-8,368;-17,211;-113,716;2422,286;-53,873;-103,394;90,336;-28,063;-87,919;61,769;-160,809;-129,897;-111,714;-18,034;840,080;95,103;-0,049;18,646;-73,008;-62,546;60,779;34,488;213,463;82,884;323,023;70,722;0,000;0,000;0,000;0,000
Router 11;;;;;;;;;;;;7,322;416,557;1442,523;-1,549;18,962;-63,365;68,840;-239,012;-161,640;-28,985;15,738;-69,217;-16,911;-29,182;5,356;-287,011;-363,592;9,611;-87,768;-14,552;78,099;-102,923;64,526;179,039;-65,278;135,273;-10,351;167,278;237,544;7,485;-16,470;-75,758;37,126;47,110;-109,893;2,230;-146,831;119,932;5,283;-55,322;-187,928;81,373;4,100;1336,971;111,171;430,411;129,665;118,246;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;-39,072;-27,369;-1,343;55,210;23,049;-145,100;-61,322;3,180;4,607;-141,347;-235,261;-57,189;20,825;35,292;-58,816;-91,471;37,184;-17,277;337,507;12,227;-16,294;-89,387;-35,504;-32,785;-48,127;4,182;64,644;18,108;-29,741;-6,364;-39,847;-95,876;-19,388;-34,541;99,402;-53,252;55,524;27,911;-15,178;-19,734;-40,845;3,526;-53,088;-50,191;19,980;-115,259;41,774;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;268,886;-131,607;-38,497;710,421;2213,173;1176,470;668,456;9,158;-282,578;2329,391;906,602;-101,713;-29,469;2265,205;2095,915;32,773;-255,892;36,585;73,399;-272,288;-112,719;23,438;-129,522;35,719;-225,251;-122,884;-20,116;-2,912;-263,146;-220,865;-461,715;-145,172;-46,813;-81,192;-329,453;-188,990;-182,774;29,697;-236,610;-48,399;-36,210;-217,229;63,533;16803,633;-170,453;200,180;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;-70,676;113,031;-110,235;815,479;1782,054;1105,161;-73,102;-318,606;1593,781;570,738;75,761;-33,327;1953,848;1627,613;208,248;-65,287;28,211;305,248;27,428;-161,709;-261,370;-43,473;14,800;82,162;-205,713;-87,786;-31,129;-30,706;-355,566;-264,068;137,350;-45,279;-79,855;-20,477;-54,791;-173,165;-6,345;-329,115;31,961;-50,136;3186,781;10697,605;174,808;-195,952;-243,946;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;0,596;-40,876;-80,912;-83,746;0,196;16,420;25,154;-125,741;-14,210;11,487;-6,374;-15,898;-84,409;35,059;7,444;-20,497;47,834;1,797;48,967;26,699;-15,489;39,708;-5,430;-64,393;-71,029;61,205;-46,545;15,280;-77,181;-45,809;-27,177;-34,997;-144,522;44,659;24,324;-8,186;-15,087;24,178;-27,178;20,791;-28,165;-158,688;11,726;-85,574;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-49,119;-25,207;-52,866;-68,334;-8,399;-190,420;26,846;22,965;18,351;-17,440;-116,833;-75,902;-11,645;-7,336;24,992;6,331;32,338;-64,311;44,095;-61,080;-6,574;3,944;-19,781;-36,039;-134,250;-41,125;20,032;-26,165;-47,254;17,327;-74,338;-169,115;-38,778;20,858;0,059;-7,508;-29,389;-0,264;27,938;24,254;-30,424;-224,124;42,224;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-74,714;-35,488;-59,399;26,933;-35,468;-256,899;-91,001;62,891;-25,500;-158,785;-205,701;-96,310;-59,666;-42,711;607,596;-73,959;535,285;-175,335;-23,110;-63,609;-67,691;188,794;-177,947;66,333;71,743;21,881;-48,218;7,008;-35,695;859,210;260,739;580,732;-11,333;57,308;24,794;-112,760;-77,814;60,183;-137,111;515,444;-37,814;8,989;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-220,171;-111,221;-134,593;-21,672;-120,558;17,382;-111,305;-110,820;23,103;-47,146;-76,876;-182,634;-94,803;1290,937;-19,155;274,435;38,886;-68,227;-100,212;-145,066;-19,263;-35,420;121,701;0,296;-157,906;-83,554;162,907;-3,956;20,576;482,450;1263,544;54,987;19,783;-14,382;146,903;10,815;351,272;415,786;2051,939;52,013;89,939;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;-173,475;-81,127;627,589;10,772;-40,941;-86,287;-167,039;-136,627;-41,033;-105,978;-128,443;-130,865;746,065;-2,778;0,111;18,098;-78,234;-49,614;-117,716;173,735;128,361;-27,802;47,200;-54,399;-95,363;-196,496;134,941;21,814;1908,645;636,520;-133,757;-17,803;171,870;140,020;-42,853;-83,811;1890,357;1226,221;762,002;706,291;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-79,889;339,507;-207,533;-103,957;107,796;-20,877;-110,095;-88,287;62,345;-178,564;-33,838;233,893;-30,799;42,026;-37,426;-79,050;-24,668;3,634;-206,142;-85,139;220,923;169,581;26,514;-168,508;33,972;-68,420;31,575;919,900;301,989;-76,625;-55,466;41,378;-23,875;-91,201;15,584;1035,738;690,426;375,080;742,933;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;144,432;-222,225;-19,890;-26,846;-15,830;-128,369;-100,041;-18,575;6,155;14,562;-49,014;19,596;17,712;-9,149;49,230;69,606;-19,644;-44,973;11,117;36,822;-48,289;-46,605;-89,173;61,230;-0,831;-38,550;-180,020;-37,244;9,968;-17,592;10,260;-52,134;8,076;-13,863;-75,561;-72,075;18,218;-118,085;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;243,304;-61,859;-177,143;-0,144;432,800;358,273;36,700;22,762;-118,535;110,723;-44,729;-116,428;-67,259;89,736;-14,414;-62,679;66,402;-284,943;-13,745;-49,155;-31,137;919,818;-106,874;-182,126;-86,448;-165,575;-11,544;140,124;-140,969;-121,959;71,318;56,961;-34,668;-311,640;-279,522;6303,081;-78,265;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2694,607;-163,181;-63,503;-313,114;-363,009;39,561;10,863;-67,158;465,385;-156,693;137,534;11,961;15,695;180,262;-145,057;-30,012;152,292;323,040;523,817;138,056;-83,644;-53,818;31,476;2147,411;770,915;401,368;-28,246;-75,410;-136,548;33,589;16,857;257,765;1362,716;2164,348;390,868;352,638;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-90,595;-46,799;-203,219;-119,010;-5,551;19,706;-15,672;190,417;-118,589;-17,450;24,519;7,661;40,415;-51,170;-31,320;95,633;81,535;271,197;-53,906;52,860;-44,381;-46,570;165,944;6,897;160,536;-23,180;-43,235;-53,960;13,532;-78,911;154,517;253,086;941,524;-123,497;140,473;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;16,682;-157,176;-109,315;-13,935;-10,650;-4,065;10,983;2,959;53,521;-57,309;-62,068;35,071;10,393;-29,352;-1,649;14,069;9,754;10,986;-21,889;32,679;-51,165;-36,552;-51,651;40,600;-2,122;0,697;26,240;-21,023;14,305;-2,062;30,619;-98,816;-107,540;-20,872;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-26,282;-39,486;-11,655;-12,342;5,961;-137,087;-10,933;-13,779;28,473;-58,440;-82,479;-4,279;-53,271;-242,394;90,760;34,669;26,760;33,819;43,196;40,412;25,050;-21,035;-139,277;9,560;9,629;-8,242;23,347;38,154;7,261;8,986;-3,627;71,666;11,137;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;7974,766;1338,825;271,395;-139,437;435,179;-43,305;236,143;971,534;-172,679;-35,584;-189,940;128,080;-75,639;279,443;384,535;-10,620;-114,400;-185,083;-215,703;595,895;1032,230;379,199;-1,901;46,387;-27,063;68,884;-110,459;28,622;1841,241;2225,791;284,599;516,184;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,269;2,811;-95,861;537,883;-45,386;190,925;851,937;-123,178;-57,004;-182,413;121,748;-17,291;31,997;345,983;-59,116;-10,190;-154,955;-260,885;208,315;341,618;370,381;77,000;-21,111;-57,350;-10,590;-58,602;-84,695;1529,694;2016,124;271,462;241,529;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,109;-13,873;87,228;16,048;68,261;-6,821;-31,502;-33,474;-3,765;-24,170;-90,559;31,648;-23,555;27,091;-58,551;-3,711;-83,946;461,624;97,241;85,666;38,472;-11,940;53,576;8,596;25,195;60,750;162,990;-28,634;-3,072;217,857;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,213;-131,432;30,194;-54,266;-18,578;-29,295;28,981;18,305;-12,921;-150,810;-42,928;-98,141;37,129;-97,006;-56,115;-10,874;86,858;67,600;-108,707;23,982;9,606;-32,012;-97,528;-30,409;-36,708;-85,692;-263,791;11,156;-164,590;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135,085;-27,574;-38,238;-1,595;-15,347;-52,992;5,365;35,602;31,282;-72,144;-33,412;-13,978;-50,681;-41,296;-24,106;33,879;12,943;110,206;13,565;-14,959;11,271;-26,005;-37,619;55,194;-121,731;1,101;-98,852;-33,865;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-108,840;-109,710;341,462;-31,203;-99,945;-81,944;-172,045;58,672;110,173;-166,850;-15,353;-38,468;-180,447;-63,659;20,073;81,362;5541,102;78,360;-80,237;-55,529;-64,665;-96,047;32,106;125,230;-57,623;112,597;-234,680;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-118,956;-139,630;12,937;-16,318;39,800;1,531;-149,151;-31,211;-36,502;-12,654;-0,170;-36,192;3,085;-197,747;101,202;-18,241;-33,491;-3,770;29,374;-118,033;-10,040;9,383;-72,611;-165,278;-107,042;-157,379;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,260;-140,127;-52,581;24,667;-93,319;-6,979;-187,735;14,306;-42,332;17,590;70,603;-137,615;49,416;68,068;-165,163;28,297;-21,635;19,248;-124,433;-107,247;-24,704;-126,209;-189,904;-85,618;2,368;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,034;-5,004;-73,794;-118,174;91,722;-5,909;76,290;-8,127;-112,382;-145,181;-11,260;-239,169;-36,586;-27,051;76,096;53,006;-88,201;-30,056;-72,479;-38,841;-175,200;11,956;-93,287;-9,342;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-52,620;-4,469;-126,761;-43,404;-162,020;-14,145;-27,600;-158,052;-58,327;-73,698;-73,660;-115,016;-41,631;-77,029;-3,324;-27,365;2,111;8,157;11,925;-80,022;-265,293;52,082;-101,681;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,939;-119,275;-3,924;108,614;-89,069;34,691;-160,703;-130,644;-33,852;-132,542;-23,228;-137,138;-32,284;37,570;-39,750;-185,397;13,137;70,275;-132,344;81,802;-35,478;-68,360;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,704;42,493;-177,375;12,324;-24,009;-73,733;16,937;-14,057;-17,249;-94,049;-46,138;-12,385;-2,760;-5,685;17,227;-17,199;62,990;-79,207;-219,097;12,632;-54,249;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-118,152;130,416;-17,386;-16,372;-26,112;-63,375;150,861;-198,128;-191,911;-74,020;-57,584;-83,236;6,263;20,378;-66,058;40,229;-231,481;-92,487;49,054;-124,746;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-127,130;-4,569;-82,981;-62,352;79,833;-68,739;-331,159;-358,241;71,571;43,630;-22,033;12,508;-40,822;-188,545;45,019;-105,403;-161,193;-267,329;-159,649;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-32,633;-23,201;-93,251;-76,186;53,246;31,988;-135,998;159,090;50,160;-54,668;-8,496;-26,504;-30,748;-169,221;-59,495;-64,080;-66,353;-171,019;0,000;0,000;0,000;0,000
