;Instancia 1;Instancia 2;Instancia 3;Instancia 4
Tipo;BITMAP;BITMAP;BITMAP;COUNTER
Size(KB);  0,01;  0,01;  0,01;  0,01;  0,06;  0,06;  0,06;  0,06;  2,00;  2,00;  2,00;  2,00;  8,00;  8,00;  8,00;  8,00;  0,00;  0,00;
Treshold;0,1;0,3;0,5;-
RMSE;188,02816429;201,00876202;234,17951669;291,98147652;183,51494164;196,22108902;210,15388921;221,94713295;186,40913910;192,76748813;205,79922544;213,15103305;191,97553629;230,36689144;240,81812083;245,69419478;0,00000000;0,00000000;
RMSRE;1,49928946;2,12487518;14,12581800;7,74978095;1,51739592;5,65427559;96,24692930;99,75766450;1,84500605;1,49716790;2,37423597;3,05086278;3,22813631;2,01729865;1,99861730;1,99960681;0,00000000;0,00000000;
Observers;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;22;
RelNbSw;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;42,31;
