24198.142364044324: [{5=9}]
21320.118339960507: [{9=10}]
16129.52881171165: [{5=10}]
15742.928109409891: [{6=8}]
13230.438348219359: [{2=6}]
11328.60179458517: [{2=5}]
10051.156393878766: [{8=9}]
9294.529226793064: [{2=9}]
8793.410904249147: [{2=10}]
6011.386759591507: [{5=8}]
4870.389881994044: [{2=8}]
4788.544087528731: [{8=10}]
3684.7874765286324: [{5=6}]
3593.2933907589177: [{6=9}]
3431.7596687817204: [{6=10}]
0.0: [{1=2}, {1=3}, {1=4}, {1=5}, {1=6}, {1=7}, {1=8}, {1=9}, {1=10}, {1=11}, {2=3}, {2=4}, {2=7}, {2=11}, {3=4}, {3=5}, {3=6}, {3=7}, {3=8}, {3=9}, {3=10}, {3=11}, {4=5}, {4=6}, {4=7}, {4=8}, {4=9}, {4=10}, {4=11}, {5=7}, {5=11}, {6=7}, {6=11}, {7=8}, {7=9}, {7=10}, {7=11}, {8=11}, {9=11}, {10=11}]
