41965.301725272584: [{5=9}]
34619.7881348217: [{9=10}]
28344.07061919977: [{5=10}]
27199.00895043186: [{3=5}]
22668.30987354145: [{4=6}]
22429.431854181763: [{2=4}]
21544.878495201272: [{6=8}]
19956.22551988061: [{2=3}]
19306.23851358343: [{2=5}]
19232.24021805453: [{3=9}]
18755.230831630113: [{2=6}]
15612.827608712638: [{8=9}]
15180.19317322176: [{3=10}]
14681.847710936205: [{2=9}]
14377.663504483744: [{7=8}]
12328.460905127487: [{2=10}]
10627.824029725552: [{6=7}]
9872.9194370892: [{5=8}]
8706.782440770372: [{4=8}]
6504.47636421105: [{2=8}]
6231.879391070092: [{8=10}]
6187.613493594498: [{5=6}]
6006.224201485: [{6=9}]
5704.851148273728: [{4=7}]
5059.037501254644: [{10=11}]
4929.4046838694785: [{7=10}]
4871.901719619312: [{2=7}]
4871.209458395557: [{6=10}]
4829.917008477765: [{7=11}]
2706.8138364676656: [{3=6}]
1921.1773697672472: [{5=7}]
1449.6199393195511: [{7=9}]
1297.2296093319812: [{3=8}]
997.3804953874462: [{4=5}]
450.36254677564455: [{3=4}]
287.50812567846316: [{3=7}]
109.21373275510618: [{4=9}]
0.0: [{1=2}, {1=3}, {1=4}, {1=5}, {1=6}, {1=7}, {1=8}, {1=9}, {1=10}, {1=11}]
-9.119570949250054: [{5=11}]
-12.286395495173245: [{3=11}]
-21.845412189389066: [{9=11}]
-62.180238175449354: [{4=10}]
-112.06971985939268: [{8=11}]
-224.87457294378993: [{2=11}]
-257.4886231399138: [{6=11}]
-265.12606339399014: [{4=11}]
