;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-50,928;7,725;-1,569;-36,011;6,859;-28,072;21,285;185,711;0,000;585,422;-28,750;16,972;1,584;-1,829;18,972;138,831;33,537;10,425;77,547;-16,631;-39,159;394,915;-0,430;28,790;-23,209;-36,138;21,820;-28,226;30,171;-0,175;-16,065;15,571;30,166;81,491;44,822;98,901;62,121;32,796;-29,665;11,877;-3,195;-2,519;-13,044;2,340;-25,983;-6,004;-1,215;867,671;-2,975;228,332;-50,253;10,848;622,970;-27,199;-11,568;12,955;2,674;1,526;0,000;9,382;-40,809;3,368;-29,123;29,545;-14,932;44,100;2,507;-18,051;693,422;40,070;148,932;167,182;-37,207;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,511;5,232;-10,198;9,652;-38,126;-13,777;-5,644;0,000;-5,935;-14,367;-4,072;-25,383;2,517;-23,858;22,708;-3,012;-2,371;-72,330;-30,076;-29,646;-7,302;-11,739;3,554;-5,836;-33,163;-7,276;13,133;-12,452;6,168;6,320;-48,460;34,509;-24,409;9,644;-11,185;48,223;1,381;8,477;3,226;-13,607;19,282;5,286;-16,211;-10,651;-0,735;17,499;19,748;-15,428;110,838;-17,020;16,218;660,325;-5,860;22,459;-5,900;11,774;-38,535;0,000;-1,131;5,767;-23,321;-26,723;28,114;-34,054;62,561;2,689;16,798;1037,751;-26,446;28,240;12,335;-14,195;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,463;-46,063;-21,167;4,049;-10,664;784,735;0,000;375,895;-22,698;-13,954;-2,821;-4,064;17,288;303,431;102,891;-9,213;247,043;36,301;-35,922;301,862;-25,548;23,701;-29,139;6,948;-10,316;-21,746;138,691;-17,029;-12,415;7,834;-4,367;45,697;109,569;140,478;136,811;-38,114;6,754;-30,096;3,462;138,305;1,795;16,077;21,713;45,220;6,403;83,427;-6,558;378,297;-37,388;-8,795;775,027;-0,354;68,276;-4,410;16,506;125,472;0,000;-18,172;202,128;3,911;15,039;119,357;201,465;537,840;7,414;104,505;1207,270;-15,063;108,866;298,971;4,079;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,490;-29,911;-11,819;-20,638;405,846;0,000;268,613;10,242;4,365;-1,682;-24,187;-29,225;297,153;24,591;7,907;96,661;11,880;30,148;-0,669;-30,080;19,711;-17,231;-15,237;2,654;-45,969;-39,653;-33,252;-4,332;3,058;147,112;71,782;152,132;35,288;47,215;56,140;17,042;30,854;-5,952;-23,312;-27,364;-15,573;10,537;20,623;0,916;-17,989;-36,862;1330,096;11,168;-6,158;310,359;-1,903;-10,145;5,853;9,741;36,376;0,000;20,987;89,619;16,822;-0,404;-2,228;-2,276;646,451;-0,094;-8,550;530,620;-22,391;468,960;318,779;-12,547;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-52,393;18,188;17,170;445,846;0,000;3606,479;-16,809;-40,165;13,406;-22,934;-23,547;356,948;-50,111;-14,766;-27,423;71,623;-1,535;92,784;1,316;-57,973;-14,566;-24,961;-18,584;-0,410;-21,704;12,641;-12,229;-30,061;23,352;46,692;26,310;39,240;-2,256;-10,549;-27,855;-10,146;10,550;-50,176;-8,037;-15,984;-6,221;-5,265;5,675;32,391;51,309;632,937;-18,657;13,470;352,918;-37,987;-15,508;8,665;-3,514;95,437;0,000;-4,400;48,973;30,491;-28,161;-23,023;-0,132;1275,143;-16,935;-47,883;829,342;-7,964;250,723;347,242;-4,573;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,295;10,598;661,703;0,000;2540,435;-9,701;1,628;-24,454;27,826;15,507;377,988;8,419;20,170;96,185;20,080;-14,938;98,331;-3,741;30,156;29,661;-24,685;4,340;4,062;43,149;-43,015;-4,664;-7,645;-37,263;-39,279;48,946;163,706;31,474;28,907;74,382;-10,930;-17,161;13,392;5,657;-12,330;24,775;35,725;-25,649;47,184;-0,747;854,720;-47,085;21,567;132,741;-21,124;-0,655;-15,053;-39,688;101,969;0,000;-34,635;25,211;20,435;-4,626;-40,896;8,710;690,833;91,512;35,829;504,559;26,828;257,573;418,959;-2,778;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,176;1447,360;0,000;139,587;-18,372;-42,305;-12,853;18,979;-4,442;310,735;7,902;1,997;790,522;-14,450;-5,571;-8,299;8,839;-84,313;5,849;6,705;-45,196;-2,612;-19,343;-17,773;3,133;4,608;26,904;9,227;75,609;-27,202;40,415;13,248;12,379;-2,795;-6,865;-13,547;-25,261;1,339;1,691;2,216;-6,715;59,234;43,482;165,922;-27,615;1,589;180,295;-11,206;-26,180;14,146;9,143;23,760;0,000;0,689;2,607;-11,453;-2,801;-27,618;-13,238;464,377;-5,554;36,148;282,537;-14,924;141,179;307,948;4,431;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144,908;0,000;122,923;-15,805;-20,421;-19,401;4,126;-1,108;0,317;13,611;-5,293;46,251;-8,462;-0,540;-22,789;9,165;14,265;2,099;5,253;10,976;-0,505;72,977;13,474;-6,804;-17,404;13,496;22,481;36,566;24,600;-9,552;-0,809;8,277;-13,478;-1,623;14,614;-22,368;43,505;-1,717;7,250;-3,872;20,499;2,230;18,404;2,205;0,979;-21,244;-2,850;-3,565;-3,948;-5,950;0,195;0,000;-3,384;4,422;-4,059;9,127;9,777;21,333;18,092;-8,289;16,592;37,623;11,104;0,418;4,794;4,427;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;930,837;788,840;667,271;1419,353;112,177;-15,082;6485,313;563,425;-32,757;6828,954;28,755;343,429;233,840;32,012;779,662;29,885;379,849;-31,148;69,602;32,918;-15,009;-38,291;21,991;-84,610;-51,126;18,011;4267,634;85,773;401,420;423,152;-0,114;-11,952;-27,519;135,285;815,166;212,804;256,166;-61,090;40,940;29,589;190,480;-14,187;-18,587;-56,570;-32,835;62,700;53,949;11,346;-65,223;0,000;653,775;-50,714;-60,385;407,108;400,421;761,399;588,938;43,023;2207,213;478,700;152,463;-2,453;5461,056;218,350;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3266,091;3186,015;713,746;466,883;-3,530;397,405;162,480;-31,815;1573,501;69,050;1032,907;3100,030;203,745;318,423;57,005;-155,993;434,460;260,869;2303,304;782,306;-4,267;764,106;1512,907;2941,187;3748,360;440,180;691,728;-2,362;-34,430;-59,282;-68,187;662,210;767,922;-85,433;-10,923;59,426;107,498;2872,928;73,797;2422,061;-152,569;-7,902;1355,890;-131,725;-64,354;46,823;-14,801;293,081;0,000;-32,584;-68,798;-45,210;-57,735;61,559;125,484;4226,952;103,722;107,507;4665,958;-18,107;353,974;416,194;-4,023;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,124;17,616;-11,451;27,163;122,167;-2,630;4,069;162,678;29,635;32,847;193,785;25,586;26,438;20,182;18,332;43,189;5,275;55,487;-27,169;26,946;44,923;-47,600;141,826;34,792;47,958;163,383;48,389;-6,382;-20,012;-9,981;3,055;-3,567;-14,670;-10,312;13,975;10,809;952,974;-59,709;10,184;-28,201;-16,808;134,628;-12,059;31,590;2,225;22,665;69,315;0,000;-16,172;10,851;25,103;125,076;124,722;65,857;960,087;104,106;124,515;549,630;29,788;290,155;129,799;16,626;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,446;63,583;-25,709;207,286;4,049;-5,720;139,132;15,063;-60,963;69,114;37,940;-18,127;-5,164;-45,091;-21,745;-5,923;-12,461;5,170;18,514;-4,172;29,225;67,092;26,666;31,558;-0,990;110,783;-3,049;57,104;-31,976;26,415;-3,944;10,962;-10,627;41,751;-30,262;1158,041;-11,177;806,523;-11,815;-0,818;52,962;-37,104;6,821;0,553;-39,365;18,271;0,000;53,375;-21,529;-33,273;-37,904;26,015;53,736;188,311;-4,713;82,002;519,190;19,368;134,588;162,226;27,790;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,657;-12,738;141,314;23,459;4,257;492,980;-3,048;-28,362;7,379;11,801;80,178;28,939;-13,511;0,151;26,719;34,702;32,140;-1,902;7,124;-29,804;6,035;74,830;49,478;110,019;27,682;265,074;19,614;-4,197;5,940;17,286;119,709;-34,927;40,101;-0,687;49,568;4,680;1,492;4,733;-13,303;65,823;23,963;-13,205;7,693;1,738;1,645;0,000;1,508;-1,439;-5,949;-9,504;26,623;146,814;101,101;35,051;495,488;341,531;28,489;2,772;85,364;64,105;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,506;39,985;-15,962;2,144;-25,524;-3,673;-4,806;28,847;8,021;-40,558;11,389;8,828;1,621;13,065;28,444;-12,379;3,291;5,329;17,577;0,739;10,704;48,614;5,934;-4,910;-14,283;-9,354;-1,696;-0,041;-2,957;-24,465;-0,224;-8,598;-11,287;20,706;-0,173;-31,135;-8,104;1,092;97,805;1,146;8,051;-12,248;-7,058;5,008;0,000;12,701;22,583;-12,679;-6,148;5,543;9,625;35,904;-0,233;3,417;160,389;-7,903;-28,606;35,094;-3,892;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,053;-16,175;-0,543;1,728;-4,254;17,631;8,504;0,756;-2,488;0,806;-1,856;1,404;-3,064;-10,410;0,877;-0,469;9,225;7,338;14,700;15,503;-14,507;-15,864;0,915;-3,503;-10,111;-3,241;19,019;4,277;15,277;0,365;-10,171;-2,219;-3,432;-1,041;-49,446;-0,543;-0,102;-16,841;-0,924;0,563;-0,326;0,827;8,358;0,000;-3,858;-11,613;-0,753;1,426;1,524;-5,682;20,108;11,199;3,748;-42,397;3,678;-25,982;19,036;-9,512;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-28,089;5,222;1113,654;12,764;328,480;240,845;36,533;104,428;-8,261;-27,836;-22,497;59,969;19,223;79,332;-31,961;10,465;-28,768;-44,527;-5,982;-67,458;42,426;38,916;15,719;39,634;11,511;-13,938;-1,207;15,187;-69,412;9,411;-41,150;-75,145;-24,261;-33,769;-51,995;-11,296;-46,123;-3,404;17,506;25,388;0,350;-13,205;0,000;686,350;1,272;21,971;-39,087;12,851;-29,567;54,517;30,363;6,681;100,611;-5,646;-22,025;5532,449;188,935;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,895;93,403;-5,715;-28,140;35,761;-18,049;78,931;-3,328;29,784;-9,671;10,781;3,940;39,514;7,358;-4,458;-14,495;-27,295;-11,120;-15,890;20,217;11,969;-0,737;13,198;-5,841;-7,661;-13,483;3,646;456,325;574,508;5,701;12,112;-10,453;-10,012;-0,240;9,275;14,194;6,070;-0,809;4,059;-13,666;-2,329;0,000;5,083;-29,642;7,195;-0,706;49,871;12,089;27,426;-15,747;-10,014;46,268;13,276;0,614;-32,672;-1,325;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-25,342;-1,196;-3,275;44,064;-1,215;23,876;0,329;6,025;-2,822;-5,488;-9,525;-8,593;1,068;20,047;19,874;-3,554;8,186;-48,356;5,569;5,153;10,361;-2,414;6,355;-4,299;-4,783;2,093;2,263;8,743;2,200;-0,258;0,795;-24,189;-0,248;0,798;0,758;-0,242;-0,766;0,098;-0,326;2,101;0,000;6,575;7,627;3,636;-4,363;-9,108;-3,323;-0,617;6,847;-4,949;52,818;0,339;-23,720;-2,728;-1,345;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-43,406;-7,062;5272,316;-64,716;93,744;-29,993;-28,185;-83,206;-19,436;-17,847;2,281;-21,154;6,975;6,845;35,144;6,929;2238,812;37,423;1509,426;463,597;47,212;-8,944;12,526;1144,359;1043,620;18,221;52,856;-27,149;149,043;14,829;594,498;59,451;-29,143;612,494;10,556;87,151;35,204;20,176;54,639;0,000;300,297;-26,885;28,612;63,438;2298,029;-55,282;1490,850;10,095;392,229;1996,525;-68,576;2,104;661,806;48,835;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,841;15,269;-8,728;-9,955;-1,609;4,482;2,562;-19,714;-6,390;1,825;13,718;6,951;-26,745;10,987;7,941;16,684;-4,690;-6,265;4,313;2,066;8,808;-2,270;0,919;-12,325;-5,438;-7,889;12,362;10,212;-0,412;62,240;9,511;-2,361;-51,319;-3,891;-8,213;-4,342;1,306;1,310;0,000;-18,566;8,486;-8,064;4,810;3,931;3,783;-16,678;11,662;-2,019;-24,784;-7,958;-22,827;11,150;8,039;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;929,843;100,483;837,676;24,143;0,541;5,890;9,902;-66,568;-11,424;-35,983;-2,346;-19,967;-9,789;6,502;79,816;0,219;-9,399;-22,624;-5,406;38,136;2,585;-38,683;-22,376;-0,759;-13,553;-27,165;60,848;26,901;233,518;-49,208;3,887;42,869;9,304;-36,152;8,540;16,338;-12,188;0,000;36,753;2,667;12,924;-36,566;-11,350;-12,262;514,939;46,978;-45,458;611,237;7,824;181,153;299,905;25,821;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19,309;915,426;-33,371;-5,890;-25,510;2,110;36,950;68,716;-39,617;-53,242;285,274;-1,292;23,146;20,390;28,817;524,962;53,158;72,131;19,138;58,486;-8,544;-67,272;78,419;-17,694;-50,404;109,762;-4,954;172,064;-18,247;-19,843;536,092;10,283;10,660;14,194;17,476;38,654;0,000;-9,822;-27,177;41,111;-7,328;-5,576;-71,730;816,269;36,974;-78,714;1516,658;-3,085;272,840;235,437;12,285;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,542;1,900;16,498;-2,146;9,190;5,923;22,875;-2,403;4,010;-2,453;18,332;-16,604;0,177;-23,270;-25,760;0,764;6,889;4,968;10,027;-9,536;0,083;-10,521;-5,789;-7,677;30,531;4,587;-28,616;-7,259;-2,127;8,921;-0,775;0,392;0,552;-0,946;-19,392;0,000;8,232;-11,240;4,721;-5,221;-2,829;2,000;80,674;4,353;16,126;-3,118;2,789;14,949;17,283;0,889;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,236;117,348;10,684;18,446;302,142;-37,089;-31,586;-18,148;-3,441;-26,512;20,934;8,395;56,983;12,204;42,308;5,033;15,885;7,553;-12,981;1,126;77,325;-5,633;-27,856;460,078;30,907;102,703;19,043;9,654;91,900;5,966;-29,013;14,061;-0,568;22,742;0,000;11,732;12,744;5,017;18,061;22,011;-9,789;835,081;47,594;-43,215;1096,768;538,453;25,238;100,057;18,975;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,031;4,087;-4,686;-3,746;-6,241;6,182;14,761;-17,048;-6,967;32,094;-12,098;-29,663;-7,312;9,736;0,782;-1,491;-6,529;-18,255;14,854;-1,636;8,188;-6,439;15,772;-1,451;-9,093;-3,291;-0,210;13,372;-1,774;-3,104;-1,662;3,770;-11,515;0,000;-7,023;13,677;-3,041;-1,581;17,540;-12,251;47,721;20,340;1,457;-116,407;3,889;12,030;7,213;4,966;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,218;5,762;-23,565;-7,999;3,980;18,277;11,808;-16,675;-42,962;-8,811;-8,613;6,605;2,566;2,995;1,793;-0,560;-15,990;7,285;19,242;6,640;-3,269;-21,424;8,238;-62,972;-1,309;0,256;-31,246;-5,558;-5,549;4,132;-5,276;26,267;0,000;-6,328;-5,010;11,565;-13,082;31,796;23,542;46,277;56,043;-29,504;-86,009;-26,250;-26,346;-15,506;1,856;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,573;14,479;14,068;4,435;-2,610;-13,772;11,117;-23,903;-12,301;0,712;-29,457;-4,597;11,402;-18,463;12,282;-23,246;11,518;-4,474;-3,140;13,336;-6,863;10,233;-22,711;-2,305;-2,022;20,304;-3,470;-1,500;-7,770;-2,768;3,586;0,000;17,035;1,628;7,993;-5,131;11,642;27,469;-24,972;8,001;5,573;-43,079;13,289;-4,043;-43,697;2,575;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7,492;11,788;-6,473;1,276;-32,547;-11,587;-2,698;-15,935;21,518;0,599;4,257;-10,064;0,216;3,633;-14,354;-19,637;-6,819;-7,941;3,173;19,150;1,728;-27,208;-6,812;1,074;102,817;8,756;0,333;-0,559;-7,002;4,263;0,000;2,965;-1,145;-1,594;2,691;9,105;5,171;-10,809;-0,544;-17,609;80,923;2,775;6,858;54,134;5,498;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,782;4,537;0,907;-33,768;-2,165;-13,168;19,790;-64,965;-20,265;9,544;15,089;6,284;493,545;5,549;-15,720;2,968;19,885;-23,958;-7,045;6,804;-1,799;-23,383;-0,564;23,223;6,293;-40,650;11,131;-2,076;-14,132;0,000;-27,225;-16,033;0,113;18,800;-23,712;26,099;46,732;-20,617;16,399;21,852;-8,708;-8,629;36,542;9,441;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,660;-17,574;-4,679;-0,398;29,513;-27,809;2,949;-6,029;18,356;9,268;-10,817;-1,170;8,575;-8,411;-7,894;45,978;-4,774;-0,457;7,783;42,135;-11,479;3,916;50,215;8,879;0,772;6,359;-6,684;9,686;0,000;19,033;-17,163;-0,238;1,309;-15,776;-2,208;189,521;28,125;14,965;81,819;1,144;55,148;54,842;-9,085;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,313;-0,795;-13,372;9,685;-1,349;20,330;4,645;3,439;5,705;-9,946;-9,800;-15,268;5,650;-1,335;9,680;2,299;-30,616;1,655;-6,710;4,635;-1,201;-17,521;-3,230;-5,274;-0,992;-1,508;-9,506;0,000;-2,297;11,502;-3,812;-8,791;28,767;21,635;-3,369;4,776;-19,215;-39,206;-12,756;-16,712;-37,326;10,634;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,332;-31,392;24,711;63,684;-5,143;7,367;6,809;-0,406;21,125;7,300;-21,288;-20,051;8,229;1,607;17,147;38,852;-15,439;-73,810;-3,986;-0,584;13,708;-11,145;-10,422;-5,185;6,735;38,426;0,000;13,204;-19,117;-1,587;-12,550;20,271;-6,145;-48,310;10,089;-17,778;-30,054;-2,163;32,492;-9,137;-11,710;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-40,528;2,883;-12,594;10,787;-21,868;-10,820;-8,176;4,223;-10,331;-3,328;-9,367;-35,406;15,041;15,034;-72,622;17,060;-23,457;5,845;-7,246;-10,275;-24,356;12,263;-12,641;-17,729;-5,688;0,000;-14,768;24,222;-36,316;-15,972;54,683;-7,971;-74,113;-30,184;38,055;-51,340;4,706;-32,415;-26,459;-3,827;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19,701;-9,575;-16,770;-8,708;-13,228;-39,823;-11,400;12,726;13,190;4,020;16,524;-30,375;-0,596;-6,765;8,501;-44,637;-24,477;-1,672;13,006;-1,088;15,500;21,852;-8,372;-18,257;0,000;-8,727;16,471;12,857;-8,994;9,063;39,561;-21,400;-34,756;15,736;-31,537;-8,630;-17,227;-67,166;-3,360;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,021;62,444;-16,665;14,180;-32,792;-8,772;-32,837;8,474;-5,028;13,913;-9,450;-5,614;-55,126;-0,140;-27,551;31,904;-19,307;65,930;-3,655;19,744;0,818;28,756;-21,083;0,000;-20,160;-22,623;-13,671;-5,239;8,147;14,791;-15,585;7,013;46,944;-37,413;-42,586;-33,198;15,636;-31,876;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12,235;23,870;5,686;-22,324;16,652;30,183;21,700;-52,694;4,896;-24,546;-6,701;-6,452;30,114;-1,987;11,446;7,023;8,811;-5,721;5,441;14,813;-3,285;-38,908;0,000;-9,691;-39,733;-43,165;26,107;12,676;-43,140;-12,767;7,394;-9,059;28,513;20,936;-28,809;-43,571;-2,593;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,671;-35,388;-0,996;2,757;-49,497;-19,712;44,449;-18,078;42,107;8,183;27,082;-20,981;-36,880;15,697;7,399;16,434;10,100;8,677;-18,692;-24,665;-14,443;0,000;1,713;-0,393;41,174;25,776;-15,392;7,574;69,758;-16,494;2,572;18,723;-6,279;5,422;35,626;4,175;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15,620;15,815;1,302;-20,888;-2,330;-12,232;-31,640;9,050;11,434;-0,091;-5,254;0,201;28,443;-8,420;7,372;5,866;13,997;5,922;5,809;32,027;0,000;4,439;-10,572;2,713;7,320;-23,062;-11,116;-36,429;2,233;6,659;23,871;-38,975;-6,845;21,768;-1,055;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,327;13,433;26,921;0,274;4,650;-9,249;4,765;17,106;-12,746;-8,436;-12,507;-9,825;-6,396;-1,213;2,185;11,467;-0,315;8,602;2,670;0,000;32,012;7,256;6,798;0,500;-37,440;-1,500;48,657;20,794;18,268;18,479;6,978;48,873;4,490;2,486;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,239;26,932;-13,055;3,442;20,929;-0,384;-3,157;5,942;2,591;-6,034;-14,285;-6,338;36,469;-1,886;11,170;-6,752;-2,090;-19,995;0,000;-7,310;-13,001;14,786;-0,900;2,802;1,533;-27,274;13,555;-2,412;-13,926;-0,710;16,256;20,982;24,271;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
