;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,509;-2,867;4,312;-1,194;-52,303;13,618;23,068;-83,319;14,596;6,872;-19,531;0,335;-33,835;0,000;-86,652;-76,535;67,666;-30,667;21,466;0,541;-13,166;6,442;0,157;-8,172;-3,108;-4,864;12,782;-1,066;36,537;-4,644;-9,557;20,983;-19,527;-46,339;-14,447;3,826;-6,163;33,644;49,026;-32,488;34,964;9,473;9,537;-14,568;-3,704;12,573;-37,031;1,455;-40,875;10,185;-6,776;-9,320;-100,655;-0,962;-30,470;-1,100;-0,464;-26,901;-3,039;-6,549;-0,390;-0,156;1,894;0,000;-6,184;1,026;-1,025;-5,529;35,950;24,890;-30,876;-15,676;18,938;6,851;-28,728;-40,733;-3,140;0,452;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,755;-2,359;-11,882;22,446;-4,953;-28,506;-6,014;-28,387;-1,780;-3,300;5,954;74,232;0,000;-101,270;-2,507;-67,938;20,463;0,553;-0,470;59,150;-11,359;-0,410;36,395;-4,283;5,394;42,539;1,113;-12,307;4,715;3,403;6,210;6,313;-2,033;-8,349;-4,811;-10,161;-13,829;8,249;-8,128;-3,837;33,096;3,710;-6,885;-26,896;-5,819;17,109;12,277;36,618;-1,532;12,931;7,910;13,191;-2,043;-34,608;-1,591;0,847;-74,325;-0,510;2,556;0,066;0,224;14,307;0,000;-0,955;38,783;6,955;1,097;20,036;-8,207;-81,596;-14,949;-17,853;-12,792;-11,321;-34,379;62,304;6,586;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,274;-11,855;-49,664;3,106;-33,770;-38,605;-29,445;-14,519;-25,704;4,508;18,315;0,000;147,833;-5,570;16,191;50,329;-8,746;0,605;1,676;-3,601;1,636;-16,546;14,853;-32,533;-54,064;-0,400;15,823;2,477;-19,793;-0,964;2,779;-18,668;-0,035;-1,097;-0,808;34,119;-20,963;70,648;18,732;-32,807;-2,000;1,156;-22,771;8,288;4,688;10,430;13,636;-18,279;10,873;-0,676;51,156;0,847;24,203;-2,034;-0,400;-31,633;3,729;-3,526;-0,197;0,005;-1,940;0,000;-21,856;-5,358;-8,451;-1,753;-22,909;2,602;9,271;-16,800;13,925;43,910;37,295;-51,661;0,621;6,614;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15,378;-40,244;-22,739;-40,273;61,687;17,080;-19,814;-30,239;1,221;-151,990;0,000;184,415;1,742;13,806;-30,649;1,904;0,321;-73,190;-25,258;-0,737;75,959;-5,200;85,507;86,923;4,209;86,634;1,872;24,084;-10,409;-24,288;62,034;-9,825;1,511;-15,081;9,436;-26,887;-27,495;34,543;-28,807;14,922;26,028;-7,898;15,383;-13,883;15,814;-26,054;-19,568;2,276;-18,457;-8,177;-1,506;-5,122;1,993;0,662;46,306;1,982;1,187;-1,057;0,646;-7,493;0,000;-17,062;14,502;2,270;3,812;-20,876;-30,883;22,424;-17,512;-14,431;-60,630;-15,713;-3,218;-96,640;4,632;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-59,878;22,942;34,296;-11,677;89,691;85,121;1,976;10,396;-47,888;0,000;208,901;38,385;-27,534;-21,220;9,793;0,559;-17,935;-7,304;3,159;37,219;8,930;-33,048;-73,429;-7,201;-109,207;-16,789;-9,315;18,452;-17,311;52,283;-7,336;-9,170;5,290;21,104;24,206;-26,239;41,709;1,487;48,508;-12,685;-26,372;-1,649;-55,771;25,751;-41,517;-25,076;-1,538;4,824;-30,136;6,975;50,179;4,273;-1,451;-57,593;-5,055;-6,778;-0,179;3,298;-3,002;0,000;11,171;-36,625;10,698;9,931;62,316;10,949;79,880;-26,426;-0,162;60,386;-6,236;64,974;-89,284;-4,919;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,342;11,506;64,136;-22,917;28,132;14,215;-104,213;179,337;0,000;528,891;-81,569;-95,914;-11,756;134,752;13,090;161,921;50,965;-5,544;-27,251;-98,488;56,303;464,164;-2,651;-10,206;-1,804;42,193;111,319;-49,455;182,337;25,288;-21,180;-31,125;56,215;147,960;-1,760;155,612;77,024;95,845;19,619;38,597;18,673;31,579;28,274;-118,196;79,303;-84,905;71,794;731,771;-12,994;287,865;-17,161;6,819;781,378;16,276;-20,932;3,600;2,038;7,939;0,000;25,223;41,579;48,328;-71,246;22,589;-121,782;-51,973;-61,741;52,531;734,119;54,920;73,828;105,295;32,408;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8,365;-41,300;9,036;91,188;98,111;-18,692;57,612;0,000;-24,447;-65,106;128,257;-28,967;-30,518;7,477;45,261;-74,798;-11,017;-60,261;-0,341;-1,397;-49,874;-25,665;-136,203;-31,904;-10,251;36,166;-20,137;2,448;-44,425;-33,110;-49,714;-53,807;22,460;-22,058;38,023;-15,043;6,673;38,254;39,569;-40,418;-6,916;-48,310;17,166;11,259;-27,993;-63,535;-16,360;31,014;101,693;-14,481;0,350;560,182;3,614;-14,834;-8,471;0,783;-104,065;0,000;-8,795;61,578;-21,082;48,414;18,689;12,381;0,541;26,251;-11,829;980,461;5,265;-78,751;15,728;-0,636;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-103,465;56,668;-123,537;-154,443;12,411;737,088;0,000;394,650;-36,784;-54,906;-21,207;25,974;4,950;313,372;52,449;34,805;-38,306;-11,872;-15,342;317,848;-0,674;-176,027;-7,129;82,541;-108,352;-36,347;50,655;-17,384;29,179;201,473;112,640;255,327;7,903;122,191;-4,898;-28,933;64,198;91,105;81,861;120,636;-22,671;101,207;51,081;-55,841;-6,595;-13,443;-13,789;538,569;-7,943;10,015;911,972;20,362;27,717;-15,765;-8,609;109,757;0,000;36,712;223,298;14,160;-13,970;179,899;141,276;521,992;-90,769;143,727;1039,846;-121,239;151,654;359,586;14,591;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;254,836;41,892;0,247;-0,372;481,137;0,000;171,352;54,722;-72,389;125,211;84,283;-0,785;314,215;-46,914;11,425;-11,980;-65,931;-2,914;-47,963;-11,061;-55,256;41,829;56,813;-101,366;-17,836;10,643;42,548;-51,175;-72,893;120,687;-38,084;117,751;15,252;41,550;66,318;32,690;-108,874;-60,995;37,724;-159,538;3,281;-113,969;-17,822;10,038;24,501;-15,955;1395,688;-1,098;-1,211;207,793;23,444;22,437;8,340;3,065;70,456;0,000;-24,296;22,759;-3,209;-68,930;-67,698;-28,776;682,122;156,471;-30,903;730,261;-43,888;348,486;465,765;68,344;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12,591;-156,666;65,421;366,622;0,000;3788,568;-39,148;-82,979;21,305;-127,327;7,301;295,331;55,389;2,633;-30,328;22,082;-14,427;246,790;42,415;35,792;57,114;117,590;40,573;-12,802;37,689;-18,905;37,100;-5,733;-7,427;-46,191;180,665;-13,170;81,616;83,544;-7,214;-61,150;29,106;72,263;-4,280;-26,788;18,456;13,149;-11,727;13,021;15,171;810,029;17,372;-2,360;449,956;-22,857;-24,334;-10,989;-3,141;119,777;0,000;-26,399;0,330;6,646;-38,780;149,710;-93,989;1113,654;89,175;-104,101;1045,564;42,683;448,838;288,135;-76,021;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115,086;-65,150;390,969;0,000;2806,577;227,771;82,272;42,825;18,627;2,462;421,338;-18,287;4,560;-85,765;28,938;84,785;158,117;-5,674;138,082;-7,400;-62,383;47,753;-86,017;81,695;-91,152;7,302;98,176;25,151;-57,676;85,856;60,541;62,715;71,402;-78,503;2,638;-67,969;-66,824;37,287;18,770;-38,355;-57,820;-77,715;190,807;-8,870;869,554;-24,123;-1,070;289,196;-24,704;-32,383;2,072;-6,697;-36,794;0,000;34,819;-63,127;40,474;32,961;-32,518;35,806;728,882;54,191;-16,261;425,015;-6,230;281,864;412,306;-69,825;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,669;1590,930;0,000;145,714;-33,134;51,976;-3,400;-49,318;-8,339;362,568;28,820;-0,193;982,847;18,707;-36,511;40,303;-32,925;-136,730;-14,354;-17,310;23,983;-20,290;-71,081;-6,589;-16,458;-0,514;-5,735;77,438;14,706;33,842;45,519;18,592;-41,053;34,453;-33,691;17,252;6,584;50,774;18,931;-36,725;22,399;-18,720;17,034;284,097;3,939;-0,397;181,299;14,015;-12,714;-2,230;-0,592;21,148;0,000;-23,126;4,270;-45,752;-22,331;-21,100;-96,096;448,384;52,831;85,278;331,867;-7,365;129,182;344,729;3,182;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,642;0,000;271,190;-35,639;-62,302;-18,658;-15,990;-1,361;-15,508;27,557;1,322;83,532;6,448;-51,791;-8,441;3,139;-77,471;5,708;8,158;1,154;-8,486;80,574;-1,146;-5,160;12,898;14,327;6,871;103,623;45,251;39,730;-31,980;-4,992;21,538;6,758;-30,984;30,229;27,649;8,508;5,097;-7,637;-117,499;2,693;-7,513;-1,638;0,551;2,314;6,587;-5,108;-3,207;-1,269;6,806;0,000;15,267;-24,206;-8,209;1,029;27,667;25,298;-105,983;-28,800;-15,933;-156,667;-16,233;40,061;20,099;-8,455;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;1104,563;806,668;986,916;1423,708;-51,115;-5,411;6478,208;486,340;-13,525;6703,713;104,297;140,204;265,621;-106,141;781,964;-30,924;298,265;-0,642;-22,458;35,669;-56,440;46,620;101,359;98,046;-324,063;-216,880;3994,195;133,755;410,514;327,290;332,780;-79,129;-192,224;-6,051;752,221;88,033;343,841;-41,193;111,684;-24,205;196,500;-26,228;-12,067;139,187;29,472;-42,541;1,067;-31,034;61,298;0,000;775,469;23,951;-76,884;296,324;299,602;874,275;493,229;-138,844;2054,287;559,876;210,525;26,755;5283,293;81,355;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3482,583;3008,672;546,002;236,168;10,113;760,973;387,920;1,269;1658,081;-17,131;1046,201;3490,626;17,932;516,279;81,636;-181,430;420,145;-159,897;2285,809;574,050;124,413;804,802;1441,343;2845,324;3890,529;402,714;973,398;416,765;51,442;-29,106;-292,393;691,791;861,297;-61,508;101,071;66,297;-175,987;2660,701;-20,345;2367,855;-1,192;-17,456;1476,207;-35,044;-248,049;-11,040;-37,808;616,103;0,000;-263,514;-240,578;61,692;-345,119;-96,993;42,549;4056,691;246,942;-231,055;4987,131;57,635;516,929;781,662;-11,758;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37,133;33,730;-50,718;4,502;293,981;111,025;-2,892;385,790;-1,947;-31,760;159,578;6,026;-78,933;-8,306;-6,813;-46,129;38,050;75,787;-114,604;27,625;17,164;34,094;10,082;223,158;152,019;72,630;25,331;41,555;57,155;-98,023;18,807;-50,341;-36,586;-76,117;22,890;-48,021;863,648;17,436;149,291;-14,691;-3,480;115,687;-39,088;20,720;7,922;6,956;116,857;0,000;41,622;57,843;-34,994;52,627;73,082;7,505;788,893;231,881;92,762;691,743;44,381;344,906;167,855;8,495;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-57,194;-3,362;0,258;135,710;-88,875;-17,007;199,172;56,910;-18,869;261,974;88,401;112,949;36,325;78,181;27,311;-66,129;-112,538;13,253;-2,810;30,970;-34,416;41,903;37,861;112,250;21,457;36,942;-46,058;166,736;-67,377;-5,308;-50,096;-125,264;-40,769;-112,101;-18,014;990,774;-2,780;767,749;0,344;-3,806;-24,969;-12,676;21,389;14,912;-1,632;60,955;0,000;-37,141;-95,755;5,752;84,689;-15,113;147,991;210,854;67,754;157,221;569,614;29,400;229,566;112,845;6,062;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-21,129;3,580;194,504;-2,281;9,759;487,052;60,400;-89,333;101,887;-36,613;65,263;-25,733;19,777;-25,087;-34,009;60,380;-61,234;-2,200;5,144;-111,169;-24,869;-18,168;4,959;164,482;34,336;250,707;60,946;-78,146;23,597;-21,192;57,663;-36,237;7,865;-28,290;3,941;-7,986;-49,278;1,158;-1,670;71,103;19,200;-8,899;-4,992;-1,492;26,374;0,000;15,423;-35,297;-4,446;-82,432;62,422;128,914;49,266;-17,928;368,863;383,570;-25,466;-1,812;249,953;65,729;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,117;-37,909;41,142;-4,677;-38,160;52,523;13,861;117,376;-16,927;-102,649;1,393;-34,548;25,749;3,998;-55,476;23,498;7,229;-25,416;-6,362;88,653;-47,769;-78,921;-55,282;55,136;24,444;-24,828;-8,352;-18,160;57,519;6,458;-2,205;9,025;-7,410;-43,410;-7,859;-57,590;1,780;1,107;48,898;-2,037;-12,231;1,547;-0,479;29,554;0,000;-6,120;-27,816;6,867;-38,312;-17,036;-19,382;30,262;-6,080;23,804;137,643;2,131;18,159;54,097;22,926;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,995;-4,304;-0,060;16,224;-0,577;6,092;16,219;0,697;7,354;0,599;-0,404;-1,167;0,866;-2,438;-0,816;-0,486;-0,687;1,656;2,736;2,399;2,845;-3,600;6,793;-1,766;-1,088;-0,263;6,743;2,639;0,579;-1,430;-0,962;-1,148;4,290;-0,123;-16,854;-0,060;-0,012;10,516;-0,110;-0,341;-0,042;-0,036;3,467;0,000;-2,724;-2,060;-0,635;-1,376;2,442;-1,441;0,291;1,351;6,177;9,389;2,574;-8,655;4,769;-1,424;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,544;9,459;1150,323;11,069;178,827;187,201;-17,713;90,376;-41,675;-75,931;-64,233;115,818;-10,932;94,705;-30,057;72,058;-15,072;11,484;-151,538;-178,225;89,010;60,260;98,073;235,957;-185,178;-117,776;-125,766;-55,297;-22,099;-22,461;46,373;112,716;-0,903;49,040;-31,923;-4,850;81,411;2,251;-48,357;-10,045;-8,356;73,080;0,000;662,330;-160,176;-12,073;-23,607;-89,930;-66,918;-59,626;5,411;-76,927;142,001;54,181;162,822;5562,127;262,604;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,903;69,241;52,163;-48,412;1,442;-17,618;72,915;-18,131;6,603;-47,815;14,132;-129,987;100,288;11,022;31,212;10,255;-35,242;-9,822;46,305;-11,967;74,200;35,076;33,637;37,062;-32,241;-12,752;-56,698;477,551;589,827;-12,315;134,053;-3,504;40,681;-10,041;2,038;-67,110;-2,279;-6,114;2,955;-2,791;-36,355;0,000;-21,515;-8,294;-15,554;-1,636;21,243;-5,377;20,338;-8,325;-5,319;170,864;-12,915;-84,968;-24,533;4,968;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,401;-4,614;-7,485;12,979;0,790;-33,653;1,616;4,528;-0,437;-2,628;-6,722;-7,788;-0,458;5,145;6,982;10,446;2,037;-17,771;3,820;-1,393;3,226;1,415;0,205;2,032;2,350;10,839;1,997;3,475;0,346;22,554;-0,415;-1,574;-0,203;-0,040;14,480;-0,372;-1,154;-0,141;-0,121;0,761;0,000;1,289;-5,387;2,785;1,199;9,714;4,179;-2,003;1,353;-5,937;-7,655;-1,925;-27,486;11,552;-3,317;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-68,244;-116,068;5174,510;-81,006;24,595;-47,293;-151,945;-17,402;-103,669;-103,906;64,407;17,097;140,567;128,476;108,329;64,430;2111,915;-50,931;1470,904;493,495;65,934;-0,409;-85,262;855,264;839,096;-57,876;162,931;-46,383;171,296;1,011;484,446;4,762;-17,630;453,211;29,525;14,930;-2,802;-15,546;170,954;0,000;237,352;-78,517;79,778;119,358;2172,696;57,639;1629,462;111,807;433,557;2061,697;7,164;121,454;626,676;-95,349;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-31,663;31,955;-10,316;66,578;-5,255;-18,123;4,685;8,908;-27,422;25,085;10,054;7,711;-35,882;27,569;-8,765;9,921;-53,974;4,274;18,427;10,835;-22,653;54,472;-26,693;50,777;5,933;14,459;-17,124;-4,056;2,925;57,710;1,435;-1,453;-9,150;-1,918;-5,615;-0,279;0,452;7,380;0,000;26,241;-55,928;-9,655;-13,240;10,626;-24,492;14,760;-1,210;-18,820;185,733;-22,057;-41,133;-11,085;17,122;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;792,503;71,882;805,519;10,876;-145,488;5,766;-60,415;-44,978;-26,451;-16,028;-57,247;-9,347;-48,755;39,073;100,765;175,134;-111,238;14,594;45,097;17,696;23,939;23,090;-81,177;75,908;-22,574;-0,953;211,847;4,568;241,630;-4,056;-3,412;76,419;-13,409;-31,100;4,196;2,673;-22,982;0,000;2,751;20,701;20,457;52,848;26,810;49,686;555,277;-24,752;-14,959;504,970;34,759;139,478;90,472;52,960;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-81,372;953,139;-47,304;-160,608;-35,561;-41,675;80,590;68,659;14,840;175,188;371,589;246,075;-17,350;-179,834;14,071;547,567;77,328;0,084;-17,566;95,904;22,802;-107,299;-11,650;-100,374;-24,200;192,492;-51,248;276,490;11,765;-9,461;521,666;-40,092;-31,448;-0,545;-4,431;207,372;0,000;-142,367;-45,574;29,042;49,403;-206,743;-74,244;812,486;86,733;51,844;1769,734;-49,370;281,173;194,566;46,672;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-28,989;0,801;7,982;-5,906;-3,695;-12,566;-3,248;-5,965;-1,817;9,463;10,856;-12,739;-22,721;18,249;-32,804;-6,542;-1,601;22,308;-8,199;-1,125;-16,556;5,149;-12,872;6,756;85,590;-1,991;24,908;-1,564;-0,308;-14,627;-0,467;0,120;0,082;-0,931;-5,447;0,000;-24,711;5,095;-5,360;0,688;14,001;-5,741;-34,944;11,148;-32,415;-58,485;1,393;4,816;24,610;-9,904;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12,660;12,042;30,291;-48,812;419,201;-6,274;-3,629;5,455;-49,347;52,262;159,982;63,842;74,180;138,684;-13,847;7,176;55,053;6,933;155,678;-83,830;118,298;-81,493;93,347;405,507;-44,292;225,668;-8,426;-1,339;15,393;-13,915;-13,148;17,271;10,145;21,615;0,000;15,155;30,514;5,723;-100,490;-26,289;-25,245;830,035;-12,354;-79,177;991,277;515,081;-63,726;39,118;167,877;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,953;6,511;22,471;-30,414;-2,438;4,272;2,779;-7,925;36,912;-4,865;0,757;-3,580;-16,467;3,557;-30,160;13,267;1,503;-19,311;-12,832;-4,927;0,870;5,471;48,216;2,048;-5,300;0,392;-0,405;-13,616;-2,527;0,355;-1,435;3,626;6,412;0,000;4,576;22,005;11,580;-10,543;5,702;-7,028;61,070;3,322;-6,037;-20,992;22,394;-22,412;-28,599;-0,968;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,118;-41,622;-88,940;26,233;7,768;-23,628;31,033;-3,788;-23,354;-153,422;-27,199;9,083;20,381;-7,563;-7,402;-41,462;-6,772;15,379;-11,735;20,825;3,598;95,399;-2,836;-232,761;-0,353;2,070;100,973;-6,906;2,299;-7,763;0,950;29,424;0,000;-4,750;39,352;-9,433;-54,566;-18,220;22,986;68,841;76,907;-32,634;9,984;-1,966;9,882;-77,782;-11,648;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,949;-1,956;3,578;-12,884;-40,848;13,321;35,956;-65,906;1,550;39,373;46,285;24,822;-2,851;-19,568;18,061;-72,709;-56,432;4,568;-52,571;18,240;-7,775;3,801;-19,017;-0,437;-1,845;-35,316;0,717;0,894;1,018;-1,007;-22,518;0,000;-14,036;18,387;16,047;-2,881;1,931;3,058;86,155;3,614;-27,490;6,219;8,199;125,180;0,183;11,453;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,433;77,025;18,278;-0,822;-85,980;-21,645;24,763;-93,347;23,702;-4,990;13,713;-6,783;7,045;77,156;-86,362;-6,793;26,272;5,607;14,969;10,566;-2,565;74,941;-3,289;-1,650;19,099;1,548;-5,780;2,749;-0,964;-1,652;0,000;-6,531;49,184;0,369;-15,870;33,243;-60,491;-37,060;39,318;-58,434;-58,556;-10,652;107,394;111,484;20,401;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,031;-32,613;-31,703;-29,457;83,672;88,779;92,483;28,151;21,918;-73,737;-17,772;-5,422;515,132;-99,264;-67,832;39,218;-66,156;-1,226;-163,045;-31,320;33,099;-4,563;0,048;24,811;15,170;21,044;13,345;-0,494;-7,667;0,000;-10,948;-70,170;-24,618;-29,207;-20,719;60,833;-88,445;-195,953;-31,892;-146,644;-19,085;1,893;9,520;96,310;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,031;-4,532;41,284;-5,542;25,568;-72,173;106,988;2,032;-1,007;-8,238;12,406;0,158;28,390;-16,772;22,169;76,450;2,928;-87,685;-4,023;61,112;-1,181;1,124;-86,269;-5,154;-2,948;-0,249;-6,147;31,617;0,000;43,793;86,204;-3,340;-23,399;74,268;58,631;144,988;-15,841;-28,853;70,140;5,819;153,335;11,347;4,602;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,625;-13,435;23,858;35,075;25,561;25,626;17,822;-5,503;-14,398;-9,944;14,956;-20,876;18,496;4,266;-4,821;-4,107;-56,452;-2,147;-17,704;1,907;0,842;10,963;0,606;-0,273;-1,144;0,197;7,108;0,000;-10,053;-12,277;-0,481;-2,312;14,492;3,095;5,846;26,439;-11,875;-44,632;0,722;9,841;-5,926;7,222;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,458;17,361;-10,061;36,530;-21,674;51,921;22,249;-9,229;-31,959;31,010;-4,940;56,574;17,253;12,069;10,902;-58,650;-1,913;-63,251;2,138;-2,001;-0,961;-2,132;-14,741;-6,405;-0,675;32,955;0,000;-26,158;-33,642;22,062;-17,875;30,923;-32,180;75,268;-2,770;-28,230;43,945;25,389;61,324;112,292;-38,218;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
