;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4730,064;-132,446;83,213;224,065;-20,131;125,456;-81,668;0,000;125,255;-211,473;-18,163;11,066;-57,706;11,415;-0,282;4,381;49,490;4,043;22,810;41,620;-46,362;5,318;-108,264;-8,450;-134,597;-57,870;100,643;26,580;-28,435;101,529;393,354;0,000;818,317;-72,279;50,288;19,332;-1,871;-4,900;43,821;46,877;0,091;527,151;58,459;-12,831;59,392;45,066;91,783;13,852;-35,773;0,798;99,815;157,191;100,976;-42,100;92,756;2,137;90,343;296,625;116,901;108,961;-82,210;29,195;-34,299;-40,094;49,137;11,669;117,115;-47,304;30,017;39,021;270,944;10,628;206,061;0,094;-3,093;129,597;26,805;-16,046;10,161;-4,677;43,207;0,000;23,008;103,312;-0,282;-26,510;12,828;-132,721;565,369;-63,217;44,758;931,417;-48,447;827,358;-18,144;103,197;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1157,134;1004,199;1683,127;1378,367;262,447;412,344;0,000;383,572;5940,066;-52,651;-93,432;-39,053;9,132;-27,554;-76,719;351,750;24,713;-129,808;88,018;-30,706;230,824;622,046;1091,062;1473,007;1208,345;2062,783;1098,350;941,198;-83,916;1364,827;0,000;9539,208;1384,513;733,068;460,625;80,470;1,570;147,768;187,734;-23,544;3879,267;196,947;1140,045;2560,088;-64,849;2538,302;31,232;101,250;155,453;-59,378;-71,297;357,986;-57,099;174,077;-18,785;262,096;409,374;384,318;180,593;-12,129;37,262;68,160;-145,411;29,817;146,029;-229,083;-87,865;-118,003;-114,881;81,265;103,241;203,431;-35,654;-18,457;50,765;63,308;-122,281;23,358;16,088;-120,573;0,000;-279,649;157,289;-26,508;50,006;-118,632;-106,543;9661,804;157,635;-116,478;14252,754;191,104;870,729;208,350;-75,718;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;11,863;119,302;-98,563;-47,291;-138,244;0,000;-90,649;128,629;-9,665;-5,711;-7,388;19,780;13,570;-12,932;59,913;33,128;-69,526;-50,282;-26,628;-69,714;100,447;85,927;-99,491;67,199;-248,639;-205,882;190,670;203,049;2204,317;0,000;3831,540;101,289;85,030;45,292;-98,971;12,809;547,405;76,978;24,364;3810,394;-112,464;40,557;1182,157;-55,527;355,232;-6,004;38,875;139,130;-150,015;-73,593;-14,310;-24,968;-15,256;929,887;1438,074;1300,379;1499,519;1355,424;324,943;153,377;16,121;241,351;-25,543;66,916;32,674;55,339;40,391;-37,638;1419,492;10,537;30,122;3,843;-9,184;159,309;31,275;-9,590;-0,291;-16,826;142,746;0,000;172,675;222,303;96,141;24,820;-50,489;23,297;138,837;164,762;181,063;437,910;55,772;855,337;234,943;-82,341;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3192,098;77,317;112,374;-23,293;0,000;-32,714;-10,002;5,918;-33,416;-9,259;8,152;-5,839;32,444;83,531;1,246;43,849;14,712;34,976;47,179;-85,198;46,815;-55,198;10,646;-156,643;38,691;5,806;16,344;918,092;0,000;-24,787;-119,391;0,688;50,377;-29,889;3,017;222,627;78,431;-10,436;295,366;44,581;48,371;98,326;-59,013;1099,844;5,456;24,277;-56,209;-3,256;97,838;35,266;30,742;-5,506;-15,764;-53,540;50,876;175,812;-11,938;39,454;48,453;40,218;44,218;31,020;70,943;-35,314;31,821;103,209;40,574;148,155;-11,595;-49,449;-14,857;0,632;230,583;-4,104;-33,134;0,937;-5,101;39,627;0,000;8,837;60,245;0,692;48,986;150,181;56,506;231,858;257,107;461,990;727,349;71,658;-52,515;173,549;30,361;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1256,379;52,364;102,897;0,000;2127,772;301,095;-2,998;0,133;-73,890;-3,806;-4,592;92,761;104,065;52,750;105,348;-33,708;20,832;-120,523;41,635;-189,035;-19,028;13,857;62,462;-88,757;196,802;-15,742;3860,458;0,000;1727,650;158,025;154,838;120,475;-46,704;3,790;1052,285;1280,023;-37,797;68,675;123,548;1716,008;911,723;-59,390;4484,827;12,359;832,784;-67,228;17,116;408,993;254,852;48,137;97,857;-114,362;-13,817;224,551;282,054;234,569;155,867;48,248;190,915;115,111;-49,614;225,739;-58,189;573,508;617,772;111,084;606,613;-63,450;1491,978;-38,022;1,928;562,560;-36,965;-63,770;18,468;3,232;251,105;0,000;-13,651;9,621;-90,877;-37,176;134,338;117,908;713,417;189,564;336,114;956,473;304,524;277,608;972,917;125,867;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;33,409;-108,732;0,000;79,277;143,703;-53,803;-141,799;65,205;-66,831;-2,109;-48,714;399,803;-86,113;-17,148;73,760;33,344;-24,632;-101,874;-50,724;173,083;106,146;83,630;-76,424;-38,947;-81,651;5640,224;0,000;6956,769;20,624;-54,430;-195,846;82,439;-8,195;1589,000;388,756;-11,654;1058,290;131,567;-28,184;305,158;-153,908;572,787;-1,106;313,740;184,295;133,710;1563,391;36,314;206,459;544,920;137,080;346,672;918,409;864,943;360,582;333,882;33,163;314,203;-134,125;592,220;31,368;678,801;78,753;137,288;29,741;496,837;-4,740;-227,246;1,508;9,624;263,959;31,262;-45,528;-11,332;-18,306;138,527;0,000;236,972;94,131;-87,196;-83,067;22,919;60,554;350,641;-92,335;267,809;1185,323;96,494;181,651;1134,339;-133,883;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;64,995;0,000;-47,214;-15,717;-2,929;14,665;-5,087;-20,784;1,828;3,971;-5,164;11,863;-13,732;-22,638;-29,104;23,697;-17,496;45,413;-52,258;21,916;-84,518;-91,673;47,996;-6,991;131,819;0,000;44,746;-9,301;-54,337;-67,530;15,308;1,195;81,559;128,016;-2,630;212,336;8,178;3,402;-110,528;6,281;-49,005;-7,756;-6,007;43,472;32,297;47,757;40,125;-1,909;-39,864;13,920;-44,427;91,913;63,746;-29,622;40,408;4,009;29,165;-13,070;77,321;-2,569;4,472;61,946;35,813;4,105;-35,371;3,985;32,820;-3,276;-0,207;-53,002;5,964;-2,515;2,119;1,857;-17,609;0,000;-25,856;2,080;-2,405;1,131;92,864;32,198;-57,390;36,076;8,819;238,133;2,199;40,685;74,201;-21,107;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-12,463;-68,055;3,133;25,458;0,546;-16,401;-1,232;14,927;-6,593;-25,907;-12,592;-24,725;7,621;43,555;61,896;-0,524;41,893;23,348;17,834;63,984;12,511;18,421;-14,857;0,000;518,591;56,171;4,219;77,886;13,622;3,025;-50,394;89,775;12,301;206,028;-31,507;16,426;-133,334;16,351;-69,345;11,517;-21,315;-15,101;-21,891;50,849;-20,745;-15,876;108,177;43,022;-21,722;62,078;-26,368;28,254;-4,965;58,443;-35,260;19,778;-47,888;-24,036;65,863;35,679;52,375;-9,560;100,159;-6,128;-18,109;-4,236;-0,984;30,495;5,579;-11,153;-5,027;-1,981;-25,452;0,000;1,392;-35,509;26,573;-8,091;52,641;23,829;192,313;45,266;16,740;283,420;-19,094;25,581;-86,835;18,202;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;67,403;-14,356;1,805;-23,221;12,420;-0,678;-8,626;16,283;13,628;51,230;18,613;-23,115;-36,833;110,164;-71,357;-21,991;-13,947;-58,678;70,292;-23,446;39,896;494,374;0,000;262,678;20,499;64,452;0,342;-3,136;6,943;213,380;-3,828;-9,779;233,804;49,115;43,577;292,509;-21,839;440,552;-29,883;-36,364;-4,259;-7,036;50,094;62,027;-41,159;51,667;-31,137;-97,800;55,102;217,835;-51,671;7,216;-22,831;38,808;-34,581;22,468;128,990;27,734;30,181;34,522;-11,270;11,984;-30,932;968,165;-1,206;0,395;88,253;5,023;-7,594;-0,777;0,380;86,963;0,000;0,169;74,614;3,349;6,307;-6,855;19,432;324,763;73,506;19,945;214,114;123,305;299,709;187,097;-74,594;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;-69,063;-30,897;78,695;41,575;2,951;64,723;277,845;23,990;-2,374;-97,130;26,148;411,364;3545,989;1891,158;5310,013;4245,763;740,567;363,781;1,811;-123,497;2042,635;0,000;1988,284;505,126;154,179;183,216;75,221;25,884;990,037;19,171;19,473;1784,890;-243,212;42,742;901,912;-50,498;107,139;18,609;-125,735;-1,333;-203,772;211,377;-60,119;-103,239;109,413;345,963;415,302;190,818;374,366;388,302;280,375;-3,393;99,527;20,079;220,072;1,503;-231,661;-142,728;-105,172;-135,185;1154,048;33,687;2016,120;-46,660;15,788;2653,220;84,277;26,209;-6,939;7,684;165,389;0,000;-51,482;837,539;147,997;-190,052;1533,951;41,275;1609,994;226,734;339,463;3970,523;57,196;2166,927;933,557;17,768;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;2,853;1,451;-2,126;1,448;1,888;-2,984;2,643;0,115;-0,637;5,438;5,346;-27,398;7,126;-56,585;19,316;23,650;-12,377;-16,123;1,455;49,202;0,000;-39,419;11,229;-4,935;2,449;-28,939;0,627;-19,671;-9,877;-0,706;88,058;21,138;26,726;-43,943;3,062;43,593;-5,174;0,617;-2,314;-11,540;3,260;-6,514;-4,478;2,854;-3,099;10,484;32,929;21,784;-48,610;5,202;-13,931;-2,386;7,363;-0,732;9,146;27,407;-10,505;-0,615;-13,802;-13,758;-1,441;92,028;-1,920;-0,377;-20,351;0,188;4,965;1,074;0,061;-33,735;0,000;-5,839;3,677;-5,901;-5,725;25,650;-27,390;-6,018;9,334;13,990;10,315;-2,569;-56,703;-1,216;-3,411;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;4,043;1,728;0,381;4,390;-13,152;-5,632;0,936;-7,616;6,894;2,637;-40,250;-36,656;-8,066;9,967;-23,466;40,617;-18,656;-0,718;-23,879;0,000;-84,510;46,955;-9,262;-27,286;9,812;0,692;16,845;6,984;-0,410;62,522;-7,273;40,363;-14,490;6,405;40,616;0,569;19,965;-5,146;-6,734;-27,544;2,989;-0,763;-13,073;12,760;-10,368;-34,994;-21,817;-0,756;16,358;0,594;2,199;-2,068;-12,591;2,869;5,250;-3,160;5,586;3,177;73,044;-0,837;-0,289;-1,591;-0,313;16,589;1,882;5,110;-1,107;-0,946;-11,885;0,000;13,534;-16,714;2,798;-13,803;24,392;7,546;-8,456;17,066;6,293;-98,040;-6,910;-12,593;6,141;3,218;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-10,135;0,239;4,479;-30,599;2,376;10,824;1,976;3,467;-2,021;-26,180;0,070;3,124;19,402;-15,256;-1,252;15,309;0,923;-71,660;0,000;4,213;-23,703;45,219;35,918;-13,109;-0,576;9,741;-6,985;1,695;-26,852;-5,910;-2,156;48,679;2,888;1,866;-3,984;17,060;7,978;2,501;7,529;-22,966;2,247;-14,302;32,157;-5,488;-0,844;-11,464;41,176;-22,447;-6,852;-19,039;-9,960;-2,994;-0,779;-10,585;-7,266;4,028;0,686;37,035;-1,493;-51,737;-1,949;-0,383;-38,159;3,832;-3,095;-1,355;-1,159;10,477;0,000;-22,333;33,867;-1,810;-6,942;-19,415;10,066;-3,438;-13,943;-11,596;122,846;-6,526;-30,857;12,428;1,285;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-0,095;1,225;-14,542;3,709;-5,660;-1,930;1,824;-0,208;-41,421;20,663;-84,791;-29,334;12,647;4,061;8,851;-2,148;89,054;0,000;81,129;68,274;122,934;-55,523;-0,109;-0,826;-22,250;-14,176;-1,494;-98,174;-0,734;19,603;32,191;-3,847;69,834;-0,730;-6,157;-6,610;5,511;0,922;16,261;-0,376;7,766;9,276;-21,227;-25,355;40,598;58,818;0,116;-12,728;-8,621;7,404;-16,234;16,654;-22,773;12,144;-34,964;-4,046;81,906;-1,722;3,164;1,105;-0,550;-47,193;0,175;1,173;1,928;-0,373;-3,203;0,000;0,069;0,914;1,353;4,462;1,073;-14,884;-113,118;7,030;-8,525;-78,983;-1,505;87,400;-35,475;3,298;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,936;-0,433;1,319;-0,787;0,206;-1,721;-0,898;-5,904;1,875;4,318;-7,590;-0,061;-1,411;0,943;-0,810;8,362;0,000;-26,111;-2,249;3,051;-1,210;0,792;-0,030;9,865;0,861;-0,101;9,592;0,711;-0,834;-11,948;0,391;-4,563;1,406;-3,176;1,794;6,062;-4,962;0,214;0,359;-0,150;-2,502;0,924;-6,842;-4,809;-6,355;-2,461;2,056;0,889;-0,504;0,888;-4,870;-1,617;2,789;2,696;0,868;12,840;0,845;10,899;-0,101;-0,020;-2,088;-0,184;-0,571;0,953;-0,060;-2,427;0,000;4,584;-1,819;0,160;-3,415;0,335;0,283;-0,772;-1,979;-5,347;-2,080;-2,519;2,109;-2,074;0,592;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,348;-0,000;5,746;-0,400;-5,289;-4,785;9,094;-29,460;-101,946;-1,470;7,036;4,230;13,130;1,984;104,576;0,000;-9,121;-42,071;21,336;10,279;-0,197;-0,559;67,560;-14,820;-0,680;53,531;-4,919;17,999;19,909;0,512;66,339;3,637;-15,042;-9,064;-8,180;1,662;1,404;2,616;3,746;-4,344;-18,616;44,319;-25,986;35,565;11,145;-3,277;-9,335;4,990;-1,573;-2,178;-11,946;-9,276;1,472;-6,636;75,897;-3,869;-5,758;-0,680;-0,372;22,665;-0,999;6,391;1,088;-1,126;-12,841;0,000;-4,600;-1,942;2,995;-7,755;3,415;-1,308;71,919;-14,196;-7,665;-131,797;3,039;-1,606;70,667;12,701;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-25,483;-13,826;-30,938;-21,947;-23,654;100,140;97,703;81,598;-80,413;11,222;39,046;8,506;20,491;117,916;0,000;29,831;6,873;161,058;53,245;26,482;-2,414;55,022;13,031;-4,115;47,722;322,314;56,411;215,429;-25,021;-13,134;-25,309;-34,707;1,531;-2,070;-18,083;42,009;10,981;31,470;-72,736;-79,135;9,592;-65,705;-24,308;-33,342;34,696;574,608;-33,267;45,692;-56,532;10,222;30,919;-5,012;8,433;4,612;14,873;9,379;0,629;3,502;108,283;-6,134;11,688;1,636;2,277;3,073;0,000;36,841;-129,375;114,588;-28,277;-27,865;32,548;19,001;-25,757;88,722;254,346;12,178;-13,153;-1,762;21,825;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
