;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4951,889;-110,856;-14,148;57,233;-197,274;-13,021;-0,675;0,000;3,917;7,343;-133,245;-67,240;4,333;-3,774;16,461;42,647;64,626;46,594;-54,026;-65,165;30,914;32,539;11,109;49,886;-45,679;36,162;40,558;-76,037;-68,178;-34,347;161,071;0,000;779,423;36,572;-62,250;8,607;-24,001;22,925;76,012;77,472;-4,467;523,726;24,545;11,850;37,127;-1,903;83,942;-62,437;-87,990;32,823;-136,132;129,233;-11,020;-4,842;30,398;-47,203;64,811;372,284;159,072;214,300;30,998;-2,978;48,892;1,159;-33,520;100,125;109,489;81,944;97,925;-0,910;178,585;0,606;148,044;-19,849;-9,355;179,790;-14,845;-12,592;-11,252;-26,047;42,061;0,000;-11,633;33,155;-91,428;-1,018;28,946;-86,697;453,754;-63,923;37,326;984,626;-60,128;816,668;39,244;109,523;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;985,696;991,423;1778,342;1379,081;55,762;294,009;0,000;241,847;6098,268;-231,723;-41,657;-54,130;111,525;10,043;-7,148;190,798;68,253;-215,616;217,831;-67,692;-181,021;573,173;1107,293;1725,512;1263,971;2082,229;1136,917;585,213;128,742;1351,946;0,000;9813,312;1541,100;583,890;504,002;130,639;17,100;428,221;2,158;179,545;4071,723;-79,358;1036,229;2515,972;126,786;2711,103;-58,877;-330,312;-39,244;-77,028;107,597;16,425;-154,523;-58,404;-234,955;6,224;490,366;97,766;141,440;-80,314;-4,737;-28,951;19,814;-290,977;131,319;262,195;-63,456;20,198;41,593;-10,019;-28,262;119,391;-90,352;6,335;39,547;-165,842;-194,375;56,151;47,672;-159,990;0,000;137,113;-45,688;-49,465;24,363;4,547;-144,946;9757,590;-145,388;-68,715;14447,920;142,784;645,234;183,357;196,409;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-64,640;307,955;185,678;-259,133;-154,745;0,000;-31,777;21,379;-119,554;-111,580;33,566;-70,374;4,344;-76,958;6,252;-29,101;-213,948;-192,563;-44,955;-27,155;-62,944;-38,761;-124,600;87,849;39,037;131,363;-158,315;-96,069;2555,039;0,000;3878,200;53,305;-138,818;20,876;6,705;-76,064;605,524;31,648;100,877;3962,919;-176,788;-157,119;1129,378;-106,578;539,869;-0,940;157,131;82,315;-16,733;76,745;-47,874;-29,929;-64,750;865,381;1405,296;1131,396;1600,513;1311,535;275,821;-26,863;60,725;38,413;14,129;156,299;-37,977;-164,980;52,584;15,922;1170,058;-36,687;-200,484;25,153;-21,158;301,817;108,500;-7,689;16,290;1,294;106,391;0,000;284,286;315,033;-30,439;-104,306;63,767;-4,830;208,657;60,409;184,555;420,467;25,917;743,433;190,175;41,827;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3222,323;-23,455;-30,623;26,794;0,000;-36,741;-248,963;-35,069;-56,226;14,837;83,962;-5,809;-55,648;-37,833;16,917;-54,904;-5,062;-17,085;-41,997;-81,815;28,128;-112,998;-110,499;-93,236;-47,409;-19,893;33,541;646,873;0,000;-3,491;-40,906;-74,970;60,657;-101,013;-25,011;-36,811;-8,553;1,277;220,685;-19,353;-3,803;69,653;-41,364;1117,394;-57,929;-41,828;-68,910;13,403;27,134;-78,445;-15,990;51,100;-58,143;44,094;81,403;237,278;36,235;106,411;-7,568;-12,795;28,526;-38,937;10,701;80,100;-24,126;28,499;22,679;-79,192;-17,782;-172,651;19,868;6,877;337,814;1,160;-45,855;14,907;7,163;19,670;0,000;6,187;119,748;-39,913;42,293;-11,626;112,043;192,293;118,175;345,258;645,949;31,357;22,061;-83,091;2,413;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1281,409;-38,570;132,200;0,000;1953,108;277,623;11,527;-97,811;132,486;-21,378;-48,174;-26,727;-9,151;-12,644;26,026;-17,606;58,902;-149,462;-253,476;-82,040;14,209;-26,540;-42,445;14,565;295,803;76,309;3738,622;0,000;1326,451;117,762;-40,957;143,275;-153,184;-23,781;861,999;1184,718;32,620;202,305;-28,301;1709,311;876,637;-13,271;4666,577;-25,692;880,851;-144,190;75,676;474,011;-51,815;-41,700;67,136;12,698;-35,677;172,837;359,059;73,042;110,268;4,205;78,752;18,010;26,998;-91,292;115,973;410,381;537,925;-62,965;480,424;-132,761;1347,895;6,350;23,302;461,470;66,054;-166,443;5,129;-17,834;158,095;0,000;80,668;63,669;-37,931;-89,554;129,025;121,892;726,408;170,904;270,195;1133,785;207,291;640,809;866,924;51,094;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;145,630;-19,163;0,000;-89,537;168,907;-1,864;-98,160;-37,338;-114,595;-28,521;173,196;305,368;80,911;104,033;-134,865;-156,694;-88,039;-178,123;-49,355;-131,383;-42,548;-147,305;-118,502;-103,927;-66,869;5762,343;0,000;7390,805;63,405;-115,123;-38,658;89,419;-16,171;1496,865;258,207;-16,635;925,916;-16,105;-37,661;370,456;-149,975;591,034;48,112;179,567;201,955;-43,551;1593,506;-77,706;-25,280;392,977;15,338;436,397;1020,541;884,196;203,055;161,542;105,370;213,998;-20,274;659,936;-3,456;728,506;206,368;73,553;93,867;428,172;-66,612;-40,243;20,153;-4,305;39,806;-3,699;-137,115;64,328;-10,849;65,568;0,000;241,496;278,937;-52,006;287,436;152,362;91,415;402,809;123,060;407,497;905,931;0,332;-36,134;1133,416;15,938;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-2,193;0,000;33,127;-75,323;-21,138;-8,242;19,533;8,851;-3,154;0,946;29,017;38,836;-9,682;-11,991;8,774;-35,345;-48,233;29,328;-132,318;-35,688;-28,307;27,237;27,961;26,594;14,693;0,000;103,031;-0,205;-61,150;-21,736;0,159;-4,293;21,826;-33,175;-0,499;34,859;-11,171;-34,166;-36,498;21,233;-98,197;0,969;-2,311;-0,717;1,373;38,270;-1,953;16,867;-6,283;-29,472;30,116;35,146;-29,168;35,540;-16,117;-9,584;29,597;-11,834;41,044;21,545;-47,874;4,924;10,002;8,044;31,084;-1,996;28,964;-0,779;-2,985;9,477;1,169;-18,386;-10,300;-0,802;-8,413;0,000;11,318;16,679;-20,187;17,504;24,522;-17,856;55,542;-25,690;-1,301;5,197;-23,149;22,907;63,188;-1,189;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-4,065;69,714;27,313;27,184;-11,387;2,851;-9,219;12,885;33,435;26,252;5,447;-27,163;-26,368;-34,798;24,529;-7,790;15,778;36,739;31,389;-23,011;-20,888;9,824;52,500;0,000;237,409;8,601;-51,670;10,443;-6,172;12,385;18,550;-17,490;5,667;90,334;-32,873;6,681;-13,907;50,739;1,834;-19,150;15,604;-30,609;-5,299;-10,311;13,603;-26,264;161,222;-7,229;78,338;56,790;15,242;105,708;5,010;-17,550;29,668;36,623;-76,448;-71,170;-55,455;-14,563;43,096;26,297;34,887;9,208;45,052;-13,240;7,824;174,723;-3,588;-28,872;-32,434;14,468;2,859;0,000;12,762;56,571;13,214;55,675;96,091;20,902;58,179;22,608;40,594;168,262;62,146;89,935;-9,396;-16,646;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;11,868;42,284;23,269;33,092;-24,039;-13,335;49,038;3,755;-39,696;-7,279;3,198;11,385;6,570;-92,591;-20,322;-44,885;-47,933;84,642;-62,743;-11,072;-18,217;105,823;0,000;127,175;-19,525;-22,490;21,630;25,176;-9,188;173,224;37,864;12,467;-240,572;-29,830;-55,279;-73,389;-52,736;361,428;-34,356;-71,681;48,542;-23,887;-36,824;-11,842;-36,060;15,470;44,730;-5,756;95,681;88,136;-16,270;-113,902;-70,963;49,647;35,574;34,612;-46,635;14,045;-12,865;38,975;-30,276;-76,245;-73,355;871,803;-3,181;6,311;118,855;22,268;9,838;6,564;-3,909;42,108;0,000;26,536;19,663;13,127;-39,054;-51,519;9,718;317,755;25,457;-50,605;72,165;162,940;353,117;187,105;-21,364;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;119,920;149,173;17,324;50,089;38,754;-124,934;327,115;100,004;-28,092;165,158;8,885;47,912;3702,805;1985,567;5338,177;4263,182;181,767;348,050;196,141;-130,213;1895,282;0,000;1573,173;336,503;56,944;37,040;-87,418;-8,554;1108,800;10,318;57,065;1932,554;-94,325;-165,049;897,058;-163,588;298,411;-231,830;-113,393;-174,567;-160,508;39,741;-160,706;-99,645;143,167;132,905;-24,961;497,310;101,847;392,732;36,164;64,218;205,156;-64,893;174,656;-81,134;75,473;-116,026;116,046;-30,743;929,889;6,030;1961,468;-168,017;-27,331;2503,031;-0,139;-46,763;46,667;10,016;154,060;0,000;-63,793;786,100;-21,417;-25,907;1539,516;165,123;1574,885;223,337;146,825;3920,639;19,637;2116,398;984,691;-52,729;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;3,333;-11,487;-10,639;0,545;-11,237;2,800;-5,261;-0,598;6,512;0,621;-18,330;-1,512;3,421;-53,495;37,868;-2,618;-19,013;-40,059;-11,929;-11,326;0,000;-125,748;21,816;-25,345;-26,400;-10,671;-1,134;-35,799;21,346;-2,550;-15,853;-0,875;-39,808;-26,487;-0,632;-27,003;-13,282;32,119;6,370;-0,163;-25,836;-13,924;-1,952;0,375;-1,034;-70,726;42,355;12,389;-72,791;-37,829;-15,674;-3,616;-1,846;8,459;32,121;14,591;35,343;-20,400;17,750;-59,513;-4,793;126,815;0,857;1,841;-98,046;-3,888;4,934;0,646;0,779;-35,833;0,000;20,419;-27,611;3,859;-29,465;51,931;19,180;-106,318;-19,803;28,366;-107,799;-7,807;-61,997;-40,587;4,661;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-2,870;-5,913;-0,356;1,652;14,769;-4,635;-5,169;-7,204;-4,735;7,707;25,210;-12,865;38,816;1,192;8,742;30,383;-27,891;-0,764;-124,972;0,000;-184,228;9,286;-102,798;-10,900;-19,659;1,395;60,603;-10,236;-0,319;-122,355;13,399;0,663;-27,204;-2,564;-30,464;-12,179;31,094;3,788;1,785;2,737;8,071;-3,923;-2,249;-36,493;-4,462;-44,395;-116,032;52,688;-50,404;5,654;3,160;-1,104;21,562;-46,474;3,003;-11,428;-2,017;4,100;-28,885;-1,196;40,795;-5,550;-0,748;21,377;2,708;-2,135;-0,175;0,898;12,737;0,000;5,902;-19,967;6,624;-24,745;35,817;18,260;17,904;-7,952;0,889;-45,973;-15,803;7,061;34,500;1,581;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-22,430;-1,629;10,097;18,601;-3,737;11,073;-3,397;5,498;-19,829;-6,514;-28,985;-6,457;4,544;3,052;-31,264;-42,679;-18,400;-88,131;0,000;-145,787;-9,707;-38,210;11,250;-3,205;-3,521;-25,017;21,623;4,982;45,155;6,580;11,536;78,205;-0,622;11,522;2,603;-22,456;-21,591;-22,264;-46,475;11,680;-2,667;-12,564;-25,815;46,502;-23,721;-46,918;26,311;-6,614;1,688;-15,463;-0,043;-25,129;3,868;-6,016;5,880;12,078;-8,048;35,376;-5,335;-0,047;5,483;0,714;-18,298;6,267;-10,925;4,505;-2,113;-23,767;0,000;-40,410;-9,611;4,292;-16,594;14,686;8,712;37,474;-30,700;10,956;-30,311;10,734;14,923;19,462;-8,558;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-3,577;-8,593;-21,454;-5,224;1,070;17,131;-3,882;-8,602;48,254;9,256;-90,831;1,966;20,866;-38,051;18,159;8,702;-63,980;0,000;9,347;29,636;-14,164;-18,403;6,650;0,828;-14,401;-34,510;0,740;-128,788;-44,107;-20,778;32,176;0,208;6,722;4,363;-13,868;-14,573;-5,715;-45,512;-26,613;-1,352;25,826;-1,138;26,415;-41,502;4,866;-14,374;-24,674;-13,865;22,486;-8,778;16,573;-0,992;-5,266;-19,896;-37,991;5,525;1,590;-6,224;-158,080;-8,592;1,588;15,152;-7,043;7,535;3,653;-0,494;35,847;0,000;24,258;1,937;-9,836;-10,394;-32,557;-8,113;-0,688;-0,943;-5,526;-23,380;-17,073;23,199;-31,826;13,322;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;2,362;-2,514;-0,895;-3,468;-1,991;3,234;0,956;19,552;6,001;-9,320;-7,620;7,736;12,059;6,820;4,519;-11,410;0,000;-36,876;-47,744;-23,424;-12,902;-4,850;-0,267;-3,753;8,749;-1,012;15,661;2,955;-19,521;-0,836;0,583;-7,606;-2,661;0,877;11,890;-2,613;10,031;1,266;-0,990;-3,129;3,108;0,635;-9,909;-6,562;-1,865;5,638;-4,780;-12,033;-3,626;-0,907;-5,596;4,608;6,154;0,311;-2,056;3,891;-0,487;-10,775;0,374;-0,175;-12,799;-0,244;0,945;1,807;-0,564;-1,287;0,000;9,243;-5,068;-1,416;-7,132;0,647;-1,128;-12,956;5,130;-20,201;-3,996;-3,559;3,552;-20,836;0,946;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,002;-10,470;-0,499;-4,753;3,996;-1,297;-42,977;-6,765;-80,033;45,104;-61,736;-14,438;3,878;9,919;94,913;0,000;-44,118;-31,242;-19,692;-46,048;14,761;-0,946;17,833;3,765;2,206;16,412;-14,746;41,027;-94,813;-3,370;-13,381;-5,535;-38,812;12,155;4,743;26,498;16,172;7,109;-4,035;-88,796;21,442;49,113;42,866;2,929;-6,311;-1,842;13,288;-1,442;-19,805;19,430;-13,495;16,358;-10,068;-9,002;-31,544;-9,148;5,265;-1,520;0,823;-70,780;-3,798;12,867;8,712;-0,607;-15,274;0,000;19,790;17,877;11,868;10,787;24,774;-30,655;100,734;13,632;29,380;-90,883;-12,129;18,921;-3,602;-3,555;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,174;10,442;-13,652;-6,143;31,152;28,834;-23,415;50,958;23,514;27,029;-7,104;-51,293;-15,806;-73,851;0,000;172,359;-56,223;130,772;38,794;-21,439;-15,078;17,253;-39,002;-0,381;-158,290;330,992;-6,288;165,319;7,924;27,350;10,979;-17,902;11,801;-22,518;46,877;-9,955;23,734;24,217;-15,465;-46,499;-37,444;-29,480;-0,794;16,610;20,607;602,212;16,014;20,694;-8,271;-8,611;-24,372;-24,899;-13,041;-7,003;-9,759;-48,992;0,117;-9,913;-60,692;16,589;-6,186;7,951;0,394;-66,783;0,000;-23,249;-53,172;121,978;-3,479;-37,510;5,569;20,668;66,198;-19,524;107,500;-6,932;-10,542;-6,190;7,423;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
