;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4587,450;-17,958;3,822;106,230;-38,615;-3,390;-10,800;0,000;-4,399;17,099;-1,813;-4,045;0,259;-0,121;-0,350;1,611;35,793;-0,652;3,453;-5,309;-2,667;-8,060;-12,428;8,593;18,375;-3,512;5,581;11,941;8,466;-3,683;399,936;0,000;683,955;-11,931;-15,161;-26,381;-3,306;-0,210;63,577;83,962;0,370;575,107;23,178;-18,732;89,632;-0,902;109,376;8,271;20,637;15,798;-5,009;99,913;5,263;0,099;30,027;3,853;62,809;394,289;219,656;179,582;23,503;24,597;10,286;11,873;17,632;58,256;68,824;59,798;17,513;0,289;210,162;15,723;208,088;0,370;0,930;99,985;9,442;1,571;-0,490;0,650;49,876;0,000;-6,482;9,337;3,494;28,640;34,489;19,077;425,649;7,837;45,087;926,162;-1,735;603,020;37,734;30,398;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1212,035;1179,030;1826,786;1372,116;219,617;411,946;0,000;323,934;5469,958;19,365;0,783;37,515;13,207;-1,163;17,542;154,966;-2,431;3,244;57,897;31,250;86,545;721,410;567,631;1506,480;1201,238;2074,838;1149,406;774,172;3,170;1283,375;0,000;9425,112;1135,142;699,204;343,146;167,111;-0,049;117,038;148,865;0,329;3771,889;31,955;1033,032;2267,220;-2,189;2693,833;13,114;76,722;-7,463;75,534;54,150;281,817;-3,730;-0,370;32,140;138,232;380,002;199,726;179,383;58,646;20,239;16,516;16,415;36,317;275,440;93,126;43,270;5,380;-1,387;203,608;17,334;213,994;-0,802;0,410;129,027;7,824;0,402;-0,556;2,165;66,241;0,000;-3,145;17,699;0,837;51,186;74,669;0,477;9210,650;25,195;66,799;13097,192;313,403;720,206;24,973;18,351;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;19,585;274,489;29,562;-13,278;3,094;0,000;-34,534;125,788;-5,866;-0,811;-2,480;-3,388;1,429;1,859;122,758;-3,768;-4,386;0,524;-6,205;11,144;10,998;-14,924;11,595;44,324;-3,280;-8,559;-12,270;-1,672;2317,962;0,000;3172,647;9,545;8,689;-14,490;-5,562;-0,571;426,239;38,707;0,476;3662,105;11,335;37,377;999,552;12,108;410,983;-2,814;211,135;76,693;8,422;97,166;2,213;8,342;21,035;590,490;1331,759;850,906;1622,503;981,024;216,054;33,057;116,320;22,178;99,513;127,752;8,981;16,000;24,105;68,898;915,910;-1,429;2,458;0,476;-0,381;139,198;-1,048;11,151;7,000;-1,143;45,394;0,000;189,382;280,272;-1,765;14,272;63,653;34,272;146,095;208,094;266,731;535,468;89,556;502,571;215,355;20,967;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3204,063;-6,654;6,651;8,838;0,000;6,034;-17,406;-1,210;2,646;0,842;0,088;-0,251;1,043;22,180;-0,862;-1,559;0,692;-0,967;3,989;-3,805;-7,029;-19,851;13,789;-11,850;22,535;-11,526;-3,229;736,748;0,000;278,397;0,972;11,615;-11,129;-10,010;-0,150;59,386;8,993;-0,501;118,383;-0,181;96,955;94,333;-2,661;1142,750;6,751;8,223;-4,717;3,384;19,949;5,488;1,494;46,226;30,416;97,732;45,933;147,070;32,027;55,940;9,720;23,248;32,297;-0,018;-2,845;7,565;2,878;8,668;3,342;49,264;0,048;24,016;3,700;-0,100;310,568;5,400;-1,657;2,800;-0,301;120,618;0,000;2,521;60,873;0,090;48,033;60,630;111,625;306,375;137,030;393,952;855,286;20,952;9,570;59,295;-1,024;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1260,051;23,866;86,157;0,000;2083,144;206,646;-1,795;6,709;-0,794;-0,310;0,264;-3,613;29,965;5,112;-2,773;-0,161;23,105;16,304;54,373;-6,236;33,962;71,228;-5,897;46,460;312,436;-2,985;3708,714;0,000;1395,558;71,118;62,953;123,526;-13,871;-0,552;931,000;1141,078;1,713;132,684;2,219;1275,130;454,194;38,515;3751,247;96,070;892,044;-9,664;83,935;234,536;146,358;-0,771;45,292;41,608;129,111;132,371;318,607;86,638;104,237;17,317;22,292;40,125;-20,934;-0,578;29,818;405,250;551,399;6,557;569,117;-1,311;1470,263;2,897;-0,368;485,915;6,162;0,725;2,265;-1,104;212,871;0,000;6,405;95,628;0,001;58,010;75,771;136,820;687,860;260,903;401,049;1082,576;250,492;507,744;925,572;-0,552;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-8,918;-1,631;0,000;4,403;346,260;-4,696;-0,352;-0,022;-4,374;0,110;0,869;414,981;-1,695;-5,248;-1,915;-9,059;4,614;26,263;10,459;-5,740;-52,780;-11,124;25,363;-8,615;-8,073;5358,221;0,000;6990,581;-44,732;20,280;14,045;-1,338;0,555;1485,734;378,112;-1,003;1174,709;165,509;-17,564;404,459;-4,247;504,866;-5,478;370,399;251,081;5,837;1506,181;-9,522;39,580;339,775;194,270;387,351;690,435;1002,583;279,979;176,523;42,384;205,652;42,768;654,372;123,918;657,440;238,775;143,750;88,365;389,551;1,663;100,344;2,665;-0,445;135,233;-1,561;-1,015;-0,335;1,110;24,105;0,000;244,257;222,311;39,479;109,823;115,798;38,946;370,145;37,506;440,258;1051,676;90,303;30,234;1174,164;55,114;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-1,697;0,000;2,844;18,034;-0,865;0,286;-0,875;-1,233;-0,050;-0,835;19,963;1,019;0,286;-0,904;-0,430;0,073;-9,977;0,176;-1,606;13,910;11,967;-3,949;-6,938;1,147;78,933;0,000;105,316;-0,988;2,880;-1,261;-1,236;-0,030;30,649;-6,416;-0,099;143,313;-1,946;14,395;-13,818;1,287;-0,790;12,193;13,608;1,216;0,759;44,009;-1,410;2,288;-1,118;3,414;51,471;59,424;38,070;38,463;19,443;9,067;20,604;14,655;41,597;-4,450;3,845;-3,018;-4,607;-1,632;5,570;-0,199;6,550;0,911;-0,020;-2,326;-0,179;-0,536;-0,069;0,950;3,522;0,000;1,365;8,874;0,999;8,317;21,464;7,139;55,327;4,425;-0,315;172,577;4,237;13,218;30,407;-1,068;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;0,921;-2,391;0,571;-0,211;-0,464;-1,071;-0,084;0,622;8,799;-0,683;-0,211;-1,533;0,613;-1,971;7,646;-7,475;3,395;3,519;2,652;0,285;1,647;-1,165;26,702;0,000;388,943;-6,299;9,662;-6,642;-1,122;-0,050;7,221;29,051;7,967;55,796;0,089;10,389;23,723;-0,228;63,942;6,529;1,386;-4,502;-1,507;15,358;-1,463;3,827;133,582;-4,516;64,719;46,856;6,610;61,546;10,260;4,232;4,385;0,731;0,602;5,801;-3,677;4,417;25,332;3,351;41,051;-0,336;13,917;0,849;0,983;77,962;0,714;8,249;-0,118;-0,101;3,703;0,000;1,188;14,678;2,339;0,596;36,691;-3,601;165,413;65,309;21,863;226,895;17,954;16,577;4,902;0,554;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-5,588;1,304;-0,308;-0,796;0,100;0,870;-2,734;6,189;-2,254;-1,342;0,140;-1,619;1,680;10,229;-1,775;-15,690;-1,240;-10,259;-11,956;11,898;-2,051;196,092;0,000;73,525;4,962;1,775;-8,026;0,515;-0,098;123,755;11,546;-0,325;-15,888;1,712;6,951;-4,126;0,693;406,549;-1,057;-0,932;-4,344;-3,549;11,800;0,375;-1,407;1,328;-4,886;5,870;80,009;67,516;5,830;0,962;-6,301;0,511;2,951;-1,005;16,177;4,586;1,332;8,653;-1,203;16,252;-0,650;894,752;-0,325;-0,065;81,206;0,448;2,377;-0,228;-0,195;5,841;0,000;2,162;28,772;2,852;0,817;-15,722;1,373;306,674;28,466;6,359;115,233;93,919;326,428;118,687;0,436;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;89,833;70,087;86,556;125,538;4,510;83,488;305,119;100,989;70,916;93,392;146,344;292,690;3354,383;1289,325;5063,697;4115,792;423,336;349,848;148,678;12,056;1834,105;0,000;1955,972;375,695;187,552;35,678;-2,623;2,872;1062,019;125,056;-2,304;1845,096;77,639;90,726;1073,320;0,561;262,823;27,983;20,621;44,046;-6,314;299,003;-30,643;-6,342;35,340;188,379;396,040;408,861;265,406;414,918;192,929;29,042;192,321;138,541;326,404;122,802;44,466;14,247;117,604;-7,268;924,088;4,356;1939,033;4,296;1,915;2257,620;3,760;24,215;-1,217;-0,854;183,151;0,000;20,487;715,256;34,843;61,636;1541,001;230,890;1582,300;273,257;213,636;3198,416;167,398;2213,166;1024,620;5,988;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-0,097;-0,117;-0,165;-0,007;-0,112;1,463;0,868;-0,097;0,882;-0,193;1,614;1,851;-0,471;-4,771;-0,295;7,858;-0,585;-0,539;-0,253;34,282;0,000;-2,300;-0,131;-3,852;1,450;0,434;-0,004;34,344;1,510;-0,013;3,769;1,615;1,930;-2,430;-0,098;0,742;-0,128;-0,179;-0,517;0,564;-2,337;1,016;0,903;-0,970;-0,729;0,498;0,859;2,974;3,287;-0,792;1,460;0,222;0,660;0,450;-0,817;-1,269;1,475;0,256;-0,219;-2,672;-0,027;5,788;-0,013;-0,003;9,196;-0,024;-0,072;-0,009;-0,008;-0,159;0,000;-0,635;0,334;-0,137;-0,519;0,106;-0,084;13,511;-0,175;2,334;7,788;0,076;13,680;32,805;0,726;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-0,098;-0,139;-0,006;0,909;-0,319;-0,113;-0,081;-0,102;-0,162;0,672;-3,746;-0,232;-2,574;-0,456;2,407;0,189;0,911;-0,212;3,103;0,000;3,214;0,746;1,996;-0,183;0,526;-0,003;0,549;2,777;-0,011;1,115;-0,333;-1,700;0,554;-0,083;6,156;-0,107;2,043;-0,434;-0,371;2,366;0,166;-0,084;0,198;2,616;1,089;-0,536;-0,394;8,128;1,544;0,542;-0,662;-0,290;0,706;-1,543;-0,049;1,561;-0,632;-0,183;38,460;-0,022;2,910;-0,011;-0,002;2,753;-0,020;0,942;-0,008;-0,007;-0,984;0,000;-0,532;-1,433;0,888;-0,435;-1,483;1,106;2,943;8,134;-0,311;-0,128;0,226;1,822;0,332;0,771;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-0,167;-0,007;-0,113;0,425;0,867;-0,098;-0,123;-0,195;0,603;-1,358;0,530;-1,607;2,838;-0,780;-1,697;-0,568;-0,256;2,276;0,000;-1,073;0,871;1,332;-1,677;-0,581;-0,004;5,676;1,492;-0,013;2,244;-0,401;0,854;7,639;-0,100;1,744;-0,129;-1,208;-0,523;0,559;-0,296;-0,009;-0,101;1,043;-1,771;0,455;2,913;-2,415;11,623;0,209;0,446;-0,798;-0,350;-1,607;-1,860;-0,268;-0,547;2,268;-0,221;-0,589;-0,027;-1,009;-0,013;-0,003;4,787;2,981;-0,073;-0,009;-0,008;1,858;0,000;-0,642;12,565;0,864;-0,525;-2,001;0,917;13,362;-0,188;-0,800;29,531;0,065;-2,596;6,663;-0,282;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-0,009;-0,159;-1,256;-0,192;-0,139;-0,173;0,729;-0,567;-0,048;-0,087;2,011;1,577;2,066;-1,575;-3,709;-0,361;11,917;0,000;28,330;-0,321;0,784;-2,787;-0,819;-0,006;2,153;-1,187;-0,019;15,568;-0,566;0,542;14,223;-0,140;4,324;-0,182;0,329;-0,738;-0,631;-0,654;-1,440;-0,142;-1,384;-2,497;37,557;2,145;8,075;12,050;0,481;0,217;-0,114;-0,493;-1,246;0,446;1,240;-0,771;-1,075;0,693;15,994;-0,038;1,618;-0,019;-0,004;-1,372;-0,034;-0,102;-0,013;-0,011;-0,658;0,000;-0,905;13,908;-0,196;0,268;-0,135;-1,566;5,712;-1,697;0,094;0,903;1,702;-2,186;1,443;1,613;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,006;-0,092;-0,008;-0,006;-0,007;-0,011;-0,023;-0,256;0,932;0,682;-0,323;-0,348;-0,276;-0,149;-0,015;-0,276;0,000;-0,225;-0,313;0,823;-0,154;-0,033;-0,000;0,609;-0,089;-0,001;-1,306;-0,023;-0,187;-0,660;-0,006;0,687;-0,007;-0,069;-0,030;-0,025;-0,194;-0,058;-0,006;-0,056;0,920;-0,211;-0,253;-0,318;-0,232;-0,104;-0,032;-0,045;-0,020;-0,091;-0,106;-0,073;-0,031;-0,043;0,990;-0,402;-0,002;2,775;-0,001;-0,000;0,677;-0,001;-0,004;-0,001;-0,000;-0,067;0,000;-0,036;-0,098;-0,008;-0,030;-0,172;-0,063;-0,743;-0,068;-0,163;-1,094;-0,054;5,000;0,662;-0,016;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,518;-0,130;-0,094;-0,117;-0,187;-0,384;-2,205;-1,438;-2,370;-1,167;0,570;-1,475;-0,449;-0,245;3,553;0,000;1,156;0,057;-2,673;1,542;0,454;-0,004;1,670;-1,494;-0,013;17,178;-0,383;-0,035;17,233;-0,095;-0,102;-0,123;-0,138;0,508;-0,427;0,900;-0,975;-0,096;3,113;-0,669;-3,550;3,115;4,230;-0,765;-0,729;-0,536;0,249;-0,334;-1,534;-1,776;-0,209;-0,522;-0,728;0,793;0,814;-0,026;-3,900;-0,013;-0,003;22,421;-0,023;9,951;-0,009;-0,008;12,058;0,000;-0,613;-0,628;-0,132;-0,501;-2,898;-0,047;13,956;-0,134;2,432;2,343;-0,904;6,357;2,658;-0,269;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,365;-1,339;3,429;0,399;3,722;10,192;0,181;46,255;4,867;16,613;3,539;4,005;-2,470;6,643;0,000;161,951;25,505;92,528;5,069;3,364;-0,055;12,306;-0,602;-0,183;-4,038;297,675;11,005;121,542;-1,357;-4,988;-0,741;-0,970;1,063;-2,001;9,515;6,685;-0,356;-3,078;3,921;-9,283;-1,805;5,876;7,085;5,143;0,547;590,654;1,371;0,912;-1,431;-3,026;0,750;-2,168;-0,970;-0,752;0,652;-0,352;0,835;-0,037;4,275;-0,330;0,029;-0,128;0,908;8,597;0,000;-4,644;5,536;103,081;-1,004;2,873;-2,763;25,180;0,118;-0,176;95,926;-2,613;6,814;15,499;0,245;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
