;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,274;28,483;4,137;-29,941;-1,056;-74,527;-87,963;7,396;74,197;0,050;94,178;2,104;-1,629;-200,170;0,000;78,594;-16,893;185,663;-74,883;-3,535;-17,069;-108,566;-66,036;-8,803;-218,113;347,079;-30,175;132,839;-12,869;100,681;9,357;0,510;-23,565;-52,804;19,158;-35,969;26,322;9,849;-31,408;-114,949;-7,795;-31,851;8,835;-55,180;-11,665;593,777;-23,117;38,632;-65,443;-34,076;-12,885;26,699;29,773;-63,256;5,470;-81,660;7,923;-11,397;-71,732;20,091;35,855;-0,079;3,338;-23,121;0,000;-23,811;-63,815;113,196;-63,414;-29,815;18,800;-14,289;13,153;-26,261;77,073;-52,767;-15,958;-81,838;38,018;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10,332;-7,503;-18,566;19,206;12,318;62,562;-44,064;-119,865;36,539;16,316;-16,116;38,129;-57,185;0,000;-367,119;-71,664;-39,597;-24,786;25,871;-2,386;-26,228;-3,398;6,561;-148,263;-13,970;-26,228;-61,948;1,922;29,264;-1,403;13,875;-2,992;-11,404;44,880;-16,341;4,762;-23,705;54,074;-82,229;-69,706;38,030;15,646;11,585;-30,753;1,236;-9,394;10,150;21,017;-34,950;-21,875;-6,461;-14,634;-127,973;9,711;-149,465;-2,074;4,449;93,534;-2,842;3,307;-3,235;-2,844;-21,904;0,000;-6,518;24,005;-14,539;6,598;38,573;-24,561;-148,895;-25,720;-43,441;-20,778;-14,037;15,088;-2,690;1,182;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,481;-37,990;1,935;74,986;19,443;31,607;-45,085;18,347;-96,628;-65,542;2,234;14,220;0,000;-364,998;-89,398;24,025;-12,985;-40,574;-2,048;41,173;28,684;-2,588;14,064;-15,225;-118,524;-45,355;2,435;46,138;-10,401;1,353;-3,779;-16,318;6,157;-1,730;-2,752;-29,303;-92,234;-90,834;27,002;19,066;-15,798;-17,475;-1,992;-3,526;-19,845;-35,612;-21,037;3,672;-2,553;31,997;0,851;18,223;-9,414;-33,273;6,571;-1,552;-173,986;5,839;8,643;4,134;-2,955;33,527;0,000;4,046;51,101;15,885;-5,894;32,867;4,797;103,870;-27,856;-95,918;-217,429;-2,560;66,641;11,772;7,810;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,010;-3,837;39,300;-26,897;-68,821;-13,313;-26,492;51,440;12,890;-33,998;-96,388;0,000;76,505;3,798;79,496;46,476;-27,977;1,106;98,819;-55,588;-2,051;9,471;20,633;-99,048;-141,351;2,939;-1,566;7,419;-43,531;18,502;12,332;-39,328;23,584;1,256;-24,409;12,011;52,910;-12,313;-134,164;10,642;19,913;27,396;-14,661;-5,062;8,215;-19,850;-12,588;-8,284;-27,638;-9,868;9,873;0,085;-3,689;3,659;-1,972;-73,374;0,568;15,103;-1,366;-2,586;11,747;0,000;63,806;-22,720;-13,454;16,734;51,268;3,678;-27,708;-25,738;-50,610;-73,093;33,837;-62,125;34,774;19,406;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,912;-141,783;-9,658;-114,861;-2,615;67,950;-73,194;-5,724;-16,977;-86,241;0,000;-151,967;-21,571;-29,682;5,578;13,629;-2,161;-99,150;1,209;9,886;-29,304;-6,471;6,677;85,483;3,556;44,915;-2,790;-39,775;-29,923;4,809;-4,745;-25,548;10,840;-3,324;-4,589;59,375;7,876;-24,456;-54,755;-2,928;4,764;-12,528;17,279;11,290;46,619;-3,928;23,915;20,769;5,048;-29,937;10,734;-150,406;5,875;0,325;38,442;8,724;-17,169;2,217;-3,332;3,783;0,000;-53,902;18,412;-1,399;-17,382;-13,595;41,203;-113,560;-17,450;-37,110;-68,830;-32,892;-238,469;-89,481;-9,164;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-40,512;-0,095;-116,133;-64,781;38,906;-31,412;9,299;15,773;-246,949;0,000;-117,114;-8,033;-34,324;-43,330;-22,599;4,995;-119,520;45,947;-1,628;-1,072;12,063;-54,277;-163,397;-8,430;-170,043;-39,813;-12,125;35,408;-12,750;124,894;76,302;-5,505;40,458;5,711;-35,211;-37,863;67,516;-109,144;96,488;-29,264;33,545;20,543;37,909;-59,730;-8,086;-21,717;24,786;-12,754;119,535;12,919;10,915;-2,131;-3,716;-78,849;10,908;-32,717;0,596;-3,663;8,765;0,000;5,536;-50,874;3,411;20,080;-25,534;-12,603;-19,681;-33,014;2,277;-76,404;20,256;57,268;-76,446;-6,976;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,767;-80,307;-84,954;-77,236;-32,516;54,062;30,919;-138,462;0,000;410,538;-63,794;-63,277;28,343;-115,627;14,397;113,981;-87,298;34,306;-113,451;-170,113;-98,622;283,819;37,132;-124,320;-75,160;-113,832;-51,799;-52,971;-5,443;11,476;-89,072;109,779;110,736;-155,220;-64,428;-53,128;1,195;73,372;-26,419;-72,055;-107,533;-43,286;2,080;1,521;-44,653;-11,243;-55,204;753,103;26,623;292,097;-68,576;11,432;544,692;-1,918;-9,493;48,309;-5,771;29,301;0,000;-24,554;-91,683;0,985;-183,422;-46,989;-21,590;-132,720;-78,991;-90,774;736,568;35,114;134,676;40,890;27,860;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-105,023;-233,938;-27,636;-12,747;-56,391;-12,579;-234,275;0,000;-480,843;-85,295;-82,645;1,848;-17,398;-17,105;-48,758;42,884;47,397;-189,336;-37,271;16,132;-139,225;-65,706;-64,723;-63,538;-92,992;-26,036;-4,321;-44,892;-13,121;-104,663;-42,112;-106,219;-90,541;-25,287;-81,048;-5,816;-20,941;-5,345;67,086;-129,487;-12,895;94,446;68,772;17,077;17,275;9,306;-144,705;-2,981;-39,072;-29,893;24,240;489,494;-24,288;56,380;45,146;6,099;-114,017;0,000;7,832;1,638;-80,269;21,792;64,967;-93,633;-85,076;75,363;-32,799;904,935;-24,544;105,632;-28,965;-31,827;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-238,245;-159,221;-110,676;-131,104;-103,523;376,866;0,000;38,305;-40,553;-164,670;39,118;-51,282;16,532;174,283;35,385;-6,147;-95,275;55,147;-16,145;340,787;-53,488;-5,920;-88,803;-54,154;-120,253;-113,499;26,031;-80,619;-82,895;-16,060;-38,953;58,176;18,863;113,272;84,921;-102,089;-52,932;-35,858;-87,527;42,321;-50,910;-39,705;4,592;76,109;-113,067;32,551;-29,887;355,451;-60,519;-13,093;520,282;-33,026;-49,550;-11,163;20,856;102,525;0,000;36,556;55,160;7,609;-114,259;121,646;139,363;497,516;1,226;-62,508;991,425;-99,546;-38,720;174,116;-48,159;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-49,123;66,734;-6,763;-127,309;451,840;0,000;-39,524;24,684;-194,899;-38,963;-66,342;-22,717;314,433;18,605;24,270;32,861;-66,368;-64,165;-10,125;-113,450;-72,850;-42,392;46,403;-10,944;-103,943;-80,516;-143,087;-64,661;-5,731;43,462;91,184;145,226;-67,584;-17,448;-52,661;59,307;64,548;7,207;29,838;-36,032;-35,233;-12,323;25,105;-25,349;-147,312;11,099;1269,664;-5,531;2,216;313,848;43,755;-31,659;-24,914;-0,678;-8,956;0,000;-66,867;53,980;17,988;-11,965;-102,056;10,132;370,911;-111,219;-75,780;549,117;-32,572;461,690;299,795;11,045;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-223,336;-31,529;55,273;504,627;0,000;3447,862;-13,781;-147,229;-3,940;-143,205;-28,719;204,234;-126,809;7,979;-21,750;32,731;44,387;141,644;9,946;57,988;-117,739;-54,672;3,596;21,388;22,018;151,548;6,405;-28,983;-12,566;75,194;-81,972;-5,191;-7,890;-20,153;16,287;30,209;82,249;58,294;-29,087;39,072;27,256;-5,950;73,629;-8,533;68,619;545,737;-11,054;15,155;227,946;-59,718;-10,709;14,621;-11,458;139,114;0,000;-20,328;10,114;-40,856;-109,900;-102,244;-5,240;1253,784;-8,837;14,113;800,251;-64,106;270,648;251,584;-93,606;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55,663;-43,990;676,099;0,000;1962,399;-69,808;-15,805;-154,694;89,782;17,028;497,243;43,526;34,068;-14,172;-23,117;-97,777;15,371;-21,741;3,502;-9,134;-54,657;-15,674;-34,902;-17,452;-117,067;-63,425;-51,386;-115,454;-131,402;-66,538;203,624;130,063;74,093;76,843;63,276;-35,434;-98,567;-61,419;-27,890;-19,825;-25,326;-44,378;33,525;-34,860;789,454;-64,629;18,067;36,288;-98,960;17,053;1,058;-50,644;32,268;0,000;-20,883;50,160;19,765;-55,571;-40,216;9,841;468,218;79,683;-25,447;385,434;-51,453;276,953;409,016;-33,019;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,233;1522,255;0,000;11,313;-127,396;-108,580;19,289;95,800;-0,351;373,869;-85,157;14,419;890,324;-24,261;53,960;153,128;19,891;-158,397;-4,246;-80,498;-16,326;-61,768;-32,248;-30,629;33,794;-34,043;-60,843;-11,194;-13,597;-193,626;-61,148;-23,254;-41,868;-46,142;-19,778;-68,097;-29,363;-53,530;-46,323;-111,155;-55,639;90,405;35,356;141,246;-18,376;2,581;51,555;4,021;-83,110;2,457;5,175;39,407;0,000;8,599;-56,425;-0,544;-32,228;-57,986;44,614;409,471;-16,667;-88,020;206,216;-53,132;7,835;392,662;3,233;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,837;0,000;58,166;-108,297;-96,133;-13,597;-1,808;-0,768;-84,298;22,635;-1,221;-223,232;-5,987;-45,887;-168,990;15,459;-40,307;8,160;8,246;23,696;15,329;150,082;15,341;-14,183;-49,669;39,993;43,168;-7,273;64,372;16,315;-47,271;-4,387;-26,291;-17,763;-29,820;-45,296;47,457;25,229;-13,789;-6,298;-6,225;-7,082;-173,103;6,729;-0,990;-22,166;13,220;-2,264;-5,646;-5,781;10,260;0,000;-35,447;-25,233;-17,577;-5,581;-30,595;-41,249;-55,622;-2,264;41,545;-112,835;-16,117;32,920;-7,982;-31,735;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;337,165;732,480;649,601;1330,742;-30,128;-47,679;6209,795;524,323;-103,514;6827,971;-329,050;44,524;-30,153;-140,648;685,778;-123,890;227,317;-177,240;-169,124;34,696;-222,047;-7,001;40,419;-149,246;-204,983;-171,991;3902,351;-111,761;532,389;355,700;-21,006;-167,411;-114,618;9,182;634,962;121,659;298,439;7,004;-177,345;-52,701;125,363;-63,908;5,515;-281,105;-120,675;32,980;8,872;12,226;-50,744;0,000;471,315;-97,031;-280,147;249,742;37,947;672,982;579,277;-101,243;2107,281;359,375;-68,047;88,837;5307,579;155,970;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3019,219;2879,982;687,857;126,840;-14,633;98,508;57,297;-134,146;1204,413;-55,073;587,558;3005,676;-63,054;-19,392;100,409;-560,250;-14,283;237,287;2126,898;417,215;-130,005;582,277;1415,626;2630,527;3593,389;168,822;620,578;-26,950;-254,782;-191,724;-320,559;924,120;554,220;-296,138;-375,672;-266,779;7,592;2516,095;-121,742;1974,605;-221,280;-6,775;1257,133;-304,062;-243,212;17,656;-59,303;62,820;0,000;-4,357;-291,665;-189,687;-393,840;117,112;140,195;4203,708;-224,920;-140,164;4447,784;-194,666;-111,118;-61,239;-469,928;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,810;84,208;0,779;22,348;229,758;-68,252;-2,969;95,867;16,571;124,232;122,541;-67,699;12,521;23,111;25,102;28,731;-92,890;107,281;-123,853;-45,182;70,534;20,279;34,065;135,202;32,772;161,435;37,454;-16,663;-141,819;17,239;27,956;-99,698;-124,809;113,544;6,640;53,725;915,115;-84,433;0,220;-48,210;-14,568;122,636;-107,120;-76,634;-11,280;33,562;38,371;0,000;47,021;-59,261;-54,043;78,501;50,600;53,528;864,620;77,156;177,369;477,681;37,581;218,935;227,075;-0,508;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-65,286;-52,097;-33,655;120,046;25,926;-58,650;179,047;-2,558;-23,594;-16,834;-51,665;-155,166;71,022;-116,019;-63,999;10,144;-101,251;-53,780;38,563;-12,070;1,625;-67,212;-63,391;79,885;12,645;102,047;-193,329;165,731;-124,718;-48,967;-72,311;-25,100;-23,049;69,521;-113,363;1006,687;-45,956;549,574;-44,024;-3,433;8,190;-142,797;112,121;0,805;-41,012;-23,222;0,000;118,529;42,802;-55,662;-72,250;61,899;-2,943;140,702;93,431;146,701;192,858;14,395;80,477;45,234;61,854;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-29,622;-10,157;246,855;-53,520;-1,742;426,890;-134,896;-205,499;-71,260;-10,169;13,702;42,501;-36,561;25,278;43,733;-33,054;26,111;1,580;19,612;-59,081;-43,537;39,321;31,635;-15,259;-84,685;333,841;-48,921;-89,306;-39,049;2,189;68,882;-133,518;29,267;31,533;125,766;-0,333;36,081;-12,196;-16,755;27,832;16,376;-50,687;14,795;0,262;-44,097;0,000;38,217;-7,964;28,815;-96,439;-80,827;198,078;297,584;11,734;429,768;233,092;24,912;-84,123;71,697;67,937;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,975;-64,904;-52,283;-14,986;-330,193;15,785;-27,557;-88,371;-11,438;-87,102;36,290;33,619;13,348;23,720;-30,927;-51,376;-20,035;-23,746;-22,269;29,882;-97,177;-25,305;-140,199;-41,774;15,413;5,620;-21,472;-5,463;57,890;-58,230;3,879;-30,712;-7,768;-61,755;1,291;-55,126;-2,641;2,547;52,836;-1,302;12,796;-24,756;-2,525;-47,065;0,000;24,206;62,169;-28,124;19,746;-27,016;-37,480;-42,186;9,267;-31,853;-104,575;-5,230;-59,247;-7,675;-15,815;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,537;-18,065;-0,586;-10,752;-1,862;14,683;-6,837;2,246;-10,960;0,903;-4,540;3,367;-1,478;-12,878;-0,635;0,481;13,505;9,528;13,972;6,300;-19,842;-27,672;2,471;0,344;-6,480;-1,292;19,299;6,901;12,154;0,488;-12,935;-4,853;3,670;-1,149;-32,882;-0,517;-0,102;-20,350;-0,971;-0,296;-0,326;0,827;11,083;0,000;-1,682;-11,886;0,120;3,063;-11,271;-4,326;5,418;15,735;5,579;-29,171;3,005;-29,764;25,671;-11,396;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-109,451;-40,626;1084,751;-184,620;291,522;144,291;72,995;34,777;-5,394;-96,145;-162,583;-86,780;-112,413;-4,322;-113,216;62,805;12,344;-250,960;-131,888;-248,489;-107,491;-27,229;125,946;155,237;-31,128;-222,767;-104,171;-32,629;-152,008;-13,839;83,721;-36,693;-67,598;-19,913;-74,383;-10,508;-324,584;-103,089;18,737;-6,216;-16,531;44,192;0,000;605,942;-171,755;-192,344;-111,245;-225,570;-112,147;59,960;-4,668;32,632;253,763;6,412;52,771;5561,852;237,148;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,137;52,003;7,951;-80,316;19,794;-41,427;179,102;-6,247;11,145;-75,983;-19,256;-87,948;-39,742;-58,448;8,156;69,753;-116,071;-32,026;25,366;30,216;78,692;-13,350;-31,324;-6,098;-40,601;-56,739;42,019;442,665;547,833;-48,006;48,627;-20,459;-73,762;0,643;7,343;-0,568;25,039;-6,842;6,087;-14,285;33,244;0,000;-21,864;-41,123;0,845;3,372;44,022;19,409;-53,482;-83,096;48,719;-76,617;-8,409;-60,033;-4,116;-22,800;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-27,283;-15,108;30,277;35,908;1,977;80,307;-1,498;-9,775;-10,115;-2,506;-46,098;-10,940;-0,474;10,271;2,330;-2,165;52,548;-32,478;51,514;-17,920;-2,498;-6,443;3,849;11,523;-0,921;-3,453;0,682;5,439;-6,805;-21,381;0,552;-17,999;2,161;0,836;34,943;1,008;-5,695;0,082;0,082;-7,979;0,000;-15,726;19,591;3,836;-5,706;-14,446;20,080;52,378;-22,943;-19,063;205,984;-19,693;-99,158;-37,973;6,016;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-192,419;-74,712;5374,614;-154,725;-35,424;-144,726;-245,828;-317,123;-130,322;-197,577;-23,529;11,099;-395,193;-244,230;-305,977;-171,243;2006,713;-258,873;1392,388;281,114;29,043;-105,542;-285,115;1022,890;854,641;19,676;-2,959;-27,848;-17,989;-57,807;387,865;87,403;-38,999;521,526;69,670;-214,955;14,991;22,818;-102,137;0,000;208,436;-166,087;-58,549;-108,108;2187,839;-120,249;1535,682;-6,769;317,632;1838,081;-145,523;-71,237;556,498;39,496;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,150;-168,550;-1,975;-87,826;-1,016;29,976;-8,613;-16,059;-4,788;-6,542;22,487;-44,393;-25,423;6,392;-19,206;-53,032;-73,094;24,681;-8,943;33,673;15,311;-13,067;-14,565;-33,310;19,195;42,154;-1,599;-158,690;7,718;123,164;19,437;-1,922;-35,897;-10,041;-25,120;-2,974;0,467;-33,704;0,000;-18,301;-76,343;7,402;-3,740;-16,205;1,606;-42,701;14,351;-77,559;-109,382;2,933;-119,217;-124,736;39,136;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;936,984;104,730;833,931;27,961;32,054;-32,330;-22,647;-47,795;-50,961;-83,599;2,707;-12,910;43,817;-85,348;63,535;-78,286;-22,772;-59,075;-61,898;65,165;14,526;-169,995;34,594;-39,731;-92,140;-88,680;12,130;-31,157;44,444;-57,098;1,141;-24,899;-24,976;-80,691;-3,874;16,862;-33,356;0,000;-54,202;23,212;97,259;-62,885;-158,347;31,355;510,389;-46,274;-188,781;565,351;-33,678;212,428;231,770;-8,039;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-67,223;963,022;-47,344;-184,718;-197,418;-58,940;9,672;-73,366;-88,646;-223,811;281,006;-174,637;-60,754;0,688;-60,007;477,598;-114,010;19,842;115,771;-133,622;32,915;-44,743;102,510;-200,536;-80,238;-18,551;-35,904;-85,769;31,597;-35,427;336,455;109,238;-84,526;3,588;24,385;-150,531;0,000;40,317;-146,372;31,862;-61,960;-229,351;-103,797;867,116;-81,272;-253,004;1446,501;-147,184;91,180;26,518;20,081;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-32,995;1,054;27,770;11,746;-6,382;61,084;46,045;0,358;-15,461;14,888;55,859;-47,311;-65,874;-19,662;-90,986;-27,838;-19,886;33,193;-49,434;-68,922;-21,226;-10,803;-23,770;-17,842;50,408;13,706;-54,623;-7,397;-2,936;-29,653;-1,557;-4,848;2,573;0,048;-37,982;0,000;-36,653;-5,830;6,420;-40,920;24,863;8,972;-38,868;-19,259;-39,729;-100,226;8,228;27,224;87,559;-6,107;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,752;136,233;-75,903;21,046;370,746;-202,518;-75,275;-82,897;-74,593;41,317;87,934;-4,510;-87,715;-1,404;126,614;-58,703;-5,590;-120,860;-36,785;6,417;32,665;2,133;-102,740;153,148;-51,613;-13,941;35,241;18,850;-22,860;72,427;-19,595;25,826;-2,537;-58,374;0,000;42,936;-135,222;27,345;-89,109;-42,151;34,630;603,792;-92,577;-65,007;1012,412;546,323;-138,441;80,106;-54,473;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26,228;-16,737;30,939;6,681;25,668;7,793;-18,013;15,073;-6,947;43,881;-37,323;2,216;4,430;8,641;-1,940;2,211;-5,839;-76,743;3,859;-13,393;-4,354;-11,596;-21,198;-1,777;-74,210;0,913;-0,556;-74,593;-5,058;4,393;-5,352;4,195;-74,039;0,000;-9,304;-16,676;-7,268;-16,534;-99,086;0,611;-21,260;1,704;-5,455;-263,202;15,101;1,695;-32,443;7,568;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-31,993;2,873;0,051;-4,679;15,031;0,701;-1,300;-87,764;-38,708;-0,822;-33,893;-61,530;2,002;12,212;-10,020;40,333;-65,445;-41,358;-4,189;-55,480;-47,642;-165,066;-38,262;-116,616;-16,939;-2,636;-112,323;-19,717;-14,687;-1,495;-0,370;-14,187;0,000;-8,887;-11,196;-34,769;7,821;-33,240;61,846;55,485;69,382;-19,338;-408,309;-18,063;-4,788;-38,273;-7,126;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,992;-8,218;27,126;-1,516;-66,919;-8,758;-47,749;-48,908;-29,443;-92,349;-5,242;-34,084;21,837;-46,980;1,902;-57,973;20,852;-47,480;-58,744;19,560;-49,103;11,139;-111,015;-3,234;-0,887;14,047;7,656;17,153;1,955;-5,359;-14,749;0,000;-15,817;52,487;-3,997;-5,878;-2,953;-26,326;-61,090;48,622;-62,532;-143,870;58,122;10,305;-149,072;-6,255;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8,830;15,115;9,953;-4,477;-6,610;14,755;-27,041;-41,779;-46,520;7,421;-2,576;16,647;0,171;-3,778;-23,103;-41,692;27,078;-33,880;-1,049;15,489;-12,658;-91,343;-14,185;4,456;123,742;0,492;37,515;-0,650;-9,391;10,191;0,000;-19,733;-49,843;-36,270;-7,530;68,544;7,091;-2,973;32,061;-58,511;71,128;38,974;-226,765;-11,049;-12,417;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,211;22,554;-11,113;-72,476;68,978;-109,020;35,666;-193,416;-29,982;-23,052;-3,709;53,997;513,282;-62,582;18,576;-33,624;-47,797;-29,323;-142,853;-36,801;9,050;-21,928;-1,833;-120,221;0,435;-6,071;33,537;10,222;-56,673;0,000;-86,564;-140,687;-54,010;-23,069;22,377;0,941;13,687;-75,394;60,723;33,036;-9,117;-83,256;18,824;-48,517;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,808;10,632;-28,635;60,909;-122,432;-61,996;-57,554;-3,645;15,881;67,912;-14,757;8,757;-42,621;30,531;-55,090;5,222;-46,413;-20,588;-8,161;-43,240;-30,269;2,150;40,778;15,337;34,914;-6,495;0,718;14,269;0,000;27,377;-50,194;-13,911;-19,923;-20,115;-70,052;48,732;-36,849;-77,992;-95,048;23,607;158,186;-62,323;0,272;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
