;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4902,935;-184,126;-69,799;36,157;-246,418;-67,870;118,627;0,000;-37,492;-117,821;-133,072;-90,474;-27,936;-72,193;12,510;-55,091;76,682;21,422;-105,387;-93,158;-44,171;53,058;-40,490;-20,721;58,230;-65,997;-16,886;-88,110;-173,096;-25,182;281,305;0,000;614,114;83,884;-116,458;26,549;-182,432;23,273;122,708;160,893;-0,392;383,455;-36,808;-43,337;-65,276;7,069;81,215;-47,448;-91,639;-28,403;-83,926;54,556;-50,387;44,787;45,372;-57,068;86,980;346,093;192,050;142,660;55,532;87,195;53,893;140,995;-53,849;-2,832;5,761;48,152;22,229;-64,381;219,961;-7,731;226,223;-9,918;-14,432;187,611;-11,278;-62,963;-20,075;-30,302;42,903;0,000;97,820;35,488;-128,940;-72,695;122,221;-240,513;541,453;-80,911;32,748;961,074;-71,440;691,511;63,836;70,335;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1031,123;830,000;1574,334;1269,336;-189,909;204,766;0,000;179,046;5993,066;-357,335;-130,090;-286,203;89,530;-8,516;-277,901;29,979;-239,227;-240,268;12,622;-325,619;-207,605;431,204;1050,378;1309,028;920,509;2134,445;925,002;416,726;-162,980;1214,218;0,000;9738,609;1608,991;287,020;548,877;-290,166;43,516;340,651;22,224;166,344;3685,894;-255,961;1150,331;2375,535;-177,343;2471,386;-40,720;-421,303;-219,559;-53,470;58,699;-230,485;-64,003;-121,475;-225,264;-32,596;315,276;-39,398;12,112;-245,928;179,854;-90,828;37,411;-221,557;-166,707;159,349;-168,146;-145,330;-21,732;-157,992;-78,082;-225,515;-148,337;11,210;-55,113;-203,855;-384,546;79,012;57,036;-475,925;0,000;95,283;-101,048;-91,627;-188,293;-15,046;-184,942;9751,379;-247,828;-18,709;14574,023;-200,151;650,499;-24,975;-60,933;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-67,568;152,558;57,656;-291,353;-293,515;0,000;-151,395;-4,856;-74,422;-330,767;-23,491;-102,515;1,213;-59,601;52,172;-110,989;-215,628;-163,284;-101,713;14,706;-177,955;-231,865;-227,551;62,084;-315,058;-67,328;-24,113;16,099;2436,628;0,000;3864,813;23,252;-120,846;24,087;-166,035;-82,375;467,014;101,090;106,717;4007,685;-122,568;-60,863;1153,188;21,881;302,331;-167,427;13,481;-93,711;14,687;-97,297;-157,452;-157,499;-185,308;817,047;1213,821;1213,215;1549,900;1331,820;250,713;-150,765;-97,569;13,202;-162,366;90,823;-31,667;-226,498;172,313;-17,065;1194,640;9,616;-310,313;37,631;-39,465;213,185;158,961;-174,791;-19,207;-6,385;118,606;0,000;190,549;363,002;-64,570;-497,185;-92,177;31,440;180,388;16,498;181,442;451,599;114,280;644,620;173,921;-41,848;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3101,325;-72,851;-19,044;-16,673;0,000;-47,300;-263,153;-4,998;-45,955;25,807;52,395;-9,011;-196,910;-189,217;-11,867;-41,968;9,981;103,563;-94,194;-140,982;-16,584;-16,551;-105,835;-92,483;-130,376;-134,022;-10,665;519,206;0,000;-272,849;-113,219;-149,739;33,321;-144,330;-21,775;-84,503;16,624;8,212;-33,748;-45,648;88,439;-113,167;-93,107;1056,697;-23,868;15,477;-120,280;45,869;9,723;-100,260;23,162;25,377;39,820;7,761;78,370;181,553;28,295;64,406;77,439;-55,630;-55,153;20,255;25,509;22,083;-12,395;76,459;-55,869;-131,821;-34,896;-182,951;13,396;2,356;317,089;2,355;-57,251;2,136;-1,900;27,239;0,000;42,403;102,156;-20,571;60,403;-41,323;106,784;95,674;12,933;211,901;467,900;43,090;-120,942;-89,625;-70,230;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1267,055;-113,265;26,486;0,000;1931,081;107,089;90,518;-142,862;69,549;-123,582;-43,903;-103,623;-69,966;63,544;67,112;-149,715;-12,419;-217,303;-404,101;-59,630;42,073;-23,491;49,513;-41,948;151,628;-9,816;3804,531;0,000;1041,290;15,005;-289,143;22,390;-206,893;-32,887;820,169;1139,175;23,174;45,055;-68,310;1616,701;741,373;-133,853;4467,503;-66,382;909,134;-407,184;-34,947;389,638;-130,935;-109,489;-35,904;-1,307;-109,475;273,991;235,978;-112,150;186,963;84,985;66,539;-22,753;-60,957;-85,752;54,729;320,243;527,730;-91,424;411,131;-142,518;1320,307;28,611;15,916;300,490;32,605;-69,521;-8,663;-6,468;-24,702;0,000;-2,327;-58,826;-147,878;-138,351;134,927;155,656;714,592;4,439;185,363;1001,222;207,334;414,700;802,901;14,309;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;177,576;-134,796;0,000;-193,769;28,390;-187,876;-283,510;-46,329;-144,127;-29,734;-42,170;276,585;-84,976;-6,058;-78,368;-49,456;-10,957;-243,785;-194,947;-296,284;-89,799;-73,998;-94,356;5,137;-100,420;5776,045;0,000;7458,805;-93,322;-126,769;-79,021;-59,856;-33,958;1413,460;217,865;-33,919;1011,767;1,228;-114,393;417,159;-163,631;750,046;-37,798;209,802;210,001;-194,896;1497,742;-253,478;-41,858;280,779;121,165;458,587;979,110;908,819;148,250;238,367;61,903;2,037;-64,247;780,317;-98,977;735,042;139,415;-15,408;117,769;277,372;-32,027;-404,102;11,247;2,722;-197,126;19,444;13,889;55,500;0,855;161,882;0,000;237,699;159,039;-111,314;440,205;218,206;30,826;438,963;102,516;365,862;906,636;-10,337;-181,907;1147,192;-74,632;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-45,627;0,000;-8,875;-108,040;-43,761;-12,847;-27,192;2,446;0,392;-21,882;45,410;59,460;-23,749;-9,998;-34,657;8,236;65,014;-55,796;-197,461;-51,047;-4,078;42,280;-28,081;33,604;-48,172;0,000;110,672;-7,885;-10,643;-19,794;35,482;-9,347;-15,452;-99,742;-8,378;8,636;-18,181;-123,387;-62,811;16,863;-144,696;-0,180;27,311;-2,945;-24,913;97,424;9,961;-5,726;-34,938;-92,293;47,150;89,748;-18,728;-111,498;13,259;-18,174;66,947;3,431;-14,121;40,466;-74,462;-30,320;7,385;33,121;-0,521;5,623;24,004;-6,631;-2,625;-3,642;7,267;5,197;-11,029;2,019;-32,460;0,000;-10,057;-9,466;-22,891;29,602;37,689;-82,824;-19,348;-6,956;-0,553;148,354;-46,783;-22,782;-41,685;4,401;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;53,308;-53,977;93,530;40,646;-1,618;-15,393;-7,912;-49,739;-15,742;-15,407;-2,359;-24,677;-40,693;-26,299;55,604;-35,323;7,307;-38,761;-32,010;-84,430;-17,618;-4,893;-108,643;0,000;-9,050;-0,458;-113,168;-39,857;-76,542;9,614;-36,109;-23,408;6,896;-94,375;-7,507;-142,934;24,739;26,255;-100,155;-49,950;82,941;-51,002;-25,647;-104,246;17,665;-60,055;215,762;-43,772;62,999;98,093;4,867;156,761;-16,203;-38,353;-6,561;26,387;-155,681;-58,981;-73,537;-9,431;-11,295;16,630;7,957;11,537;-179,114;-11,456;7,161;122,647;-9,359;-35,566;-35,154;9,706;15,131;0,000;-3,035;124,171;27,735;22,901;31,375;-10,113;-87,168;10,604;33,311;33,638;43,057;-16,984;-112,444;-15,261;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-99,760;75,565;6,272;32,560;-52,900;-21,120;24,295;2,425;-17,271;-9,519;-61,453;-14,716;17,833;-55,411;-18,593;-165,549;68,223;162,536;-125,785;-46,823;-38,788;36,983;0,000;-120,804;103,590;-2,414;0,514;63,777;-5,972;182,399;60,065;31,341;-291,331;-43,841;-22,167;-236,175;-69,211;378,435;-89,316;-94,165;25,718;-14,306;-20,116;-75,709;-59,390;20,660;-22,869;55,262;55,311;126,988;-12,246;-81,160;-62,732;4,886;63,867;71,911;-11,901;9,373;18,945;52,048;-50,548;-57,738;-76,049;992,425;-10,471;0,792;18,068;4,781;0,930;-4,587;-5,960;51,797;0,000;-37,616;-47,263;71,587;-30,463;-68,545;9,893;233,105;-7,690;-166,951;30,051;191,587;404,863;169,716;-66,729;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;49,799;9,308;-278,007;-254,775;24,271;-48,911;210,635;152,625;35,566;-28,092;-73,394;64,046;3633,225;1812,818;5043,146;4130,176;2,132;183,786;151,916;-296,776;1872,165;0,000;1574,358;202,750;-79,763;121,996;-227,448;-22,692;867,710;-30,067;22,058;1392,599;-316,644;-245,237;703,577;-163,541;-29,729;-278,885;-338,860;-349,004;-323,206;69,285;-279,249;-57,145;158,929;-15,575;-3,003;444,754;132,743;246,308;-87,455;-75,221;418,559;-250,883;219,750;-57,918;-169,844;-259,837;-83,493;-146,490;930,044;-47,598;2014,526;-127,957;-32,540;2491,641;16,507;-168,966;-9,357;0,557;17,690;0,000;-9,092;711,052;-159,574;-167,054;1401,714;174,867;1285,837;55,414;-108,095;3811,450;115,235;2270,648;1092,689;49,813;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-3,185;-12,163;-19,049;3,760;-3,131;28,341;-9,099;3,333;-6,420;-8,937;-18,377;-17,140;3,161;-62,514;76,851;100,772;79,658;-101,231;1,009;-105,604;0,000;-272,395;-20,974;-149,933;-47,489;-23,665;-0,848;-136,401;27,628;-3,413;-75,940;2,998;-70,410;-33,783;7,283;29,420;-14,102;59,613;21,040;-5,164;-12,899;7,201;-5,264;7,289;-26,406;-86,398;29,417;-2,093;-38,227;-14,902;-6,186;-10,116;12,493;2,668;31,965;4,430;48,500;13,559;23,667;-18,956;-9,044;96,540;2,742;2,813;7,616;-1,297;4,017;-0,084;2,488;-50,293;0,000;2,940;31,073;8,861;-56,719;42,163;-3,188;-145,051;-32,068;6,074;-82,629;45,642;-39,953;-104,578;5,515;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;4,502;-11,284;-1,569;0,933;-23,938;-15,406;5,882;0,397;-0,226;23,812;43,963;-11,192;21,430;34,858;-58,640;81,147;-27,067;7,630;-338,462;0,000;-345,892;-144,387;-115,423;-72,423;-32,028;0,423;2,194;2,668;-0,321;-233,668;4,011;-33,653;-142,209;1,326;-25,374;-0,199;2,011;-2,600;18,285;-41,381;15,589;-8,255;-5,432;-44,399;-49,906;9,254;-99,371;-27,700;-88,841;4,123;-17,645;-2,260;21,244;-86,981;20,489;-27,609;10,923;-7,655;-20,923;-2,256;-32,787;-3,844;0,347;42,028;4,366;1,198;-0,619;-0,649;-1,639;0,000;-7,338;-32,665;11,394;-17,882;-12,211;16,506;34,096;-24,318;-32,489;-47,790;-77,392;-23,661;19,926;-2,520;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-3,277;-2,398;17,717;7,148;-6,948;14,905;-4,220;9,236;-39,977;-4,753;-110,787;-92,832;17,308;9,615;-28,675;-90,330;-15,872;-65,838;0,000;-292,384;-19,714;-72,775;0,209;-0,587;-3,511;-92,727;22,998;2,714;130,996;3,502;-87,524;72,626;-3,480;-14,954;7,362;11,359;-46,597;-24,387;-104,584;-16,460;-7,063;26,544;-72,797;-55,046;31,685;22,584;36,756;-34,293;-22,389;-36,887;11,184;-4,594;14,925;-6,984;8,055;13,973;-12,205;126,279;-6,024;61,847;6,257;-0,189;-96,523;4,310;-6,763;2,803;-1,917;-21,753;0,000;-33,082;4,616;-5,499;2,455;-50,972;40,941;-4,169;23,068;15,517;-225,543;-2,598;-50,188;-82,580;-8,417;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-2,204;-0,721;4,980;-7,491;6,304;16,210;0,555;-14,176;-52,766;-10,738;-134,129;-32,833;55,676;-70,144;4,260;18,349;-100,693;0,000;-47,450;1,367;-18,876;5,555;0,487;-0,798;-74,641;-34,011;3,751;-40,012;-63,833;13,871;60,948;4,884;-12,863;-5,022;-3,241;12,395;9,956;-55,819;13,795;6,365;8,554;-15,818;13,262;-40,158;54,866;-22,504;-49,996;2,137;42,173;-0,150;47,972;5,743;3,001;-12,360;-14,058;10,132;-108,054;-1,130;-136,371;-7,276;1,722;-127,860;-3,924;5,985;3,994;-0,075;19,883;0,000;24,489;-3,169;3,921;8,580;-34,438;-25,136;32,305;24,431;34,236;14,583;-7,364;-88,677;-108,848;-8,614;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;4,550;-6,042;2,062;-1,142;-2,919;0,221;6,190;22,305;0,190;-15,108;-18,091;3,298;9,708;9,629;4,524;-12,440;0,000;-42,032;-41,892;-13,980;-11,588;-5,603;-0,267;-22,534;7,271;-1,012;13,085;3,415;-24,463;-0,473;0,527;4,925;-1,454;0,961;8,680;-1,245;10,136;1,797;-1,127;-5,223;5,600;3,338;-15,505;0,286;0,676;0,905;-6,646;-12,584;-3,589;-2,093;1,347;1,064;6,247;4,009;-1,541;4,481;-0,487;-13,814;0,374;-0,175;-15,302;-0,244;-2,819;1,807;-0,564;-0,066;0,000;4,818;-3,750;-2,087;-7,342;1,449;-2,831;-8,119;7,905;-23,030;-15,427;-2,143;11,655;-13,003;1,045;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,716;-9,455;8,682;-14,140;-0,908;-5,942;-18,236;-24,744;-2,345;14,948;-28,004;20,997;-37,622;6,081;-6,415;0,000;-125,291;1,543;-20,677;-51,804;-13,602;-0,371;17,766;-3,176;1,972;171,534;-15,784;-1,946;13,855;-8,127;-75,661;-6,382;-8,170;-7,278;-6,642;8,454;64,922;2,934;-6,450;-38,628;27,174;33,148;53,370;34,874;-46,376;11,803;7,178;-20,189;-38,860;32,110;-37,218;19,326;-29,170;-21,652;-77,362;-15,432;18,280;0,873;-0,110;-130,711;0,164;6,265;9,163;1,401;-30,141;0,000;23,775;18,516;9,518;-1,750;-12,528;-24,824;36,140;-1,004;-2,607;-203,580;12,773;21,097;2,118;-6,872;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
