;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4721,215;-23,973;3,822;106,586;-32,981;-3,390;-10,800;0,000;-4,399;4,718;-1,813;-4,045;0,259;-0,121;-0,350;1,611;35,793;-0,652;3,453;-5,309;-2,667;-8,060;-12,428;8,593;18,375;-3,512;5,581;11,941;8,466;-3,683;401,324;0,000;703,759;-11,931;-15,161;-26,381;-3,306;-0,210;63,577;83,962;0,370;564,068;23,178;-18,732;90,067;-0,902;109,376;8,271;20,637;15,798;-5,009;99,913;5,263;0,099;30,027;3,853;62,809;394,289;219,656;179,582;23,503;24,597;10,286;11,873;17,632;58,256;68,824;59,798;17,513;0,289;210,162;15,723;215,440;0,370;0,930;99,985;9,442;1,571;-0,490;0,650;49,876;0,000;-6,482;9,337;3,494;28,640;34,489;19,077;441,356;7,837;45,087;1008,121;-1,735;603,020;37,734;30,398;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1170,228;1184,855;1828,460;1399,674;222,823;411,820;0,000;340,934;5855,395;18,668;1,024;37,254;13,672;-0,070;15,661;143,522;-2,654;3,099;53,602;29,500;81,446;732,725;703,671;1601,654;1239,800;2068,046;1177,984;777,632;2,193;1312,609;0,000;9733,479;1280,801;699,783;339,514;155,862;-0,213;136,192;146,484;0,015;4036,446;26,986;1042,595;2457,589;1,527;2701,363;14,698;78,664;-4,482;71,467;62,227;281,758;-6,656;14,040;32,300;112,953;366,755;179,135;161,465;66,634;17,520;14,354;27,719;32,057;270,932;84,122;41,518;3,223;-5,206;209,558;17,524;232,245;-1,082;0,225;97,432;8,616;-1,793;-0,865;2,319;65,267;0,000;-0,780;12,563;0,954;48,731;81,053;-4,724;9588,481;29,148;52,278;13988,301;313,682;794,641;36,562;17,153;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;1,855;224,979;13,188;-10,792;2,736;0,000;-35,865;154,250;-3,793;-1,068;-2,976;-4,426;1,683;-0,097;120,624;-2,224;-2,158;-0,192;-4,220;11,015;21,650;-14,335;-7,735;43,827;-10,437;-6,216;-14,497;-1,017;2464,375;0,000;3440,164;1,453;20,686;-26,044;-3,655;-0,583;500,439;33,676;0,245;3888,911;8,162;38,927;1053,556;14,894;410,490;-3,356;222,546;77,945;15,308;92,464;1,502;7,294;17,561;682,486;1362,988;1001,955;1634,393;1079,314;216,358;32,088;122,634;20,220;100,328;120,735;13,604;14,421;19,628;71,820;1068,989;-1,702;19,858;0,243;-0,389;150,594;-1,310;10,194;8,395;-1,166;42,895;0,000;254,599;282,980;-2,526;13,062;50,863;33,674;149,619;219,537;268,994;496,949;91,206;565,583;230,953;19,408;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3256,641;-11,625;6,651;8,838;0,000;6,034;-18,156;-1,210;2,646;0,842;0,088;-0,251;1,043;22,180;-0,862;-1,559;0,692;-0,967;3,989;-3,805;-7,029;-19,851;13,789;-11,850;22,535;-11,526;-3,229;753,535;0,000;276,714;0,972;11,615;-11,129;-10,010;-0,150;59,386;8,993;-0,501;129,056;-0,181;96,955;94,634;-2,661;1142,750;6,751;8,223;-4,717;3,384;19,949;5,488;1,494;46,226;30,416;97,732;45,933;147,070;32,027;55,940;9,720;23,248;32,297;-0,018;-2,845;7,565;2,878;8,668;3,342;49,264;0,048;25,314;3,700;-0,100;310,568;5,400;-1,657;2,800;-0,301;120,618;0,000;2,521;60,873;0,090;48,033;60,630;111,625;293,740;137,030;393,952;857,505;20,952;9,570;59,295;-1,024;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1279,247;27,483;81,821;0,000;2082,640;197,335;-2,702;6,361;-0,715;0,414;-0,413;-4,324;28,867;4,577;-3,425;-0,160;23,023;15,803;62,837;-8,085;34,891;80,101;5,103;43,284;297,886;-4,984;3808,458;0,000;1533,254;67,866;65,506;128,988;-15,753;-0,544;948,543;1163,316;1,482;125,424;0,712;1420,497;752,273;37,025;3986,824;101,620;890,486;-10,188;86,285;288,907;149,249;-0,505;46,169;42,716;125,001;124,859;319,715;88,059;99,995;17,525;21,147;40,414;-21,382;-3,729;25,181;422,057;555,196;7,377;589,541;-1,432;1469,945;2,549;-0,363;490,576;6,544;0,026;2,027;-1,089;214,392;0,000;7,931;92,922;2,078;51,015;81,249;139,346;716,173;265,318;417,924;1088,668;243,784;506,321;941,138;-0,777;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-7,408;1,609;0,000;11,871;313,610;-5,568;-0,531;-0,177;-4,797;-0,569;1,781;419,670;0,333;-5,029;-2,285;-6,929;0,705;40,241;5,526;1,646;-50,328;3,688;22,883;-10,167;-7,975;5525,089;0,000;7198,337;-35,852;16,100;15,326;4,250;0,457;1533,513;394,308;0,055;1189,769;175,507;-0,201;411,696;-3,784;513,308;-4,465;381,232;250,939;3,364;1524,582;-11,367;42,303;352,688;204,423;397,984;767,227;967,441;277,655;189,166;41,633;209,333;41,161;652,560;111,024;681,019;254,512;146,933;90,169;408,052;2,224;71,735;2,258;-0,430;132,419;-1,754;-1,690;-0,403;1,520;29,365;0,000;272,855;216,978;33,997;122,917;122,157;29,782;359,597;39,611;447,224;1089,080;90,483;23,121;1189,618;51,080;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-1,697;0,000;2,844;20,194;-0,865;0,286;-0,875;-1,233;-0,050;-0,835;19,963;1,019;0,286;-0,904;-0,430;0,073;-9,977;0,176;-1,606;13,910;11,967;-3,949;-6,938;1,147;81,168;0,000;115,910;-0,988;2,880;-1,261;-1,236;-0,030;30,649;-6,416;-0,099;134,480;-1,946;14,395;-12,863;1,287;-0,790;12,193;13,608;1,216;0,759;44,009;-1,410;2,288;-1,118;3,414;51,471;59,424;38,070;38,463;19,443;9,067;20,604;14,655;41,597;-4,450;3,845;-3,018;-4,607;-1,632;5,570;-0,199;5,731;0,911;-0,020;-2,326;-0,179;-0,536;-0,069;0,950;3,522;0,000;1,365;8,874;0,999;8,317;21,464;7,139;50,582;4,425;-0,315;180,445;4,237;13,218;30,407;-1,068;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;0,921;8,889;0,571;-0,211;-0,464;-1,071;-0,084;0,622;8,799;-0,683;-0,211;-1,533;0,613;-1,971;7,646;-7,475;3,395;3,519;2,652;0,285;1,647;-1,165;28,597;0,000;384,896;-6,299;9,662;-6,642;-1,122;-0,050;7,221;29,051;7,967;65,077;0,089;10,389;28,099;-0,228;63,942;6,529;1,386;-4,502;-1,507;15,358;-1,463;3,827;133,582;-4,516;64,719;46,856;6,610;61,546;10,260;4,232;4,385;0,731;0,602;5,801;-3,677;4,417;25,332;3,351;41,051;-0,336;17,686;0,849;0,983;77,962;0,714;8,249;-0,118;-0,101;3,703;0,000;1,188;14,678;2,339;0,596;36,691;-3,601;166,033;65,309;21,863;227,572;17,954;16,577;4,902;0,554;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-5,812;1,304;-0,308;-0,796;0,100;0,870;-2,734;6,189;-2,254;-1,342;0,140;-1,619;1,680;10,229;-1,775;-15,690;-1,240;-10,259;-11,956;11,898;-2,051;206,417;0,000;90,340;4,962;1,775;-8,026;0,515;-0,098;123,755;11,546;-0,325;-12,250;1,712;6,951;4,638;0,693;406,549;-1,057;-0,932;-4,344;-3,549;11,800;0,375;-1,407;1,328;-4,886;5,870;80,009;67,516;5,830;0,962;-6,301;0,511;2,951;-1,005;16,177;4,586;1,332;8,653;-1,203;16,252;-0,650;901,506;-0,325;-0,065;81,206;0,448;2,377;-0,228;-0,195;5,841;0,000;2,162;28,772;2,852;0,817;-15,722;1,373;311,490;28,466;6,359;120,574;93,919;326,428;118,687;0,436;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;90,636;71,270;89,144;129,493;6,428;77,160;307,496;101,621;68,155;90,302;150,266;306,638;3508,724;1421,040;5305,566;4206,729;404,671;385,996;162,073;15,326;1850,572;0,000;1965,911;389,727;186,266;37,518;-4,661;3,371;1090,368;127,957;-2,341;1945,986;79,204;95,902;1152,167;2,797;267,161;30,424;6,785;39,929;-2,191;315,957;-28,766;-8,272;41,873;194,873;387,967;406,579;271,894;428,249;204,066;25,655;195,466;149,886;339,066;122,486;56,226;19,711;112,824;-9,557;971,864;5,164;1991,419;3,162;4,815;2415,267;4,752;25,209;-1,310;-0,362;195,537;0,000;10,417;757,180;33,007;66,856;1578,523;233,727;1648,074;284,162;203,534;3705,462;178,744;2232,850;1068,236;3,442;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-0,097;-0,117;-0,165;-0,007;-0,112;1,463;0,868;-0,097;0,882;-0,193;1,614;1,851;-0,471;-4,771;-0,295;7,858;-0,585;-0,539;-0,253;35,644;0,000;-0,068;-0,131;-3,852;1,450;0,434;-0,004;34,344;1,510;-0,013;6,530;1,615;1,930;-0,944;-0,098;0,742;-0,128;-0,179;-0,517;0,564;-2,337;1,016;0,903;-0,970;-0,729;0,498;0,859;2,974;3,287;-0,792;1,460;0,222;0,660;0,450;-0,817;-1,269;1,475;0,256;-0,219;-2,672;-0,027;6,388;-0,013;-0,003;9,196;-0,024;-0,072;-0,009;-0,008;-0,159;0,000;-0,635;0,334;-0,137;-0,519;0,106;-0,084;13,177;-0,175;2,334;7,208;0,076;13,680;32,805;0,726;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-0,098;-0,139;-0,006;0,909;-0,319;-0,113;-0,081;-0,102;-0,162;0,672;-3,746;-0,232;-2,574;-0,456;2,407;0,189;0,911;-0,212;4,574;0,000;4,130;0,746;1,996;-0,183;0,526;-0,003;0,549;2,777;-0,011;0,135;-0,333;-1,700;-0,043;-0,083;6,156;-0,107;2,043;-0,434;-0,371;2,366;0,166;-0,084;0,198;2,616;1,089;-0,536;-0,394;8,128;1,544;0,542;-0,662;-0,290;0,706;-1,543;-0,049;1,561;-0,632;-0,183;38,460;-0,022;3,505;-0,011;-0,002;2,753;-0,020;0,942;-0,008;-0,007;-0,984;0,000;-0,532;-1,433;0,888;-0,435;-1,483;1,106;4,386;8,134;-0,311;-1,544;0,226;1,822;0,332;0,771;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-0,167;-0,007;-0,113;0,425;0,867;-0,098;-0,123;-0,195;0,603;-1,358;0,530;-1,607;2,838;-0,780;-1,697;-0,568;-0,256;-0,977;0,000;-0,462;0,871;1,332;-1,677;-0,581;-0,004;5,676;1,492;-0,013;0,871;-0,401;0,854;6,645;-0,100;1,744;-0,129;-1,208;-0,523;0,559;-0,296;-0,009;-0,101;1,043;-1,771;0,455;2,913;-2,415;11,623;0,209;0,446;-0,798;-0,350;-1,607;-1,860;-0,268;-0,547;2,268;-0,221;-0,589;-0,027;-1,426;-0,013;-0,003;4,787;2,981;-0,073;-0,009;-0,008;1,858;0,000;-0,642;12,565;0,864;-0,525;-2,001;0,917;12,137;-0,188;-0,800;28,028;0,065;-2,596;6,663;-0,282;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-0,009;-0,159;-1,256;-0,192;-0,139;-0,173;0,729;-0,567;-0,048;-0,087;2,011;1,577;2,066;-1,575;-3,709;-0,361;9,165;0,000;30,230;-0,321;0,784;-2,787;-0,819;-0,006;2,153;-1,187;-0,019;16,964;-0,566;0,542;13,739;-0,140;4,324;-0,182;0,329;-0,738;-0,631;-0,654;-1,440;-0,142;-1,384;-2,497;37,557;2,145;8,075;12,050;0,481;0,217;-0,114;-0,493;-1,246;0,446;1,240;-0,771;-1,075;0,693;15,994;-0,038;2,243;-0,019;-0,004;-1,372;-0,034;-0,102;-0,013;-0,011;-0,658;0,000;-0,905;13,908;-0,196;0,268;-0,135;-1,566;5,677;-1,697;0,094;1,386;1,702;-2,186;1,443;1,613;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,006;-0,092;-0,008;-0,006;-0,007;-0,011;-0,023;-0,256;0,932;0,682;-0,323;-0,348;-0,276;-0,149;-0,015;0,121;0,000;-0,529;-0,313;0,823;-0,154;-0,033;-0,000;0,609;-0,089;-0,001;-0,749;-0,023;-0,187;-0,674;-0,006;0,687;-0,007;-0,069;-0,030;-0,025;-0,194;-0,058;-0,006;-0,056;0,920;-0,211;-0,253;-0,318;-0,232;-0,104;-0,032;-0,045;-0,020;-0,091;-0,106;-0,073;-0,031;-0,043;0,990;-0,402;-0,002;2,725;-0,001;-0,000;0,677;-0,001;-0,004;-0,001;-0,000;-0,067;0,000;-0,036;-0,098;-0,008;-0,030;-0,172;-0,063;-0,737;-0,068;-0,163;-0,582;-0,054;5,000;0,662;-0,016;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,518;-0,130;-0,094;-0,117;-0,187;-0,384;-2,205;-1,438;-2,370;-1,167;0,570;-1,475;-0,449;-0,245;3,504;0,000;-1,637;0,057;-2,673;1,542;0,454;-0,004;1,670;-1,494;-0,013;13,694;-0,383;-0,035;15,734;-0,095;-0,102;-0,123;-0,138;0,508;-0,427;0,900;-0,975;-0,096;3,113;-0,669;-3,550;3,115;4,230;-0,765;-0,729;-0,536;0,249;-0,334;-1,534;-1,776;-0,209;-0,522;-0,728;0,793;0,814;-0,026;-4,103;-0,013;-0,003;22,421;-0,023;9,951;-0,009;-0,008;12,058;0,000;-0,613;-0,628;-0,132;-0,501;-2,898;-0,047;12,726;-0,134;2,432;0,078;-0,904;6,357;2,658;-0,269;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,365;-1,339;3,429;0,399;3,722;10,192;0,181;46,255;4,867;16,613;3,539;4,005;-2,470;8,772;0,000;144,937;25,505;92,528;5,069;3,364;-0,055;12,306;-0,602;-0,183;-2,810;297,675;11,005;114,741;-1,357;-4,988;-0,741;-0,970;1,063;-2,001;9,515;6,685;-0,356;-3,078;3,921;-9,283;-1,805;5,876;7,085;5,143;0,547;590,654;1,371;0,912;-1,431;-3,026;0,750;-2,168;-0,970;-0,752;0,652;-1,859;0,835;-0,037;4,275;-0,330;0,029;-0,128;0,908;8,597;0,000;-4,644;5,536;103,081;-1,004;2,873;-2,763;20,511;0,118;-0,176;88,222;-2,613;6,814;15,499;0,245;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
