;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4752,836;-19,866;-7,692;48,288;-83,665;5,455;11,862;0,000;-17,261;-165,978;0,724;-3,106;0,098;-8,568;-1,559;-3,919;29,332;-10,576;-0,472;-6,115;-3,279;-14,187;27,267;-9,294;8,180;-33,714;11,899;54,612;-24,244;-9,208;248,684;0,000;688,574;-22,415;-32,460;-72,510;-4,825;0,376;47,817;74,737;0,816;383,997;19,493;-29,656;70,729;1,848;105,315;7,824;23,358;3,607;-5,982;99,775;-20,883;-3,732;29,768;15,670;70,132;430,771;199,480;175,362;20,894;18,532;8,973;8,785;-2,526;61,414;53,487;55,460;13,596;6,621;282,718;16,059;137,942;-1,807;0,687;67,120;10,126;-2,421;0,440;0,752;52,517;0,000;-14,141;-13,709;1,988;31,126;6,369;-2,287;419,036;1,159;2,950;1041,432;-16,856;641,413;48,679;17,963;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1281,389;1260,881;1796,401;1206,174;266,302;484,197;0,000;288,483;5812,760;9,317;18,722;50,888;21,754;-0,611;27,847;185,989;-11,821;-8,259;53,059;19,280;48,594;819,429;681,494;1742,118;1210,558;2235,397;1181,254;802,958;13,567;1355,253;0,000;9895,600;1460,079;713,729;364,706;177,976;0,851;268,837;169,446;1,878;3976,759;12,337;975,142;2523,203;-14,309;2844,158;25,783;91,175;23,710;64,973;-64,565;290,676;-20,398;-68,842;-37,447;211,633;371,470;235,506;194,998;82,768;10,951;74,701;46,911;95,984;270,142;22,737;34,242;15,809;1,450;360,689;12,914;310,044;9,905;-0,533;174,789;5,950;-1,595;-4,430;1,699;43,718;0,000;-39,417;1,195;4,256;23,560;4,716;30,952;9566,409;96,457;-27,288;13853,680;258,263;735,113;144,562;28,345;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-24,408;219,612;-110,250;3,952;34,253;0,000;-14,193;233,529;-9,572;-5,089;-1,418;6,761;3,579;2,501;112,189;-0,699;-8,601;-8,595;-1,690;18,333;91,403;2,986;62,337;-27,597;120,585;-19,697;-44,325;1,931;2479,343;0,000;3531,415;-88,122;-87,474;-13,092;4,438;1,345;603,550;42,001;5,656;3974,779;1,104;93,515;1137,792;11,846;434,502;-8,081;191,137;71,865;39,515;85,741;-1,943;-0,375;-11,495;709,011;1416,174;970,485;1660,589;1105,977;204,143;1,451;123,426;40,891;145,561;140,856;54,849;4,214;26,531;70,696;1169,792;-1,834;-51,674;-0,916;-1,729;244,419;2,665;6,123;5,615;-2,011;65,473;0,000;301,572;309,961;0,057;-9,449;32,212;9,292;222,187;186,692;268,494;504,283;93,889;612,524;285,764;24,568;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3283,124;-6,226;24,856;4,555;0,000;16,821;74,038;3,405;-1,113;5,416;7,425;0,140;-2,269;48,357;2,610;-5,996;-3,783;6,559;0,577;20,007;-9,063;2,462;83,565;-63,308;41,845;-20,616;0,700;644,160;0,000;228,496;-0,061;-7,900;-22,764;-9,755;-0,645;45,020;14,349;-0,935;114,837;9,454;94,354;97,561;-6,212;1202,530;6,133;12,142;-13,593;4,500;14,383;22,801;-0,325;27,106;15,181;91,650;45,419;71,535;52,953;61,064;-6,297;30,274;30,911;17,202;-2,881;12,909;-2,986;21,373;3,671;57,202;-0,654;21,100;2,712;0,785;330,245;3,425;-1,891;3,356;-1,290;106,877;0,000;11,895;65,662;5,845;48,110;57,442;105,212;284,942;144,296;392,902;931,504;18,954;-37,739;41,021;8,868;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1415,295;71,040;58,175;0,000;2059,625;144,199;-1,456;-5,892;9,730;-4,117;1,631;-13,421;40,568;-4,525;-12,777;-8,328;21,290;11,231;118,204;22,838;80,322;188,924;-141,614;51,185;352,951;-8,794;3667,377;0,000;1656,074;184,583;100,994;79,807;-23,706;-2,395;941,370;1169,060;3,416;84,568;-1,701;1492,094;732,501;40,309;4159,650;102,685;890,726;-33,992;74,601;294,985;176,997;4,884;-4,718;70,815;170,245;178,019;202,301;119,637;100,869;0,486;34,602;40,464;-49,134;2,728;33,050;436,426;557,646;23,259;734,935;-7,235;1483,789;3,228;2,202;472,559;8,800;0,748;1,053;-1,498;193,338;0,000;-1,503;82,815;3,619;40,564;74,441;129,215;619,364;226,253;398,357;1117,164;279,818;522,730;964,325;3,741;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-9,185;-17,616;0,000;-56,981;185,822;-7,794;-10,329;9,899;-13,937;0,808;-12,682;364,510;-7,464;-7,708;1,812;6,179;-16,599;55,750;-33,407;-47,169;-58,754;-13,891;50,151;1,443;3,901;5539,017;0,000;7266,574;12,435;11,616;-25,774;6,523;1,105;1616,033;386,403;-5,504;1051,512;180,273;27,739;356,045;0,768;448,613;7,746;403,795;261,352;8,356;1502,935;-2,540;38,877;341,585;194,445;387,625;868,279;926,194;308,506;208,586;41,430;165,807;52,056;634,120;98,443;681,608;248,868;136,452;82,053;424,002;3,363;144,538;3,497;-0,568;127,070;6,595;11,210;5,205;0,256;-12,038;0,000;258,955;198,930;19,964;128,046;65,697;-14,673;287,787;27,661;420,525;1026,214;119,809;58,122;1221,550;74,168;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;9,915;0,000;6,176;41,517;-3,486;0,178;-3,568;-2,942;-0,202;-1,313;24,951;-2,004;1,223;1,541;0,399;-1,601;-7,814;-9,605;-1,104;22,469;-4,905;-12,571;-10,429;-0,342;55,785;0,000;118,874;-11,148;-1,803;-2,862;-4,693;-0,121;6,568;14,562;-0,403;143,768;0,559;15,469;1,231;1,183;44,935;10,753;11,375;4,385;3,408;48,636;5,753;1,142;5,710;5,041;52,702;63,778;33,674;44,458;31,009;12,794;27,421;12,840;43,304;-12,051;3,008;3,811;11,332;-2,476;21,362;0,234;29,313;0,637;-0,081;-20,289;-0,727;-0,097;-0,282;1,839;2,510;0,000;1,828;11,527;-2,086;2,173;26,038;1,970;81,426;-2,774;-4,731;177,186;-5,152;2,089;-0,016;-0,065;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-16,377;45,606;-3,831;-0,776;-1,820;-3,256;-0,346;2,757;23,450;-0,575;1,371;-6,331;-5,806;-3,501;3,636;-5,132;5,759;22,406;3,173;-15,774;-3,261;-5,656;5,581;0,000;405,312;17,248;21,964;-16,807;7,278;-0,208;-23,504;22,134;10,003;137,929;3,102;6,810;65,501;-0,846;95,566;9,450;-8,082;-8,590;-0,382;25,007;13,499;2,307;134,368;10,414;76,488;46,075;7,540;69,345;4,222;1,404;12,573;0,616;12,844;-11,110;1,274;-1,917;24,501;2,581;70,953;-0,315;22,431;1,447;0,931;82,471;1,964;8,050;-0,484;-0,415;3,827;0,000;1,610;3,807;6,816;1,124;52,858;-10,214;158,537;59,757;17,151;243,031;24,938;12,062;-14,707;1,671;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-38,517;-0,299;-3,092;0,570;2,521;1,594;-2,309;10,281;-10,345;1,471;-0,980;0,800;4,117;2,065;-1,402;-11,481;-3,938;-27,637;4,365;9,873;-6,379;129,897;0,000;62,273;18,823;29,262;-15,408;1,779;-0,407;127,268;14,351;-1,356;-91,413;-3,839;-18,910;9,848;-0,947;385,195;-0,520;0,512;-7,932;-12,029;13,916;23,271;-1,083;-17,150;14,264;18,279;61,255;52,302;-17,982;-4,440;-1,492;4,183;0,798;-13,612;27,178;-7,918;-1,735;13,973;2,788;58,302;-2,713;897,075;-1,356;-0,271;113,437;2,105;1,773;0,187;-0,813;15,903;0,000;-6,222;42,909;1,953;-11,702;-7,333;2,322;305,860;29,685;-24,518;92,621;92,988;323,064;118,828;2,508;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;101,872;84,160;89,641;140,922;6,292;78,268;315,617;101,135;72,497;94,274;136,331;285,094;3450,759;1447,647;5267,969;4200,707;354,081;447,171;49,500;17,475;1746,362;0,000;1859,132;346,315;206,662;79,440;-48,732;3,312;1069,489;93,617;3,542;1860,598;75,137;95,691;1046,442;-9,473;374,151;26,159;4,797;37,709;-20,117;348,698;-53,728;-9,982;-19,020;254,291;423,503;304,289;322,563;342,282;228,662;45,072;185,278;146,449;315,651;88,782;29,299;7,685;85,006;22,747;825,419;-1,556;2063,358;6,053;5,493;2437,028;3,296;27,500;-5,250;0,271;156,471;0,000;22,871;821,115;43,758;35,272;1586,790;280,016;1553,072;263,797;208,366;3623,341;156,904;2171,775;1090,169;0,738;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;0,623;-0,467;-0,659;-0,026;0,565;4,269;1,487;0,623;1,539;-0,772;2,499;1,725;3,617;0,283;2,427;-1,659;-3,270;3,988;-1,009;54,673;0,000;-1,447;5,634;-3,112;4,753;0,805;-0,016;39,738;1,277;-0,053;12,060;3,528;2,557;-1,568;-0,392;-1,123;0,502;-3,775;-2,075;0,275;-3,703;0,116;1,622;-0,797;-0,622;3,562;-0,465;2,854;5,709;-2,015;0,858;0,985;-0,340;0,012;3,429;2,366;0,938;0,096;-0,874;-5,213;-0,106;7,565;-0,053;-0,011;18,841;-0,095;1,731;-0,037;-0,032;-1,516;0,000;1,576;1,667;0,465;-2,086;2,474;-2,353;1,984;-0,574;5,374;4,119;0,397;11,352;31,195;0,925;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,614;-0,559;-0,022;0,632;-1,229;-0,455;0,681;-0,410;-0,655;1,715;-2,746;2,381;-0,707;-2,883;6,308;7,331;4,472;0,160;-0,423;0,000;13,806;4,108;4,118;5,297;0,119;-0,013;-4,634;1,145;-0,045;6,887;-0,326;-0,024;6,151;-0,333;6,261;1,589;2,262;-1,760;-0,482;-0,379;-1,369;-0,337;0,851;1,546;-0,033;-3,737;-2,496;8,300;3,481;3,256;-0,618;-0,134;-1,170;-0,899;-2,185;0,233;-1,527;0,273;41,675;-0,090;5,045;-0,045;-0,009;9,481;-0,081;0,765;-0,031;-0,027;-0,805;0,000;-2,175;-3,790;0,547;-1,769;0,908;0,437;5,194;8,636;2,582;7,521;0,971;-3,721;-3,405;1,092;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-0,675;-0,027;0,555;-4,535;0,463;-0,396;1,528;-0,790;-0,609;-7,318;0,249;2,224;8,315;-0,963;2,480;-3,039;1,002;3,877;0,000;15,889;1,231;0,093;-0,044;-1,313;-0,016;1,363;0,053;-0,054;1,065;-1,628;-4,755;13,789;-0,401;4,440;-0,521;2,482;-2,124;2,285;-0,521;-1,032;0,603;1,214;0,300;3,205;7,666;-6,713;16,151;3,272;1,838;-3,259;0,649;0,942;-1,114;-3,074;-0,142;1,066;1,137;-8,123;-0,108;-13,211;-0,054;-0,011;2,042;2,922;-0,293;-0,038;-0,032;1,555;0,000;-2,625;13,456;0,452;-2,135;-3,569;4,944;16,647;8,865;1,676;29,951;-0,741;2,287;3,209;-1,138;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,970;-0,644;-2,955;-0,775;-0,559;0,315;0,918;1,798;-3,060;0,940;10,432;-7,221;10,260;-2,460;-6,403;-1,458;-8,735;0,000;37,624;9,217;5,245;-6,991;-1,243;-0,023;-8,037;-4,740;-0,076;2,787;-1,273;-1,193;11,150;-0,567;12,206;0,277;-4,862;-1,967;-0,512;2,892;-1,697;0,438;-5,711;-2,701;38,255;4,692;3,764;17,430;-0,952;-2,197;-1,468;-0,944;-5,021;-0,977;0,120;-0,013;-4,373;-0,246;13,220;-0,153;4,736;-0,076;-0,015;1,442;1,880;0,598;-0,053;-0,046;-0,412;0,000;-1,631;12,716;-0,790;3,177;2,717;0,962;4,994;0,482;0,181;5,012;0,818;-3,962;-6,673;0,435;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,026;-0,379;-0,031;-0,022;-0,028;-0,045;-0,092;1,336;0,720;-0,439;-1,430;1,076;-1,198;-0,619;-0,058;0,845;0,000;-1,335;-0,104;0,248;-0,644;-0,133;-0,001;0,529;1,783;-0,003;-0,083;-0,092;-0,796;1,180;-0,023;0,849;-0,029;-0,280;0,904;-0,103;0,341;-0,237;-0,023;-0,229;0,669;0,288;-1,089;1,162;-0,994;-0,432;-0,129;-0,184;-0,079;-0,374;0,653;-0,294;0,901;0,860;0,960;-0,528;-0,006;1,335;-0,003;-0,001;0,863;-0,006;-0,017;-0,002;-0,002;-0,272;0,000;-0,148;-0,407;-0,032;-0,121;-0,722;-0,258;-0,289;-0,279;-0,680;-1,752;-0,220;5,794;0,818;-0,064;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,258;-0,524;0,632;1,550;-0,754;-0,535;2,170;1,607;-7,142;-2,168;-7,615;7,179;-0,281;-0,985;-8,047;0,000;-1,431;4,905;-3,928;2,743;3,953;-0,015;-3,614;-2,890;-0,052;16,490;-0,530;-2,949;21,505;-0,383;-6,929;0,513;-2,601;0,032;-0,710;0,141;-1,894;-0,388;0,346;3,897;-4,369;-2,475;2,129;3,699;0,343;-2,184;0,017;-0,309;-5,241;-5,136;-0,708;-0,042;-1,915;0,162;-7,382;-0,103;-0,648;-0,052;-0,010;25,545;-0,093;9,803;-0,036;-0,031;12,366;0,000;-2,505;-1,431;0,477;-2,037;-4,139;-1,192;13,944;0,600;5,647;3,402;-1,614;14,070;0,247;-1,086;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,867;-5,552;2,808;-1,307;1,204;18,281;0,482;27,824;2,253;35,646;-21,180;-2,362;-1,415;-25,614;0,000;99,410;26,781;88,688;4,215;0,256;-0,227;20,319;-6,894;0,319;-18,087;298,706;7,143;103,633;-0,224;7,824;3,510;-5,776;-0,026;1,950;16,210;-1,292;-0,300;-0,436;-1,290;-6,558;-4,185;-7,979;21,644;0,272;2,136;592,589;-0,956;-3,812;0,025;-11,439;-0,010;-10,009;-1,675;8,954;0,638;-11,455;0,319;-0,151;-34,813;-0,287;1,295;-0,530;1,698;0,686;0,000;-7,995;2,675;103,325;-2,384;-15,348;-6,394;70,177;9,227;-3,669;113,486;-12,984;31,716;24,340;3,663;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
