;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4883,343;18,974;8,984;110,802;-18,047;6,557;5,758;0,000;-3,646;-61,735;-0,664;-1,141;-0,168;-8,913;-1,010;-4,481;32,625;-8,552;-0,037;-7,724;-6,419;-16,262;-7,050;-16,806;3,935;-11,160;4,810;11,710;-22,993;-8,773;435,418;0,000;784,133;-2,959;-10,962;-45,695;-4,632;0,194;72,253;81,150;0,284;507,538;25,510;-30,580;46,669;4,082;122,110;10,573;9,861;7,447;-4,009;97,430;-14,288;-5,068;25,841;6,277;100,397;417,764;205,215;172,705;25,074;17,649;7,148;4,797;-18,117;75,611;53,812;56,115;18,038;5,532;275,876;15,988;174,360;-0,821;0,496;58,481;8,878;-3,109;0,085;0,989;59,457;0,000;-10,904;-2,873;-1,405;31,607;14,859;9,247;496,727;2,814;-1,018;1063,612;-25,819;872,595;46,677;23,321;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1297,973;1115,012;1828,937;1480,577;292,890;481,812;0,000;365,289;5961,396;11,166;14,613;54,024;15,846;-0,998;24,738;199,698;-13,660;-5,491;45,376;15,498;46,784;737,088;972,420;1663,555;1185,290;2210,529;1110,760;750,948;10,672;1242,979;0,000;9803,057;1453,625;716,845;357,342;186,132;0,140;173,322;189,227;-1,526;3972,887;14,042;1081,046;2539,605;-6,058;2776,835;21,634;94,698;17,796;71,617;73,892;282,837;-21,244;-70,463;-28,548;181,748;408,712;222,261;193,711;78,051;4,073;78,334;39,606;108,962;257,028;44,072;43,913;6,935;7,817;240,512;11,575;338,196;8,554;0,343;135,260;8,210;-5,421;-2,627;1,307;45,770;0,000;-22,145;11,391;-0,804;16,828;74,598;6,590;9688,688;103,422;-36,618;14202,538;262,866;865,256;95,256;23,810;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-45,588;199,831;-3,908;19,716;33,180;0,000;3,459;186,743;-12,811;-7,519;-2,365;5,262;3,290;4,185;140,735;-0,023;-6,342;-4,867;-4,597;21,060;10,882;-6,852;-18,862;15,380;71,999;-1,322;-16,362;-1,408;2404,176;0,000;3550,845;-83,299;29,216;-19,168;-2,519;4,119;523,964;43,638;6,926;3975,146;3,327;66,588;1123,773;11,180;437,601;-5,604;179,835;73,110;43,119;63,339;4,171;0,742;-14,326;750,170;1472,037;1145,069;1666,173;1238,994;213,772;-0,524;143,505;38,553;141,045;124,226;50,490;-1,140;33,169;65,931;1287,085;-2,219;34,594;-1,659;-1,462;164,537;2,669;9,226;6,255;-2,085;56,039;0,000;345,666;314,895;1,788;-8,947;45,193;10,059;195,498;185,163;256,362;578,817;94,972;759,227;166,240;17,329;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3276,754;-4,379;23,478;9,864;0,000;14,588;11,135;3,118;-0,823;6,029;7,401;-0,521;-3,120;45,987;1,096;-6,366;-1,255;8,577;2,243;7,994;-11,521;-23,027;48,745;-64,648;13,885;-31,200;-0,646;760,358;0,000;145,531;-2,922;0,925;-9,552;-12,043;-0,623;88,816;7,489;-0,975;99,265;9,199;116,674;104,683;-6,575;1195,051;6,580;14,571;-13,889;8,870;8,927;19,074;-1,241;27,932;9,932;87,270;51,169;116,106;43,621;62,918;-5,482;31,278;31,580;11,993;-4,850;12,383;-5,569;16,693;4,600;69,402;-0,845;6,957;3,442;1,792;290,127;2,885;-0,183;2,961;-1,247;108,064;0,000;9,253;60,667;4,010;54,584;71,737;104,825;230,899;145,505;412,104;847,032;22,008;22,550;61,184;7,650;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1316,184;70,922;59,583;0,000;2144,213;190,502;-2,955;-8,756;8,764;-4,095;0,496;-12,578;57,677;-7,902;-13,195;-7,969;23,125;15,266;61,680;9,604;8,298;108,009;-9,793;29,449;332,387;-2,668;3854,519;0,000;1496,236;97,595;86,087;141,610;-23,304;-2,256;966,246;1185,307;4,409;228,267;3,019;1734,276;976,043;39,007;4509,652;101,038;865,899;-33,313;68,721;376,229;177,584;2,952;2,459;78,739;157,457;148,952;241,148;58,161;104,369;9,500;42,705;45,985;-23,360;4,602;30,556;436,961;567,039;19,737;673,820;-5,116;1470,711;2,339;2,009;471,681;8,391;-1,049;1,351;-1,563;174,674;0,000;-3,128;87,200;5,913;42,819;101,643;128,862;720,109;232,370;427,396;1138,241;278,788;584,942;996,261;1,725;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-11,010;-13,233;0,000;-41,090;408,529;-10,335;-4,658;12,144;-14,137;0,993;-14,069;372,897;-8,168;-10,088;3,737;3,196;-17,148;57,525;-0,458;7,809;-73,655;58,788;15,318;-34,682;6,268;5661,939;0,000;7268,578;21,989;26,336;-17,301;9,504;0,686;1531,491;386,899;-4,427;1193,096;183,660;17,823;411,433;0,059;474,267;7,269;382,545;261,064;7,134;1510,702;-7,284;35,862;351,606;198,737;395,485;927,912;964,521;242,677;195,317;46,507;179,188;53,567;635,112;121,560;673,827;246,823;138,305;79,727;442,657;2,197;41,850;2,172;-1,342;118,964;6,099;12,242;4,905;-0,574;4,684;0,000;267,439;216,198;17,766;124,216;77,419;-5,197;348,818;34,192;453,058;1107,293;118,666;90,562;1196,916;65,463;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;9,915;0,000;6,248;29,498;-3,486;0,178;-3,568;-2,942;-0,202;-1,313;24,951;-2,004;1,223;1,541;0,399;-1,601;-2,860;-12,456;2,334;23,164;-6,915;-11,807;-7,516;-0,342;50,876;0,000;130,519;-14,197;-2,108;1,715;-4,693;-0,121;2,087;14,562;-0,403;155,355;0,559;17,753;8,722;1,183;47,145;10,753;11,375;4,385;3,408;55,231;5,753;1,142;5,710;5,041;53,212;69,974;33,801;43,691;31,009;12,794;27,421;12,840;43,304;-12,051;3,008;3,811;11,332;-2,476;13,625;0,234;32,146;0,637;-0,081;-25,660;-0,727;-0,097;-0,282;1,839;2,510;0,000;1,828;11,527;-2,086;2,173;24,900;1,970;79,431;-2,774;-2,920;187,919;-5,152;3,460;-0,602;-0,065;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-17,906;54,413;-3,831;-0,776;-1,820;-3,256;-0,346;2,757;23,450;-0,575;1,371;-6,331;-5,806;-3,501;7,568;-10,823;20,158;20,306;-5,755;-13,257;-4,001;-5,656;6,467;0,000;433,832;22,394;28,741;-17,026;7,278;-0,208;-17,737;22,134;10,003;114,832;3,102;5,098;60,683;-0,846;80,560;9,450;-8,082;-8,590;-0,382;23,343;13,499;2,307;134,368;10,414;79,561;49,748;1,183;67,684;4,222;1,404;12,573;0,616;12,844;-11,110;1,274;-1,917;24,501;2,581;74,995;-0,315;20,866;1,447;0,931;93,307;1,964;8,050;-0,484;-0,415;3,827;0,000;1,610;3,807;6,816;1,124;49,131;-10,214;169,752;59,757;20,166;260,339;24,938;16,542;-18,203;1,671;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-3,279;-0,537;-3,233;0,232;1,937;1,542;-2,414;12,686;-10,163;1,341;-1,205;0,167;5,078;-0,025;-9,300;-5,529;21,961;-30,696;13,896;10,928;-4,406;174,632;0,000;61,158;3,888;22,021;2,494;1,384;-0,398;130,478;14,556;-1,328;-68,446;-3,696;-3,577;-17,357;-0,044;399,803;0,273;-1,096;-6,349;-12,443;16,308;21,805;-1,285;-18,814;13,512;20,093;64,428;46,787;-15,716;-0,732;-0,648;6,650;-0,263;-11,373;24,945;-6,140;-0,498;13,383;2,293;20,212;-2,658;895,131;-1,328;-0,265;109,281;2,023;1,658;0,173;-0,797;14,665;0,000;-6,669;40,711;1,484;-10,158;-7,412;3,539;323,201;31,134;-15,325;110,382;95,845;349,155;155,173;2,792;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;104,797;88,836;88,558;135,040;7,573;78,638;301,261;97,777;72,191;95,387;129,691;280,222;3633,605;1786,388;5381,202;4160,991;442,474;378,067;87,215;25,886;1918,226;0,000;2057,732;414,922;180,908;45,092;-49,007;2,377;1162,215;96,446;4,478;1823,767;75,949;61,424;1118,669;-12,241;270,839;34,112;9,884;46,282;-18,877;378,362;-45,184;-6,928;-6,995;249,693;424,203;269,372;332,988;380,896;229,499;40,505;184,896;136,546;315,020;95,670;17,269;6,889;70,697;27,116;1029,876;-2,938;2073,555;6,798;6,614;2666,165;3,222;25,043;-5,488;-0,347;161,756;0,000;23,698;806,366;36,041;54,749;1608,082;255,690;1581,766;276,304;222,011;3934,636;147,164;2210,263;1076,031;2,143;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;0,623;-0,467;-0,659;-0,026;0,565;4,269;1,487;0,623;1,539;-0,772;2,499;1,856;2,647;-1,782;3,446;-0,298;-4,246;3,727;-1,009;50,683;0,000;-8,693;4,034;-1,804;3,984;0,805;-0,016;44,711;1,277;-0,053;16,494;3,528;1,062;-4,288;-0,392;0,933;0,502;-3,775;-2,075;0,275;-4,276;0,116;1,622;-0,797;-0,622;2,347;-0,704;3,772;3,630;-2,015;0,858;0,985;-0,340;0,012;3,429;2,366;0,938;0,096;-0,874;-7,525;-0,106;10,920;-0,053;-0,011;20,219;-0,095;1,731;-0,037;-0,032;-1,516;0,000;1,576;1,667;0,465;-2,086;3,049;-2,353;2,460;-0,574;6,658;6,531;0,397;12,098;39,892;0,925;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,614;-0,559;-0,022;0,632;-1,229;-0,455;0,681;-0,410;-0,655;1,715;-2,784;2,572;-0,758;-4,042;6,782;6,568;4,216;0,160;2,168;0,000;11,969;1,066;5,247;4,701;0,119;-0,013;-5,312;1,145;-0,045;12,186;-0,326;-0,046;6,563;-0,333;2,196;1,589;2,262;-1,760;-0,482;1,046;-1,369;-0,337;0,851;1,546;-0,848;-5,438;-1,742;7,237;3,481;3,256;-0,618;-0,134;-1,170;-0,899;-2,185;0,233;-1,527;0,273;41,123;-0,090;6,033;-0,045;-0,009;9,286;-0,081;0,765;-0,031;-0,027;-0,805;0,000;-2,175;-3,790;0,547;-1,769;1,390;0,437;3,783;8,636;2,046;7,181;0,971;-0,860;-3,097;1,092;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-0,675;-0,027;0,555;-4,535;0,463;-0,396;1,528;-0,790;-0,609;-8,289;1,364;1,970;7,349;0,383;1,870;-3,165;1,002;5,013;0,000;15,954;2,567;0,013;2,555;-1,313;-0,016;1,866;0,053;-0,054;6,666;-1,628;-4,697;15,615;-0,401;4,605;-0,521;2,482;-2,124;2,285;-1,451;-1,032;0,603;1,214;0,300;4,112;7,729;-4,589;14,128;3,272;1,838;-3,259;0,649;0,942;-1,114;-3,074;-0,142;1,066;1,137;-7,124;-0,108;-12,002;-0,054;-0,011;2,896;2,922;-0,293;-0,038;-0,032;1,555;0,000;-2,625;13,456;0,452;-2,135;-3,760;4,944;21,207;8,865;3,199;29,021;-0,741;-1,703;4,745;-1,138;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,970;-0,644;-2,955;-0,775;-0,559;0,315;0,918;1,798;-5,321;0,602;10,737;-6,638;8,901;-4,083;-6,506;-1,458;-11,142;0,000;41,845;9,207;3,320;-7,537;-1,243;-0,023;-9,438;-4,740;-0,076;10,525;-1,273;-1,979;11,430;-0,567;11,968;0,277;-4,862;-1,967;-0,512;4,618;-1,697;0,438;-5,711;-2,701;34,596;4,158;6,717;18,161;-0,952;-2,197;-1,468;-0,944;-5,021;-0,977;0,120;-0,013;-4,373;-0,246;19,209;-0,153;2,915;-0,076;-0,015;0,635;1,880;0,598;-0,053;-0,046;-0,412;0,000;-1,631;12,716;-0,790;3,177;1,999;0,962;5,711;0,482;-0,524;0,985;0,818;-1,951;-6,382;0,435;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,026;-0,379;-0,031;-0,022;-0,028;-0,045;-0,092;0,492;0,664;-0,083;-0,801;0,207;-0,618;-0,613;-0,058;1,482;0,000;-1,843;-0,845;0,498;-0,648;-0,133;-0,001;0,110;1,783;-0,003;0,761;-0,092;-0,821;0,820;-0,023;-0,146;-0,029;-0,280;0,904;-0,103;0,735;-0,237;-0,023;-0,229;0,669;0,194;-0,629;1,395;-0,505;-0,432;-0,129;-0,184;-0,079;-0,374;0,653;-0,294;0,901;0,860;0,960;-0,861;-0,006;0,875;-0,003;-0,001;0,982;-0,006;-0,017;-0,002;-0,002;-0,272;0,000;-0,148;-0,407;-0,032;-0,121;-0,710;-0,258;-0,404;-0,279;-0,676;-1,327;-0,220;4,207;1,008;-0,064;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,258;-0,524;0,632;1,550;-0,754;-0,535;3,325;3,777;-9,687;-1,423;-3,970;6,192;-0,376;-0,985;-10,038;0,000;-8,599;3,560;-6,792;2,300;3,953;-0,015;-5,380;-2,890;-0,052;14,111;-0,530;-2,938;24,330;-0,383;-7,185;0,513;-2,601;0,032;-0,710;0,372;-1,894;-0,388;0,346;3,897;-3,953;-4,466;1,015;1,636;0,343;-2,184;0,017;-0,309;-5,241;-5,136;-0,708;-0,042;-1,915;0,162;-6,698;-0,103;2,098;-0,052;-0,010;24,889;-0,093;9,803;-0,036;-0,031;12,366;0,000;-2,505;-1,431;0,477;-2,037;-3,314;-1,192;13,692;0,600;4,909;6,041;-1,614;10,700;-1,421;-1,086;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,867;-5,552;2,808;-1,307;1,204;25,432;5,968;28,921;-2,811;45,274;-19,527;-0,267;-1,415;-40,892;0,000;87,240;24,299;75,909;0,699;0,256;-0,227;16,352;-6,894;0,319;-41,669;298,706;4,964;94,534;-0,224;7,165;3,510;-5,776;-0,026;1,950;14,209;-1,292;-0,300;-0,436;-1,290;-9,230;9,237;-0,674;24,998;0,272;2,136;592,589;-0,956;-3,812;0,025;-11,439;-0,010;-10,009;-1,675;4,886;0,638;-24,100;0,319;-0,151;-34,675;-0,287;1,295;-0,530;1,698;0,686;0,000;-7,995;2,675;103,325;-2,384;-12,664;-6,394;67,044;9,227;-0,450;118,113;-12,984;32,278;20,923;3,663;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
