;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4803,986;-116,688;61,210;114,768;-100,894;73,939;-41,741;0,000;27,817;-37,903;-24,872;-1,341;-62,565;11,123;-0,958;-18,026;26,499;15,622;6,666;52,240;-34,567;24,273;-25,679;-8,319;-33,624;-85,694;44,251;-17,287;21,247;43,261;319,970;0,000;734,273;0,591;-42,613;45,940;-24,734;-4,081;75,665;79,492;-0,692;508,247;34,170;11,716;130,696;49,872;54,619;28,817;14,407;33,165;-2,489;82,885;61,161;-50,437;48,989;50,081;-8,110;348,643;217,472;149,408;-33,164;-13,025;-30,013;33,965;40,127;53,879;61,148;-24,964;34,657;51,783;272,443;11,638;123,387;-2,679;-3,370;96,381;20,428;-4,381;6,740;0,701;-18,025;0,000;49,249;70,014;-24,177;22,610;-37,472;-11,709;384,835;54,658;38,682;1069,173;-78,756;886,850;82,340;38,234;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1221,777;1063,196;1905,864;1534,603;222,515;409,582;0,000;290,797;6086,163;-22,879;-55,890;-33,122;-35,488;-22,138;-34,427;270,126;-68,886;-158,626;64,245;-34,358;231,295;609,449;1078,299;1649,743;1162,031;2079,881;1340,291;948,362;-51,492;1682,568;0,000;9755,801;1418,910;715,523;446,135;148,503;14,565;357,092;149,335;-14,339;3892,919;84,533;1163,939;2544,281;-87,288;2701,790;36,529;55,665;79,191;-102,217;-9,480;366,161;-29,580;27,872;-31,707;135,039;435,082;281,771;234,806;10,733;86,661;61,707;-18,290;28,995;195,059;-5,141;-33,246;15,286;-62,142;122,621;99,327;167,515;-15,852;-18,785;-10,455;53,326;-75,208;20,604;6,798;-204,387;0,000;-44,604;52,563;-10,917;18,466;112,325;-204,524;9549,254;51,371;-33,009;14458,094;75,998;991,207;203,687;5,488;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-58,672;135,645;-155,529;22,445;72,297;0,000;-50,252;342,884;10,430;8,025;-3,107;3,621;19,430;-4,004;18,090;31,326;-53,705;-29,986;4,211;0,875;57,809;6,610;-20,701;33,204;-91,415;-58,371;111,441;17,329;2437,179;0,000;3829,896;2,752;29,031;186,430;-81,635;4,249;641,188;121,540;47,241;3898,084;29,103;42,386;1144,860;-32,446;432,154;-5,838;71,521;171,051;-157,736;112,628;-55,613;-38,014;11,256;953,353;1520,222;1241,469;1560,192;1251,522;321,177;179,241;53,694;84,951;36,220;175,855;-21,883;130,812;15,567;14,070;1310,900;8,102;23,902;5,795;-7,718;210,726;30,542;-20,632;-5,044;-19,497;4,389;0,000;188,069;275,968;61,273;-64,530;-8,707;104,014;111,437;142,299;254,712;616,800;19,405;803,728;254,237;-35,656;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3276,907;23,731;115,717;7,494;0,000;-7,648;1,109;9,223;-22,702;-28,624;19,557;-5,560;37,438;28,162;8,706;35,787;24,920;24,211;3,529;-77,578;5,383;-16,332;19,261;-59,999;19,754;7,240;-7,244;821,635;0,000;200,277;3,136;-23,148;82,800;-14,159;1,664;46,800;59,844;-3,745;87,181;-3,416;100,570;27,288;-52,944;1099,608;9,259;-6,201;-47,397;-21,218;35,856;-39,307;3,911;23,810;22,876;-17,703;18,518;182,536;29,927;20,223;14,939;27,182;54,373;93,593;67,409;2,875;31,966;80,027;30,291;117,533;-8,636;102,980;-13,338;0,043;250,809;-6,971;-36,714;5,552;-4,925;82,456;0,000;-47,619;124,555;-10,230;50,463;123,126;121,962;346,824;135,082;440,417;712,057;38,256;-75,219;14,960;-2,189;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1437,608;165,118;109,804;0,000;2237,940;256,352;-6,060;-6,867;-78,487;7,969;-1,148;81,874;110,130;21,767;101,135;-69,868;6,115;-24,283;-56,221;-91,377;51,739;0,439;7,707;-102,435;225,456;25,546;3839,429;0,000;1606,336;183,407;36,091;87,373;-30,759;8,166;1000,185;1240,730;-35,454;221,362;112,227;1734,707;805,000;-44,568;4462,293;31,213;838,443;-39,803;2,092;361,290;172,129;35,590;36,278;-116,984;46,661;203,486;278,526;109,198;91,823;-4,249;72,109;-40,911;15,148;77,159;-59,154;509,662;592,947;118,141;587,032;-66,389;1497,459;-32,819;1,229;646,359;-38,173;-60,537;11,321;6,011;142,496;0,000;-36,620;133,232;-66,156;75,005;170,527;176,724;846,051;172,691;281,900;970,651;226,530;505,098;902,370;21,529;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-29,628;-113,232;0,000;9,795;272,191;-8,933;-165,376;100,275;-96,471;-2,629;-38,013;443,904;-117,697;32,149;100,220;27,068;17,356;-83,936;23,498;-100,258;-34,838;-32,767;-11,693;51,336;-102,715;5705,773;0,000;7066,272;-2,928;2,758;-44,348;2,672;-8,655;1569,967;337,866;-8,565;988,638;272,986;-56,064;363,341;-145,828;530,173;14,407;392,969;269,992;99,176;1506,779;-23,592;198,192;389,785;36,888;319,213;947,422;975,538;272,541;200,938;-16,205;269,156;-66,276;489,469;26,837;748,999;211,765;184,465;47,136;486,703;-8,229;-124,841;5,734;7,934;127,574;28,884;-37,151;1,145;-19,108;91,940;0,000;288,920;196,546;-100,777;15,336;142,542;86,518;280,894;-165,785;408,771;1180,665;42,311;-19,837;1263,034;-18,776;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;47,843;0,000;14,394;-31,432;2,612;18,641;1,838;-21,089;1,532;7,766;7,349;14,555;-8,772;-27,713;-24,428;11,248;-2,331;20,147;-47,447;-69,834;-45,908;-56,391;10,539;5,069;-1,553;0,000;108,150;17,669;-69,877;-35,363;19,845;1,023;-22,186;44,749;-5,253;41,261;-0,112;-1,935;-22,299;-1,016;0,989;-7,848;-10,445;3,164;23,851;55,324;4,347;2,827;-35,487;31,011;22,076;79,496;75,221;-8,667;17,039;17,443;42,905;-10,578;66,895;-22,410;-9,459;36,597;25,802;3,989;-61,482;-1,263;-6,595;-1,428;-0,254;30,758;3,094;1,721;1,948;1,059;15,934;0,000;-10,721;15,426;-4,424;15,402;50,967;4,683;-46,069;41,966;23,710;283,953;38,517;-23,083;16,593;-20,546;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-38,690;-53,315;-4,915;24,750;-4,926;-26,997;-0,683;16,656;-29,239;-34,540;-19,224;-22,095;3,053;5,161;39,099;-1,612;16,409;-19,541;66,727;0,922;-26,838;-5,617;20,295;0,000;397,475;-32,749;17,429;-14,536;23,124;3,127;-8,738;38,068;11,751;81,917;-23,029;10,283;-19,625;19,651;94,419;13,079;2,511;-2,450;-28,449;30,062;-21,693;-15,095;137,952;9,021;53,459;54,986;-49,257;51,586;8,985;25,672;2,742;6,937;-32,288;-32,717;50,312;44,409;89,113;-13,903;115,546;-3,791;-7,022;-1,464;-1,621;94,497;7,224;-4,629;-5,738;-2,524;-26,715;0,000;-20,338;-49,185;25,903;13,315;82,892;21,414;186,901;48,013;-44,046;295,546;46,006;-40,713;-42,288;28,129;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;156,458;-6,294;-2,343;-25,137;10,809;0,150;-1,477;31,908;8,026;52,904;16,715;-38,786;-4,797;64,641;-9,983;-62,040;58,354;-0,807;-39,318;-38,109;14,457;302,089;0,000;54,727;49,130;3,384;-16,594;9,685;2,970;259,419;10,074;-11,700;-78,470;1,646;57,530;26,960;-15,780;435,304;-20,781;-30,312;12,184;-32,940;13,964;7,597;-39,086;-4,170;-31,767;-6,350;51,314;142,462;-24,479;-29,702;-8,059;14,845;-7,825;-36,231;88,244;12,892;4,924;6,583;19,390;23,651;-25,252;908,866;-6,802;-0,222;115,255;2,958;-8,380;0,992;-0,357;-13,570;0,000;17,902;43,337;0,738;16,771;-52,914;29,085;246,049;77,499;-28,565;224,499;98,228;346,970;178,525;-51,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;-6,909;-29,235;96,113;-3,531;-0,961;75,982;297,072;11,950;29,395;-154,619;56,749;389,604;3531,577;2000,678;5490,158;4140,504;703,538;378,549;159,185;-121,311;1818,600;0,000;2091,130;341,631;102,456;53,659;112,941;24,057;1077,685;10,514;22,562;1821,235;-177,951;140,467;842,008;-57,945;347,417;-35,762;-98,264;-114,102;-83,928;272,147;-98,663;-74,874;25,482;297,854;406,051;287,330;282,577;382,334;172,806;98,653;239,896;162,212;318,224;174,419;-39,565;-161,951;36,043;-129,824;913,117;14,727;2047,434;-48,915;9,625;2764,427;69,760;15,181;-9,003;-1,802;65,664;0,000;72,501;745,313;180,990;67,676;1652,350;100,066;1774,481;271,760;277,297;4167,895;-18,770;2313,270;958,193;74,036;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;2,853;1,451;-2,126;1,448;1,888;6,598;2,643;0,115;-0,637;5,438;5,024;-39,455;-4,413;-38,398;15,224;29,781;-6,681;-8,259;1,368;23,022;0,000;-29,078;34,055;5,599;-5,509;-26,963;0,627;-11,474;-5,155;-0,706;58,271;18,184;21,076;-70,493;3,062;31,813;-5,174;-1,879;-3,858;-11,327;12,540;-2,009;-4,478;1,910;-6,233;15,210;15,789;17,655;-50,315;-3,229;-10,024;-5,448;2,121;22,554;12,407;29,692;-7,134;5,087;-14,165;-7,121;-1,441;113,016;-1,920;-0,377;-17,133;0,188;4,965;1,074;0,061;-36,888;0,000;-7,360;1,969;-5,901;-9,791;18,668;-16,088;-18,422;6,403;21,161;-1,527;3,629;-55,720;-7,526;-4,449;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;4,043;1,728;0,381;4,390;-4,138;-5,632;0,936;-7,616;6,894;-1,194;-27,179;-46,157;-1,616;4,303;-26,199;49,429;-20,476;-1,815;-19,325;0,000;-71,461;42,546;-6,041;-31,333;6,609;0,692;10,378;5,227;-0,410;25,295;-5,377;37,822;-1,918;6,405;43,493;0,569;11,890;-8,698;-1,046;-22,575;1,733;-0,763;-8,689;14,772;-11,374;-37,147;-11,652;-1,123;7,560;-0,763;0,855;3,669;-4,934;-0,355;6,039;-2,824;5,938;3,952;82,223;-0,837;18,144;-1,591;-0,313;-10,326;1,882;5,110;-1,107;-0,946;-7,617;0,000;11,060;-24,592;2,798;-10,640;13,755;3,540;-29,403;10,029;10,210;-80,868;-7,618;-32,442;2,426;1,272;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-10,135;0,239;4,479;-20,630;2,376;10,824;1,976;3,467;-5,379;-8,607;-5,438;-27,347;18,747;-14,867;-5,687;10,536;0,272;-76,383;0,000;21,093;-30,962;38,584;19,987;-12,210;-0,576;-12,870;-11,507;1,695;-3,511;-4,368;-15,958;71,086;2,888;0,231;-3,984;16,630;14,919;3,141;-1,166;-19,993;2,247;-16,575;23,654;-14,089;10,562;-29,091;41,075;-16,774;-10,616;-16,527;-8,626;-9,128;-7,014;-14,219;-6,528;5,032;0,266;54,761;-1,493;-31,604;-1,949;-0,383;-18,171;3,832;-3,095;-1,355;-1,159;16,615;0,000;-19,905;40,246;-1,810;-7,120;-11,861;12,676;-2,956;-12,571;-4,777;101,680;-3,021;-39,543;19,815;1,814;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-0,095;1,225;-6,261;3,709;-5,660;-1,930;1,824;-0,733;-43,368;23,930;-48,195;-15,735;17,550;-27,159;4,844;-3,822;88,920;0,000;61,935;33,294;126,337;-33,558;-7,788;-0,826;-27,389;-7,986;-1,494;-48,821;-10,851;27,402;13,152;-3,847;34,095;-0,730;7,304;-9,075;7,157;-16,979;9,740;-0,376;6,737;9,846;8,246;-25,584;50,082;53,259;10,604;-8,596;2,343;6,029;-8,764;3,553;-14,253;10,132;-26,460;-4,816;82,970;-1,722;-15,029;1,105;-0,550;-56,812;0,175;1,173;1,928;-0,373;-6,131;0,000;1,793;4,271;1,353;5,337;-3,487;-7,720;-91,313;12,820;-10,177;-75,268;-6,779;111,088;-39,083;-1,233;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,936;-0,093;1,319;-0,787;0,206;-1,721;0,998;-8,044;1,237;3,608;-8,578;-2,601;-0,018;0,060;-0,772;6,033;0,000;-18,524;-2,694;4,122;1,101;0,730;-0,030;4,659;1,256;-0,101;6,137;-0,441;-0,791;-10,723;0,391;-3,659;1,406;-3,734;1,302;1,763;-2,704;0,254;0,359;-0,891;-2,645;4,693;-5,418;-4,710;-4,086;-2,788;1,897;0,461;1,319;2,544;-3,744;-0,623;-1,820;4,678;0,825;7,982;0,845;11,558;-0,101;-0,020;-2,660;-0,184;-0,571;0,953;-0,060;-1,957;0,000;5,102;-2,653;0,160;-1,529;1,423;-1,792;2,466;-1,004;-4,963;-3,811;-0,640;5,846;-0,749;1,554;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,448;-0,000;5,746;-0,400;-5,289;-2,093;10,017;-31,514;-102,652;-10,681;5,677;12,183;9,557;2,692;81,699;0,000;-17,265;-39,991;39,291;1,479;-7,853;-0,559;55,102;-19,784;-0,680;74,703;-2,261;18,494;16,395;0,512;68,879;3,637;-19,687;-4,881;-8,367;-3,675;-1,423;2,616;5,209;-1,446;-31,266;24,351;-35,620;15,232;13,170;-3,637;-8,405;-0,370;5,226;3,960;-3,088;-6,095;-0,836;-5,590;62,814;-3,869;-25,535;-0,680;-0,372;22,123;-0,999;6,391;1,088;-1,126;-7,486;0,000;-3,968;5,655;2,995;-3,951;10,407;0,040;23,878;-17,192;-0,225;-91,049;8,915;-11,008;60,670;13,637;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5,694;-15,360;-25,770;-8,944;-7,164;56,670;46,330;-1,351;10,471;44,237;-13,865;9,511;-7,734;200,046;0,000;68,024;42,459;124,664;88,155;-23,090;-2,777;54,694;7,111;-3,682;79,140;343,110;7,965;168,203;-17,034;19,897;-18,322;14,598;15,944;4,556;-27,898;32,021;11,242;5,985;-41,886;-101,331;-34,847;66,701;16,176;-10,365;48,884;594,587;-4,929;-7,846;-1,968;-8,137;19,596;-1,567;0,585;-3,314;13,204;-11,549;-1,631;1,912;21,857;-6,149;9,794;-0,228;0,508;-18,207;0,000;14,493;-66,582;110,906;-13,031;-48,258;50,491;-38,124;-7,151;62,847;292,984;-33,257;-34,005;51,521;16,200;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
