;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4941,705;53,237;22,833;117,058;-26,228;25,753;26,489;0,000;-21,083;32,978;-12,494;-4,384;-20,620;11,052;-2,220;-20,214;37,843;-2,833;15,441;18,342;-12,713;-32,704;17,993;-9,966;44,054;3,093;39,792;24,403;17,820;6,893;447,395;0,000;748,081;-20,110;18,338;34,342;13,078;-6,151;116,403;96,769;0,077;593,535;53,838;32,873;137,317;24,394;124,500;19,704;18,444;26,871;-1,267;72,860;-5,028;0,814;27,829;50,330;82,816;354,451;212,640;181,525;22,572;-10,819;19,588;31,721;31,635;57,283;79,058;46,652;41,939;13,992;199,179;17,379;173,808;-1,583;-3,105;128,271;25,813;-6,700;4,599;0,881;13,781;0,000;42,011;26,958;1,202;24,298;8,576;-5,826;469,331;-18,092;48,850;1129,035;1,128;896,027;64,460;41,266;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1283,897;1074,462;1785,658;1447,998;187,100;412,646;0,000;248,267;6067,295;69,631;-54,967;37,555;25,503;-20,964;-18,463;134,665;-103,434;-53,789;89,115;61,529;86,345;793,262;1131,316;1712,893;1177,596;2127,227;1224,256;787,174;32,407;1402,833;0,000;9892,885;1457,685;734,468;435,915;105,894;9,924;253,527;188,341;-3,687;4041,482;36,777;1073,588;2524,015;-21,771;2788,510;35,453;88,519;75,052;108,359;110,868;313,205;6,514;41,250;29,813;96,129;360,098;184,137;191,975;80,774;56,916;-40,923;58,379;30,937;201,049;74,708;38,968;48,799;-98,977;239,608;82,315;97,178;-2,224;-12,552;53,169;54,615;-86,510;19,677;8,723;-55,581;0,000;-6,307;14,527;47,333;11,965;60,486;-13,510;9726,714;-4,269;69,371;14315,502;200,776;941,047;156,761;88,170;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-12,464;245,587;65,407;-62,851;-28,976;0,000;30,662;167,420;-28,172;40,750;15,857;57,443;18,233;-38,540;121,938;58,180;-11,333;-67,817;-4,534;-52,607;43,044;30,918;31,345;91,523;12,992;3,208;12,913;44,293;2569,115;0,000;3757,360;40,260;-14,011;54,807;-17,454;10,636;618,881;117,565;39,914;3993,821;-42,686;-18,199;1068,832;-5,443;510,857;49,889;189,459;97,120;-36,973;145,806;-42,403;-21,718;-13,646;930,990;1464,732;1238,813;1650,008;1310,160;305,907;33,063;49,299;6,593;119,942;177,125;38,336;72,102;3,749;53,264;1251,616;5,253;-76,045;7,908;-6,201;142,531;37,062;14,659;-13,204;-19,257;55,770;0,000;238,114;297,440;15,263;-50,029;53,604;99,905;157,238;106,800;317,808;567,966;107,487;889,236;301,077;23,780;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3258,514;43,403;38,635;1,924;0,000;3,833;-49,010;-5,080;2,008;-0,122;14,306;-6,188;16,781;-9,742;-9,537;4,978;-8,491;0,740;4,502;-41,200;1,153;7,939;3,757;-14,984;4,792;-1,415;-9,574;759,175;0,000;334,582;-6,961;-14,873;21,538;-21,748;1,563;31,433;61,948;-5,649;93,173;6,722;91,367;80,230;-40,228;1109,214;24,068;22,760;-30,038;4,856;46,483;-28,426;15,929;53,495;23,697;20,597;79,743;175,038;16,070;51,922;33,708;17,600;57,719;64,314;0,437;9,133;37,318;41,581;-1,328;72,588;-8,284;-16,569;-10,839;-0,464;315,467;-7,040;-31,035;6,619;-5,247;82,609;0,000;-23,964;82,976;-3,170;24,051;71,502;98,873;312,742;133,513;339,302;772,766;9,374;22,429;66,911;1,008;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1414,693;36,812;88,928;0,000;2137,333;253,611;7,141;-0,493;37,066;4,232;-1,912;49,448;12,667;-19,466;64,919;-60,679;17,889;-64,360;-1,157;37,393;105,887;81,837;57,999;60,600;340,129;32,731;3866,436;0,000;1609,462;47,375;20,891;158,654;-36,528;5,082;901,717;1264,170;-28,030;279,422;26,749;1764,795;898,390;-40,599;4526,915;100,092;923,869;-47,219;84,824;336,156;195,021;-21,818;50,796;-25,627;42,394;195,540;421,046;114,334;163,059;47,610;27,866;36,134;-4,480;9,474;-21,984;516,432;551,625;68,077;607,360;-53,477;1482,040;-21,124;-0,143;614,774;-28,282;-30,885;12,988;9,108;188,445;0,000;-29,365;94,007;-53,040;66,182;150,804;187,791;702,889;249,893;320,430;1043,200;241,660;489,164;935,184;17,160;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-15,058;63,083;0,000;14,733;361,159;15,458;-92,618;81,276;-65,738;-3,841;-79,058;444,355;-51,286;-47,300;46,550;8,003;-35,542;-14,572;22,759;-76,144;21,147;-97,889;-58,720;17,290;-29,330;5726,807;0,000;7277,589;-110,347;52,501;-76,622;15,543;-4,185;1610,633;425,781;-1,756;1084,427;162,969;-8,322;368,169;-76,037;524,140;-8,475;324,155;252,042;86,166;1548,057;-3,283;92,026;379,586;125,148;434,464;866,864;1052,426;219,864;176,172;-14,909;196,447;15,607;668,594;81,789;712,612;262,570;130,860;46,705;422,101;-11,948;2,844;1,240;10,368;80,399;27,011;-27,352;5,543;-15,544;8,585;0,000;308,107;172,862;-37,880;141,359;65,471;6,460;413,777;-13,804;446,450;1098,325;88,295;41,721;1267,938;10,836;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1,352;0,000;2,488;-19,434;-1,081;-0,663;1,702;-8,343;1,511;9,818;17,654;15,221;-0,796;-0,254;-8,552;-5,215;-20,855;9,200;-18,426;-31,784;-25,995;-29,667;25,898;11,695;90,830;0,000;75,942;46,171;-40,973;-13,709;6,292;0,420;38,323;20,400;-3,486;137,018;20,296;-1,705;-9,161;2,131;-16,932;11,185;3,903;-1,995;-1,666;50,387;1,056;12,680;-22,623;2,920;28,087;52,541;-4,238;20,238;26,482;5,760;12,978;13,474;58,213;6,531;-14,304;21,034;18,343;-7,988;-11,075;1,017;-44,505;-1,223;-1,135;-0,058;2,646;0,709;0,656;1,863;5,944;0,000;-2,872;7,377;4,278;18,010;24,305;9,100;16,490;22,874;15,826;171,853;14,063;11,492;61,446;0,859;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-14,165;51,868;7,609;18,731;-5,010;-18,168;-0,582;-0,346;-8,235;-28,744;-9,376;-28,162;1,751;6,927;17,095;-3,034;6,544;24,460;-14,634;7,842;-25,627;5,494;0,758;0,000;487,302;17,122;8,227;-27,196;8,986;2,940;8,065;37,727;14,351;19,576;-8,592;27,028;-4,728;6,616;13,027;6,366;11,154;-0,051;-7,112;30,713;4,847;-2,737;181,818;13,088;53,621;98,760;-5,239;86,500;-6,193;32,320;-0,179;19,388;7,053;-0,958;7,586;4,349;41,032;-2,317;18,195;-5,958;32,211;-0,162;-0,281;100,891;4,413;-11,111;-6,454;-2,376;-9,263;0,000;-16,652;-16,359;11,428;16,833;29,509;5,857;107,071;52,114;-21,046;221,279;10,921;24,339;-17,121;6,779;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;45,836;1,221;3,520;0,757;2,940;3,052;-0,810;-2,365;-5,498;25,580;-10,396;-0,016;-14,203;40,329;-3,553;-43,790;60,057;28,304;-33,999;7,084;28,771;221,245;0,000;180,490;11,583;42,871;-0,720;13,990;2,601;164,978;17,776;-10,244;-17,703;11,660;-15,896;-5,014;-22,530;415,288;-1,684;-14,000;11,025;-18,232;7,567;9,542;-14,710;10,996;-21,353;0,758;97,788;72,188;-15,786;8,002;4,827;22,766;3,053;2,665;27,629;13,489;6,592;-3,835;-3,510;51,587;-23,992;945,347;-5,544;0,418;128,401;3,308;-3,922;0,742;-2,113;0,399;0,000;1,483;11,124;13,771;18,635;5,334;25,675;324,162;23,309;4,607;65,437;124,752;323,869;137,633;-3,390;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;52,745;-3,165;113,001;50,793;-2,348;58,667;246,736;84,740;67,499;-23,654;75,975;278,208;3641,107;2045,405;5448,524;4194,125;495,353;365,890;94,000;47,303;1908,353;0,000;2171,883;341,162;212,310;112,438;39,930;27,889;1156,948;12,614;27,077;1817,859;-6,331;65,283;1027,146;-7,441;243,321;11,635;151,315;-62,929;10,959;313,032;11,433;4,485;17,883;229,257;300,529;399,931;235,981;386,666;152,195;61,941;235,387;124,402;358,028;59,702;23,579;-32,884;60,204;-96,459;1038,932;18,957;2059,417;-55,223;12,161;2586,697;58,012;-1,014;-6,242;-7,813;232,363;0,000;36,359;725,284;101,975;95,906;1540,678;266,136;1654,059;334,263;144,783;4027,324;116,440;2303,902;1155,191;100,700;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;4,570;2,489;-2,905;1,276;-0,874;8,999;0,468;-0,511;0,146;5,743;1,935;-45,503;-2,452;-10,068;4,276;-1,238;5,153;-16,946;0,311;29,087;0,000;1,731;32,057;6,615;-4,053;-15,549;0,559;32,689;-10,017;-0,745;51,496;9,345;41,661;-18,606;5,176;38,159;-3,223;0,263;-7,659;-6,344;-5,228;5,760;-4,714;4,151;-19,006;-9,012;-1,351;0,027;-26,825;8,846;-1,638;0,739;-0,496;6,654;2,091;18,097;-2,852;-7,913;-3,982;-36,048;-1,522;24,449;-1,877;-0,369;-38,609;-0,053;4,440;0,909;0,005;-23,278;0,000;-4,468;0,004;1,574;-8,760;11,351;-17,658;14,285;1,498;6,172;57,925;11,195;-12,977;35,011;-3,865;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;2,105;3,333;0,336;1,841;-13,475;-6,702;-1,117;-8,749;7,831;-4,474;-12,935;-32,764;-5,360;6,832;-10,771;26,065;-16,887;-1,262;-53,945;0,000;-63,350;30,397;-4,777;-14,520;1,787;0,647;19,398;0,941;-0,454;-18,093;-7,143;31,034;-8,671;7,074;16,964;-1,195;10,996;-7,453;-5,714;-12,839;1,949;-1,625;4,666;6,119;1,431;-3,212;-32,088;13,945;15,038;-3,169;-10,328;7,257;-4,773;-7,789;4,225;-5,382;7,083;1,072;84,392;-0,995;17,010;-1,588;-0,312;-6,616;1,633;4,828;-1,104;-0,945;-15,557;0,000;11,212;-13,200;4,323;-6,835;-12,732;0,606;-17,708;12,330;-10,074;-50,757;0,104;8,663;1,720;2,137;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-4,316;0,190;6,794;-5,782;1,499;9,094;-0,518;-0,257;-7,553;-1,741;14,423;6,171;17,083;16,466;2,361;0,266;1,430;8,329;0,000;-1,697;5,771;-20,916;-6,464;1,196;-0,555;8,420;3,480;1,447;-22,355;2,321;-2,985;32,460;2,921;31,076;-2,393;14,781;-1,592;4,166;2,206;-15,964;1,196;-11,698;11,618;3,292;7,351;0,563;13,150;-7,834;-8,934;-9,000;-0,884;5,019;7,949;-15,588;-5,317;7,689;-0,277;16,044;-1,555;-32,112;-1,877;-0,369;-35,628;3,387;-3,973;-1,306;-1,117;0,111;0,000;-6,738;9,144;-3,156;-2,722;-7,992;1,629;-3,689;-3,145;-0,309;105,986;6,699;-11,875;13,611;1,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-0,792;2,568;-0,752;4,923;-3,401;-1,917;4,154;-2,863;-23,004;19,227;-36,819;-27,811;11,157;-12,914;3,772;-1,379;38,873;0,000;80,723;6,059;42,216;7,077;5,486;-0,785;-9,291;5,351;-1,579;7,081;-6,605;9,396;10,486;0,412;34,004;2,265;-1,232;-3,916;0,432;-8,561;11,742;1,341;2,602;13,112;27,782;-21,273;8,267;34,530;7,630;7,213;-2,097;4,610;5,739;2,843;-6,769;12,293;-17,045;5,497;57,981;-1,985;-38,696;0,716;-0,523;-20,527;-0,286;1,697;3,640;0,162;2,812;0,000;-6,917;16,015;2,805;16,442;-1,965;1,987;1,700;8,633;4,606;-26,422;7,214;30,689;-0,771;0,097;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,884;-1,169;0,601;-0,775;0,151;-1,033;0,662;-5,814;0,773;2,000;-6,484;-4,460;0,420;2,624;-0,927;5,136;0,000;-19,466;-2,247;6,824;-1,462;-0,272;-0,030;5,241;3,363;-0,101;8,373;0,560;2,332;-7,574;0,354;-2,486;1,231;-3,526;0,232;1,445;-2,291;-1,411;0,267;-0,584;-2,996;6,289;-5,341;-5,762;-3,001;-2,387;0,138;-0,104;1,134;1,583;-1,496;-0,745;-1,243;5,691;-0,075;10,276;0,845;9,904;-0,101;-0,020;-2,457;-0,184;-0,562;0,953;-0,060;-0,949;0,000;4,630;-4,059;0,571;-0,954;2,638;-1,837;-2,185;-1,744;-5,068;-4,830;-1,466;2,258;0,536;1,105;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,444;-1,632;5,329;-0,113;1,730;-0,347;17,401;-12,794;-18,062;-14,963;-0,493;0,809;4,834;0,439;42,947;0,000;-8,434;-20,855;22,594;5,008;-2,139;-0,528;36,354;-0,808;-0,701;2,805;-4,333;-1,372;21,056;3,283;55,496;1,662;-23,241;-6,885;-2,534;-16,517;-0,198;0,601;0,184;9,368;6,748;-0,296;-18,033;-11,989;10,232;-6,191;9,150;-3,301;0,891;-5,686;-13,421;1,717;0,128;-5,228;14,259;-3,651;8,030;-0,701;-0,352;31,740;-1,065;5,567;0,962;-1,064;1,230;0,000;10,407;-3,027;4,171;3,657;-18,331;7,864;44,745;-8,110;-6,807;-27,346;-3,331;-12,357;22,418;14,088;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18,660;-12,072;-5,220;-13,126;-0,368;23,876;22,627;12,892;-2,905;3,394;-42,231;13,913;-7,374;100,747;0,000;72,179;37,584;103,370;45,267;-3,490;-3,019;29,621;-3,431;-2,866;57,782;313,465;-18,383;159,537;4,259;-19,132;12,034;15,202;-2,746;14,400;21,160;13,916;13,696;-9,507;-32,856;-44,696;-3,396;31,702;19,734;24,838;24,253;593,238;9,139;7,996;-12,359;0,801;20,052;-19,240;9,931;31,378;16,270;3,327;-2,729;1,351;-43,194;-5,295;15,112;-1,893;1,343;11,978;0,000;-11,694;-22,203;107,289;-10,479;-13,435;10,230;-28,442;0,107;13,413;140,472;5,489;-52,409;26,862;11,544;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
