;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4643,881;-410,143;-77,605;-51,575;-403,420;49,223;69,309;0,000;-24,474;-179,768;-215,020;-89,578;-115,682;-10,708;24,467;-38,330;-81,165;82,983;-4,437;-121,656;-18,631;8,487;-118,715;10,654;-65,264;108,416;-211,984;-284,552;-20,019;14,317;80,674;0,000;191,802;72,222;-120,100;-76,031;-23,232;22,497;158,265;-117,373;12,699;482,361;-72,162;-14,575;-151,276;-23,679;71,042;4,707;-239,062;-129,226;-188,924;-118,940;-36,614;54,267;-63,518;-72,250;-28,167;441,457;143,469;122,011;87,138;-163,962;-37,151;66,417;-201,316;-29,940;-2,055;-67,707;20,837;-76,508;-48,849;-19,544;220,969;-22,503;-15,438;67,108;-59,455;-54,038;-12,029;-38,168;58,581;0,000;154,307;9,932;-126,908;-71,569;128,645;-173,698;314,806;-50,893;-66,100;899,208;-172,128;657,691;-115,104;-16,410;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;688,233;860,876;1395,533;858,899;-7,914;241,611;0,000;122,120;5559,711;-624,832;-244,450;-438,548;-150,245;-21,811;-516,880;-73,776;-554,143;-418,574;-94,682;-461,337;-409,011;396,698;899,269;1131,524;599,846;2067,898;871,617;425,470;-385,900;1068,719;0,000;9166,108;1152,562;31,219;682,149;-525,438;34,410;185,021;-415,798;177,309;3871,364;-890,369;1249,288;2312,745;-122,780;2475,522;-112,758;-704,893;-461,110;-443,592;38,310;-212,654;-423,502;-304,107;-334,223;-333,307;308,173;-102,375;-132,954;-347,041;-181,165;-308,920;-222,669;-466,075;-474,833;125,498;-433,879;-264,016;-99,083;-173,344;-54,131;-474,357;-156,987;-5,939;-49,007;-73,278;-549,237;57,676;56,436;-323,573;0,000;2,250;-504,583;-257,150;-396,693;-236,544;-298,557;9423,427;-257,119;83,783;13956,602;-250,274;530,920;-36,769;-241,290;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;-83,338;175,868;-99,925;-87,514;-564,347;0,000;-297,321;-604,184;-81,376;-221,001;-84,145;-158,554;-2,290;-259,949;-5,923;-37,699;-403,493;-312,760;-157,078;-17,477;-311,298;-131,312;-219,519;-27,617;-115,476;-177,282;9,181;-51,868;2081,723;0,000;3333,413;-355,118;-270,521;104,880;-119,024;-86,472;278,910;-66,698;108,305;3693,164;-122,635;-262,897;1151,277;-197,663;215,619;-360,555;-62,464;93,006;-114,077;172,389;-2,058;-159,238;-87,243;862,366;1169,081;1048,451;1300,303;1290,390;84,201;-385,009;-17,600;-48,575;-242,925;-22,543;-195,968;-154,438;-31,191;-164,746;1023,679;-57,698;-484,986;-1,385;-39,695;216,851;71,982;-258,926;1,632;2,624;77,998;0,000;182,650;255,201;-74,696;-466,521;-58,705;-97,895;-43,241;36,911;115,603;129,024;50,152;518,063;-115,367;-49,506;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3075,004;-230,525;-30,387;36,998;0,000;24,391;-438,696;-22,548;-54,224;17,317;109,086;-7,252;-176,670;-181,121;1,662;-7,125;32,646;-35,113;-156,590;-212,664;-57,564;-187,860;-98,636;-132,354;-238,792;-178,493;-47,059;482,162;0,000;-578,408;-220,866;-229,273;-97,792;-149,393;-33,378;-54,088;-32,638;-13,035;98,081;-155,402;-67,683;-272,578;-211,367;1018,028;-42,619;-88,243;-76,841;-30,265;52,781;-91,206;83,287;58,300;-60,607;13,645;60,774;347,942;-16,520;82,597;108,345;-141,017;-11,816;-22,155;-97,776;30,375;-94,490;34,506;67,560;-171,493;-35,670;-169,782;12,153;14,517;323,408;-14,075;-105,241;3,376;-3,767;-11,763;0,000;7,946;59,492;-51,121;133,952;-144,070;70,691;119,807;12,782;122,249;581,639;60,345;-88,305;-162,966;-2,214;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;969,182;-33,423;52,615;0,000;2010,038;175,285;-33,738;-194,722;231,983;-185,620;-50,878;-11,757;18,245;-191,403;178,228;-130,265;-275,064;-191,610;-650,265;-341,197;-116,345;-105,105;54,024;-133,838;216,465;-10,863;3588,212;0,000;555,135;20,079;-425,837;13,184;-241,048;-24,385;813,869;1331,029;5,536;-294,361;-144,128;1522,859;668,279;-247,803;4515,083;-172,614;1014,157;-337,828;-233,653;621,406;-275,013;-102,115;-228,784;-124,064;-302,024;166,888;55,828;146,058;-68,907;20,568;-233,166;-50,796;-231,094;-278,393;-230,397;230,995;329,972;-217,518;378,946;-217,229;977,429;7,498;16,507;376,474;14,434;-168,442;-25,741;-0,572;-17,575;0,000;-65,014;-216,538;-113,253;-62,291;133,774;142,210;416,194;-180,897;177,539;722,310;83,469;335,665;636,929;50,046;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-73,446;-317,648;0,000;-58,395;8,829;-171,692;-350,131;98,030;-92,272;-24,741;-84,437;68,472;-48,762;-37,550;-17,297;-315,708;7,156;-444,903;-320,135;-284,762;-10,484;-148,748;-31,746;-85,610;-209,334;5847,783;0,000;7486,178;-244,542;-153,297;-238,948;28,008;-33,714;1476,770;166,480;-35,054;832,686;-78,138;-224,508;238,892;-247,940;560,889;-215,553;175,526;404,752;-310,949;1386,340;-182,153;-31,162;367,587;-129,499;99,182;1080,422;723,919;235,413;68,250;142,697;-22,906;-268,026;720,412;-118,451;616,279;76,011;-44,724;-1,125;198,241;-86,284;-702,912;-15,949;-18,629;-101,603;-15,762;-120,326;77,202;-19,994;-147,185;0,000;76,363;310,862;-0,718;511,138;114,463;-154,580;80,493;169,323;215,509;799,397;-243,869;-241,420;1163,128;-48,754;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;-21,307;0,000;-96,586;-152,516;-51,117;14,252;-11,301;-18,557;-0,155;-16,414;-7,589;90,308;-34,494;-9,911;-41,873;-72,124;6,262;76,362;-160,220;-52,800;-140,446;-137,085;-24,591;-30,379;60,735;0,000;-69,288;-111,509;-53,922;17,704;60,250;-6,039;-4,080;-100,736;-11,992;-72,270;-41,392;-33,466;-68,257;4,316;-150,676;-6,937;6,887;-46,403;-60,318;-116,945;-21,177;26,238;-43,827;-25,269;63,893;106,698;-105,808;64,541;-23,903;-72,176;3,231;-16,167;4,698;72,494;-114,038;-18,284;85,959;18,356;15,051;6,726;-73,441;0,002;-1,487;79,193;6,350;7,025;-8,609;3,688;-36,752;0,000;73,059;-24,323;17,426;29,947;-66,417;-50,592;-74,227;-18,264;11,851;77,891;5,197;-50,948;-58,249;-34,656;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-4,213;-339,046;58,709;59,646;-12,346;-24,046;-11,520;-14,367;33,266;-90,012;28,568;-43,391;-104,127;-97,267;1,698;-35,027;28,095;-62,358;-13,256;-14,174;-129,625;7,636;-110,981;0,000;-280,220;-12,568;-83,575;-13,050;-21,556;12,405;25,694;34,547;7,584;-170,853;12,804;-151,984;-42,588;66,242;44,455;-35,555;-10,848;-106,081;-69,475;-144,235;-25,316;-83,314;189,279;-97,880;-120,911;20,014;1,022;-49,341;-89,534;-21,323;-27,523;84,985;-85,762;-24,767;-33,875;-0,593;43,034;61,181;-106,131;4,086;-248,838;-4,349;7,147;166,937;-24,067;-30,808;-39,017;4,115;-55,337;0,000;-1,559;85,840;-37,024;-40,435;9,234;50,970;7,092;-0,489;-17,852;132,581;104,916;-38,924;-46,751;-60,204;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-249,075;71,547;9,807;55,984;-28,659;-13,438;30,388;29,324;-84,503;64,323;-25,370;-79,342;-42,306;-144,964;-127,755;-223,672;-54,625;-7,224;-135,629;-38,257;-62,457;150,554;0,000;-237,909;116,987;-112,062;-52,382;-11,709;-12,569;208,802;140,100;18,428;-211,216;-76,135;-36,273;-236,154;-106,462;352,981;-182,387;-75,075;56,584;-84,103;-4,967;-188,795;-18,515;20,128;-58,762;-11,286;-10,102;46,691;-38,297;-127,738;-33,515;6,787;-16,641;-104,902;-165,103;-5,136;-88,515;-124,521;-40,488;-167,160;-87,231;757,610;2,696;5,941;5,059;18,485;26,457;6,016;-6,199;46,885;0,000;37,806;68,318;33,085;5,503;-97,074;44,155;111,989;-13,874;-62,687;150,033;126,118;275,859;103,038;-22,321;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;-143,564;-108,352;-258,287;-286,095;5,813;-349,539;93,513;72,447;-303,317;-19,936;-465,195;-245,488;3612,115;1757,192;5166,417;3889,587;157,912;-1,061;-160,316;-437,179;1292,338;0,000;1356,169;-62,812;-65,297;-44,072;-393,879;-25,051;675,479;170,975;49,534;1401,877;-440,266;-409,163;773,625;-399,689;-171,706;-526,961;-489,302;-532,324;-485,958;-257,600;-374,787;-267,519;212,664;-250,612;-138,533;235,528;-115,635;53,285;150,912;-90,304;18,084;-458,799;100,884;-442,166;-147,501;-51,500;-35,266;-383,659;689,469;-123,931;2056,854;-128,077;-30,476;2420,815;45,397;-156,894;-15,399;-10,706;69,646;0,000;-161,552;614,101;-127,871;-221,634;1419,958;-239,463;1068,754;-88,483;26,063;3593,429;-14,991;2110,972;657,648;-24,377;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;5,080;-7,611;2,636;2,792;-6,990;19,771;-8,746;7,170;2,571;6,184;-8,802;55,343;-23,928;-104,987;38,973;32,551;17,875;-92,826;-0,752;-268,399;0,000;-469,665;-63,545;-93,106;-59,793;-5,487;1,352;-204,080;81,726;0,436;-292,108;-13,245;-113,621;-219,536;13,330;-66,373;-42,562;33,169;11,882;8,575;-118,977;-7,203;-12,788;44,225;-17,683;-175,561;-77,342;98,854;-124,277;-23,421;-2,123;0,275;22,950;-4,656;25,062;-13,233;33,376;-6,928;7,294;-118,819;-7,310;215,989;0,128;4,031;16,934;-4,042;3,038;1,238;3,144;-39,961;0,000;-1,580;6,135;6,004;-32,782;-42,736;-44,304;-105,654;7,594;-26,456;-129,517;48,307;-71,909;-218,859;1,994;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,440;-11,591;0,874;8,143;19,848;-16,514;-1,726;-7,710;-5,320;46,890;-53,073;-52,753;20,097;79,783;-9,768;29,008;-77,181;11,768;-540,266;0,000;-528,952;-99,781;-127,568;-66,791;-12,060;2,776;-33,064;-11,400;-4,614;-361,670;23,578;1,773;-213,040;8,535;-106,241;-12,917;23,130;5,684;12,386;1,822;47,397;-13,612;-42,033;-33,385;-49,607;-15,402;-146,022;46,259;-47,019;36,991;-4,678;23,019;12,307;-96,100;-48,984;15,253;3,210;8,995;-24,149;-5,393;34,038;-8,298;0,232;-12,664;2,486;5,995;-2,507;1,259;-18,863;0,000;-33,719;-70,652;14,174;-17,166;-0,244;57,271;71,618;-12,381;33,158;-282,820;-8,107;-97,489;35,710;-24,396;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-17,391;-3,063;12,605;-21,024;-13,811;21,726;-27,188;-5,741;-57,446;-35,927;-108,469;-242,868;55,743;-80,843;-110,507;-71,863;6,727;-89,984;0,000;-577,138;-29,843;-79,206;71,811;-15,606;-3,956;-169,978;75,268;0,716;-0,361;16,097;-47,200;-116,618;-5,967;-106,033;2,303;14,044;-37,529;-18,657;-46,117;-43,278;10,701;3,113;-140,586;-62,148;-48,395;29,842;96,961;-50,646;-14,916;-42,226;0,485;-24,271;52,696;-1,568;24,389;25,850;-1,557;-63,748;-3,968;155,986;4,882;0,063;-123,401;5,533;-7,778;0,116;-1,769;4,846;0,000;-26,481;44,917;1,174;-8,901;-57,932;59,777;-136,838;-35,803;36,922;-157,593;5,365;-22,392;-85,094;-20,047;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-2,759;8,740;-38,911;1,684;8,978;14,388;6,699;-30,775;51,964;0,425;-137,192;-132,918;30,752;7,528;-67,319;0,331;-271,201;0,000;-59,936;23,920;-33,677;-92,340;0,688;-0,296;-198,115;-12,568;7,108;-186,798;-91,803;-91,204;3,874;5,689;-73,555;8,455;-12,019;33,369;-2,083;0,874;-14,585;3,108;-9,884;3,165;24,893;-21,476;-0,151;-41,316;-26,943;-13,792;30,133;0,607;71,944;-46,821;4,117;-24,291;-24,992;17,560;31,670;-1,009;-137,640;-6,931;0,629;-121,392;-3,607;14,050;3,697;-0,822;26,339;0,000;30,538;-20,282;-2,309;12,284;-32,178;-78,822;-13,965;15,213;-10,822;-45,798;-12,877;-85,504;-144,979;-23,613;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;6,754;-1,064;0,063;-3,340;-4,458;-2,023;3,488;27,696;-3,061;-13,160;-14,704;10,661;-1,393;9,792;5,076;-28,557;0,000;-37,529;-41,916;-27,480;-22,637;-1,565;-0,267;-29,692;3,946;-1,012;32,195;-0,473;-23,573;-4,445;-1,140;0,910;-2,101;-1,145;10,692;-1,872;14,319;6,211;-2,618;-9,287;10,707;7,314;-11,727;-8,035;8,367;11,260;-7,809;-13,576;-1,250;1,378;-3,576;0,109;5,683;3,906;-4,822;14,914;-0,487;-12,354;0,374;-0,175;-7,874;-0,244;-1,027;1,807;-0,564;-6,148;0,000;8,179;-10,349;-0,692;-8,262;4,804;0,139;-3,041;4,897;-15,486;-3,920;-4,850;5,504;-25,299;0,009;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,245;-8,409;-3,484;-24,347;0,814;7,331;-49,913;-89,675;-173,646;-57,319;-66,872;-52,182;-39,568;27,232;-194,981;0,000;-322,580;15,193;-53,008;-60,554;-37,012;-0,231;-19,609;-50,459;4,710;-31,589;-10,936;-72,789;-80,610;-7,140;12,825;18,953;15,127;34,194;-9,030;-41,030;-8,414;13,626;-22,269;-110,819;-11,209;46,444;-9,138;54,068;-40,549;-24,539;1,597;-35,275;-43,556;15,842;-92,546;-43,914;-70,135;-30,264;-42,314;-13,494;-5,051;0,329;0,015;-173,267;-4,885;7,154;8,552;2,458;-33,127;0,000;40,094;-37,074;9,896;-15,995;-77,823;-84,346;-82,025;-6,399;30,239;-292,101;-66,765;-103,388;-45,043;3,757;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
