;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4673,468;-1,578;-8,735;58,926;-69,801;5,356;12,355;0,000;-16,583;-203,905;0,711;-3,121;0,084;-8,598;-1,561;-3,937;29,170;-10,605;-0,485;-6,137;-3,307;-14,253;27,473;-10,564;12,658;-33,317;11,408;54,438;-23,903;-9,250;236,082;0,000;685,014;-20,792;-32,261;-72,237;-4,901;0,376;44,733;74,968;0,815;422,049;19,468;-29,032;76,900;1,838;79,245;8,129;24,216;3,548;-6,043;100,182;-21,034;-3,749;29,684;14,386;71,194;431,950;199,798;176,152;21,027;18,487;8,886;8,754;-2,061;61,265;53,399;55,462;13,840;6,602;288,552;16,075;145,398;-1,811;0,688;49,333;10,135;-2,432;0,439;0,751;52,763;0,000;-13,917;-14,353;1,974;31,100;6,350;-2,100;396,079;1,667;2,159;985,609;-16,668;584,621;47,194;17,951;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1244,343;1247,150;1863,143;1049,069;265,114;443,020;0,000;272,572;5436,011;14,736;25,311;48,166;30,488;-1,317;18,469;151,354;-5,365;-9,547;60,904;37,392;78,739;840,230;588,571;1607,317;1129,571;2238,930;1129,952;750,494;10,757;1099,401;0,000;9533,955;1267,266;772,450;356,037;201,915;2,948;170,856;140,408;4,042;3804,675;-3,462;958,645;2313,051;-12,212;2603,919;26,636;143,630;14,268;75,203;-20,729;309,519;-11,996;-58,094;-37,085;256,519;336,466;128,602;304,848;100,235;26,641;59,451;32,603;84,279;274,636;41,118;36,465;-6,660;-1,518;440,875;12,386;298,737;5,994;-0,636;193,045;9,714;1,971;-5,343;1,264;72,426;0,000;-32,308;9,843;7,720;18,134;-4,993;12,655;9225,213;97,733;-15,622;13582,809;263,737;624,728;123,971;31,717;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;11,504;296,131;-4,951;17,046;28,607;0,000;-0,559;137,932;-11,266;-4,580;-7,932;1,094;1,839;10,030;110,888;-6,413;-10,268;1,537;-6,412;20,740;89,848;9,108;70,838;-2,194;108,201;-34,984;-72,035;-8,251;2310,550;0,000;3362,031;-65,398;-36,614;-20,154;-4,158;0,787;570,262;46,318;7,312;3985,670;1,824;87,417;1206,849;7,687;466,472;-11,227;188,520;63,394;22,880;100,124;-0,462;-3,074;-9,362;604,992;1376,229;863,288;1606,645;971,135;209,768;4,672;120,025;35,584;136,761;151,543;45,360;12,723;28,581;63,772;981,392;-2,862;-104,754;-0,404;-1,897;276,664;3,358;11,445;7,207;-2,059;69,705;0,000;243,762;311,854;0,816;2,056;52,511;26,167;56,336;187,174;273,924;561,314;97,007;546,823;302,195;34,386;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3202,971;-10,153;24,856;4,555;0,000;16,821;63,229;3,405;-1,113;5,416;7,425;0,140;-2,269;48,357;2,610;-5,996;-3,783;6,559;0,577;20,007;-9,063;7,078;83,565;-63,308;41,845;-20,616;0,700;618,309;0,000;185,933;-0,061;-7,900;-22,764;-9,755;-0,645;58,719;14,349;-0,935;86,972;9,454;94,354;97,867;-6,212;1202,829;6,133;12,142;-13,593;4,500;14,383;22,801;-0,325;27,106;15,181;91,650;45,419;71,535;52,953;61,064;-6,297;30,274;30,911;17,202;-2,881;12,909;-2,986;21,373;3,671;49,052;-0,654;28,500;2,712;0,785;334,991;3,425;-1,891;3,356;-1,290;106,877;0,000;11,895;65,662;5,845;48,110;57,442;105,212;295,218;144,296;392,902;941,436;18,954;-39,818;51,804;8,868;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1323,459;54,908;52,619;0,000;2069,957;285,692;-8,471;-3,680;7,890;1,746;2,916;-9,366;38,520;2,581;-9,413;-5,369;27,196;10,927;133,134;39,921;99,323;167,623;-139,214;77,375;377,599;-5,558;3578,211;0,000;1652,481;143,430;81,030;54,030;-7,594;-2,816;933,441;1132,306;2,200;122,096;3,437;1289,091;523,130;42,392;3749,143;95,209;891,629;-35,097;76,051;237,034;173,524;-0,703;10,672;89,922;159,198;188,938;219,816;102,889;105,628;-14,813;31,758;39,900;-36,012;19,060;63,620;410,592;541,851;28,603;632,174;-7,366;1463,664;1,163;1,927;492,603;8,013;-2,962;2,942;1,978;182,248;0,000;9,310;73,963;3,822;40,153;65,271;124,365;729,978;255,683;361,557;1143,227;245,052;499,518;924,582;9,298;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-7,751;-7,471;0,000;-66,135;293,180;-2,789;-14,625;10,960;-10,276;1,479;-18,220;391,764;-14,037;-8,743;4,865;3,749;-20,049;58,347;-21,291;-4,521;-54,210;-31,635;94,918;-0,871;2,114;5372,808;0,000;7238,508;-11,858;64,323;-33,373;-1,879;0,584;1585,882;377,816;-7,162;994,738;164,621;-1,353;211,502;6,185;433,893;15,073;377,536;265,717;-0,030;1516,727;-1,263;36,458;352,146;192,911;414,820;798,311;910,229;294,712;168,633;46,351;189,763;51,293;635,047;82,480;660,578;247,169;130,514;69,621;422,075;5,123;137,343;4,473;-0,261;94,478;2,275;14,011;5,480;1,168;-0,178;0,000;247,030;206,867;30,454;123,559;42,707;-16,748;265,770;16,251;446,049;920,731;125,345;13,045;1275,317;51,379;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;9,915;0,000;6,176;-3,778;-3,486;0,178;-3,568;-2,942;-0,202;-1,313;24,951;-2,004;1,223;1,541;0,399;-1,601;-7,814;-9,605;-1,584;22,469;-4,905;-12,571;-10,429;-0,342;48,279;0,000;75,806;-11,148;-1,803;-2,862;-4,693;-0,121;-0,017;14,562;-0,403;161,669;0,559;15,469;-3,937;1,183;38,143;10,753;11,375;4,385;3,408;48,636;5,753;1,142;5,710;5,041;52,702;63,778;33,674;44,458;31,009;12,794;27,421;12,840;43,304;-12,051;3,008;3,811;11,332;-2,476;24,370;0,234;38,550;0,637;-0,081;-26,701;-0,727;-0,097;-0,282;1,839;2,510;0,000;1,828;11,527;-2,086;2,173;26,038;1,970;76,071;-2,774;-4,731;176,153;-5,152;12,285;-0,610;-0,065;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-16,377;-13,975;-3,831;-0,776;-1,820;-3,256;-0,346;2,757;23,450;-0,575;1,371;-6,331;-5,806;-3,501;3,636;-5,132;8,741;22,406;3,173;-15,774;-3,261;-5,656;-11,464;0,000;342,653;17,248;21,964;-16,807;7,278;-0,208;-5,498;22,134;10,003;113,580;3,102;6,810;78,906;-0,846;91,061;9,450;-8,082;-8,590;-0,382;25,007;13,499;2,307;134,368;10,414;76,488;46,075;7,540;69,345;4,222;1,404;12,573;0,616;12,844;-11,110;1,274;-1,917;24,501;2,581;59,951;-0,315;20,345;1,447;0,931;80,165;1,964;8,050;-0,484;-0,415;3,827;0,000;1,610;3,807;6,816;1,124;52,858;-10,214;144,841;59,757;17,151;240,284;24,938;11,748;-12,592;1,671;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;-60,464;-0,299;-3,092;0,570;2,521;1,594;-2,309;10,281;-10,345;1,471;-0,980;0,800;4,117;2,065;-1,402;-8,515;-3,938;-27,637;4,365;9,873;-6,379;98,743;0,000;72,472;18,823;29,262;-15,408;1,779;-0,407;122,262;14,351;-1,356;-99,420;-3,839;-18,910;15,978;-0,947;369,741;-0,520;0,512;-7,932;-12,029;13,916;23,271;-1,083;-17,150;14,264;18,279;61,255;52,302;-17,982;-4,440;-1,492;4,183;0,798;-13,612;27,178;-7,918;-1,735;13,973;2,788;40,694;-2,713;884,742;-1,356;-0,271;122,084;2,105;1,773;0,187;-0,813;15,903;0,000;-6,222;42,909;1,953;-11,702;-7,333;2,322;309,464;29,685;-24,518;102,698;92,988;325,541;120,373;2,508;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;94,415;89,165;75,378;129,332;5,001;70,852;314,752;111,037;81,828;94,965;144,668;266,678;3447,687;1134,885;5119,613;4209,705;445,155;488,643;26,714;5,426;1704,361;0,000;2060,373;324,955;230,468;37,519;-52,999;4,070;1049,910;98,153;4,845;1581,245;87,411;103,524;904,819;-8,101;312,858;26,776;41,087;52,296;-6,174;331,606;-49,701;-15,560;-15,574;202,560;391,543;342,960;291,909;308,575;209,879;39,811;190,785;120,783;300,598;46,291;35,585;8,501;98,114;20,163;808,209;-5,944;2050,926;2,914;4,000;2331,483;3,759;31,784;-4,963;2,521;175,385;0,000;12,416;795,420;34,864;29,336;1525,872;257,748;1541,200;261,272;314,007;3257,315;148,049;2284,009;1040,865;6,562;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;0,623;-0,467;-0,659;-0,026;0,565;4,269;1,487;0,623;1,539;-0,772;2,499;1,725;3,617;-0,865;2,427;-1,659;-3,270;3,988;-1,009;58,840;0,000;11,694;5,634;-3,112;4,753;0,805;-0,016;33,830;1,277;-0,053;8,033;3,528;2,557;-4,107;-0,392;-1,995;0,502;-3,775;-2,075;0,275;-3,703;0,116;1,622;-0,797;-0,622;3,562;-0,465;2,854;5,709;-2,015;0,858;0,985;-0,340;0,012;3,429;2,366;0,938;0,096;-0,874;-3,916;-0,106;7,852;-0,053;-0,011;17,977;-0,095;1,731;-0,037;-0,032;-1,516;0,000;1,576;1,667;0,465;-2,086;2,474;-2,353;3,776;-0,574;5,374;-0,076;0,397;14,423;32,133;0,925;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,614;-0,559;-0,022;0,632;-1,229;-0,455;0,681;-0,410;-0,655;1,715;-2,746;2,381;-0,290;-2,883;6,308;7,331;4,472;0,160;2,840;0,000;20,984;4,108;4,118;5,297;0,119;-0,013;-4,034;1,145;-0,045;10,872;-0,326;-0,024;4,226;-0,333;8,061;1,589;2,262;-1,760;-0,482;-0,379;-1,369;-0,337;0,851;1,546;-0,033;-3,737;-2,496;8,300;3,481;3,256;-0,618;-0,134;-1,170;-0,899;-2,185;0,233;-1,527;0,273;41,806;-0,090;2,489;-0,045;-0,009;10,384;-0,081;0,765;-0,031;-0,027;-0,805;0,000;-2,175;-3,790;0,547;-1,769;0,908;0,437;6,533;8,636;2,582;7,953;0,971;-2,714;-3,174;1,092;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-0,675;-0,027;0,555;-4,535;0,463;-0,396;1,528;-0,790;-0,609;-7,318;0,249;2,510;8,315;-0,963;2,480;-3,039;1,002;9,747;0,000;19,631;1,231;0,093;-0,044;-1,313;-0,016;2,278;0,053;-0,054;13,390;-1,628;-4,755;12,720;-0,401;6,819;-0,521;2,482;-2,124;2,285;-0,521;-1,032;0,603;1,214;0,300;3,205;7,666;-6,713;16,151;3,272;1,838;-3,259;0,649;0,942;-1,114;-3,074;-0,142;1,066;1,137;-7,384;-0,108;-11,717;-0,054;-0,011;0,827;2,922;-0,293;-0,038;-0,032;1,555;0,000;-2,625;13,456;0,452;-2,135;-3,569;4,944;12,820;8,865;1,676;33,199;-0,741;2,851;4,943;-1,138;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;0,970;-0,644;-2,955;-0,775;-0,559;0,315;0,918;1,798;-3,060;0,940;7,336;-7,221;10,260;-2,460;-6,403;-1,458;-8,604;0,000;35,300;9,217;5,245;-6,991;-1,243;-0,023;-8,299;-4,740;-0,076;6,534;-1,273;-1,193;7,765;-0,567;10,373;0,277;-4,862;-1,967;-0,512;2,892;-1,697;0,438;-5,711;-2,701;38,255;4,692;3,764;17,430;-0,952;-2,197;-1,468;-0,944;-5,021;-0,977;0,120;-0,013;-4,373;-0,246;13,773;-0,153;-0,181;-0,076;-0,015;1,417;1,880;0,598;-0,053;-0,046;-0,412;0,000;-1,631;12,716;-0,790;3,177;2,717;0,962;8,571;0,482;0,181;8,411;0,818;-3,094;-6,212;0,435;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,026;-0,379;-0,031;-0,022;-0,028;-0,045;-0,092;1,336;0,720;-0,429;-1,430;1,076;-1,198;-0,619;-0,058;2,942;0,000;0,339;-0,104;0,248;-0,644;-0,133;-0,001;0,641;1,783;-0,003;2,127;-0,092;-0,796;3,363;-0,023;0,939;-0,029;-0,280;0,904;-0,103;0,341;-0,237;-0,023;-0,229;0,669;0,288;-1,089;1,162;-0,994;-0,432;-0,129;-0,184;-0,079;-0,374;0,653;-0,294;0,901;0,860;0,960;-0,448;-0,006;1,934;-0,003;-0,001;0,914;-0,006;-0,017;-0,002;-0,002;-0,272;0,000;-0,148;-0,407;-0,032;-0,121;-0,722;-0,258;-0,250;-0,279;-0,680;-1,629;-0,220;5,001;0,846;-0,064;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,258;-0,524;0,632;1,550;-0,754;-0,535;2,170;1,607;-6,969;-2,168;-7,615;7,179;-0,281;-0,985;-6,205;0,000;5,743;4,905;-3,928;2,743;3,953;-0,015;-1,743;-2,890;-0,052;4,115;-0,530;-2,949;23,501;-0,383;-6,727;0,513;-2,601;0,032;-0,710;0,141;-1,894;-0,388;0,346;3,897;-4,369;-2,475;2,129;3,699;0,343;-2,184;0,017;-0,309;-5,241;-5,136;-0,708;-0,042;-1,915;0,162;-5,926;-0,103;2,761;-0,052;-0,010;25,538;-0,093;9,803;-0,036;-0,031;12,366;0,000;-2,505;-1,431;0,477;-2,037;-4,139;-1,192;17,586;0,600;5,647;2,564;-1,614;13,770;0,922;-1,086;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,867;-5,552;2,808;-1,307;1,204;18,281;0,482;32,887;2,253;35,646;-21,180;-2,362;-1,415;-24,663;0,000;78,383;26,781;88,688;4,215;0,256;-0,227;21,029;-6,894;0,319;-3,021;298,706;7,143;115,781;-0,224;5,534;3,510;-5,776;-0,026;1,950;16,210;-1,292;-0,300;-0,436;-1,290;-6,558;-4,185;-7,979;21,644;0,272;2,136;592,589;-0,956;-3,812;0,025;-11,439;-0,010;-10,009;-1,675;11,019;0,638;-9,763;0,319;-0,151;-36,008;-0,287;1,295;-0,530;1,698;0,686;0,000;-7,995;2,675;103,325;-2,384;-15,348;-6,394;61,826;9,227;-3,669;122,249;-12,984;31,854;24,797;3,663;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
