;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 11;;;;;;;;;;;;4739,299;-76,813;221,778;439,718;-184,458;96,304;35,920;0,000;195,378;-214,183;-33,349;9,409;-65,886;40,034;1,071;9,486;30,717;23,437;5,584;50,399;-50,395;-50,227;-154,026;-3,175;-0,609;-127,928;10,759;-35,962;51,486;59,100;528,914;0,000;657,174;36,475;103,406;55,766;-132,878;-3,998;209,555;4,528;1,634;522,946;-17,318;-42,443;72,715;17,916;15,029;27,014;-50,106;18,210;73,822;32,202;84,498;-58,256;48,459;-111,204;117,798;213,366;57,850;99,473;-40,318;-3,879;-102,528;-79,226;-0,640;-21,770;206,951;-51,776;24,193;46,029;355,511;7,981;257,625;3,773;-1,635;-7,180;36,962;14,175;9,770;-3,105;125,833;0,000;-33,887;-20,417;1,359;-53,740;-114,344;-30,256;478,098;-79,518;133,944;920,127;7,923;770,272;-60,427;105,413;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;1578,252;886,909;1512,354;1266,152;235,555;498,382;0,000;576,877;5755,527;-13,841;-81,606;3,799;-42,783;-18,486;-115,060;64,142;-35,722;-133,528;71,120;15,412;149,638;596,608;1222,212;1505,458;1156,544;1811,870;1153,689;841,557;-40,448;1407,256;0,000;9589,982;1558,502;1032,055;497,090;3,343;12,566;366,184;169,700;-16,389;3949,846;35,347;973,082;2714,504;-50,861;2825,441;55,267;-148,306;-14,734;-19,203;-282,959;322,450;-44,953;261,189;-137,455;65,325;145,312;459,450;251,290;90,489;96,164;-125,904;-37,872;-140,986;212,685;-163,412;-107,549;-59,463;-180,158;312,827;90,253;-248,840;-30,216;-21,018;-354,994;55,104;-125,826;16,262;7,645;93,142;0,000;-358,947;78,403;3,288;-160,536;-213,095;28,841;9590,706;108,391;-54,438;14228,048;371,192;799,112;-97,183;-80,591;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;147,775;-42,453;-288,459;-34,544;-82,670;0,000;-10,178;-159,694;10,396;-20,000;14,274;38,642;9,748;-9,167;64,551;48,293;-61,001;-81,858;14,841;-12,428;182,151;-0,890;140,542;-9,807;-17,460;-80,058;150,968;187,017;2224,112;0,000;3997,467;37,980;-67,373;290,328;-103,004;15,755;446,386;-14,669;42,516;4104,162;-106,057;93,711;1213,950;-20,182;373,925;7,210;17,861;154,814;-328,448;-204,572;-34,538;-49,256;95,646;785,462;1490,088;1216,774;1497,566;1360,289;145,930;-80,628;-121,621;259,746;-27,645;70,082;-32,262;46,390;-20,959;-46,525;1236,636;11,830;-67,178;6,114;-11,099;201,626;24,465;-12,720;-0,708;-19,061;250,908;0,000;208,206;185,716;66,678;3,013;-211,929;61,653;74,515;268,418;205,824;828,024;-91,658;692,976;316,897;-114,301;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;3323,720;-102,925;82,035;-100,403;0,000;17,229;-135,445;1,840;-37,779;-20,414;40,455;-6,960;42,295;37,011;5,445;45,536;30,902;66,466;98,108;34,588;-25,696;-117,164;-34,890;-91,544;119,772;72,483;27,747;689,918;0,000;340,391;-191,981;56,652;100,029;-50,595;1,542;111,872;111,526;-3,558;261,240;37,869;56,182;162,532;-62,067;1083,394;15,497;-33,932;-75,982;38,202;-21,895;58,882;5,303;-54,343;43,563;22,497;82,445;287,335;148,848;42,974;98,137;31,070;73,260;126,308;80,964;97,154;42,843;88,828;57,775;100,079;-14,264;3,225;-11,366;-0,343;158,081;1,813;-48,754;6,530;-4,704;76,695;0,000;23,126;153,139;-4,616;38,440;179,251;111,920;386,809;262,831;450,090;650,777;67,528;108,579;172,830;29,506;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;1234,040;320,517;310,756;0,000;2222,851;164,529;-17,516;-3,788;-71,502;-40,042;-3,190;77,151;29,964;45,153;109,108;-42,718;32,716;-162,943;110,151;-133,182;-103,789;153,329;-229,938;-220,820;243,455;5,986;3830,692;0,000;1365,918;66,421;172,377;90,867;-51,137;5,875;993,875;1199,924;-33,965;-7,244;21,850;1601,773;773,615;-55,675;4490,158;0,683;852,777;-172,872;75,351;358,198;414,171;64,586;68,345;-164,056;133,611;233,080;562,868;173,929;199,967;36,481;112,965;151,851;-60,425;296,285;-136,800;663,286;546,394;74,745;672,020;-72,124;1306,780;-29,794;4,687;507,810;-46,534;-104,453;9,845;5,940;309,907;0,000;-166,929;93,144;-61,147;103,488;124,367;197,868;836,482;111,658;271,525;656,017;325,404;410,090;809,280;145,018;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;-15,780;-140,655;0,000;307,567;343,513;-46,283;-137,521;131,289;-75,801;0,721;-61,664;283,895;-102,813;4,930;72,897;47,222;69,253;24,778;-166,709;209,183;-53,086;112,645;-137,837;12,259;-40,306;5560,185;0,000;6747,531;124,701;31,685;-302,015;20,250;-11,024;1613,955;388,948;-7,018;1069,363;208,667;-55,163;236,221;-146,341;671,252;-15,609;194,805;300,442;0,818;1565,417;-257,502;197,645;483,784;204,406;353,446;979,089;881,975;391,205;147,367;100,877;231,606;-172,544;645,495;82,352;656,655;121,033;82,233;11,677;565,817;3,885;-72,214;-1,540;4,082;212,096;33,712;-50,318;1,585;-29,158;86,643;0,000;5,709;193,493;-164,443;-178,854;-24,685;-30,603;507,898;-252,309;293,074;1263,116;198,505;95,887;1267,946;-52,287;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;86,342;0,000;-75,546;-32,002;4,156;12,982;2,497;-25,156;3,250;13,363;57,977;15,818;-16,909;-19,674;-22,469;16,689;-5,397;6,965;-103,113;-80,804;-89,721;-88,282;4,398;2,074;199,343;0,000;66,968;2,712;-128,678;-76,405;26,947;0,393;52,145;116,578;-3,993;330,379;14,007;9,660;-62,657;9,687;79,035;-16,382;-10,848;58,821;42,005;54,207;35,133;2,933;-20,994;44,493;-23,036;34,419;132,014;-29,248;54,077;50,968;13,280;-17,621;33,124;14,573;-60,626;39,331;58,997;8,085;-1,013;1,776;-0,098;-3,854;0,312;23,944;6,700;-0,882;3,240;-1,000;-21,230;0,000;-27,226;23,224;4,352;-3,387;135,477;-2,229;67,667;57,661;33,587;227,935;49,216;22,105;79,595;-23,714;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;-26,871;-154,419;-1,274;20,256;4,628;-28,162;-2,121;20,221;-23,335;-19,769;-21,515;-23,950;2,596;40,254;44,735;-36,557;181,851;-36,970;-10,244;47,687;-36,696;4,451;-21,229;0,000;201,557;114,967;-8,170;106,847;41,174;0,645;-130,826;35,691;5,422;201,396;-51,188;-10,447;-73,090;13,418;97,742;11,090;20,154;-4,020;-22,968;-33,111;-36,057;-9,919;114,894;14,641;69,531;29,121;-132,531;14,903;25,080;13,784;20,343;13,245;-53,559;-15,502;65,636;24,578;-12,846;1,898;196,290;-7,017;-4,987;1,095;-0,125;-85,310;4,006;-6,545;-4,135;-2,040;29,714;0,000;-41,328;1,649;22,218;-24,843;89,521;78,067;238,817;42,681;32,077;335,061;-15,502;20,250;-127,719;12,964;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;82,614;-5,108;-10,803;-16,655;6,553;-2,961;-11,057;-59,598;7,829;45,492;47,260;-38,045;-56,368;40,286;-57,804;-144,022;-61,911;60,957;32,699;-19,381;12,021;478,995;0,000;295,143;68,889;19,497;-18,080;43,320;8,126;303,166;46,058;-11,272;131,163;26,457;227,333;180,589;-21,064;534,619;-28,874;-36,362;-82,031;-19,582;41,087;-32,532;-33,461;30,844;-71,275;-53,760;149,232;289,578;-127,485;44,228;-18,199;52,810;-27,586;-10,989;138,581;-20,577;-19,295;-11,252;-14,119;75,001;-29,748;866,454;-1,267;2,170;92,067;1,146;3,934;-1,812;-1,960;-33,252;0,000;-8,275;72,256;-17,022;12,533;0,897;78,434;366,306;-21,263;-67,304;478,905;123,153;354,050;247,490;-44,250;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;-57,651;-34,550;122,606;-50,079;-12,171;120,851;126,740;44,774;-15,375;-104,564;-6,414;399,292;3542,105;1949,132;5340,803;4218,143;866,322;430,163;-74,954;-149,042;2058,815;0,000;1825,754;464,146;219,949;226,203;137,484;34,619;1057,698;-75,712;16,568;1661,445;-450,175;361,992;920,148;-36,680;535,615;-31,813;-428,949;-73,037;-106,236;271,343;-245,123;-94,057;-173,946;393,425;415,188;54,168;411,885;327,889;236,359;244,069;81,131;57,817;203,904;416,419;-32,842;-118,293;-77,269;-161,066;1122,663;22,704;2059,409;-43,791;11,494;2482,694;74,367;-2,951;-0,108;-1,833;276,962;0,000;-31,053;547,392;98,200;74,064;1611,989;167,585;1787,257;112,586;100,642;4160,511;-27,422;2039,931;916,729;74,901;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;2,853;1,451;-2,126;1,448;1,888;-1,198;2,643;0,115;-0,637;5,438;6,236;-25,207;9,825;-14,680;29,866;45,544;1,983;-2,296;1,455;57,540;0,000;-100,243;15,580;-3,774;-6,434;-27,992;0,627;-23,335;-6,370;-0,706;128,366;17,771;8,040;-72,828;3,062;34,436;-5,174;3,288;-1,513;-9,038;29,480;-3,836;-4,478;4,690;-2,109;4,502;5,360;-0,491;-44,044;1,028;-12,138;-5,395;8,151;14,985;15,455;23,329;-11,266;3,280;-13,802;-18,846;-1,441;94,240;-1,920;-0,377;-14,965;0,188;4,965;1,074;0,061;-43,523;0,000;-0,603;1,739;-5,901;-10,131;19,519;-20,997;-8,465;2,187;33,127;-2,017;3,564;-66,548;-17,522;-3,411;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;4,043;1,728;0,381;4,390;-12,044;-5,632;0,936;-7,616;6,894;2,647;-27,539;-30,915;6,479;16,733;-20,202;47,249;-15,363;-0,718;-29,290;0,000;-122,881;45,211;-19,243;-42,325;5,369;0,692;26,347;9,885;-0,410;69,032;-8,677;40,149;-15,803;6,405;30,228;0,569;19,795;-12,124;-4,811;-25,842;-10,923;-0,763;-8,419;24,156;-0,013;-54,832;-27,811;8,124;12,446;5,097;-0,722;-2,074;-13,207;2,564;4,392;1,097;7,090;3,177;51,226;-0,837;-4,842;-1,591;-0,313;-14,568;1,882;5,110;-1,107;-0,946;-11,341;0,000;7,376;-21,017;2,798;-15,407;30,259;4,705;-37,410;6,420;13,645;-74,683;4,239;-39,719;-4,633;3,218;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;-10,135;0,239;4,479;-24,257;2,376;10,824;1,976;3,467;-3,264;-24,145;12,639;5,659;38,926;-1,119;24,309;9,572;0,923;-58,786;0,000;32,226;-27,943;42,617;41,934;-9,351;-0,576;3,402;-11,608;1,695;-10,939;-3,984;6,137;52,365;2,888;-15,937;-3,984;18,746;4,170;3,657;-4,597;-33,132;2,247;-18,539;39,024;0,390;-7,246;-33,535;40,254;-20,246;-6,857;-5,687;-10,279;-12,902;6,181;-10,747;-7,686;5,750;0,686;65,171;-1,493;-32,165;-1,949;-0,383;-57,504;3,832;-3,095;-1,355;-1,159;16,049;0,000;-20,079;35,391;-1,810;-7,620;-43,024;11,445;-12,537;-14,553;-6,065;138,886;-5,615;-5,904;28,184;1,285;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-0,095;1,225;-15,040;3,709;-5,660;-1,930;1,824;-2,265;-45,495;3,774;-37,095;-32,979;13,737;-29,728;-6,375;-2,148;77,739;0,000;-26,075;22,682;149,125;-51,158;-3,649;-0,826;-6,657;0,601;-1,494;-69,478;-4,834;8,357;-15,470;-3,847;23,587;-0,730;-2,623;-5,202;5,240;3,363;5,998;-0,376;6,649;10,126;-28,829;-15,611;58,987;55,959;-18,244;-14,286;-4,621;7,940;-23,669;1,157;-20,581;19,186;-32,996;-4,046;94,050;-1,722;40,992;1,105;-0,550;-79,077;0,175;1,173;1,928;-0,373;1,470;0,000;-6,254;-10,969;1,353;6,195;18,112;-0,757;-121,910;9,091;-10,919;-49,880;-14,746;108,139;-69,307;3,298;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,936;0,584;1,319;-0,787;0,206;-1,721;-0,413;-5,052;2,807;5,413;-10,629;-0,668;-1,651;3,979;-0,810;11,856;0,000;-23,265;-7,498;4,825;1,961;0,580;-0,030;6,605;-0,156;-0,101;10,334;-0,337;-4,137;-11,240;0,391;-0,714;1,406;-2,075;2,592;5,025;-4,429;-1,666;0,359;-2,313;-4,537;0,964;-5,816;-5,690;-6,221;-3,853;3,903;0,124;0,062;-0,845;-1,767;-3,541;4,144;3,449;0,868;9,631;0,845;8,437;-0,101;-0,020;-4,861;-0,184;-0,571;0,953;-0,060;-1,450;0,000;1,774;-3,396;0,160;-3,732;1,388;-1,498;-2,419;0,184;-5,583;-3,408;-2,834;1,278;0,490;0,592;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,085;-0,000;5,746;-0,400;-5,289;-3,484;-3,379;-26,284;-113,859;4,573;9,805;-7,379;15,769;1,984;137,915;0,000;-2,583;-39,495;24,426;-2,607;-3,733;-0,559;68,988;-24,305;-0,680;20,923;-0,000;13,152;36,588;0,512;80,984;3,637;-18,346;-7,236;-7,903;6,653;7,048;2,616;-2,757;-1,583;-23,204;49,655;-61,747;20,990;6,782;-5,833;-5,920;5,036;12,056;7,604;-9,446;-15,561;0,126;-6,636;76,409;-3,869;-12,034;-0,680;-0,372;9,157;-0,999;6,391;1,088;-1,126;-9,227;0,000;-3,166;8,121;2,995;-6,448;-5,695;-2,531;33,714;-17,985;-11,646;-102,945;7,154;-4,096;82,247;12,701;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,771;-20,394;-27,166;-17,923;-29,122;86,847;84,024;92,813;-95,837;-13,824;-42,185;6,033;32,984;72,307;0,000;-100,044;26,793;261,638;94,670;-27,110;-1,844;26,751;73,374;-7,393;-163,632;334,072;68,144;275,901;-18,746;-27,418;-27,807;3,966;21,489;-65,151;-79,692;48,764;19,839;42,382;-86,062;-38,841;-74,750;-68,985;43,008;-68,936;49,248;582,375;-43,231;10,014;-90,456;-12,437;27,400;-42,314;2,231;30,925;10,588;-87,455;1,723;2,185;60,314;-5,495;9,988;-3,055;0,540;-55,629;0,000;79,001;-115,531;102,672;-111,090;-96,499;2,907;-78,600;-19,941;19,252;195,180;-58,784;-163,433;13,180;25,834;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
