49207.6418016085: [{4=5}]
47858.533141493506: [{2=4}]
44164.27685514293: [{2=16}]
37625.15499464598: [{2=5}]
21446.613972428313: [{4=16}]
18206.877567903008: [{5=16}]
16930.09568323587: [{4=7}]
16906.949026668484: [{5=7}]
16424.0880508021: [{16=38}]
14950.907680843398: [{2=38}]
14016.075938482734: [{5=8}]
13882.914633191025: [{4=8}]
13543.734543634273: [{2=28}]
11881.652801337326: [{2=7}]
11458.407044254935: [{4=31}]
10709.275275710721: [{16=37}]
10649.34311512811: [{2=8}]
10295.495677939542: [{2=23}]
9292.948823340796: [{2=18}]
8874.088249480883: [{2=29}]
8873.056563466247: [{2=37}]
8544.292389915676: [{16=19}]
7848.98709961472: [{2=31}]
7773.9037359862: [{2=20}]
6568.799931791237: [{2=21}]
6244.727052913424: [{4=38}]
6174.829485747707: [{5=38}]
6168.076083117408: [{16=39}]
6150.911012009542: [{4=22}]
6005.1821306753745: [{5=22}]
5716.841805135135: [{30=31}]
5619.3649322229285: [{31=40}]
5575.786128030194: [{4=30}]
5480.67908211668: [{7=16}]
5392.739720289013: [{4=21}]
5369.29533667538: [{4=40}]
5358.803682474483: [{5=21}]
5247.764892599954: [{2=39}]
4935.088328677781: [{16=28}]
4819.810033034815: [{2=17}]
4759.008155044961: [{4=6}]
4672.430261222503: [{5=6}]
4267.606834009647: [{2=30}]
4125.503908472237: [{2=6}]
4122.604329414838: [{2=19}]
3943.432336225977: [{4=18}]
3935.4966278023153: [{15=16}]
3883.3340238366936: [{4=11}]
3829.3253404997386: [{5=11}]
3757.6234476220284: [{16=23}]
3700.0140545466365: [{2=15}]
3641.714859537876: [{4=37}]
3522.9565193005865: [{16=18}]
3467.1470088676438: [{8=16}]
3377.001493509006: [{4=39}]
3369.133554779759: [{2=24}]
3351.779255778779: [{5=31}]
3321.9217969777305: [{7=22}]
3310.559984072292: [{5=39}]
3234.239500877199: [{2=11}]
3210.498459727061: [{5=37}]
3090.8110644627955: [{2=36}]
3070.48244883542: [{4=28}]
3006.564874874731: [{2=40}]
3006.013747339366: [{16=36}]
2709.1095021952083: [{7=21}]
2678.208950456523: [{4=20}]
2625.8285188663185: [{16=20}]
2596.536236035824: [{6=16}]
2563.8973496794315: [{23=28}]
2539.8404773222246: [{16=29}]
2454.5559860401995: [{11=16}]
2397.4765618526735: [{4=29}]
2214.5733447809475: [{18=38}]
2206.6851585556374: [{2=22}]
2124.6465947566926: [{28=38}]
2103.424096237913: [{4=10}]
2096.250443489537: [{5=28}]
2037.846254160694: [{5=10}]
2012.8757797261742: [{2=25}]
1986.4369036562136: [{5=40}]
1961.833998980718: [{5=29}]
1957.2531025638405: [{4=15}]
1916.1330320638997: [{4=34}]
1910.3055721722953: [{4=36}]
1895.5154146878344: [{5=15}]
1891.1240353439653: [{19=29}]
1875.222567637279: [{5=36}]
1858.0052025264824: [{19=37}]
1819.289646001814: [{16=31}]
1810.7616115165301: [{7=38}]
1792.122901528788: [{5=9}]
1725.2099759482624: [{18=31}]
1698.8900991600874: [{4=17}]
1675.0708789838973: [{2=26}]
1664.6929791204047: [{5=18}]
1617.8291113009582: [{2=10}]
1612.1036329295653: [{8=38}]
1559.8803450817566: [{4=9}]
1548.3132528020965: [{4=19}]
1536.443969005655: [{5=20}]
1509.753584879186: [{8=18}]
1452.3217622793436: [{16=24}]
1430.017230252014: [{28=37}]
1409.056149875301: [{8=21}]
1387.7822436260335: [{19=31}]
1380.4189640964942: [{18=30}]
1351.7620931913948: [{2=27}]
1329.313674416209: [{11=36}]
1264.25906800414: [{16=17}]
1247.0893418621201: [{4=26}]
1231.2948446704022: [{7=15}]
1222.1167400473491: [{8=31}]
1218.3681173729249: [{5=34}]
1204.8300892056072: [{23=37}]
1201.6687187201283: [{19=38}]
1193.1780299598706: [{23=38}]
1189.873781836975: [{8=40}]
1179.5254911049988: [{7=28}]
1151.4044232482852: [{5=26}]
1138.9439190179398: [{8=22}]
1111.505654540412: [{4=23}]
1067.0116422791114: [{2=9}]
1064.3500970475882: [{20=37}]
1037.3014361491691: [{6=38}]
1033.5291372890647: [{4=25}]
1020.1445092964011: [{5=25}]
1018.3442426761678: [{20=29}]
1017.6203397592743: [{4=24}]
983.9499990267883: [{16=40}]
966.2852878142415: [{20=31}]
964.3230516644337: [{5=17}]
951.6444497924156: [{5=30}]
946.8464613118351: [{10=29}]
943.3102180638028: [{24=38}]
937.7270249334375: [{28=31}]
924.4172533267409: [{7=39}]
919.378803814605: [{7=20}]
896.6961059033817: [{8=26}]
833.7716890432336: [{28=29}]
830.2829090535618: [{22=25}]
800.3756705621447: [{17=28}]
797.0297323069932: [{23=29}]
774.7845609268767: [{6=39}]
764.4498060433074: [{20=38}]
762.9849454795681: [{19=39}]
721.3355427851589: [{4=33}]
712.0893835559991: [{19=30}]
699.5281237986619: [{4=32}]
693.6468033202108: [{20=40}]
688.9040319496977: [{5=24}]
684.6112164764238: [{2=33}]
676.8552785694584: [{8=25}]
675.4369380635283: [{19=40}]
658.4435697659525: [{7=31}]
656.2646415297895: [{18=37}]
654.2510795563255: [{16=30}]
643.3712873482941: [{7=37}]
639.2645280013621: [{7=34}]
627.6541571263397: [{2=32}]
615.1467107594327: [{17=38}]
614.1948142832234: [{17=31}]
609.7686497773145: [{10=16}]
582.5776369531059: [{8=17}]
570.868200676637: [{9=16}]
556.1941914034578: [{4=27}]
545.6744136609746: [{15=17}]
544.7017734235507: [{23=24}]
537.8536865148772: [{17=30}]
524.3251576338406: [{23=31}]
513.2747124342734: [{28=40}]
510.72232561950074: [{6=37}]
509.1852888685332: [{8=20}]
502.1664948895846: [{8=15}]
496.96077780127575: [{11=38}]
493.52307457469686: [{16=32}]
491.56061302040416: [{5=27}]
491.21777878810207: [{20=28}]
470.0786422278681: [{8=37}]
461.03093365733656: [{23=39}]
459.1872017263236: [{5=23}]
456.4207201262389: [{2=34}]
453.34060667206626: [{6=21}]
450.0641835649441: [{27=29}]
446.85719868704746: [{6=22}]
445.64679588747487: [{24=31}]
445.4947614993835: [{8=28}]
435.01451245470065: [{28=30}]
424.5895018962496: [{18=29}]
