49350.0706115655: [{4=5}]
47523.88149106912: [{2=4}]
44247.37675412185: [{2=16}]
37356.931980831134: [{2=5}]
21274.72891638667: [{4=16}]
18167.418566733515: [{5=16}]
16938.447444223024: [{4=7}]
16788.23967180044: [{5=7}]
16415.381654669978: [{16=38}]
14975.146031453665: [{2=38}]
14059.978347725211: [{5=8}]
13855.946310489888: [{4=8}]
13432.719501773701: [{2=28}]
11688.816936564093: [{2=7}]
11495.319251895395: [{4=31}]
10859.678965627476: [{16=37}]
10560.9377229454: [{2=8}]
9549.840738748417: [{2=23}]
8875.900109828013: [{16=19}]
8801.807377960904: [{2=37}]
8774.996741074345: [{2=18}]
8588.736831401411: [{2=29}]
7425.24556889285: [{2=31}]
7156.582996882073: [{2=20}]
6594.1186833640095: [{2=21}]
6142.424559803833: [{4=38}]
6052.744893874214: [{5=38}]
5927.165045061024: [{16=39}]
5887.82801348069: [{5=22}]
5850.327188810146: [{4=22}]
5761.189532668251: [{30=31}]
5616.1581306173475: [{31=40}]
5588.107899480667: [{4=30}]
5463.160725726642: [{7=16}]
5338.858572363482: [{4=40}]
5335.543469724264: [{5=21}]
5212.827237176903: [{4=21}]
4794.829645683704: [{16=28}]
4770.304198738692: [{2=39}]
4676.059340884742: [{4=6}]
4583.334765643439: [{5=6}]
4374.2636106247855: [{2=6}]
4281.561871108611: [{2=17}]
4254.440597815442: [{2=30}]
4198.65623122512: [{2=19}]
3939.999023990366: [{4=37}]
3558.747645557043: [{16=18}]
3499.9647261661075: [{15=16}]
3499.5487384108164: [{4=18}]
3473.735284512004: [{8=16}]
3350.2176914747233: [{5=37}]
3342.7235977157447: [{4=11}]
3340.4025297412722: [{5=11}]
3283.534542735779: [{16=23}]
3263.677444258347: [{5=31}]
3101.462800246821: [{2=24}]
3087.963342786055: [{4=39}]
3067.761594224383: [{7=22}]
3063.6155801203035: [{5=39}]
3033.6633672484204: [{2=15}]
2994.800866066308: [{4=28}]
2805.7987362188064: [{16=36}]
2758.371304428702: [{6=16}]
2701.4068518161507: [{7=21}]
2653.780250120304: [{2=40}]
2600.2114269678586: [{2=36}]
2453.611313483554: [{16=20}]
2436.2772336399466: [{11=16}]
2428.412056036563: [{2=11}]
2396.3175089573797: [{23=28}]
2321.110540662538: [{18=38}]
2253.09763125798: [{16=29}]
2215.956545735033: [{4=20}]
2057.1919388300435: [{4=34}]
2006.387612403785: [{28=38}]
1929.32130009486: [{2=22}]
1894.860669268321: [{5=40}]
1876.9800625182336: [{5=36}]
1858.9299063013134: [{4=29}]
1858.2883017099393: [{19=37}]
1840.7604351716725: [{5=18}]
1825.0454322695132: [{5=28}]
1818.9036444724024: [{4=36}]
1803.766374901273: [{19=29}]
1732.2950165991479: [{16=31}]
1702.2983063113682: [{7=38}]
1690.9151659012807: [{2=26}]
1663.024496599039: [{4=19}]
1657.2589127040665: [{5=10}]
1649.6453364451806: [{5=29}]
1607.1891384174533: [{5=9}]
1596.7437761805766: [{4=9}]
1583.7547951595989: [{4=10}]
1554.3548593281134: [{8=38}]
1548.4473099563177: [{18=31}]
1535.366270139909: [{5=15}]
1512.5213413811214: [{4=15}]
1507.761857864298: [{2=25}]
1493.9440088858737: [{8=18}]
1438.332629656346: [{8=21}]
1387.6527656990886: [{28=37}]
1358.7805775336346: [{4=26}]
1324.382215105045: [{16=24}]
1315.6248811009048: [{5=20}]
1297.417323950568: [{23=38}]
1291.4982524414131: [{11=36}]
1287.5491730859494: [{2=10}]
1283.8290567008187: [{5=34}]
1255.794165458173: [{5=26}]
1249.8598145278215: [{19=38}]
1246.848297775984: [{8=31}]
1224.834804934163: [{2=9}]
1219.7041668964616: [{18=30}]
1218.039535847454: [{4=17}]
1216.2094443713256: [{19=31}]
1186.353030150492: [{23=37}]
1140.494904221817: [{6=38}]
1092.4426276766399: [{8=22}]
1077.3526608420973: [{5=30}]
1072.2920224840846: [{8=40}]
1004.0977485831382: [{20=29}]
1002.9683202918708: [{20=37}]
1001.6562060664041: [{7=28}]
983.2344288343066: [{24=38}]
981.12324921278: [{4=24}]
976.3176085461744: [{10=29}]
939.3527523791886: [{7=15}]
933.9123905984218: [{7=39}]
897.7662176378118: [{28=29}]
896.0734294493337: [{2=27}]
894.7033925980659: [{16=40}]
881.9895687722995: [{16=17}]
860.4776883192918: [{20=31}]
853.9162286741996: [{7=20}]
852.1773239647503: [{8=26}]
850.564823402025: [{6=39}]
833.0077118817508: [{19=39}]
820.0561787750726: [{28=31}]
760.9508689656373: [{4=33}]
712.1029979431577: [{16=30}]
685.6427122145035: [{23=29}]
680.1905441677762: [{20=40}]
673.9267328609011: [{7=31}]
673.6139016882139: [{5=25}]
668.1047942728134: [{4=25}]
665.9369876511903: [{7=37}]
649.9465170591383: [{17=28}]
644.6857985229702: [{9=16}]
644.3219817200046: [{7=30}]
642.5411833998361: [{19=30}]
636.0763628798593: [{28=30}]
625.1360021064401: [{7=34}]
617.9788007728702: [{22=25}]
617.1325399787906: [{6=37}]
598.2197701671832: [{17=31}]
596.0108537182324: [{18=37}]
592.4124873567634: [{11=38}]
569.3196301717319: [{5=24}]
550.8138100651412: [{4=32}]
547.6885340850652: [{8=25}]
545.035229617625: [{8=20}]
544.8932695795153: [{17=30}]
540.089424704569: [{20=38}]
536.9662540493927: [{19=40}]
526.3749876642839: [{23=24}]
518.7025133790992: [{6=21}]
516.280023808791: [{16=35}]
498.0867279161319: [{5=17}]
496.72303010225255: [{10=16}]
479.0621681905996: [{9=38}]
467.02291872323326: [{27=29}]
461.0808532186316: [{17=38}]
460.2641370236982: [{15=17}]
445.58643662489: [{20=39}]
429.86528779524804: [{4=23}]
428.23995089081916: [{10=39}]
427.87816523383754: [{8=17}]
426.7886199677422: [{8=15}]
410.09224413102123: [{8=34}]
408.92709301100706: [{24=31}]
402.8298692316119: [{18=29}]
386.56887546391: [{8=37}]
366.81925770197216: [{18=36}]
359.6820406808109: [{8=35}]
353.3281737430901: [{23=31}]
352.08177827715446: [{8=28}]
346.4388139722053: [{16=26}]
343.39200130077916: [{24=30}]
343.00104303986575: [{7=24}]
336.1725217803548: [{6=22}]
331.61045388303603: [{6=28}]
302.1638660201462: [{8=24}]
287.4392285798332: [{8=36}]
273.57292176945896: [{10=31}]
269.83901411352656: [{9=21}]
269.274943327389: [{15=18}]
264.08701099192825: [{23=39}]
260.48655802850476: [{6=29}]
258.3319238019151: [{18=24}]
244.1137468184009: [{29=31}]
241.6852403792164: [{16=21}]
241.41666917114588: [{21=23}]
239.17940442513753: [{7=25}]
239.04957511035417: [{22=23}]
235.9709377915073: [{10=37}]
226.59059366578649: [{24=37}]
219.21200031457332: [{10=19}]
218.37219521946457: [{22=30}]
200.31309744500385: [{10=40}]
194.53477625957657: [{9=20}]
190.43806775116659: [{38=40}]
188.85474235756035: [{23=40}]
178.83789963306918: [{9=37}]
177.69376743761265: [{22=24}]
175.37073064781436: [{28=40}]
175.2221866046126: [{15=23}]
173.62661080613395: [{28=39}]
169.91698031266822: [{6=30}]
166.07411486850552: [{37=38}]
162.08535247543693: [{6=18}]
161.93699230146584: [{7=33}]
160.20503680122783: [{18=34}]
159.72389664682896: [{2=34}]
157.4380910613692: [{2=33}]
157.3328308348964: [{20=22}]
156.98525358802175: [{18=27}]
155.60319462869217: [{21=36}]
150.83386794708792: [{14=19}]
150.54591186680844: [{19=33}]
149.48297890650414: [{24=40}]
148.73389633691517: [{5=33}]
142.54875150238854: [{17=24}]
142.36492199131834: [{11=31}]
141.69149012304842: [{27=36}]
139.04707559981554: [{19=34}]
138.48286294441795: [{17=29}]
138.14843943076804: [{15=28}]
137.62619420210189: [{7=36}]
132.9593994890583: [{9=22}]
132.686959856631: [{5=35}]
132.32858658076296: [{6=31}]
131.40249924970252: [{25=39}]
130.01531510456383: [{19=20}]
129.39116145339887: [{4=35}]
128.1843345079684: [{32=40}]
127.1088652524401: [{19=21}]
124.3509669760757: [{7=26}]
119.97430723287486: [{9=31}]
115.82247798215327: [{23=36}]
114.26570970469291: [{11=39}]
114.03744283067108: [{29=37}]
110.9415348774706: [{16=32}]
107.77062680362806: [{7=27}]
107.14321169169878: [{6=25}]
104.52000400752927: [{11=30}]
103.71199052213262: [{30=39}]
103.4271775026314: [{23=30}]
100.02305298052522: [{11=37}]
98.93889968297914: [{18=21}]
97.59567936613318: [{6=19}]
97.0990695840934: [{6=9}]
96.67497995356126: [{8=14}]
95.60757410992292: [{10=24}]
95.02506796608456: [{24=36}]
94.71958706466772: [{12=19}]
94.18779655447679: [{12=38}]
93.8683030395844: [{11=40}]
93.6136163902392: [{29=40}]
93.21155743742403: [{23=35}]
93.07036653338723: [{12=31}]
91.24729270945352: [{8=33}]
90.17923928542592: [{27=34}]
89.42210170347472: [{9=39}]
89.31558055776465: [{14=22}]
86.87082005981271: [{18=26}]
85.68571345729967: [{9=23}]
84.94926253512412: [{14=23}]
84.75578011950006: [{2=35}]
84.143405394106: [{21=25}]
83.9123275132071: [{15=20}]
83.46276928075225: [{11=34}]
83.24747209401083: [{11=18}]
81.94796459577546: [{12=40}]
81.74452118889818: [{9=30}]
81.59092903447412: [{31=32}]
81.15470502748484: [{22=33}]
80.22132741053271: [{11=27}]
79.77432816626585: [{9=36}]
79.02312147635928: [{7=17}]
78.8540524523238: [{15=24}]
77.71487998879113: [{20=30}]
77.34939721172226: [{10=30}]
77.0355843175507: [{26=33}]
76.05723633917823: [{18=33}]
73.72622693757951: [{24=26}]
73.61355386279251: [{11=21}]
72.7986775281363: [{11=22}]
71.56005582975637: [{7=40}]
71.29140083398644: [{2=14}]
70.4087039196181: [{6=15}]
70.31179170890641: [{11=15}]
70.08671562800268: [{6=24}]
69.55000540782503: [{6=36}]
66.00115098249894: [{9=17}]
65.85190174541623: [{7=23}]
65.49011447092528: [{5=27}]
65.09727622431276: [{25=33}]
64.93472065469885: [{13=25}]
63.83658734562721: [{16=34}]
63.721479419041124: [{20=33}]
63.21375546329042: [{13=33}]
62.06738115003143: [{30=32}]
61.89600731039654: [{21=24}]
60.33384378530063: [{27=31}]
57.38632016405809: [{4=27}]
57.04087614899167: [{10=22}]
55.772811270972696: [{9=11}]
54.83483492391993: [{18=39}]
54.69897598148568: [{35=37}]
54.64090528626414: [{13=34}]
53.995014997561626: [{6=33}]
53.4367133048876: [{21=32}]
53.17997227239441: [{24=34}]
52.833022326072395: [{20=36}]
52.48340884058105: [{12=36}]
52.29892722317421: [{20=24}]
51.11100220852527: [{12=30}]
50.40769703147968: [{17=27}]
50.261097323808876: [{12=17}]
49.563777861751916: [{35=39}]
49.254204675352746: [{23=33}]
49.22546721773135: [{32=34}]
48.96920217096646: [{26=37}]
48.94696105819033: [{10=33}]
48.74021026012579: [{34=39}]
47.41841210680545: [{11=29}]
47.109709742562536: [{12=14}]
46.69963976479704: [{27=37}]
45.68184027979461: [{6=40}]
45.03020387808337: [{14=29}]
44.46940105374533: [{15=36}]
44.26257019911601: [{8=9}]
41.955350086154155: [{26=30}]
41.000173628360535: [{33=34}]
40.90210804829745: [{25=36}]
39.34081548152136: [{29=30}]
38.87630482569001: [{12=26}]
37.79780104060666: [{27=32}]
36.111650698903155: [{32=37}]
35.59687577076532: [{26=31}]
34.666995970522635: [{13=20}]
34.59071755222123: [{12=32}]
34.54176332955159: [{10=21}]
33.87917755578835: [{15=32}]
33.335164337217535: [{6=26}]
33.2301400695243: [{27=38}]
32.93274677485813: [{26=36}]
32.91261540457049: [{17=33}]
31.491660335403857: [{33=35}]
30.324695644982974: [{25=32}]
29.26887208591647: [{20=34}]
28.863972174060258: [{15=33}]
28.22362345158534: [{10=14}]
27.010646284671225: [{12=37}]
26.396965770706665: [{34=36}]
25.9141187516828: [{12=27}]
25.31160765276517: [{9=34}]
24.726106033687373: [{31=34}]
24.421936070449746: [{9=32}]
23.94301703325697: [{13=24}]
23.61458549666395: [{14=15}]
22.497088704781483: [{13=27}]
21.99326617928653: [{26=35}]
21.445203933355742: [{31=37}]
20.84981367649788: [{9=18}]
20.295194357478422: [{25=35}]
16.700586233499394: [{6=34}]
16.355334201198154: [{20=28}]
15.869789576938402: [{12=22}]
15.402816998093662: [{6=13}]
15.214053835210962: [{19=27}]
14.275919419777999: [{10=35}]
13.863850662712906: [{34=37}]
13.398429863335373: [{12=16}]
13.369653288560563: [{14=35}]
12.93921628474834: [{9=35}]
12.276717871562333: [{17=32}]
11.716926465025935: [{13=29}]
11.509832512585795: [{11=26}]
11.439690621409333: [{12=15}]
11.260307798636752: [{13=35}]
11.188988092682855: [{39=40}]
9.628158255061145: [{30=37}]
9.214497485103848: [{13=40}]
9.037333675654416: [{14=30}]
7.98084660962008: [{19=24}]
6.688669256586799: [{23=34}]
4.944420959538476: [{9=28}]
4.701826075457049: [{34=35}]
4.52586102646454: [{11=35}]
4.458916934652194: [{27=33}]
4.428623289158615: [{36=37}]
3.779668531806486: [{32=39}]
2.3865960328846327: [{29=39}]
1.363966743549426: [{17=20}]
1.2944424844468614: [{14=32}]
0.642861741828419: [{27=40}]
0.0: [{1=2}, {1=3}, {1=4}, {1=5}, {1=6}, {1=7}, {1=8}, {1=9}, {1=10}, {1=11}, {1=12}, {1=13}, {1=14}, {1=15}, {1=16}, {1=17}, {1=18}, {1=19}, {1=20}, {1=21}, {1=22}, {1=23}, {1=24}, {1=25}, {1=26}, {1=27}, {1=28}, {1=29}, {1=30}, {1=31}, {1=32}, {1=33}, {1=34}, {1=35}, {1=36}, {1=37}, {1=38}, {1=39}, {1=40}, {1=41}, {1=42}, {1=43}, {1=44}, {2=3}, {2=41}, {2=42}, {2=43}, {2=44}, {3=4}, {3=5}, {3=6}, {3=7}, {3=8}, {3=9}, {3=10}, {3=11}, {3=12}, {3=13}, {3=14}, {3=15}, {3=16}, {3=17}, {3=18}, {3=19}, {3=20}, {3=21}, {3=22}, {3=23}, {3=24}, {3=25}, {3=26}, {3=27}, {3=28}, {3=29}, {3=30}, {3=31}, {3=32}, {3=33}, {3=34}, {3=35}, {3=36}, {3=37}, {3=38}, {3=39}, {3=40}, {3=41}, {3=42}, {3=43}, {3=44}, {4=41}, {4=42}, {4=43}, {4=44}, {5=41}, {5=42}, {5=43}, {5=44}, {6=41}, {6=42}, {6=43}, {6=44}, {7=41}, {7=42}, {7=43}, {7=44}, {8=41}, {8=42}, {8=43}, {8=44}, {9=41}, {9=42}, {9=43}, {9=44}, {10=41}, {10=42}, {10=43}, {10=44}, {11=41}, {11=42}, {11=43}, {11=44}, {12=41}, {12=42}, {12=43}, {12=44}, {13=41}, {13=42}, {13=43}, {13=44}, {14=41}, {14=42}, {14=43}, {14=44}, {15=41}, {15=42}, {15=43}, {15=44}, {16=41}, {16=42}, {16=43}, {16=44}, {17=41}, {17=42}, {17=43}, {17=44}, {18=41}, {18=42}, {18=43}, {18=44}, {19=41}, {19=42}, {19=43}, {19=44}, {20=41}, {20=42}, {20=43}, {20=44}, {21=41}, {21=42}, {21=43}, {21=44}, {22=41}, {22=42}, {22=43}, {22=44}, {23=41}, {23=42}, {23=43}, {23=44}, {24=41}, {24=42}, {24=43}, {24=44}, {25=41}, {25=42}, {25=43}, {25=44}, {26=41}, {26=42}, {26=43}, {26=44}, {27=41}, {27=42}, {27=43}, {27=44}, {28=41}, {28=42}, {28=43}, {28=44}, {29=41}, {29=42}, {29=43}, {29=44}, {30=41}, {30=42}, {30=43}, {30=44}, {31=41}, {31=42}, {31=43}, {31=44}, {32=41}, {32=42}, {32=43}, {32=44}, {33=41}, {33=42}, {33=43}, {33=44}, {34=41}, {34=42}, {34=43}, {34=44}, {35=41}, {35=42}, {35=43}, {35=44}, {36=41}, {36=42}, {36=43}, {36=44}, {37=41}, {37=42}, {37=43}, {37=44}, {38=41}, {38=42}, {38=43}, {38=44}, {39=41}, {39=42}, {39=43}, {39=44}, {40=41}, {40=42}, {40=43}, {40=44}, {41=42}, {41=43}, {41=44}, {42=43}, {42=44}, {43=44}]
-0.22467077013191528: [{14=26}]
-0.5654951230249026: [{10=26}]
-0.8560787862689523: [{10=12}]
-0.8603749608502653: [{30=36}]
-0.8827543749357005: [{19=32}]
-0.88911589819228: [{6=23}]
-1.2821020907074399: [{15=34}]
-1.4832233204371121: [{18=22}]
-1.5315401051647086: [{12=13}]
-3.377674254616174: [{32=35}]
-3.630326977876784: [{19=35}]
-3.9206207354772786: [{14=37}]
-4.121185149216281: [{9=27}]
-4.379610791756171: [{18=40}]
-4.7560936293242335: [{27=30}]
-5.437115100313143: [{9=12}]
-5.45052117829789: [{37=40}]
-5.482315652593897: [{10=34}]
-5.910341436534878: [{10=13}]
