;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 11;;;;;;;;;;;;12,063;4999,708;1509,591;13794,885;1313,555;1835,251;197,054;-41,694;540,630;573,898;246,199;95,289;545,093;592,464;4453,779;1310,511;301,034;93,078;174,271;228,705;89,102;593,512;355,007;586,610;701,058;1423,899;1227,495;890,766;1804,091;1478,899;747,569;-297,316;-197,276;350,449;80,162;2616,025;199,155;591,112;1280,686;222,351;600,225;14,364;41,471;1577,960;6134,240;381,831;3101,265;-250,469;1310,024;1041,020;-12,839;101,440;450,117;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;3,796;-8,334;-26,740;-12,074;5,116;5,153;-0,079;17,700;2,874;10,575;5,790;-0,563;-0,989;-9,435;-3,187;0,004;4,992;-1,262;-4,023;-6,409;-26,723;-20,874;-13,856;-3,417;-0,246;5,615;3,168;-11,809;-5,201;-7,202;-5,214;-3,664;4,751;3,372;-1,090;-0,330;-1,168;3,470;-0,491;-2,234;5,776;-1,525;-14,256;-0,030;-5,796;1,060;-3,438;-7,938;-1,876;-2,303;1,094;4,181;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;6070,115;14872,633;4420,257;-88,881;531,803;2,211;3010,333;1807,214;729,558;1586,420;1473,230;3066,163;1462,178;256,541;-89,456;426,258;195,884;81,356;236,293;1751,138;-4,301;1172,773;551,558;3811,820;-244,899;-130,732;-220,604;3390,853;4,969;-106,484;-125,282;1836,849;1782,422;341,476;-248,143;159,601;242,047;235,021;-103,943;153,696;159,493;996,392;1009,607;997,265;370,836;254,077;1343,098;707,739;-266,295;333,172;28,198;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;2975,506;1055,652;612,547;315,011;21,395;3967,989;2152,767;1357,529;1637,468;230,089;411,517;528,613;223,909;138,309;978,956;-0,402;109,733;763,146;1874,280;3778,951;766,124;40,263;843,847;95,805;57,244;-121,394;396,873;690,165;-24,405;863,347;4488,405;425,300;435,340;30,899;31,182;-17,553;144,791;110,165;698,320;61,187;1365,048;292,969;540,911;2488,995;99,391;330,377;405,289;-253,221;-146,210;192,281;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;7049,377;1048,152;521,978;82,764;890,199;2058,235;272,156;288,614;2345,604;4986,387;2628,631;955,080;192,501;1587,761;378,324;1266,370;11,985;7316,041;882,280;3557,368;5412,750;14973,050;6819,761;4674,370;16445,008;8358,220;1404,854;132,185;-371,908;1737,340;1272,183;1574,548;-173,880;504,504;672,367;138,910;-256,003;1,696;-178,730;5988,894;2331,651;1771,334;4340,137;405,386;5888,139;5315,684;448,500;126,939;-181,206;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;562,739;4036,786;-13,802;-233,380;1452,390;161,468;609,278;1040,472;1952,393;203,247;236,238;-64,501;255,866;-23,412;636,311;85,158;1121,301;359,203;907,385;621,508;2052,633;3608,876;1079,878;12295,708;-114,825;751,332;-38,980;-231,018;313,997;3485,136;7,839;-40,718;205,644;-8,573;46,408;116,555;1970,024;729,977;650,071;-83,618;585,335;2037,045;359,079;345,759;1311,120;172,439;152,380;189,105;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1030,915;8,950;139,575;-38,851;165,516;31,254;103,990;118,856;60,901;150,421;-6,367;179,117;-69,481;89,428;105,152;1182,521;424,871;-18,822;967,778;780,855;298,546;-110,545;621,983;-42,029;3638,370;-206,975;134,684;174,649;131,126;25,160;149,261;2,175;66,733;88,516;128,178;5,799;85,416;2231,387;1412,352;145,225;617,374;-73,671;-19,410;54,435;62,150;-94,345;167,496;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;10,674;52,453;307,494;97,280;70,487;51,922;57,217;11,114;61,678;-22,060;96,303;5,926;-13,638;33,781;-181,093;186,360;25,930;421,478;255,523;412,446;24,219;820,811;115,186;852,698;-90,159;-27,845;74,412;66,612;210,036;-11,298;-31,770;35,932;7,647;19,649;301,768;890,512;-21,309;-131,719;20,578;115,717;72,564;-90,495;28,241;-28,445;-15,403;37,799;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;13,559;1,106;1,285;-4,761;-10,505;-9,097;29,073;14,437;-1,055;14,450;0,027;1,166;-6,638;32,693;3,737;-2,246;18,258;44,922;2,962;19,792;5,211;-14,074;22,128;3,551;-7,934;12,830;-11,299;-6,298;-0,021;-1,344;-7,785;2,807;-3,035;0,630;-2,228;33,728;-6,666;3,510;5,041;2,731;32,738;-9,054;-2,943;-2,354;-4,695;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5185,368;2656,164;1767,884;-45,232;97,827;-132,250;24,131;67,563;128,949;19,002;-91,545;141,217;444,068;305,925;16,454;55,142;394,378;1140,045;844,696;1493,678;64,485;175,033;72,760;31,153;402,126;73,915;32,526;18,265;-85,088;-5,649;7,574;-13,981;1334,905;-87,058;216,593;301,602;-43,525;23,625;180,729;300,744;185,693;-182,650;9,729;81,532;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1471,989;2918,613;186,920;214,165;4,831;107,506;-91,933;101,233;15,145;-148,062;308,319;309,983;140,748;91,267;89,885;591,828;1409,414;893,470;5119,452;246,238;66,354;133,400;35,208;181,916;43,716;97,316;114,193;-117,052;63,487;54,726;1071,426;1445,500;24,940;283,169;146,665;38,891;488,695;196,200;313,382;444,640;-199,102;75,169;93,977;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-11,815;-22,238;29,238;-69,787;5,203;56,332;-39,272;51,405;-4,401;-47,327;40,083;162,602;43,507;133,159;265,140;86,123;8,593;71,363;76,219;1,953;10,469;23,721;56,625;-234,466;-19,799;-69,958;10,887;0,587;-24,769;12,669;1688,465;-23,726;-51,113;201,059;57,899;-63,161;55,114;-55,577;-52,157;-92,882;-31,748;61,280;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-214,046;-126,165;39,769;64,063;7,406;91,154;-38,598;-81,094;90,717;78,059;81,560;12,572;168,505;306,330;-123,620;-145,795;635,286;-186,571;-10,498;-37,075;-109,105;27,188;107,036;-33,452;84,717;-80,406;-99,776;57,250;159,100;95,614;-18,297;99,621;248,140;38,132;-88,510;3,244;22,400;100,657;-105,919;42,047;-1,169;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3852,864;142,299;94,953;5,186;44,217;13,194;66,231;-74,758;168,309;43,929;143,321;22,404;149,859;1539,233;127,985;1409,549;2475,012;132,467;42,767;-43,294;221,310;-3,315;-25,631;-36,991;-41,263;39,247;14,693;84,262;-76,535;-21,025;154,947;111,397;-11,007;43,465;14,516;-102,052;-67,752;-17,308;29,383;-18,974;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;181,672;219,916;-86,390;46,354;59,226;0,669;-7,052;331,971;111,547;260,329;113,607;256,172;2865,504;208,344;2521,295;5221,685;138,877;144,802;-61,619;316,300;175,175;156,368;-109,521;-85,270;105,500;114,188;-39,336;-89,717;-19,880;132,426;50,595;-53,770;345,036;-32,373;87,711;-171,256;-119,057;87,608;-110,870;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1527,158;15,816;707,599;75,227;55,489;76,971;83,492;-116,822;106,172;104,580;279,059;254,079;153,147;439,242;67,699;15,279;-27,354;10,185;140,140;68,529;161,812;6,979;-39,355;-133,929;150,354;161,138;-149,425;-81,810;67,442;654,431;49,768;-153,469;-89,447;72,144;107,255;-56,308;-15,757;26,060;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7,755;254,420;24,333;-9,619;64,268;110,684;18,743;11,107;-43,575;136,053;27,764;22,504;114,561;218,152;16,035;-46,761;63,918;19,329;50,343;32,161;30,886;-62,760;-80,344;69,884;27,471;30,008;-45,823;43,048;568,498;-57,328;-118,766;-12,367;86,426;126,350;-25,304;18,931;-12,085;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516,356;-28,708;5,669;-81,149;-75,681;53,790;170,253;-17,293;74,185;-97,966;-14,243;-30,407;14,732;43,935;48,697;-26,435;55,345;-55,115;271,082;-10,427;21,890;-10,042;-3,139;-57,954;9,467;25,214;58,033;76,475;77,657;220,060;18,251;-57,219;40,034;34,568;5,528;3,514;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22,287;38,401;125,972;-151,259;45,521;8,240;102,379;251,367;51,842;21,149;274,159;120,377;147,460;29,507;-19,409;272,581;182,479;264,136;235,675;26,200;12,684;-54,659;-17,138;44,303;48,684;53,193;566,773;-11,140;325,554;7,216;226,706;311,500;65,890;41,190;87,989;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;396,094;39,738;136,268;18,684;-42,710;83,168;11,983;-73,891;4,148;-14,868;42,161;-108,741;-45,477;-7,513;-67,201;-84,055;-45,468;-16,703;16,549;89,061;23,780;63,286;-15,891;13,250;57,127;-24,852;9,734;-106,779;-22,301;5,230;-136,330;20,091;-1,070;-20,772;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,289;-42,391;102,237;-43,619;146,916;111,668;-43,539;-42,402;775,770;50,318;-88,439;-87,507;41,290;45,819;56,042;-55,024;-49,720;-13,773;52,726;30,970;-38,539;-9,202;-13,227;97,651;-9,876;-35,349;209,821;-42,271;98,390;-104,168;49,821;44,377;-40,654;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,210;1793,284;9,356;-72,611;1164,288;26,905;-36,599;-17,613;50,350;105,097;-40,372;885,879;-137,939;-46,298;64,610;77,487;-32,927;-53,680;31,460;4,258;-23,371;3,836;44,249;112,770;21,666;-10,290;21,979;39,184;-86,980;-68,999;2,410;-71,604;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2259,157;883,154;1223,321;2224,672;2286,232;1057,720;2326,533;1469,223;2967,785;1811,325;-136,436;723,897;-4,782;43,168;12,163;-152,881;-39,326;5,617;21,139;255,710;-88,968;8242,649;-120,545;201,192;604,550;0,600;69,093;365,502;137,986;-108,456;-91,981;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200,854;-90,840;637,011;188,138;74,692;-2,308;330,148;1214,377;590,199;765,510;957,636;-77,837;25,349;157,592;18,404;12,612;110,242;113,745;173,925;-132,726;1236,504;-157,202;133,800;811,735;137,075;141,649;96,773;-118,906;-103,148;-73,154;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88,024;230,333;-58,822;-87,899;1822,010;146,761;618,458;634,053;-0,805;98,028;235,439;390,853;-37,595;-8,382;46,129;7,409;-42,468;42,678;-9,608;98,780;-89,769;2269,609;959,706;2,325;-10,504;2,473;-73,136;-120,566;-31,478;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5634,336;543,847;560,988;1600,711;103,688;942,519;-84,240;81,771;-93,463;-76,022;174,802;11,274;3,737;190,951;-32,989;29,367;207,325;132,875;523,202;126,608;179,576;1198,407;-106,104;105,786;326,959;51,953;7,405;-25,021;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1995,244;1826,436;5035,366;503,342;1131,612;180,428;-11,446;883,367;989,543;372,278;29,120;-65,443;182,623;-48,298;-37,426;312,436;135,689;1080,067;209,704;86,208;2383,762;-10,246;657,109;879,136;78,286;-5,092;-80,486;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9576,069;11885,718;2812,465;487,531;188,113;-162,838;174,961;679,054;386,455;-199,638;140,243;44,494;59,309;-38,111;606,811;86,862;2206,441;350,909;-218,994;1650,322;154,987;723,664;669,562;-78,985;126,551;2,353;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7888,660;470,098;159,317;203,600;-107,367;245,168;747,072;170,666;10,559;97,511;58,994;-35,181;-134,750;422,979;106,628;795,867;323,024;-162,558;377,192;96,034;345,241;455,170;-34,825;-5,446;52,060;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-273,411;826,217;217,057;-226,969;227,505;1413,771;4,438;-17,425;238,270;103,927;-52,601;143,088;613,440;136,314;2296,450;281,638;354,131;8380,251;418,504;1085,822;2457,297;33,454;26,864;94,645;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,303;52,487;-151,146;321,125;-53,995;367,767;-116,624;-54,457;129,532;116,576;-65,761;21,428;-12,461;1321,183;217,087;-14,731;-5,991;54,119;398,573;308,867;-137,714;-21,848;-154,168;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1812,528;-3,559;114,768;-25,981;-51,697;48,898;24,871;-17,704;76,679;-21,719;54,555;121,755;83,632;571,239;46,876;257,956;-152,511;-14,150;-47,725;103,331;-91,832;-84,762;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-47,616;14,409;9,067;-125,600;-16,221;-17,594;55,497;51,288;-27,655;51,529;-2,228;-119,378;-219,305;-38,541;-123,663;-77,220;-15,444;-4,754;65,871;-61,539;-14,855;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-66,755;-91,241;22,547;-20,048;-63,266;0,321;15,098;-51,073;114,404;12,092;-192,297;-53,905;12,259;-102,950;-2,055;-98,379;-103,690;-77,338;-16,490;8,522;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-65,542;150,397;-45,953;44,061;43,945;76,284;45,471;75,139;-20,742;848,201;19,236;192,195;582,734;38,761;332,417;180,039;11,424;6,729;-123,139;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,255;-2,599;-33,079;-98,048;2,170;-18,990;87,100;133,667;181,507;45,320;189,871;662,484;72,375;232,856;88,317;-26,035;31,151;25,598;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,240;2,825;-86,469;-58,280;-68,769;32,757;195,034;-27,243;88,816;297,773;347,767;29,225;12,639;342,847;61,746;25,807;-25,374;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,839;-22,219;-21,799;-39,057;-48,764;-10,172;45,725;32,272;21,254;115,529;2,745;-42,646;53,328;6,478;-38,504;13,084;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,949;9,244;43,650;-63,441;29,063;-132,030;-65,039;-17,916;-35,890;41,785;81,733;60,035;0,804;2,574;40,855;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-40,237;187,774;23,208;4,467;-29,276;-49,998;37,385;26,947;-28,496;-27,677;-99,504;-6,642;-56,152;85,528;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130,404;-25,253;-36,341;15,861;39,477;-34,467;127,359;-17,326;-157,396;-91,453;-33,176;-2,278;-28,083;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-42,022;17,455;72,427;-9,453;-65,451;52,468;-36,162;-248,657;9,940;-42,000;-33,559;-8,831;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-71,758;164,386;-56,995;18,825;33,856;58,601;-45,408;147,186;-42,751;-9,871;35,757;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-159,819;-84,614;-3,850;-3,015;-37,382;-134,662;36,116;-62,505;17,243;74,435;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900,923;108,932;719,714;-6,855;147,244;220,657;-35,996;-48,309;185,482;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-34,442;1468,334;29,473;395,860;172,846;-60,296;-43,523;-88,493;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-63,239;44,466;-35,248;-93,615;-81,163;-26,040;-21,767;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,428;-45,918;120,107;-32,693;-37,593;39,045;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,336;18,160;14,736;-18,663;17,708;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,765;132,351;-18,608;115,627;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,593;11,773;28,391;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7,363;38,483;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,009;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
