;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 11;;;;;;;;;;;;8,643;4772,795;1298,510;13257,761;1469,122;1831,430;359,329;-26,003;359,561;823,383;232,815;144,285;508,119;744,862;4481,334;1315,596;187,026;29,576;61,502;129,465;103,778;829,358;639,133;542,734;659,021;1331,167;1150,567;836,101;1919,389;1619,818;759,561;-76,436;-89,025;407,577;128,985;2744,273;229,530;628,681;1241,186;189,052;763,952;53,661;150,500;1575,621;6114,663;573,980;3125,274;-13,154;1292,599;530,575;19,004;333,509;260,532;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;7,287;-2,315;-20,398;-15,687;4,660;2,009;-0,079;13,437;8,020;9,325;3,137;-3,537;-1,695;-9,078;-3,719;-0,438;3,299;-1,069;-3,913;-7,072;-18,470;-18,746;-13,365;-2,075;-3,692;3,874;7,245;-11,722;-5,615;-6,110;-5,385;-3,032;0,202;0,724;2,990;-0,183;-0,453;2,820;-0,717;0,006;1,347;-0,173;-14,205;0,633;-4,101;4,280;-2,848;-5,763;-6,851;-1,940;0,245;3,442;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;6013,997;15213,479;4611,991;186,048;469,029;12,655;2886,847;1661,985;878,813;1517,956;1356,249;3201,944;1591,463;327,354;38,498;279,949;40,074;49,151;274,069;1883,482;73,906;948,540;568,094;4013,456;65,666;-44,030;116,185;3270,285;171,095;32,015;48,598;1820,339;1823,219;105,764;-53,817;217,924;291,695;6,944;-49,693;420,426;237,691;1182,305;930,512;949,340;551,720;179,952;1369,533;658,849;2,464;302,131;-82,222;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;2610,457;1204,463;549,878;406,584;28,060;3877,541;2211,393;1222,112;1817,931;156,133;381,452;451,981;250,805;81,501;857,272;131,331;104,593;876,210;1926,015;3707,054;493,129;-0,122;983,033;123,521;-17,360;-28,054;440,870;599,301;28,326;976,512;4453,031;475,994;374,012;-20,489;-56,956;100,645;21,850;165,965;409,627;177,390;1606,752;384,962;474,603;2401,808;61,842;327,973;313,003;-2,642;-65,201;41,591;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;7598,188;1268,063;307,310;61,210;650,013;1983,109;291,989;376,763;2283,301;5134,455;2565,997;737,689;30,068;1563,841;125,460;1001,216;168,841;7731,750;1076,317;3400,861;5555,299;15160,124;7042,487;4611,203;16675,877;8490,897;1409,917;363,275;-30,506;1790,915;1481,933;1537,544;46,563;638,385;811,736;86,061;98,748;424,135;127,239;5821,777;2024,431;1788,966;4139,150;479,804;5907,083;5540,455;439,680;245,786;113,715;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;577,816;4170,155;-14,022;57,422;1455,414;239,365;523,414;952,515;2027,156;431,243;175,198;-12,932;233,839;-9,308;714,467;106,129;1359,103;384,117;775,244;578,713;2247,967;3886,067;1355,996;12711,570;-36,007;560,917;-4,019;-108,284;166,414;3574,553;-36,428;14,944;281,697;162,760;-55,254;147,614;2034,538;562,323;747,916;-27,532;583,297;1812,722;213,097;178,691;1458,619;84,980;39,782;-1,891;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;1025,779;11,073;122,598;42,559;43,668;40,048;72,332;113,047;121,041;55,304;36,403;79,021;14,945;52,920;39,626;1283,437;314,468;-30,600;833,354;787,695;436,588;34,287;594,428;107,363;3700,751;-53,255;16,502;130,531;77,077;17,009;118,502;5,108;-5,919;19,457;50,336;-16,288;31,302;2213,046;1484,209;-28,620;425,059;17,209;-1,252;75,125;75,256;-19,215;189,448;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;11,482;55,303;456,042;16,955;54,856;27,141;34,845;94,502;16,798;4,901;49,304;30,345;0,290;22,384;-41,330;-5,791;14,375;322,433;328,972;489,425;60,115;1214,105;18,897;756,270;-71,112;-35,972;95,617;167,063;132,426;8,391;-28,476;-50,013;-11,458;4,067;163,919;877,825;153,531;30,627;-13,550;211,963;61,741;17,803;18,068;-3,523;-10,530;26,006;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;11,043;0,048;7,353;-12,019;-9,508;-2,928;19,448;9,619;-3,258;12,349;0,794;0,639;-7,621;26,528;14,497;-0,751;14,088;39,777;8,900;21,963;13,131;-5,111;8,994;-1,424;-6,502;8,965;-8,377;-5,597;-0,843;-2,127;-9,711;4,348;-4,223;6,483;-4,922;32,743;-0,175;-3,630;-12,818;4,385;23,699;-13,849;-3,622;-3,101;-1,286;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5213,565;2761,209;1823,582;120,473;131,872;0,245;11,348;45,141;17,571;25,413;54,487;10,525;412,813;204,147;-31,801;12,405;202,470;1145,382;895,811;1799,017;35,578;158,128;60,120;34,232;157,593;103,887;14,318;38,251;-55,172;30,829;-7,805;-32,080;1292,780;32,688;392,523;234,204;-44,580;61,778;21,086;338,136;128,213;-32,164;-27,629;-5,397;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1547,592;2975,457;245,916;417,375;194,426;-32,985;-10,135;35,716;-26,930;40,549;123,952;434,113;204,534;44,968;110,732;541,099;1462,954;957,982;5254,177;68,898;67,467;55,094;54,463;142,469;127,823;81,751;93,991;-46,451;75,530;83,473;1073,320;1295,142;33,305;316,096;50,988;26,929;458,735;164,161;463,590;303,707;-65,897;-18,211;32,199;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-2,562;-12,329;31,391;-22,986;-31,466;42,340;-0,476;25,708;49,023;-37,177;48,357;4,250;-22,984;55,441;232,363;49,164;-20,712;205,668;105,162;19,282;15,145;-15,779;72,495;38,119;0,317;13,990;-26,024;10,274;-47,528;-32,903;1677,041;26,604;23,353;231,198;-1,791;3,237;28,223;-6,650;55,877;-36,148;-22,113;-1,314;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-17,231;2,598;-19,553;-26,137;-4,473;-4,827;-6,662;-0,807;28,545;60,010;121,097;-24,398;129,643;237,402;55,245;-21,261;841,463;2,989;-5,779;-2,435;17,814;86,767;99,631;32,138;53,211;-19,990;-44,285;26,939;213,082;17,441;-13,715;15,906;74,002;-32,483;-30,405;19,675;-0,752;59,210;-19,883;-0,229;-12,854;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3829,871;45,043;63,594;3,822;2,273;3,447;-18,744;0,406;128,260;24,450;40,867;106,472;255,727;1486,486;6,884;1356,042;2320,030;48,880;17,149;15,583;90,377;43,700;30,681;-31,042;-7,380;6,867;13,055;14,981;-13,118;-2,492;46,562;4,165;-20,658;92,021;-4,268;-24,551;-16,928;12,217;40,552;-9,049;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-12,403;50,956;-28,751;81,324;13,198;-23,671;-37,025;228,293;44,695;113,694;271,467;410,363;2915,765;107,891;2569,121;5230,268;39,208;43,369;31,305;176,392;139,022;82,676;-31,974;-13,734;-6,089;28,296;27,725;38,692;-51,487;94,042;-7,033;10,491;96,825;11,310;-60,926;-40,339;-11,528;33,738;-32,935;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1573,262;126,255;696,210;27,438;-9,239;53,893;94,009;41,705;-6,089;135,211;243,948;184,230;115,984;601,985;131,585;-22,897;-31,775;8,969;225,783;75,525;152,746;-25,047;28,266;-41,754;78,547;221,848;-22,790;10,155;102,243;508,747;29,107;-2,272;-18,280;-28,929;74,326;22,037;34,147;15,288;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,917;263,874;7,904;-10,500;42,532;75,727;39,988;58,790;-4,611;38,802;74,590;38,304;262,494;64,869;-12,374;-31,410;42,014;99,948;92,937;34,614;9,476;-5,696;-19,670;39,490;22,373;-14,134;-22,930;53,357;502,565;31,611;43,598;-1,156;-4,606;50,469;31,748;0,004;6,685;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,419;-9,673;-3,326;20,782;-45,124;-13,275;14,198;-44,198;18,153;-45,048;-66,295;-27,890;-1,641;-11,099;-12,273;12,999;19,942;-42,287;246,218;2,400;2,731;10,183;3,334;-5,650;-5,871;1,024;13,908;87,375;26,635;15,734;18,072;-1,078;7,307;10,223;6,965;15,310;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,364;10,658;69,563;25,690;-5,274;53,489;173,757;332,583;11,174;71,191;362,121;66,251;33,393;10,613;32,198;328,627;199,468;270,783;212,784;48,164;43,754;-19,810;37,989;37,219;30,668;12,191;440,164;6,550;299,984;9,753;313,740;209,418;54,472;1,333;36,917;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;336,915;36,220;-24,675;47,066;-18,491;30,581;53,743;-16,103;-12,952;-6,340;7,599;-37,719;-24,954;4,073;30,314;-41,237;-34,157;7,674;11,223;55,265;10,955;35,104;-24,230;7,740;21,484;-11,105;-5,064;-5,129;-12,916;-24,500;-46,588;-11,475;2,987;-8,154;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,589;127,317;16,420;9,457;26,228;38,910;40,769;30,516;753,880;-56,172;22,833;2,224;-1,547;-14,644;25,340;-37,971;-7,404;-3,659;66,759;-8,035;-16,330;30,947;5,334;98,776;10,122;3,001;29,247;-26,016;30,110;-18,828;20,462;10,841;-7,262;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,903;1730,411;-29,173;20,621;1257,590;27,353;56,268;99,588;-39,626;65,335;-12,667;874,969;28,631;18,802;12,113;34,738;-4,984;23,972;3,196;-8,652;24,513;-6,251;-5,708;-41,193;11,837;1,612;-8,170;51,246;-64,537;-15,958;9,854;4,475;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2168,559;852,399;1267,917;2244,625;2227,957;1024,878;2360,013;1491,211;2979,468;1851,113;-86,789;862,227;160,005;159,505;-30,321;-2,039;-13,347;-16,901;37,810;141,666;-13,705;8364,618;-54,670;14,391;493,282;100,897;228,175;250,727;-16,784;-26,396;-10,663;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,682;-26,255;806,543;120,612;98,647;-88,444;250,472;1026,490;695,156;909,508;920,758;4,409;46,763;36,694;-20,799;-1,565;37,373;52,442;92,692;-19,930;1147,749;-34,020;-15,264;633,076;45,028;180,348;62,629;-25,590;-35,604;-10,026;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140,778;168,282;143,872;104,247;1786,981;115,784;659,581;677,909;11,755;117,768;208,426;465,988;-0,790;9,942;21,267;19,777;-39,600;8,081;-13,737;101,623;-71,902;2299,660;965,515;54,162;65,294;41,252;-16,957;-5,912;33,270;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5603,280;469,755;480,759;1817,377;287,344;781,744;-11,738;3,083;10,602;-8,518;114,182;1,671;10,711;199,471;34,765;43,644;141,724;186,827;530,299;78,216;156,006;1156,521;-48,297;228,879;330,047;-34,504;3,595;-12,120;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1911,115;1848,896;5298,549;596,271;1036,693;240,525;-22,166;897,294;1097,409;338,763;30,371;6,526;207,231;37,048;56,894;227,288;191,217;1191,791;261,574;224,804;2272,294;-14,166;607,658;762,786;-0,254;24,037;43,590;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9553,685;12052,271;3019,737;530,452;102,599;-33,335;22,312;865,549;381,510;31,489;25,388;-25,374;0,808;28,846;610,426;19,169;2153,568;219,481;-43,837;1502,947;36,607;643,633;747,370;6,979;59,573;-15,679;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7997,544;594,715;122,907;110,454;-29,073;27,122;750,376;167,543;55,086;6,466;-13,855;16,466;31,920;518,104;66,049;905,036;226,890;-39,471;451,106;-6,951;353,901;423,835;36,947;23,739;-22,242;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-28,587;702,398;189,823;-94,706;-11,909;1434,859;140,745;14,253;353,428;253,792;9,716;190,497;687,710;17,595;2230,656;4,585;469,524;8210,307;213,601;986,271;2445,093;86,980;-12,379;22,186;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,058;-42,691;-9,567;237,697;-8,348;301,436;9,044;31,878;52,061;25,501;23,370;52,880;-34,287;1362,382;201,129;78,825;53,193;5,458;283,505;418,348;-0,744;-7,562;-36,802;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1831,057;-13,747;113,187;76,511;-18,591;138,403;5,043;-0,593;-21,791;3,271;-9,572;33,752;0,062;543,312;-52,460;65,327;12,293;14,688;2,595;85,466;-23,586;-6,826;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7,409;-26,757;20,584;-37,315;21,730;0,387;19,823;6,359;8,252;24,593;2,385;-30,066;-51,411;-52,737;-85,716;7,794;-12,581;-4,872;17,149;-5,765;-17,141;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,816;-32,872;6,164;-1,213;-27,493;-21,019;11,333;-3,196;26,766;-1,984;-96,633;-36,972;36,849;-47,961;1,103;-1,106;-17,653;-13,149;6,432;5,828;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12,126;117,486;-8,828;-32,358;0,073;5,210;109,418;169,983;41,610;908,024;74,047;90,296;523,511;28,076;304,853;225,638;20,481;-16,974;24,300;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,188;5,272;37,922;-35,887;-25,836;-15,203;138,688;112,198;163,990;-12,118;180,588;558,715;78,286;196,058;112,373;3,467;2,830;-29,647;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-14,784;-28,800;-3,544;-4,311;7,286;29,010;157,059;87,333;59,560;481,094;373,566;-6,097;19,057;153,211;25,716;8,049;-1,936;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,442;-14,170;-2,213;-0,258;23,481;2,599;-40,008;24,120;3,653;102,761;-14,048;-19,135;39,688;3,280;-10,586;26,760;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22,153;-12,104;-0,251;-17,864;-12,695;-32,869;-23,508;7,457;-36,048;10,044;35,860;27,170;2,084;1,958;-6,018;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,873;115,551;37,848;-16,382;-17,288;-75,061;10,304;96,547;-14,225;1,594;11,220;-8,044;-12,963;-15,836;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141,905;-35,540;10,531;-0,659;18,177;15,738;93,557;-2,419;-42,551;-12,242;-1,704;-10,500;1,467;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8,816;-0,365;89,133;54,460;-11,254;-14,647;13,019;-18,430;28,778;-19,935;-2,142;16,410;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,461;153,315;-9,094;20,291;19,543;17,443;39,332;127,970;-22,188;-38,151;-8,834;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-62,178;-24,368;3,365;0,568;-4,033;18,109;-37,423;-16,026;12,115;11,192;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;864,408;15,260;679,654;57,560;209,601;222,404;-19,425;-6,244;237,431;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7,165;1565,723;47,645;293,628;200,661;35,736;26,349;-6,554;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,642;25,873;29,336;-29,328;-31,957;3,593;-24,789;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-27,697;-0,232;182,850;66,994;-47,914;145,097;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,937;-1,340;-4,478;-22,256;-9,229;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,981;58,891;-44,194;81,638;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,728;4,953;74,857;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,112;-2,986;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,184;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
