;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 11;;;;;;;;;;;;-1,071;4457,740;1237,653;12977,573;1561,448;1821,180;446,054;3,056;366,427;740,932;294,820;125,248;455,092;736,151;4221,508;1285,506;107,844;53,011;97,576;109,890;117,096;802,156;575,313;604,645;595,811;1220,414;1053,741;658,230;1775,749;1626,462;813,611;9,156;-13,250;276,373;133,918;2671,593;195,658;582,474;1355,744;125,843;780,416;150,672;159,839;1523,748;5716,628;485,117;3134,834;8,800;1109,896;423,254;62,331;272,330;354,157;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;-0,962;1,381;-2,268;-0,951;-0,304;-0,235;-0,001;-0,310;-0,442;-0,125;-0,130;-0,156;-0,366;-0,216;-0,066;-0,028;-0,139;-0,015;-0,052;-0,114;-0,581;-0,276;-0,181;-0,247;-0,724;-0,739;-0,430;-1,338;-0,383;-0,242;-0,071;-0,043;1,937;-0,133;-0,134;-0,020;-0,022;-0,063;-0,013;-0,064;-0,154;-0,038;-0,485;-0,269;-0,101;-0,685;-0,021;-0,246;-0,254;-0,025;-0,009;-0,034;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;5763,040;14869,223;4478,526;250,325;599,596;3,442;2740,240;1611,253;684,898;1413,321;1228,437;3156,812;1354,213;215,449;26,013;109,567;71,743;57,194;250,798;1820,234;66,415;934,862;607,231;3732,063;90,308;71,140;15,260;3183,186;255,763;25,607;16,081;1746,159;1456,360;90,808;-23,202;289,805;269,720;-2,547;-15,537;434,752;240,403;1123,821;644,604;896,486;416,752;128,279;1056,891;611,391;68,717;290,472;26,148;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;2580,870;1280,340;538,757;316,238;3,557;3561,038;2106,325;975,036;1761,703;131,539;335,888;417,880;208,781;28,873;834,052;30,040;22,672;885,179;1687,667;3449,624;494,714;18,634;1031,159;-19,236;18,749;39,565;343,084;553,934;24,766;938,905;4149,333;560,922;278,238;-4,949;29,476;110,560;-1,291;177,730;357,919;186,105;1357,742;486,211;462,513;2501,340;37,481;337,665;219,541;30,303;13,410;-0,766;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;7450,500;1284,096;516,109;11,991;768,178;1831,592;212,467;222,363;2191,902;5061,783;2345,655;576,763;124,660;1389,003;276,357;992,924;293,770;7549,239;1182,173;3042,645;5389,805;14784,634;6884,266;4578,102;16309,706;8206,025;1458,277;486,750;-30,512;1737,578;1286,792;1409,530;30,065;597,005;817,052;69,346;-32,367;355,718;224,461;5720,774;1921,780;1747,549;3815,122;456,581;5606,641;5294,393;521,719;306,311;239,738;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;732,985;4097,402;-1,923;137,534;1339,662;400,889;458,875;935,385;2024,415;469,997;201,617;37,172;266,581;61,600;724,136;171,223;1343,269;402,051;787,143;602,729;1860,764;3673,495;1267,314;12331,028;33,641;658,319;10,802;12,886;219,184;2858,019;70,037;12,748;270,429;213,031;27,333;141,398;2099,818;603,149;682,796;55,107;626,929;1844,871;128,764;184,701;1405,424;56,517;-0,102;-5,185;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;958,343;0,887;100,850;60,411;-3,753;61,574;61,170;106,167;94,708;46,666;-0,687;29,304;19,447;11,675;78,443;1418,652;295,067;4,110;740,127;779,045;424,813;22,997;594,159;114,865;3585,474;20,097;3,328;118,835;119,808;69,291;134,587;2,291;30,964;37,970;39,946;52,343;12,557;2246,981;1361,351;25,902;371,795;7,756;25,030;53,769;53,873;3,893;201,421;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-1,018;-4,812;375,631;1,597;57,696;52,553;30,557;52,144;-5,615;3,568;-0,386;6,469;-1,122;57,262;3,560;39,939;71,645;348,199;391,896;434,394;12,789;1108,811;13,470;704,057;-9,624;19,513;95,491;185,646;142,421;9,609;1,408;9,656;-3,308;-6,719;174,637;829,224;170,518;61,337;45,678;181,927;15,006;-7,204;38,337;3,197;1,522;-10,448;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;-1,342;3,372;-0,543;-0,564;-0,675;-0,488;-0,934;-0,288;-0,123;1,489;-0,066;-0,225;0,542;-0,324;0,987;0,274;1,095;4,449;-3,204;-1,864;0,565;-0,560;1,112;-0,310;-0,186;1,311;0,468;0,464;-0,086;-0,096;-0,274;-0,058;-0,277;-0,669;-0,166;-2,100;-1,167;-0,438;-0,772;-0,091;0,017;-1,100;0,901;-0,040;-0,148;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5116,455;2354,326;1682,939;77,323;139,968;33,217;6,059;-0,358;28,045;-7,061;-15,489;10,123;373,226;152,294;1,704;-4,294;250,852;1024,360;884,309;1923,627;-61,121;87,689;5,529;17,142;117,609;111,003;6,826;0,581;9,840;36,697;9,394;6,707;1295,316;-15,530;367,000;247,232;-11,877;174,929;7,247;327,647;137,233;-0,903;0,082;-8,749;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1456,378;2838,706;230,262;372,346;236,091;14,991;-3,049;30,748;-11,367;-6,631;127,239;371,847;166,513;44,430;87,008;618,729;1288,422;900,630;5161,217;-67,969;55,452;60,491;14,215;82,611;137,392;11,064;8,498;17,484;103,374;46,777;1057,311;1305,357;7,732;274,876;94,401;26,945;515,619;127,432;433,097;249,810;-11,004;-5,946;-8,530;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-2,248;-9,266;-18,039;36,927;18,230;7,704;1,528;-3,411;-0,743;-0,488;46,342;33,808;23,545;-8,604;157,837;0,806;1,857;302,835;-33,364;8,797;20,173;1,004;4,638;58,295;-8,959;-4,387;2,995;1,922;-1,691;-4,973;1620,126;-8,445;34,271;248,426;3,752;33,091;3,876;-3,054;29,599;5,725;0,992;-5,858;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-8,000;-4,808;18,465;1,066;-4,839;15,337;-1,838;-1,454;9,692;39,198;102,891;-26,860;86,799;233,128;40,082;19,152;827,725;-42,882;8,445;-3,593;1,658;85,772;106,095;-2,640;11,735;4,350;5,096;10,427;228,995;4,159;1,863;7,403;47,150;-20,180;13,152;10,518;-5,789;-9,556;-2,476;-2,461;5,631;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3456,168;-20,971;-1,107;0,660;-13,827;-2,457;-5,390;-15,021;151,531;28,111;3,017;101,479;202,215;1473,242;97,802;1351,233;2057,185;7,330;0,853;-9,195;89,800;69,005;40,442;-6,519;4,690;5,665;-4,545;8,253;-16,712;4,648;76,721;-13,786;5,120;6,121;7,904;11,768;-17,292;13,222;-0,963;0,643;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-15,974;-2,895;4,227;-5,700;-12,107;-16,823;-39,579;242,856;105,263;1,274;262,585;371,786;2912,361;247,885;2602,729;5076,336;8,219;9,163;-11,537;176,789;118,500;72,005;-6,990;12,252;-2,074;-3,990;-7,610;-1,069;-3,131;108,835;17,446;25,795;51,740;16,890;-5,780;-15,471;33,805;-1,975;-4,654;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1435,610;111,047;699,435;14,884;10,041;17,383;91,223;46,544;-11,869;105,467;175,635;99,358;59,541;560,031;57,260;-11,872;-17,780;8,707;200,137;103,598;117,709;-5,125;4,282;-0,737;37,202;214,767;35,090;-13,268;50,762;387,575;-2,305;48,834;-9,312;33,076;-5,413;6,425;-2,656;1,671;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,769;258,269;13,177;12,289;24,216;84,410;19,309;-1,053;6,648;31,056;47,752;34,518;272,619;3,629;12,010;-0,045;15,506;37,198;90,396;47,273;-4,420;0,662;-5,549;30,502;12,968;16,693;-3,990;24,506;369,553;-7,671;56,418;-5,046;27,096;3,563;-1,708;-1,389;-2,058;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;514,181;-2,142;-2,557;-3,808;32,383;5,594;4,148;8,908;2,331;35,111;38,884;74,494;3,884;-6,588;-0,345;-4,807;14,664;7,232;211,274;0,983;-2,535;-1,770;1,292;-0,856;-4,389;-3,829;16,877;2,269;0,973;82,046;4,782;9,140;6,504;-0,058;-1,913;2,106;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,843;-8,061;38,057;78,116;17,848;31,076;151,165;275,693;114,188;97,955;376,642;60,200;7,282;3,495;9,460;287,752;220,901;226,496;228,127;30,319;25,535;-3,029;26,039;19,357;-6,996;28,081;402,019;26,137;261,319;7,061;336,122;215,177;8,549;-0,974;-0,826;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331,839;-0,169;30,371;-2,086;-3,064;34,613;48,697;34,341;18,837;84,016;10,956;3,543;1,335;0,335;0,512;12,546;1,940;-2,192;-2,444;48,387;-0,469;0,109;0,853;6,960;9,390;3,930;-1,853;12,915;-1,324;14,073;-4,169;-0,727;-0,015;-1,756;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,174;103,672;1,032;1,471;37,567;42,094;15,935;3,924;725,793;11,993;8,348;7,323;-2,839;-4,126;12,368;-2,885;-4,409;-7,317;45,648;1,085;0,785;7,921;8,209;73,570;10,483;-4,581;19,823;-1,826;17,080;-11,110;-5,295;-2,472;-4,699;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,957;1564,760;0,761;32,432;1182,810;-7,158;3,431;157,959;-51,180;51,628;-12,791;875,506;-4,427;18,230;20,652;5,473;4,640;3,484;-4,855;-8,646;8,952;-0,291;61,106;0,745;4,886;15,340;4,399;-4,811;33,920;-0,804;0,640;-4,322;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1965,826;558,555;1275,885;2248,133;2232,141;1064,665;2387,753;1443,115;2699,960;1601,314;-44,853;699,401;170,560;170,995;-17,378;3,987;-20,018;-5,730;5,624;164,790;-17,184;8134,038;-18,723;15,950;597,098;3,671;215,976;316,463;33,192;-3,837;-11,413;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,465;30,481;747,123;179,691;180,666;74,284;223,244;920,702;630,122;874,658;570,595;15,484;7,672;-3,475;4,078;-3,493;-4,875;8,853;81,086;-0,506;992,713;14,761;7,938;612,820;59,875;126,068;146,697;-4,789;1,158;-11,275;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;149,957;186,942;159,305;139,035;1491,756;29,183;470,177;459,865;-10,484;103,156;149,803;435,287;8,045;-2,411;-2,329;3,689;-6,320;23,620;5,384;46,060;52,684;2170,551;603,795;3,141;31,100;70,638;3,552;-3,682;43,872;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5425,969;346,599;392,496;1641,289;260,774;718,368;-8,839;28,157;-5,673;-9,602;101,576;-6,129;-8,016;168,982;21,680;14,580;153,657;196,273;496,211;29,041;138,170;1033,769;1,357;148,211;326,885;-6,455;5,117;-5,610;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1747,425;1695,646;4988,593;480,841;983,774;273,164;10,256;914,367;709,478;197,023;29,310;4,466;210,765;17,857;35,613;182,722;225,013;1149,180;176,022;144,949;2196,145;3,842;608,290;704,617;-2,622;9,265;28,960;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9303,856;11744,883;3060,767;534,971;139,345;-9,360;4,011;569,927;229,226;21,993;7,976;23,626;-8,353;-7,524;527,259;15,446;2161,525;241,426;39,763;1424,620;7,162;740,532;780,191;24,059;-5,957;20,061;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7817,749;664,676;160,079;132,381;-6,792;-10,796;443,271;102,219;15,458;6,236;-3,160;-11,330;-22,689;476,576;15,448;938,893;209,750;21,067;511,610;12,418;400,962;394,606;27,617;-0,724;24,102;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,757;719,893;165,821;2,761;-35,290;1088,438;148,155;12,740;284,615;217,365;41,056;149,863;771,689;54,040;2203,296;153,817;524,560;8006,937;227,764;1060,018;2341,659;104,135;-0,754;15,745;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,264;12,394;-14,090;173,770;-0,101;244,195;9,373;4,188;53,407;-4,697;-8,641;-24,219;-3,382;1298,704;240,491;26,529;15,591;11,382;299,582;385,743;18,818;1,333;-5,330;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1525,729;3,144;135,544;96,041;59,344;124,921;4,655;6,489;7,953;-4,434;34,527;1,550;39,627;546,657;26,176;35,836;7,449;3,773;12,737;57,502;5,396;33,706;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,660;6,596;-6,108;0,854;5,170;-3,221;1,585;-0,769;6,521;14,421;-3,291;-12,399;13,037;1,396;-3,169;3,470;-15,998;-3,307;1,529;1,358;-2,250;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15,687;-5,564;-11,178;1,986;3,324;3,007;-3,151;-4,419;3,998;-2,702;-35,098;-10,414;-9,578;3,609;4,647;-9,901;3,117;-3,675;1,183;6,754;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,852;67,408;-6,740;-1,274;9,989;-6,514;104,644;113,786;70,351;663,402;44,146;74,749;514,547;4,332;310,172;128,342;34,569;4,419;1,587;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,198;-0,215;27,048;-3,641;0,728;12,879;111,854;84,590;182,696;8,844;143,847;470,142;24,822;138,239;148,250;-2,980;-3,697;-3,503;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,411;-1,512;14,028;1,680;19,883;41,646;146,650;67,093;68,701;406,612;367,911;1,537;20,219;121,570;35,800;-0,622;12,093;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,897;-6,020;1,114;6,234;2,131;-2,440;-2,294;-0,456;6,268;161,769;-1,005;2,750;8,221;-1,544;-1,329;-1,864;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,135;-0,117;16,504;9,126;-3,071;-1,282;2,609;-3,720;-0,153;-3,381;0,889;-9,061;-1,954;-0,471;-0,390;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,038;102,968;-1,276;-3,114;-2,860;28,848;-4,304;78,159;-1,475;-14,827;4,919;5,037;-0,153;1,822;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132,155;-3,366;-1,675;22,859;-0,021;4,727;75,213;2,000;36,989;4,766;0,627;0,111;-1,286;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,463;-7,408;-15,401;67,957;-0,494;95,873;-2,590;-6,993;-8,302;-0,212;-3,264;2,715;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,914;156,782;15,930;10,386;100,046;10,210;6,040;76,219;9,203;1,231;2,018;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18,361;-8,838;11,678;-3,489;1,279;-9,178;-6,906;0,241;-0,536;-2,334;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;855,946;3,614;740,212;-12,869;199,652;298,204;38,310;-7,648;156,103;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,699;1443,409;29,684;319,650;228,538;-14,794;-6,186;3,294;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,639;1,158;14,965;39,711;1,535;-3,679;-2,135;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,241;11,843;74,231;21,353;11,853;117,257;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,095;-5,084;0,252;-0,406;1,888;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-21,182;47,189;0,851;69,046;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,443;9,049;76,110;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,365;-1,079;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,762;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
