;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 11;;;;;;;;;;;;-2,175;4553,670;1177,161;13240,405;1403,292;2006,107;238,677;-101,172;221,485;391,124;217,096;56,642;553,822;793,428;4550,332;1349,837;120,169;82,337;93,683;3,792;126,727;745,806;333,645;682,165;615,138;1244,915;967,050;504,536;1762,496;1467,738;803,655;23,082;-180,631;310,662;103,024;2656,110;158,814;607,573;1441,278;133,760;892,757;51,716;-38,081;1574,890;6252,251;511,952;3218,039;-102,506;1063,308;516,118;60,591;217,292;214,103;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;-95,055;2,435;-32,701;-31,805;22,025;12,169;-0,731;0,604;-20,032;7,685;1,503;-23,605;-32,759;-54,148;-19,840;10,572;25,038;9,271;10,941;-6,540;-18,594;-7,039;-12,784;-1,255;15,287;27,620;28,934;-26,765;-13,828;19,887;-0,306;-11,002;-7,296;4,729;18,421;8,267;-7,072;-8,681;-3,883;-19,927;-4,210;-0,595;4,099;19,417;8,294;35,787;5,037;18,391;4,687;1,930;1,971;2,624;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;5994,166;15140,426;4736,658;173,054;274,558;-20,133;2819,814;1498,013;718,229;1442,232;1326,743;3075,965;1546,885;354,788;84,877;242,063;55,393;7,095;-46,481;1633,265;-8,025;947,373;522,671;4006,714;-8,055;-102,861;-91,272;3158,206;187,507;-60,782;-95,772;1613,805;1586,495;114,646;-43,789;163,493;274,351;-102,469;89,006;254,041;120,162;1083,583;977,723;703,632;341,564;31,351;1295,467;539,124;-29,973;146,816;11,912;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;2263,320;1033,045;508,079;386,385;97,813;3860,192;2088,668;1173,362;1809,013;240,716;222,973;462,415;302,569;-74,647;716,268;31,021;1,150;723,513;1676,717;3705,971;531,516;-126,264;793,459;-32,999;-68,374;-115,207;307,997;507,073;-8,912;846,880;4373,579;564,588;271,108;-58,454;27,762;-44,563;-127,914;155,604;298,770;199,918;1511,108;454,330;376,790;2490,884;120,103;270,226;96,009;53,618;-13,419;-83,143;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;7686,801;977,146;-18,592;-37,558;160,844;1537,728;49,659;-12,914;2009,195;5105,818;2293,168;437,735;377,705;1361,616;64,632;933,895;-79,296;7798,930;918,274;3361,524;5335,338;15023,117;7077,798;4561,990;16682,216;8215,789;1329,759;457,675;-234,256;1660,289;1347,934;1495,815;-76,334;624,561;840,775;-235,641;31,541;170,071;-22,322;5863,024;1940,850;1633,249;4028,574;423,973;5987,080;5432,880;256,591;105,840;-80,337;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;595,518;4273,798;-1,373;-18,631;1328,062;107,029;468,740;940,335;1969,701;301,829;126,022;-3,365;214,773;-4,187;673,592;-110,377;1130,769;135,106;786,750;469,035;1960,433;3765,309;1219,209;12782,346;-64,480;492,795;-241,726;-83,633;92,719;3495,659;36,009;46,166;352,518;213,314;-60,782;111,134;2085,817;515,780;568,945;-115,004;567,184;1704,627;52,520;180,076;1292,266;-29,283;-35,233;-144,709;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;968,502;-42,443;162,378;128,688;-42,270;37,337;70,968;153,041;201,795;86,706;-48,106;-4,670;59,933;-65,272;-0,636;1223,228;103,238;-164,149;669,560;726,672;382,978;-100,461;377,326;-5,485;3753,244;-171,208;-23,231;136,228;7,057;32,456;99,553;6,435;-78,945;60,894;84,979;-11,087;-8,347;2200,271;1567,130;-47,455;321,559;8,878;49,534;-107,483;132,839;16,662;165,884;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;41,579;74,632;425,866;10,667;125,852;31,436;-3,456;-21,701;-13,921;-38,865;5,013;58,898;-10,226;17,123;-78,279;-182,455;59,249;152,679;183,795;364,633;-85,462;1010,173;-19,550;775,912;-101,933;-67,094;89,718;174,343;165,345;78,841;-15,465;21,293;-98,025;87,369;244,161;824,129;131,779;26,179;60,870;22,360;14,036;-61,351;-131,802;-37,969;-4,194;1,205;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;11,193;-18,465;-26,352;-9,926;-6,378;44,039;22,443;7,852;-6,168;30,737;15,242;-1,710;-43,949;-41,288;-39,284;-78,234;16,101;-8,406;-1,306;45,002;-1,161;17,633;-42,055;-42,257;-12,148;18,520;-14,027;-40,191;-11,841;-1,949;-15,088;-2,878;-28,962;27,242;-9,717;1,808;-76,310;-23,133;-72,838;-9,552;11,235;-4,665;-9,364;8,123;-14,348;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5208,814;2768,312;1785,757;166,778;157,736;-163,847;-107,608;-85,521;37,039;12,280;11,246;-86,442;211,287;80,899;-58,878;-99,503;120,090;1078,221;740,524;1702,322;-98,832;136,630;-12,864;-50,645;82,262;-9,392;-17,338;67,895;-2,687;126,194;37,736;-105,100;1309,387;-28,663;304,254;260,424;-68,085;153,368;3,687;258,405;101,316;-88,934;64,205;-41,461;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1496,041;2902,136;276,607;399,040;63,521;-191,245;-18,364;35,622;-25,801;-0,548;48,364;208,478;35,334;-47,874;-46,003;548,876;1387,372;866,210;5284,355;-51,240;139,968;-27,510;-32,847;113,072;-96,404;-13,965;53,644;-72,724;158,449;43,424;974,102;1298,070;24,749;122,531;-53,789;-10,659;559,788;104,642;315,979;299,877;-91,074;16,519;-77,451;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-36,296;51,829;45,221;-71,610;-9,292;-3,356;-24,250;-1,887;-12,113;-15,129;-132,651;55,329;75,122;-24,187;191,212;13,084;20,962;116,447;95,892;39,870;-11,742;-2,714;-40,326;-28,794;-129,450;-3,786;2,466;39,764;10,004;18,250;1685,270;-4,355;-159,455;212,877;36,272;-14,379;-31,908;18,316;-113,863;-20,037;28,575;-56,098;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-2,259;-83,506;-37,408;-7,536;-43,917;-31,571;23,479;28,295;-13,433;-18,277;55,241;-16,130;83,981;27,543;-43,166;-47,495;802,151;5,879;26,528;32,941;-26,959;63,373;9,042;-23,585;15,347;-97,430;11,869;-64,785;175,461;9,515;44,971;41,693;-100,712;-60,343;-60,448;4,923;-97,985;-34,153;-28,324;5,760;-21,940;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3866,024;-33,720;31,388;-49,478;-79,472;9,143;7,588;89,466;88,801;46,496;37,265;17,929;41,582;1423,740;-22,819;1192,344;2381,466;72,395;-82,897;-1,598;66,038;-32,124;47,350;15,909;-87,396;-63,779;-47,538;34,676;-2,580;1,872;-30,447;-32,978;50,311;-65,101;25,708;-36,082;-69,626;-11,622;-37,212;-37,355;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-19,632;45,666;-70,006;-26,471;39,914;30,114;20,648;117,602;5,917;39,427;119,178;332,048;2967,737;110,254;2467,121;5326,340;230,424;-102,982;-12,506;76,289;-89,602;88,335;61,611;-59,788;12,245;-68,176;48,161;-29,851;-33,056;-5,642;77,300;68,183;31,367;-91,730;-82,059;-283,807;-98,020;-70,557;-109,564;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1616,885;59,930;620,692;-90,504;-98,708;-56,624;252,329;-13,075;11,115;21,771;82,798;28,336;-12,049;493,162;10,749;100,237;51,509;-55,088;231,411;69,446;138,650;2,198;-19,870;11,635;177,818;205,475;-55,676;-13,900;22,091;485,090;10,434;56,668;-5,082;-136,846;-38,320;16,516;13,497;10,632;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,666;245,381;-36,472;-65,656;33,871;2,826;7,202;-51,565;-28,599;7,205;61,112;16,701;115,995;-54,216;12,424;16,219;43,315;27,628;142,452;-11,617;9,926;17,600;33,485;51,055;36,395;-44,243;-39,871;-5,543;586,658;-8,523;15,569;-13,836;-29,398;-87,694;18,222;41,260;-11,110;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;546,857;-39,831;-19,585;-20,796;234,607;-104,821;46,326;35,589;60,891;39,746;39,871;26,607;-25,714;7,254;5,004;8,883;-72,450;66,984;259,233;-34,727;12,838;-0,506;17,326;13,672;-4,955;44,765;187,563;1,290;32,141;8,262;24,660;81,208;-38,510;-1,491;-0,974;9,513;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-35,203;-24,567;77,756;87,943;-126,313;21,028;101,167;184,154;-55,899;-34,375;181,636;-44,067;-13,662;2,579;14,078;287,837;233,113;292,564;228,308;43,512;16,695;-2,414;27,466;-26,373;71,989;-22,769;425,156;42,115;245,907;-13,731;297,957;263,097;27,715;-33,292;49,976;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;333,415;-1,209;35,057;27,436;-2,171;-13,536;-19,199;29,740;-22,126;-86,854;-2,247;-8,420;-0,960;-16,782;37,465;1,639;2,927;-13,851;-12,960;40,370;-20,704;16,089;-1,313;-32,164;48,259;18,444;20,365;-60,121;22,307;-24,398;-60,247;-20,905;7,857;-48,676;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,357;-36,232;-84,438;-33,511;-42,304;-5,683;68,417;9,032;677,357;-23,928;-52,479;10,222;-34,771;-64,677;-9,833;-6,784;-39,509;-48,208;64,973;-14,399;-27,269;-58,286;-7,000;-40,521;-82,087;-62,913;-183,949;2,678;7,126;26,794;-6,494;-10,836;-30,984;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-92,476;1669,878;13,919;-73,900;1169,410;-8,987;-37,658;-138,827;70,609;1,953;-20,748;882,117;-113,647;-4,914;35,700;29,417;-65,077;-7,114;-39,031;58,032;64,615;20,629;-115,159;-1,224;-23,036;-117,141;-10,004;94,275;-118,945;-34,356;-48,282;-0,066;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2070,348;723,097;1181,092;2343,745;2443,672;1119,970;2324,080;1600,848;2953,934;1902,914;-215,539;762,278;87,551;145,985;21,734;-23,490;-0,655;-62,149;-116,396;19,725;-85,020;8332,706;-54,107;-154,741;596,367;-6,927;121,411;144,743;4,971;-201,037;81,137;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-134,343;-100,066;856,785;224,776;339,359;-98,410;161,443;853,959;632,094;764,649;800,239;-108,874;-8,930;58,767;-19,515;-96,173;-5,815;-73,207;37,561;-77,759;1144,710;-32,747;-135,659;583,666;51,659;150,279;37,348;-84,468;-29,259;42,975;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,215;165,826;18,267;34,450;1774,374;86,713;600,099;697,820;-13,574;110,205;101,099;493,229;-56,794;-55,683;-28,596;-32,008;-96,591;7,005;-50,436;58,081;-82,513;2355,512;1039,895;4,996;62,941;42,784;-3,148;14,097;48,757;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5731,981;279,177;362,473;1697,562;192,447;748,871;42,087;-66,840;38,140;-79,139;121,757;-95,945;34,140;231,199;13,323;24,892;52,199;61,391;470,965;114,211;74,836;1190,224;-79,708;56,868;201,786;-128,967;0,485;-136,091;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1728,490;1667,663;5108,191;428,390;1163,295;334,185;-191,265;939,276;1148,031;216,572;-71,953;-73,073;259,903;-52,351;192,479;71,339;17,116;1217,890;288,106;-40,192;2350,684;-29,627;541,023;576,504;-195,457;10,547;-264,029;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9644,814;12102,827;3077,099;632,818;201,914;50,451;-31,957;651,298;134,529;42,487;20,596;105,545;-65,312;-211,689;473,122;19,284;2293,491;183,706;-26,661;1354,608;33,471;650,316;666,048;-59,333;61,890;-135,028;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8100,697;595,869;129,971;172,121;123,119;13,557;577,486;46,986;32,127;31,093;-79,234;-0,424;-121,494;480,012;-7,674;1032,116;237,157;-124,131;525,492;27,483;337,471;386,038;-27,859;71,830;-93,176;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-199,266;724,332;-35,775;-129,006;72,070;1160,813;200,603;7,835;344,834;231,606;-15,272;109,833;591,417;151,691;2189,131;-88,696;437,226;8447,599;99,982;872,249;2334,184;8,605;13,314;-305,312;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,034;-41,460;31,737;206,450;-63,257;216,759;86,968;-33,605;31,455;-116,071;-8,817;-40,753;-69,389;1367,586;140,849;111,653;-102,281;-55,937;336,474;259,968;-18,666;-170,941;-70,960;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1810,314;-62,868;109,563;123,657;62,875;62,540;-11,049;-61,998;-37,967;-77,152;28,785;-25,692;-30,005;501,827;-11,695;7,908;67,479;112,397;-175,428;85,033;-82,042;81,946;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-33,988;18,024;58,506;-1,858;20,383;0,676;-30,834;13,199;-20,173;11,016;8,772;3,960;4,239;-34,853;-17,559;38,885;1,905;5,107;-20,134;-46,309;100,778;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,189;-26,579;-50,353;27,599;-37,035;-30,725;-6,611;19,664;1,005;-10,862;-130,162;-41,026;42,068;-241,544;-6,216;86,142;-95,878;-40,318;-27,550;-17,650;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,031;116,448;52,255;-13,151;-25,037;-97,527;159,940;86,818;70,142;888,434;4,632;146,723;611,813;104,431;223,474;111,838;38,903;47,396;-53,356;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,906;44,471;20,190;46,336;15,584;-13,977;68,961;54,268;70,850;-177,382;82,930;540,101;-5,295;163,755;171,662;11,158;-32,828;-1,819;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,033;-31,274;54,861;-8,494;16,889;-62,102;173,828;57,974;-7,878;483,582;431,784;2,013;-11,954;183,099;145,477;-42,774;37,414;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,755;44,915;-6,258;-25,225;-38,886;31,714;94,524;-2,928;-18,369;43,908;-14,299;45,827;65,236;11,072;-45,311;-0,636;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,408;-5,483;15,302;52,679;3,021;49,638;22,174;-16,116;-65,619;-3,394;67,230;38,434;14,791;6,785;5,067;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,157;93,560;80,031;-13,963;-26,654;-82,481;55,730;-0,214;-32,436;-4,039;-98,932;-17,083;19,599;8,505;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175,673;44,422;12,714;-19,965;-25,684;-3,017;44,139;34,539;-43,166;25,959;16,433;-13,902;-6,916;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19,640;-7,738;-64,264;74,309;-28,830;43,170;-18,522;44,088;-49,827;15,853;-70,576;-16,242;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-83,248;84,623;32,937;8,399;13,920;-11,254;47,638;-6,024;-13,674;89,346;-30,917;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,178;-75,643;-45,060;-113,209;-8,596;-46,356;-60,553;-38,682;-4,877;-7,748;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885,382;-78,719;763,055;-96,617;153,209;231,345;32,675;-127,838;146,998;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-67,799;1524,019;-22,596;309,715;131,389;-37,674;-35,011;-30,513;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-64,725;16,341;32,025;-25,045;-6,180;-22,093;-47,500;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-69,372;-217,526;236,224;74,035;10,345;-76,036;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,510;-49,810;-0,523;-18,028;-8,342;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,147;-60,344;-53,620;117,758;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,678;106,804;6,360;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5,458;25,954;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10,861;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
