48784.37308229216: [{4=5}]
47125.602809907476: [{2=4}]
43676.36621615812: [{2=16}]
37011.129531821294: [{2=5}]
21221.058627092298: [{4=16}]
18151.973640322147: [{5=16}]
16785.72480640521: [{16=38}]
16576.361401156693: [{4=7}]
16490.11176383455: [{5=7}]
15105.676873762: [{2=38}]
13746.178940310965: [{4=8}]
13472.129901268641: [{5=8}]
13456.994363806156: [{2=28}]
11992.633063938363: [{2=7}]
11057.149054542258: [{4=31}]
10374.421149385053: [{16=37}]
10213.40530239115: [{2=8}]
9751.588129352258: [{2=23}]
9256.760750480613: [{2=18}]
9105.655126357055: [{16=19}]
8423.08553209763: [{2=29}]
8280.872119705082: [{2=37}]
7880.902871865219: [{2=20}]
7722.186332180869: [{2=31}]
6622.352503544352: [{2=21}]
6543.867882795224: [{4=38}]
6501.253218097726: [{5=38}]
6117.616667111635: [{4=22}]
6062.917164952031: [{16=39}]
5949.194570425677: [{5=22}]
5688.795605708419: [{4=40}]
5622.690859705597: [{30=31}]
5606.439416910122: [{31=40}]
5585.910436401834: [{7=16}]
5505.091951276003: [{2=39}]
5476.148516446505: [{4=30}]
5029.653145607552: [{4=21}]
4963.886067006324: [{5=21}]
4859.812810600385: [{16=28}]
4740.308890958571: [{5=6}]
4697.586680450291: [{2=19}]
4607.967813025313: [{4=6}]
4397.962112973749: [{2=17}]
4255.320406292183: [{2=30}]
4168.383206598598: [{4=18}]
4024.2910982490316: [{4=11}]
3928.1922747579247: [{2=6}]
3858.261302118028: [{5=11}]
3798.20963257352: [{16=18}]
3767.394725955542: [{2=15}]
3719.2783148902504: [{15=16}]
3638.722313106806: [{2=24}]
3560.979904996617: [{16=23}]
3359.034964823902: [{4=28}]
3305.4958238722706: [{2=40}]
3247.3100854604036: [{4=39}]
3215.703439128387: [{4=37}]
3205.715843071831: [{2=11}]
3129.187832972437: [{5=31}]
3119.1957857947814: [{5=39}]
3060.7570438898942: [{7=22}]
2877.2580704353504: [{8=16}]
2810.928792134931: [{4=20}]
2798.1211613440764: [{16=20}]
2749.402443879653: [{2=36}]
2713.1419161040085: [{16=36}]
2648.024617365474: [{7=21}]
2623.6027078915713: [{5=37}]
2534.0704814055935: [{5=40}]
2504.7096319393963: [{23=28}]
2488.964621115895: [{6=16}]
2460.6398616887927: [{11=16}]
2378.9654967980964: [{16=29}]
2314.8812511642936: [{18=38}]
2184.1587718877304: [{2=22}]
2161.4599065861466: [{4=29}]
2138.1322226050543: [{2=25}]
2121.19246290601: [{5=10}]
2118.9793928355157: [{5=28}]
2087.416661387367: [{2=10}]
2083.791123989652: [{7=38}]
2075.3706170645373: [{4=10}]
2058.226662964778: [{4=19}]
2010.4130768538816: [{4=36}]
2008.5915635411002: [{5=29}]
2001.3490811437061: [{19=29}]
1970.018143175128: [{4=15}]
1957.3679797083728: [{28=38}]
1950.4733135623414: [{5=15}]
1948.8362418237084: [{5=36}]
1927.7013816299504: [{19=37}]
1868.091318587099: [{16=24}]
1832.367491768547: [{5=18}]
1822.1676226755312: [{18=31}]
1730.0901193378072: [{5=20}]
1645.5324909821918: [{19=38}]
1600.87261354594: [{5=9}]
1597.804269808863: [{18=30}]
1591.594720043924: [{16=31}]
1587.913713649159: [{8=38}]
1574.9655437343736: [{4=34}]
1544.862792919823: [{16=17}]
1537.2936037127715: [{4=17}]
1489.2552476421993: [{8=18}]
1489.116823133757: [{4=9}]
1487.7094376616246: [{2=27}]
1477.906617789496: [{2=26}]
1435.1032274897561: [{19=31}]
1428.4188982246135: [{8=31}]
1416.4950236706518: [{7=28}]
1372.1600423903767: [{28=37}]
1357.3621165798686: [{4=24}]
1355.8864297369091: [{11=36}]
1332.7994605799531: [{4=25}]
1323.385682375758: [{5=26}]
1312.7486279262653: [{5=25}]
1307.94849090254: [{8=40}]
1266.0886921377207: [{4=23}]
1247.9354944336555: [{5=34}]
1224.0870719265076: [{5=30}]
1220.2439469946353: [{8=22}]
1211.9253926288627: [{20=37}]
1204.1835754666533: [{20=29}]
1190.7505998652387: [{23=38}]
1156.3070873648376: [{24=38}]
1134.0006304639917: [{2=9}]
1126.4342028202968: [{8=21}]
1098.8109744717383: [{28=31}]
1078.9851898943843: [{7=15}]
1053.1240506350712: [{20=31}]
999.7486643462864: [{23=37}]
996.7006003626327: [{6=38}]
990.4398970082015: [{4=26}]
952.5606344740074: [{10=29}]
918.2759504980095: [{7=20}]
917.0366227588297: [{8=26}]
902.109184098968: [{4=32}]
869.1115339041778: [{17=31}]
865.4635317476402: [{4=33}]
864.7510122799614: [{20=38}]
849.4102365946408: [{17=28}]
849.1138313056106: [{10=16}]
841.035882630166: [{17=30}]
830.013268146289: [{28=29}]
822.1814285078315: [{6=39}]
814.220343190781: [{22=25}]
803.2705919554315: [{5=24}]
798.0294035894062: [{5=17}]
776.8639413440432: [{4=27}]
774.5453452128326: [{16=40}]
773.3535059544231: [{19=39}]
759.196107326597: [{17=38}]
754.5188125831653: [{2=33}]
748.8499886674475: [{7=39}]
732.4037678165859: [{23=29}]
727.3113344119051: [{28=40}]
723.0905614538266: [{19=40}]
695.4341443217539: [{5=27}]
669.3235910621346: [{9=16}]
664.7128379634954: [{20=40}]
634.0399180293724: [{16=30}]
625.2458159428022: [{7=31}]
603.4465813086573: [{18=37}]
583.400308584824: [{7=37}]
573.6502681246067: [{28=39}]
569.1940565976379: [{7=34}]
561.7138527849152: [{5=23}]
558.563469835163: [{20=28}]
554.2382695525762: [{23=39}]
519.9177580572369: [{28=30}]
515.1298131165008: [{6=37}]
513.7313812285058: [{19=30}]
491.3990219707964: [{8=17}]
488.88157977219953: [{18=29}]
460.84124954225496: [{8=25}]
445.0049279896192: [{20=39}]
443.16211429948027: [{7=25}]
440.01472523036597: [{20=30}]
437.5393419997002: [{23=31}]
432.4008161300729: [{27=29}]
422.7626136067191: [{6=21}]
422.631618822013: [{8=20}]
422.24673082906594: [{11=38}]
421.4534440846808: [{15=17}]
415.5846121212784: [{24=31}]
411.4905447017358: [{8=34}]
401.7054213965255: [{9=38}]
395.85872940512184: [{16=21}]
381.32814676798205: [{5=33}]
366.6402847093908: [{7=40}]
365.0627300151336: [{23=24}]
362.40509078133994: [{15=18}]
357.12624374547033: [{18=36}]
351.38986005868526: [{29=37}]
345.6329345543949: [{8=30}]
344.973514961034: [{8=28}]
333.8224107716732: [{7=30}]
324.81680742611917: [{18=21}]
324.58056347764756: [{15=23}]
321.89355884624814: [{16=35}]
318.8488395279564: [{23=36}]
316.3078372628801: [{10=39}]
306.32250038529133: [{10=37}]
305.93946218893007: [{6=28}]
303.49215735643384: [{21=23}]
301.6092084868402: [{7=24}]
288.34532621866913: [{5=19}]
287.2599496912427: [{8=15}]
284.4457279765147: [{8=27}]
283.8239515061996: [{7=18}]
276.67935204014464: [{6=22}]
271.24618099626383: [{10=28}]
261.66076261307467: [{24=40}]
254.29655983027504: [{7=23}]
253.04110761090976: [{16=32}]
249.86918301700047: [{23=40}]
248.63866075108473: [{15=20}]
248.1778689823729: [{8=37}]
247.86444411452925: [{18=40}]
244.61195951054975: [{22=23}]
242.81564660079255: [{18=22}]
242.2898947001769: [{10=38}]
241.97197501036754: [{11=19}]
240.83070717993934: [{11=21}]
234.90159307725952: [{8=24}]
233.51740927527374: [{11=22}]
230.81342259808974: [{18=34}]
228.1822922831348: [{20=23}]
227.41495394443206: [{19=21}]
227.30479773193827: [{18=24}]
216.8733789325497: [{20=22}]
215.85431958196943: [{23=33}]
214.24199365019956: [{28=33}]
212.0991783788961: [{15=29}]
208.9477004627219: [{10=40}]
207.5277862688369: [{15=28}]
206.54632956202465: [{11=39}]
206.253807658092: [{8=23}]
206.10866391367927: [{7=17}]
